action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_base_transition_cost,parameter_defense_active,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,False,0.0,False,False,False,False,0.8614326999813784,0,False,209,22.8388433924943,0,False,True,laptop,1.0,0.31335195262433285,timing,300,1.5,False,0,0,20,attack-v2-row-v1,1007673170,5,5,False,True,measurement_tampering,5,0,0,True
False,True,False,0.0,False,False,False,False,0.8704579999903217,0,False,201,21.666979745071174,0,False,True,laptop,1.0,0.3056699578512884,timing,300,1.5,False,0,1,20,attack-v2-row-v1,1731467162,5,5,False,True,measurement_tampering,5,0,0,True
False,True,False,0.0,False,False,False,False,0.839419199997792,0,False,216,22.99795410851488,0,False,True,laptop,1.0,0.30788448671038326,timing,300,1.5,False,0,2,20,attack-v2-row-v1,1473908588,5,5,False,True,measurement_tampering,5,0,0,True
False,True,False,0.0,False,False,True,True,0.8381564999872353,0,False,209,22.8388433924943,0,False,True,laptop,1.0,0.31335195262433285,timing,300,1.5,True,0,0,20,attack-v2-row-v1,1007673170,5,5,False,True,measurement_tampering,5,0,0,False
False,True,False,0.0,False,False,True,True,0.7994389999948908,0,False,201,21.666979745071174,0,False,True,laptop,1.0,0.3056699578512884,timing,300,1.5,True,0,1,20,attack-v2-row-v1,1731467162,5,5,False,True,measurement_tampering,5,0,0,False
False,True,False,0.0,False,False,True,True,0.7800203000078909,0,False,216,22.99795410851488,0,False,True,laptop,1.0,0.30788448671038326,timing,300,1.5,True,0,2,20,attack-v2-row-v1,1473908588,5,5,False,True,measurement_tampering,5,0,0,False
