action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,extinct,final_population,final_u_sys_v2,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_population,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,0.01654820001567714,False,47,8.433273411236096,False,True,laptop,0.9,0.384,smoke,20,False,50,0,1,attack-v2-row-v1,400373737,3,3,False,False,sybil_capture,0,0,False
True,True,True,0.0,True,False,False,False,0.016253999987384304,False,45,8.44793547807662,False,True,laptop,0.9,0.384,smoke,20,False,50,1,1,attack-v2-row-v1,770773146,3,3,False,False,sybil_capture,0,0,False
False,True,False,0.0,True,False,True,True,0.0031940999906510115,False,47,10.036637069993002,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,True,50,0,1,attack-v2-row-v1,400373737,3,3,False,False,sybil_capture,0,0,False
False,True,False,0.0,True,False,True,True,0.0033848999883048236,False,48,10.142434973900272,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,True,50,1,1,attack-v2-row-v1,770773146,3,3,False,False,sybil_capture,0,0,False
