absolute_resolution_multiplier,absolute_term_enabled,arm,attack_cost_model,attacker_capability,capability_ratio,cell_id,collapse_severity,defender_capability,defense_cost_model,defense_input_count,effective_attack_cost,effective_defense_cost,elapsed_seconds,failure_count,failure_rate,frontier_validator_count,institution_alone_corner,institution_hidden_count,institution_hidden_rate,institution_validator_count,mean_measured_rank,mean_seconds_per_run,merge_rule,n,pairwise_checks,partition_corruption_count,partition_corruption_rate,pass_name,rank_visible_failure_count,rank_visible_failure_rate,resolution_probability,structural_point_index,true_effective_rank,validator_set_size
1.0,False,false_cluster_injection,superlinear,1.0,1.0,4dcd598a20afbe43422f,1.0,1.0,pairwise_exact,3,1.0,3.0,0.008319314569234848,200,1.0,0,True,0,0.0,1,3.0,4.159657284617424e-05,threshold_greedy_complete_linkage,200,3,0,0.0,complete_linkage,0,0.0,0.0,24,1,1
1.0,False,false_cluster_injection,linear,1.0,1.0,4ecadd9bab476eab77b0,0.66,1.0,static_baseline,4,2.0,1.0,0.015209674835205078,75,0.375,1,False,0,0.0,1,2.435,7.60483741760254e-05,threshold_greedy_complete_linkage,200,6,0,0.0,complete_linkage,0,0.0,0.8,2,2,2
1.0,False,false_cluster_injection,superlinear,1.0,1.0,54600461a387fcce5528,0.0,1.0,pairwise_exact,18,64.0,153.0,0.022826978005468845,58,0.29,15,False,0,0.0,1,16.32,0.00011413489002734423,threshold_greedy_complete_linkage,200,153,0,0.0,complete_linkage,0,0.0,0.8700084961767205,12,16,16
1.0,False,false_cluster_injection,superlinear,1.0,1.0,54e8d0b1921d56fd046a,0.33,1.0,static_baseline,66,512.0,1.0,0.02038945071399212,0,0.0,63,False,0,0.0,1,64.0,0.00010194725356996059,threshold_greedy_complete_linkage,200,2145,0,0.0,complete_linkage,0,0.0,0.9999694833531692,21,64,64
1.0,False,false_cluster_injection,superlinear,1.0,1.0,58c6cb75f178fbc9168d,0.66,1.0,static_baseline,66,281.96985654498604,1.0,0.019802002236247063,0,0.0,63,False,0,0.0,1,43.0,9.901001118123532e-05,threshold_greedy_complete_linkage,200,2145,0,0.0,complete_linkage,0,0.0,0.999917530560378,22,43,64
1.0,False,false_cluster_injection,superlinear,1.0,1.0,595ba429193460284d59,0.33,1.0,static_baseline,10,22.627416997969522,1.0,0.008318574167788029,2,0.01,7,False,0,0.0,1,8.01,4.159287083894014e-05,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.994506078188917,9,8,8
1.0,False,false_cluster_injection,superlinear,1.0,1.0,5cf9b6655fe3b8918aa3,0.33,1.0,static_baseline,34,181.01933598375618,1.0,0.025165441446006298,0,0.0,31,False,0,0.0,1,32.0,0.0001258272072300315,threshold_greedy_complete_linkage,200,561,0,0.0,complete_linkage,0,0.0,0.9998273963056777,17,32,32
1.0,False,false_cluster_injection,linear,1.0,1.0,5d5467d3cc588a57a665,0.33,1.0,static_baseline,34,32.0,1.0,0.01213899441063404,0,0.0,31,False,0,0.0,1,32.0,6.069497205317021e-05,threshold_greedy_complete_linkage,200,561,0,0.0,complete_linkage,0,0.0,0.9990243902439024,17,32,32
1.0,False,false_cluster_injection,superlinear,1.0,1.0,5e166f5518dbc4484739,0.66,1.0,static_baseline,6,5.196152422706632,1.0,0.027728538028895855,20,0.1,3,False,0,0.0,1,3.105,0.00013864269014447926,threshold_greedy_complete_linkage,200,15,0,0.0,complete_linkage,0,0.0,0.9397171187267773,6,3,4
1.0,False,false_cluster_injection,superlinear,1.0,1.0,5eba37adab874071661b,0.33,1.0,pairwise_exact,4,2.8284271247461903,6.0,0.007113894447684288,153,0.765,1,False,0,0.0,1,2.97,3.556947223842144e-05,threshold_greedy_complete_linkage,200,6,0,0.0,complete_linkage,0,0.0,0.4852813742385704,1,2,2
1.0,False,false_cluster_injection,superlinear,1.0,1.0,603d59d1edf91b4a1818,0.66,1.0,pairwise_exact,6,5.196152422706632,15.0,0.0076106637716293335,140,0.7,3,False,0,0.0,1,3.91,3.805331885814667e-05,threshold_greedy_complete_linkage,200,15,0,0.0,complete_linkage,0,0.0,0.5096189432334203,6,3,4
1.0,False,false_cluster_injection,linear,1.0,1.0,621584cbd552ae4b0eb4,1.0,1.0,pairwise_exact,34,2.0,561.0,0.020993554964661598,200,1.0,31,False,0,0.0,1,3.99,0.00010496777482330799,threshold_greedy_complete_linkage,200,561,0,0.0,complete_linkage,0,0.0,0.007079646017699115,19,2,32
1.0,False,false_cluster_injection,linear,1.0,1.0,6394ebf20338850e002e,0.66,1.0,pairwise_exact,4,2.0,6.0,0.007957803085446358,166,0.83,1,False,0,0.0,1,3.2,3.9789015427231786e-05,threshold_greedy_complete_linkage,200,6,0,0.0,complete_linkage,0,0.0,0.4,2,2,2
1.0,False,false_cluster_injection,linear,1.0,1.0,656e5eba4c2a1f335217,0.33,1.0,static_baseline,10,8.0,1.0,0.008436557836830616,6,0.03,7,False,0,0.0,1,8.03,4.218278918415308e-05,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.9846153846153847,9,8,8
1.0,False,false_cluster_injection,linear,1.0,1.0,65dc58f022ef264560eb,0.66,1.0,pairwise_exact,10,6.0,45.0,0.00935330893844366,153,0.765,7,False,0,0.0,1,7.1,4.6766544692218303e-05,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.4444444444444444,10,6,8
1.0,False,false_cluster_injection,superlinear,1.0,1.0,65f786846f8f468170d8,0.66,1.0,pairwise_exact,18,36.4828726939094,153.0,0.00968843512237072,100,0.5,15,False,0,0.0,1,11.58,4.84421756118536e-05,threshold_greedy_complete_linkage,200,153,0,0.0,complete_linkage,0,0.0,0.7239819623091097,14,11,16
1.0,False,false_cluster_injection,linear,1.0,1.0,69fd3bfc1ad1867f86d8,0.0,1.0,static_baseline,34,32.0,1.0,0.013052982278168201,1,0.005,31,False,0,0.0,1,32.005,6.5264911390841e-05,threshold_greedy_complete_linkage,200,561,0,0.0,complete_linkage,0,0.0,0.9990243902439024,16,32,32
1.0,False,false_cluster_injection,linear,1.0,1.0,6a2b5fb167723d230af6,0.66,1.0,static_baseline,34,22.0,1.0,0.02737840637564659,1,0.005,31,False,0,0.0,1,22.005,0.00013689203187823297,threshold_greedy_complete_linkage,200,561,0,0.0,complete_linkage,0,0.0,0.9979381443298969,18,22,32
1.0,False,false_cluster_injection,linear,1.0,1.0,6b56d052dad77deca954,0.0,1.0,static_baseline,10,8.0,1.0,0.00879568513482809,7,0.035,7,False,0,0.0,1,8.035,4.397842567414045e-05,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.9846153846153847,8,8,8
1.0,False,false_cluster_injection,linear,1.0,1.0,6fd4fe5fea849ebd9543,0.0,1.0,pairwise_exact,10,8.0,45.0,0.009250273928046227,127,0.635,7,False,0,0.0,1,8.8,4.625136964023113e-05,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.5871559633027523,8,8,8
1.0,False,false_cluster_injection,superlinear,1.0,1.0,706b1ce688e4958fba8e,0.0,1.0,static_baseline,66,512.0,1.0,0.022219478152692318,0,0.0,63,False,0,0.0,1,64.0,0.00011109739076346158,threshold_greedy_complete_linkage,200,2145,0,0.0,complete_linkage,0,0.0,0.9999694833531692,20,64,64
