k2,reproduction_rate,seed,survived,collapsed,extinct,final_population,final_ai_generation,final_avg_U_sys,final_avg_L_t,avg_transition_cost,yield_condition_met_count
0.0,0.06,48,False,True,False,102,299,0.0,0.0,876.0456559416486,298
0.0,0.06,49,False,True,False,56,299,0.0,0.0,867.0279683131001,298
0.0,0.06,47,False,True,False,77,300,0.0,0.0,880.3619155163123,299
0.0,0.062,1,False,True,False,153,300,0.0,0.0,876.4639687095555,299
0.0,0.062,0,True,False,False,176,299,8.884020003486487e+53,1.7768058076621498e+52,873.639661197025,298
0.0,0.062,3,True,False,False,179,299,8.86321563091591e+53,1.772644923932206e+52,870.1066719673214,298
0.0,0.062,8,False,True,False,124,299,0.0,0.0,874.3797920402873,298
0.0,0.062,2,True,False,False,224,299,1.1343172985343816e+54,2.2686369002055072e+52,873.1922730664646,298
0.0,0.062,4,False,True,False,175,299,0.0,0.0,873.6814894769384,298
0.0,0.062,5,True,False,False,253,299,1.2657802651584023e+54,2.531563094903893e+52,869.2430413504371,298
0.0,0.062,6,True,False,False,280,299,1.3640611108002038e+54,2.7281249818147606e+52,872.282133525454,298
0.0,0.062,7,True,False,False,258,300,1.994552577950122e+54,3.989109186354935e+52,876.6224114398141,299
0.0,0.062,12,True,False,False,278,299,1.4453362206757993e+54,2.890675364046253e+52,874.5315142442274,298
0.0,0.062,9,True,False,False,212,300,1.6420793430168353e+54,3.284162010405299e+52,876.6151423491021,299
0.0,0.062,10,True,False,False,236,299,1.2041252916987895e+54,2.4082530192946024e+52,867.7338339090255,298
0.0,0.062,11,False,True,False,112,299,0.0,0.0,874.9693494943972,298
0.0,0.062,13,True,False,False,250,299,1.230842261686872e+54,2.4616870133686834e+52,867.8138661396141,298
0.0,0.062,14,True,False,False,259,299,1.3442760204426917e+54,2.6885547570539354e+52,873.3640385013231,298
0.0,0.062,15,True,False,False,239,300,1.9079168523822283e+54,3.8158375670883707e+52,875.174488796079,299
0.0,0.062,21,True,False,False,228,300,1.71832855852858e+54,3.4366605967805886e+52,879.1761066410462,299
0.0,0.062,18,False,True,False,84,300,0.0,0.0,879.8964953897071,299
0.0,0.062,17,True,False,False,200,299,9.828405766348208e+53,1.965683151490152e+52,867.7261315422311,298
0.0,0.062,16,True,False,False,209,300,1.6236810864541708e+54,3.247365461715965e+52,877.8426975324874,299
0.0,0.062,20,True,False,False,221,299,1.1328206253472132e+54,2.2656435425852028e+52,872.2911455403403,298
0.0,0.062,19,False,True,False,165,300,0.0,0.0,878.0876146236798,299
0.0,0.062,22,False,True,False,91,300,0.0,0.0,881.2365954069911,299
0.0,0.062,23,False,True,False,137,299,0.0,0.0,865.2381536415137,298
0.0,0.062,27,True,False,False,171,299,8.663532032604061e+53,1.7327081683648533e+52,873.2070260666635,298
0.0,0.062,24,True,False,False,254,299,1.311196859075279e+54,2.6223963693350716e+52,873.7728923832905,298
0.0,0.062,29,False,True,False,164,299,0.0,0.0,869.7833358193321,298
0.0,0.062,25,False,True,False,193,300,0.0,0.0,876.0034442792031,299
0.0,0.062,31,True,False,False,337,299,1.6957043994146553e+54,3.3914122166055203e+52,874.7979371344038,298
0.0,0.062,26,False,True,False,175,299,0.0,0.0,873.1092614946759,298
0.0,0.062,28,False,True,False,138,299,0.0,0.0,865.5369259350894,298
0.0,0.062,30,False,True,False,206,300,0.0,0.0,883.3369238175419,299
0.0,0.062,32,False,True,False,144,299,0.0,0.0,875.5686747332154,298
0.0,0.062,33,True,False,False,208,299,1.0495163095152989e+54,2.0990347465150646e+52,871.8703985785786,298
0.0,0.062,34,False,True,False,181,299,0.0,0.0,872.928997055723,298
0.0,0.062,35,True,False,False,269,299,1.3720071795670431e+54,2.744017131947659e+52,869.9554562110341,298
0.0,0.062,36,False,True,False,231,299,0.0,0.0,872.0166548083041,298
0.0,0.062,39,True,False,False,216,299,1.1117137996359694e+54,2.223429855541374e+52,869.6544682571257,298
0.0,0.062,37,False,True,False,114,299,0.0,0.0,870.0308112781851,298
0.0,0.062,38,True,False,False,248,299,1.220234918064007e+54,2.4404723074645266e+52,871.0807382046097,298
0.0,0.062,41,False,True,False,196,299,0.0,0.0,872.8668381095821,298
0.0,0.062,40,False,True,False,159,299,0.0,0.0,874.3026474346888,298
0.0,0.062,43,True,False,False,300,299,1.5355024765292164e+54,3.071008051424414e+52,870.0072010784821,298
0.0,0.062,42,True,False,False,181,299,9.450269878831873e+53,1.8900558917413842e+52,874.1423255182826,298
0.0,0.062,45,False,True,False,100,299,0.0,0.0,875.2577333061389,298
0.0,0.062,44,False,True,False,131,299,0.0,0.0,871.1921326647388,298
0.0,0.062,46,True,False,False,161,300,1.2363750377026713e+54,2.47275260187823e+52,877.9524073338777,299
0.0,0.062,47,False,True,False,132,300,0.0,0.0,880.8147973767218,299
0.0,0.062,48,True,False,False,197,299,9.892160281665097e+53,1.9784340666109845e+52,876.3053840810863,298
0.0,0.064,2,True,False,False,266,299,1.3544274193680526e+54,2.7088575761782194e+52,872.2932540853085,298
0.0,0.064,0,True,False,False,362,300,2.7218860301513248e+54,5.443777548503637e+52,880.0316651205311,299
0.0,0.062,49,True,False,False,269,299,1.4156145771234343e+54,2.831232018561103e+52,871.6426167696221,298
0.0,0.064,4,True,False,False,447,299,2.2674132889193198e+54,4.53483114135573e+52,871.6109406088816,298
0.0,0.064,3,True,False,False,361,299,1.769331533483703e+54,3.538666634354641e+52,871.4501184075978,298
0.0,0.064,1,True,False,False,268,300,2.0250526339645683e+54,4.0501093639772487e+52,880.6635974483432,299
0.0,0.064,5,True,False,False,297,298,9.77046594160584e+53,1.9540951633097565e+52,868.8732567684322,297
0.0,0.064,6,True,False,False,261,299,1.3497163905421486e+54,2.6994355091770814e+52,870.3432866605796,298
0.0,0.064,9,True,False,False,352,299,1.699456803136017e+54,3.398917031200804e+52,874.2132157108852,298
0.0,0.064,7,True,False,False,316,299,1.5849788677403137e+54,3.169960936178321e+52,872.3628017354935,298
0.0,0.064,13,True,False,False,184,299,9.557962215195923e+53,1.9115943827027277e+52,869.2397807157159,298
0.0,0.064,8,True,False,False,353,299,1.780900464509287e+54,3.5618045239501014e+52,871.9697795125163,298
0.0,0.064,11,True,False,False,246,299,1.2089654988426643e+54,2.417933448253422e+52,868.2331112782617,298
0.0,0.064,10,True,False,False,384,299,1.9392628571676762e+54,3.878529619118612e+52,874.0677170709073,298
0.0,0.064,12,True,False,False,333,299,1.689745015515841e+54,3.379493443115863e+52,872.2479465183874,298
0.0,0.064,16,True,False,False,353,300,2.7194141849644658e+54,5.438833859154982e+52,879.9702270574625,299
0.0,0.064,14,True,False,False,236,299,1.156282554353095e+54,2.312567454042942e+52,873.7243224661966,298
0.0,0.064,15,True,False,False,276,299,1.386660738953252e+54,2.773324281169154e+52,875.8867968947188,298
0.0,0.064,25,True,False,False,327,299,1.670289983917615e+54,3.3405833383725957e+52,871.2637502334541,298
0.0,0.064,17,True,False,False,304,299,1.5667068683955857e+54,3.1334168997701157e+52,870.7236494901908,298
0.0,0.064,18,False,True,False,189,300,0.0,0.0,876.7187294953454,299
0.0,0.064,21,True,False,False,324,299,1.6338573732846776e+54,3.267718043388196e+52,873.4633263985138,298
0.0,0.064,19,True,False,False,272,299,1.3924564424093935e+54,2.784915697225794e+52,870.6629901926074,298
0.0,0.064,20,True,False,False,447,299,2.279637480176984e+54,4.55927954837015e+52,873.2737122794016,298
0.0,0.064,22,True,False,False,246,300,1.902191156418487e+54,3.8043861621043134e+52,883.5180991087284,299
0.0,0.064,26,True,False,False,259,299,1.3275250769855126e+54,2.6550528363225306e+52,871.7641212629358,298
0.0,0.064,23,True,False,False,413,300,3.102186110605352e+54,6.204378471257492e+52,877.4744863378487,299
0.0,0.064,24,True,False,False,313,299,1.6296613221709418e+54,3.259325933349497e+52,873.2900012970885,298
0.0,0.064,30,True,False,False,259,299,1.3183426100463063e+54,2.636687885957867e+52,871.0723687392903,298
0.0,0.064,27,False,True,False,178,299,0.0,0.0,875.2292429275867,298
0.0,0.064,28,True,False,False,250,299,1.2882117486510952e+54,2.57642610047185e+52,872.2828481013868,298
0.0,0.064,33,True,False,False,469,299,2.4417692126768103e+54,4.883543340587831e+52,868.5881155348819,298
0.0,0.064,29,True,False,False,359,299,1.7927511868097084e+54,3.585505990854978e+52,873.467329006108,298
0.0,0.064,31,True,False,False,339,299,1.709971616113067e+54,3.4199466834506706e+52,871.2878102316106,298
0.0,0.064,34,True,False,False,278,300,2.1106548504697035e+54,4.2213139714672214e+52,883.7123194582226,299
