phi,alpha,reproduction_rate,survived,collapsed,extinct,final_population,final_avg_U_sys,final_avg_L_t
1.0,0.6714285714285714,0.065,False,True,False,28,0.0,0.0
1.0,0.6714285714285714,0.07,False,True,False,105,0.0,0.0
1.0,0.5571428571428572,0.135,True,False,False,874,2.6503603919818155,0.39610487913223813
1.0,0.6714285714285714,0.07500000000000001,True,False,False,250,2.301345442014875,0.22535070025271714
1.0,0.6714285714285714,0.08,True,False,False,273,2.3360431560729538,0.24414983431103332
1.0,0.5571428571428572,0.14,True,False,False,841,2.6881134100421975,0.41566506321302255
1.0,0.7857142857142857,0.04,False,True,True,0,0.0,0.0
1.0,0.6714285714285714,0.08499999999999999,True,False,False,362,2.416485566348535,0.2825332241092689
1.0,0.6714285714285714,0.09,True,False,False,481,2.5081295299222055,0.32362954161423213
1.0,0.7857142857142857,0.05,False,True,True,0,0.0,0.0
1.0,0.6714285714285714,0.1,True,False,False,582,2.5704999711716354,0.35407176297560916
1.0,0.7857142857142857,0.045,False,True,True,0,0.0,0.0
1.0,0.6714285714285714,0.095,True,False,False,531,2.555517061384304,0.34397236164646205
1.0,0.7857142857142857,0.055,False,True,True,0,0.0,0.0
1.0,0.6714285714285714,0.10500000000000001,True,False,False,607,2.585118991381131,0.36433852962251756
1.0,0.6714285714285714,0.11000000000000001,True,False,False,643,2.592784515450327,0.36798273990175134
1.0,0.6714285714285714,0.11499999999999999,True,False,False,719,2.6285794373358504,0.38583250254234125
1.0,0.6714285714285714,0.12,True,False,False,709,2.6145628386715045,0.3787721661336335
1.0,0.6714285714285714,0.125,True,False,False,788,2.634947038536308,0.38877441360507503
1.0,0.7857142857142857,0.06,False,True,True,0,0.0,0.0
1.0,0.6714285714285714,0.13,True,False,False,831,2.671813130520169,0.40443069469720927
1.0,0.6714285714285714,0.135,True,False,False,817,2.6756841754246206,0.40949366703144363
1.0,0.7857142857142857,0.065,False,True,False,16,0.0,0.0
1.0,0.7857142857142857,0.07,True,False,False,180,2.1858138727567917,0.17642965137327474
