phi,alpha,reproduction_rate,survived,collapsed,extinct,final_population,final_avg_U_sys,final_avg_L_t
5.571428571428571,1.2428571428571429,0.135,True,False,False,838,6.240772134489638,0.4104813977818463
5.571428571428571,1.2428571428571429,0.14,True,False,False,856,6.0392527183729925,0.3916163080946669
5.571428571428571,1.3571428571428572,0.07,False,True,False,167,0.0,0.0
5.571428571428571,1.3571428571428572,0.07500000000000001,True,False,False,312,4.634600298236285,0.26279132189031545
5.571428571428571,1.3571428571428572,0.08,True,False,False,311,4.501721460773672,0.25039280336195346
5.571428571428571,1.3571428571428572,0.08499999999999999,True,False,False,382,4.795618880246009,0.2772153899910663
5.571428571428571,1.3571428571428572,0.09,True,False,False,475,5.2064607647492105,0.31508479926728983
5.571428571428571,1.4714285714285715,0.04,False,True,True,0,0.0,0.0
5.571428571428571,1.3571428571428572,0.095,True,False,False,499,5.26332322565454,0.319040641202408
5.571428571428571,1.3571428571428572,0.1,True,False,False,554,5.276870867030835,0.3212449246719101
5.571428571428571,1.3571428571428572,0.10500000000000001,True,False,False,594,5.574934820242434,0.3488334179551577
5.571428571428571,1.4714285714285715,0.05,False,True,True,0,0.0,0.0
5.571428571428571,1.4714285714285715,0.045,False,True,True,0,0.0,0.0
5.571428571428571,1.4714285714285715,0.055,False,True,True,0,0.0,0.0
5.571428571428571,1.3571428571428572,0.11000000000000001,True,False,False,665,5.7417888701530675,0.36425957665614406
5.571428571428571,1.3571428571428572,0.11499999999999999,True,False,False,748,6.02822423815103,0.39085922666031686
5.571428571428571,1.3571428571428572,0.12,True,False,False,735,5.847242247400371,0.37393042575953245
5.571428571428571,1.4714285714285715,0.06,False,True,True,0,0.0,0.0
5.571428571428571,1.3571428571428572,0.125,True,False,False,774,6.0008959359536735,0.3881545849044987
5.571428571428571,1.4714285714285715,0.065,False,True,False,5,0.0,0.0
5.571428571428571,1.3571428571428572,0.13,True,False,False,803,6.242278879076796,0.41071156228803174
5.571428571428571,1.3571428571428572,0.135,True,False,False,797,6.204667480768288,0.4071691538755061
5.571428571428571,1.3571428571428572,0.14,True,False,False,866,6.158549892134635,0.4027231695017372
5.571428571428571,1.4714285714285715,0.07,False,True,False,132,0.0,0.0
5.571428571428571,1.4714285714285715,0.07500000000000001,True,False,False,163,3.8325288889135534,0.18998049413131615
5.571428571428571,1.4714285714285715,0.08,True,False,False,307,4.673399628675937,0.2665233608809562
5.571428571428571,1.4714285714285715,0.08499999999999999,True,False,False,414,5.10207711983304,0.30556550476751315
5.571428571428571,1.4714285714285715,0.09,True,False,False,430,5.179168526712308,0.3126986021549201
5.571428571428571,1.5857142857142859,0.04,False,True,True,0,0.0,0.0
5.571428571428571,1.4714285714285715,0.095,True,False,False,564,5.5348111886032365,0.3453378399950384
5.571428571428571,1.5857142857142859,0.045,False,True,True,0,0.0,0.0
5.571428571428571,1.5857142857142859,0.05,False,True,True,0,0.0,0.0
5.571428571428571,1.4714285714285715,0.1,True,False,False,556,5.3650306341544916,0.32942761734935244
5.571428571428571,1.4714285714285715,0.10500000000000001,True,False,False,599,5.553694047199573,0.34685401269352195
5.571428571428571,1.4714285714285715,0.11000000000000001,True,False,False,658,5.827274269415085,0.372322098572878
5.571428571428571,1.4714285714285715,0.11499999999999999,True,False,False,655,5.775470723091137,0.3674040957457708
5.571428571428571,1.5857142857142859,0.055,False,True,False,6,0.0,0.0
5.571428571428571,1.4714285714285715,0.12,True,False,False,732,6.0530887368491175,0.3931499196754594
5.571428571428571,1.4714285714285715,0.125,True,False,False,741,6.0975331511131685,0.39733188781611906
5.571428571428571,1.5857142857142859,0.06,False,True,False,38,0.0,0.0
5.571428571428571,1.4714285714285715,0.13,True,False,False,812,5.939522111849373,0.3823670342835238
5.571428571428571,1.4714285714285715,0.135,True,False,False,804,6.045069884334861,0.39225619243414356
5.571428571428571,1.5857142857142859,0.07,False,True,False,125,0.0,0.0
5.571428571428571,1.5857142857142859,0.065,True,False,False,169,3.6416532271824336,0.1724727689850307
5.571428571428571,1.4714285714285715,0.14,True,False,False,877,6.148741536665399,0.40179660879545825
5.571428571428571,1.5857142857142859,0.07500000000000001,True,False,False,199,3.7665877174911935,0.18288329055253544
5.571428571428571,1.5857142857142859,0.08,True,False,False,361,4.898985502771399,0.28714548821419833
5.571428571428571,1.5857142857142859,0.08499999999999999,True,False,False,472,5.318442897912267,0.32554443958911033
5.571428571428571,1.5857142857142859,0.09,True,False,False,413,5.0348123933990205,0.2992995174249008
5.571428571428571,1.7,0.045,False,True,True,0,0.0,0.0
5.571428571428571,1.7,0.04,False,True,True,0,0.0,0.0
5.571428571428571,1.5857142857142859,0.095,True,False,False,486,5.343837078464155,0.3266006485385322
5.571428571428571,1.5857142857142859,0.1,True,False,False,589,5.478784334430722,0.33989977561933776
5.571428571428571,1.7,0.05,False,True,True,0,0.0,0.0
5.571428571428571,1.5857142857142859,0.10500000000000001,True,False,False,678,5.656715341045645,0.35500058027940506
5.571428571428571,1.5857142857142859,0.11000000000000001,True,False,False,659,5.858190352687946,0.37512638105806034
5.571428571428571,1.5857142857142859,0.11499999999999999,True,False,False,726,5.8779743794880295,0.37685187188215
5.571428571428571,1.5857142857142859,0.12,True,False,False,711,6.097453732647876,0.3973264291403861
5.571428571428571,1.7,0.055,False,True,False,1,0.0,0.0
5.571428571428571,1.5857142857142859,0.125,True,False,False,777,6.052131201193005,0.3929918529760079
5.571428571428571,1.7,0.06,False,True,False,5,0.0,0.0
5.571428571428571,1.5857142857142859,0.13,True,False,False,839,6.27329768028767,0.4135451897195761
5.571428571428571,1.5857142857142859,0.135,True,False,False,857,6.210229455027754,0.407654188578878
5.571428571428571,1.7,0.065,False,True,False,67,0.0,0.0
5.571428571428571,1.7,0.07,True,False,False,194,3.696779867390016,0.17736523556623968
5.571428571428571,1.5857142857142859,0.14,True,False,False,893,6.317106787484645,0.41753240829720956
5.571428571428571,1.7,0.07500000000000001,True,False,False,217,4.131422757087225,0.21699258761873025
5.571428571428571,1.7,0.08,True,False,False,311,4.507533716970689,0.250912355506845
5.571428571428571,1.8142857142857143,0.04,False,True,True,0,0.0,0.0
5.571428571428571,1.7,0.08499999999999999,True,False,False,353,4.800546802803689,0.27782541997088794
5.571428571428571,1.8142857142857143,0.045,False,True,True,0,0.0,0.0
5.571428571428571,1.7,0.09,True,False,False,490,5.187124379403768,0.31310902204020113
5.571428571428571,1.8142857142857143,0.05,False,True,True,0,0.0,0.0
5.571428571428571,1.7,0.095,True,False,False,511,5.281525901307069,0.3218715213901148
5.571428571428571,1.7,0.1,True,False,False,549,5.469463540699077,0.33910997878766236
5.571428571428571,1.7,0.10500000000000001,True,False,False,600,5.738995204577707,0.3642299352290503
5.571428571428571,1.7,0.11000000000000001,True,False,False,677,5.77294462489706,0.3671372079169991
5.571428571428571,1.7,0.11499999999999999,True,False,False,746,6.030546690201863,0.39103334820545255
5.571428571428571,1.7,0.12,True,False,False,719,5.861034047291301,0.3751714456434657
5.571428571428571,1.8142857142857143,0.055,False,True,True,0,0.0,0.0
5.571428571428571,1.7,0.125,True,False,False,720,6.032509480230575,0.3912969877905558
5.571428571428571,1.7,0.13,True,False,False,749,6.069834442535497,0.3946235061631166
5.571428571428571,1.7,0.14,True,False,False,881,6.252479155273386,0.41152396230685306
5.571428571428571,1.7,0.135,True,False,False,824,6.17898270719386,0.4047450580322671
5.571428571428571,1.8142857142857143,0.06,False,True,False,10,0.0,0.0
5.571428571428571,1.8142857142857143,0.065,False,True,False,57,0.0,0.0
5.571428571428571,1.8142857142857143,0.07,True,False,False,174,3.6665762066840855,0.17464025389787563
5.571428571428571,1.8142857142857143,0.07500000000000001,True,False,False,268,4.396179939207622,0.24104299341184166
5.571428571428571,1.8142857142857143,0.08,True,False,False,324,4.731937080514556,0.2717934440263253
5.571428571428571,1.8142857142857143,0.08499999999999999,True,False,False,372,4.792939059594192,0.2759975015070919
5.571428571428571,1.8142857142857143,0.09,True,False,False,479,5.5072040881166,0.34307242023323087
5.571428571428571,1.9285714285714286,0.04,False,True,True,0,0.0,0.0
5.571428571428571,1.9285714285714286,0.045,False,True,True,0,0.0,0.0
5.571428571428571,1.8142857142857143,0.095,True,False,False,535,5.577757577853611,0.3494174904761542
5.571428571428571,1.8142857142857143,0.1,True,False,False,577,5.651636883727058,0.35611600602696536
5.571428571428571,1.8142857142857143,0.10500000000000001,True,False,False,610,5.851119151391814,0.3746776708488392
5.571428571428571,1.8142857142857143,0.11000000000000001,True,False,False,654,5.710605239354498,0.3613563023238521
5.571428571428571,1.8142857142857143,0.11499999999999999,True,False,False,717,5.981741126212727,0.38657033778237876
5.571428571428571,1.9285714285714286,0.05,False,True,True,0,0.0,0.0
5.571428571428571,1.9285714285714286,0.055,False,True,True,0,0.0,0.0
5.571428571428571,1.8142857142857143,0.12,True,False,False,766,6.075183660848777,0.3952128096461499
5.571428571428571,1.8142857142857143,0.125,True,False,False,781,6.160799130650153,0.4030841839733517
5.571428571428571,1.9285714285714286,0.06,False,True,True,0,0.0,0.0
5.571428571428571,1.8142857142857143,0.13,True,False,False,789,5.977329219862346,0.38589661609864245
5.571428571428571,1.8142857142857143,0.135,True,False,False,796,6.2820439257481775,0.41447216885124744
5.571428571428571,1.9285714285714286,0.065,False,True,False,94,0.0,0.0
5.571428571428571,1.9285714285714286,0.07500000000000001,True,False,False,170,3.9005044346600344,0.19621074204591277
5.571428571428571,1.8142857142857143,0.14,True,False,False,886,6.040812068754281,0.39165494815338553
5.571428571428571,1.9285714285714286,0.07,False,True,False,155,0.0,0.0
5.571428571428571,1.9285714285714286,0.08,True,False,False,365,4.9020142753544045,0.2872153777349021
5.571428571428571,1.9285714285714286,0.08499999999999999,True,False,False,425,5.143330888536629,0.3095075358507269
5.571428571428571,2.0428571428571427,0.045,False,True,True,0,0.0,0.0
5.571428571428571,2.0428571428571427,0.04,False,True,True,0,0.0,0.0
5.571428571428571,1.9285714285714286,0.09,True,False,False,459,5.321524109126069,0.32577357243122845
5.571428571428571,1.9285714285714286,0.095,True,False,False,582,5.58318492362047,0.3497818440584433
5.571428571428571,1.9285714285714286,0.1,True,False,False,563,5.407691268015502,0.3334074312091268
5.571428571428571,1.9285714285714286,0.10500000000000001,True,False,False,646,5.860250623061214,0.3753757337745881
5.571428571428571,2.0428571428571427,0.05,False,True,True,0,0.0,0.0
5.571428571428571,1.9285714285714286,0.11000000000000001,True,False,False,679,5.913255140616703,0.380356778950384
5.571428571428571,1.9285714285714286,0.11499999999999999,True,False,False,729,5.962667599662675,0.38478585939950205
5.571428571428571,2.0428571428571427,0.055,False,True,True,0,0.0,0.0
5.571428571428571,1.9285714285714286,0.12,True,False,False,771,6.107660591973555,0.39819912697101534
5.571428571428571,1.9285714285714286,0.125,True,False,False,735,6.000935016366869,0.38826173869485536
5.571428571428571,2.0428571428571427,0.06,False,True,False,29,0.0,0.0
5.571428571428571,1.9285714285714286,0.13,True,False,False,853,6.220512348453888,0.4085943208865401
5.571428571428571,2.0428571428571427,0.065,False,True,False,135,0.0,0.0
5.571428571428571,1.9285714285714286,0.135,True,False,False,815,6.004508366175374,0.3884176775310467
5.571428571428571,1.9285714285714286,0.14,True,False,False,845,6.161216317487691,0.40305016097351415
5.571428571428571,2.0428571428571427,0.07,False,True,False,167,0.0,0.0
5.571428571428571,2.0428571428571427,0.07500000000000001,True,False,False,291,4.701854340064004,0.2692355128995195
5.571428571428571,2.0428571428571427,0.08,True,False,False,292,4.524759031319513,0.2527529062773409
5.571428571428571,2.0428571428571427,0.08499999999999999,True,False,False,412,5.054585541679331,0.30117775570868893
5.571428571428571,2.0428571428571427,0.09,True,False,False,441,5.240656621600479,0.31837615436301125
5.571428571428571,2.157142857142857,0.04,False,True,True,0,0.0,0.0
5.571428571428571,2.0428571428571427,0.095,True,False,False,546,5.365169466321295,0.329528271652399
5.571428571428571,2.157142857142857,0.045,False,True,True,0,0.0,0.0
5.571428571428571,2.0428571428571427,0.1,True,False,False,565,5.5462172717432825,0.3463674958874596
5.571428571428571,2.0428571428571427,0.10500000000000001,True,False,False,632,5.795145914185384,0.369311098586245
5.571428571428571,2.157142857142857,0.05,False,True,True,0,0.0,0.0
5.571428571428571,2.0428571428571427,0.11000000000000001,True,False,False,698,5.99663599571422,0.387987507788641
5.571428571428571,2.0428571428571427,0.11499999999999999,True,False,False,696,5.813262923599311,0.370825135315202
5.571428571428571,2.0428571428571427,0.12,True,False,False,769,6.113029616965274,0.3987092282294858
5.571428571428571,2.157142857142857,0.055,False,True,False,3,0.0,0.0
5.571428571428571,2.0428571428571427,0.13,True,False,False,775,6.00811142639081,0.3888057630389742
5.571428571428571,2.0428571428571427,0.125,True,False,False,801,6.123770407748426,0.3983976898501095
5.571428571428571,2.157142857142857,0.06,False,True,False,13,0.0,0.0
5.571428571428571,2.0428571428571427,0.14,True,False,False,854,6.294677152983977,0.4155484711250244
5.571428571428571,2.0428571428571427,0.135,True,False,False,864,6.04626072917725,0.39220964827331495
5.571428571428571,2.157142857142857,0.065,False,True,False,3,0.0,0.0
5.571428571428571,2.157142857142857,0.07,True,False,False,156,3.476905712189045,0.15669064548184203
5.571428571428571,2.157142857142857,0.07500000000000001,True,False,False,207,3.783345433779483,0.18509324330238403
5.571428571428571,2.157142857142857,0.08,True,False,False,278,4.7506794364456715,0.27395201639880973
5.571428571428571,2.157142857142857,0.08499999999999999,True,False,False,321,4.536198804249134,0.2535810370740013
5.571428571428571,2.2714285714285714,0.04,False,True,True,0,0.0,0.0
5.571428571428571,2.157142857142857,0.09,True,False,False,476,5.165237137275358,0.3111777825455248
5.571428571428571,2.2714285714285714,0.045,False,True,True,0,0.0,0.0
5.571428571428571,2.157142857142857,0.095,True,False,False,613,5.664474676264136,0.3561273530211375
5.571428571428571,2.2714285714285714,0.05,False,True,True,0,0.0,0.0
5.571428571428571,2.157142857142857,0.1,True,False,False,557,5.581640004925732,0.3497158870133134
5.571428571428571,2.157142857142857,0.10500000000000001,True,False,False,627,5.709870566477789,0.3614262018937841
5.571428571428571,2.2714285714285714,0.055,False,True,True,0,0.0,0.0
5.571428571428571,2.157142857142857,0.11000000000000001,True,False,False,664,5.641066713125605,0.3547985100782694
5.571428571428571,2.157142857142857,0.11499999999999999,True,False,False,781,6.010843211881823,0.3891582907489791
5.571428571428571,2.2714285714285714,0.06,False,True,False,1,0.0,0.0
5.571428571428571,2.157142857142857,0.12,True,False,False,788,6.112762114929222,0.3985989284987164
5.571428571428571,2.157142857142857,0.125,True,False,False,788,6.063792401915166,0.39404370562907876
5.571428571428571,2.157142857142857,0.13,True,False,False,822,6.149038754286084,0.4019272846975456
5.571428571428571,2.157142857142857,0.135,True,False,False,870,6.178999455642759,0.4046823757322069
5.571428571428571,2.2714285714285714,0.065,False,True,False,55,0.0,0.0
5.571428571428571,2.2714285714285714,0.07,False,True,False,148,0.0,0.0
5.571428571428571,2.157142857142857,0.14,True,False,False,872,6.414485212922128,0.4267554032963422
5.571428571428571,2.2714285714285714,0.07500000000000001,True,False,False,247,4.335601157316655,0.23565530167868137
5.571428571428571,2.2714285714285714,0.08,True,False,False,283,4.383546290991508,0.23969819385586377
5.571428571428571,2.2714285714285714,0.08499999999999999,True,False,False,442,5.1440786953795,0.30929096537890144
5.571428571428571,2.3857142857142857,0.04,False,True,True,0,0.0,0.0
5.571428571428571,2.3857142857142857,0.045,False,True,True,0,0.0,0.0
5.571428571428571,2.2714285714285714,0.09,True,False,False,523,5.434860401023848,0.3360558969083308
5.571428571428571,2.2714285714285714,0.095,True,False,False,507,5.43893866058273,0.3365625502175218
5.571428571428571,2.2714285714285714,0.1,True,False,False,615,5.792919603932431,0.36925509602483364
5.571428571428571,2.3857142857142857,0.05,False,True,True,0,0.0,0.0
5.571428571428571,2.3857142857142857,0.055,False,True,True,0,0.0,0.0
5.571428571428571,2.2714285714285714,0.10500000000000001,True,False,False,611,5.5781753983829345,0.34912456401895975
5.571428571428571,2.2714285714285714,0.11000000000000001,True,False,False,734,5.945744355267709,0.3831658144609004
5.571428571428571,2.2714285714285714,0.11499999999999999,True,False,False,735,6.037692832276326,0.39175340240256123
5.571428571428571,2.3857142857142857,0.06,False,True,True,0,0.0,0.0
5.571428571428571,2.2714285714285714,0.12,True,False,False,718,5.905351507009955,0.3793241259799384
5.571428571428571,2.2714285714285714,0.125,True,False,False,789,6.114456758090411,0.3987615831272588
5.571428571428571,2.2714285714285714,0.13,True,False,False,801,6.180784578840086,0.4049978026303859
5.571428571428571,2.3857142857142857,0.065,False,True,False,8,0.0,0.0
5.571428571428571,2.2714285714285714,0.135,True,False,False,840,6.34912411298264,0.4206163665190023
5.571428571428571,2.3857142857142857,0.07,False,True,False,98,0.0,0.0
5.571428571428571,2.2714285714285714,0.14,True,False,False,831,6.054883760438479,0.3930975123641674
5.571428571428571,2.3857142857142857,0.07500000000000001,False,True,False,171,0.0,0.0
5.571428571428571,2.3857142857142857,0.08,True,False,False,261,4.275481137934821,0.2299244454196895
5.571428571428571,2.3857142857142857,0.08499999999999999,True,False,False,415,5.188746901610442,0.31378893762606
5.571428571428571,2.5,0.04,False,True,True,0,0.0,0.0
5.571428571428571,2.5,0.045,False,True,True,0,0.0,0.0
5.571428571428571,2.3857142857142857,0.09,True,False,False,432,5.159862267426813,0.3109456789888061
5.571428571428571,2.3857142857142857,0.095,True,False,False,483,5.411716834606683,0.33408860730367695
5.571428571428571,2.3857142857142857,0.1,True,False,False,531,5.4390944488611686,0.336549869493885
5.571428571428571,2.3857142857142857,0.10500000000000001,True,False,False,592,5.570274098927334,0.3484812024872238
5.571428571428571,2.5,0.05,False,True,True,0,0.0,0.0
5.571428571428571,2.3857142857142857,0.11000000000000001,True,False,False,669,5.908202238715411,0.3798298517940339
5.571428571428571,2.3857142857142857,0.11499999999999999,True,False,False,728,5.958090153802476,0.384311855546282
5.571428571428571,2.3857142857142857,0.12,True,False,False,715,6.034524432569169,0.39149495002893103
5.571428571428571,2.3857142857142857,0.125,True,False,False,760,6.0125381710071535,0.38933328583315974
5.571428571428571,2.5,0.055,False,True,True,0,0.0,0.0
5.571428571428571,2.3857142857142857,0.13,True,False,False,807,6.243930419716721,0.4108364661792693
5.571428571428571,2.5,0.06,False,True,False,4,0.0,0.0
5.571428571428571,2.3857142857142857,0.135,True,False,False,849,6.384477000893505,0.4239352688112922
5.571428571428571,2.3857142857142857,0.14,True,False,False,906,6.241746929498619,0.4104730193086817
5.571428571428571,2.5,0.065,False,True,False,17,0.0,0.0
5.571428571428571,2.5,0.07,False,True,False,151,0.0,0.0
5.571428571428571,2.5,0.07500000000000001,True,False,False,195,3.6082961682511447,0.16903912372336766
5.571428571428571,2.5,0.08,True,False,False,318,4.587814280901741,0.2585090925853097
5.571428571428571,2.5,0.08499999999999999,True,False,False,424,5.195048653152232,0.31421740618154165
6.7142857142857135,0.1,0.045,False,True,True,0,0.0,0.0
5.571428571428571,2.5,0.09,True,False,False,456,5.190751995070801,0.31356502241013995
6.7142857142857135,0.1,0.04,False,True,True,0,0.0,0.0
5.571428571428571,2.5,0.095,True,False,False,465,5.350602693246493,0.32849735019633075
5.571428571428571,2.5,0.1,True,False,False,557,5.480786473836057,0.3402926767373342
5.571428571428571,2.5,0.10500000000000001,True,False,False,679,5.990758612745387,0.3875369510213827
5.571428571428571,2.5,0.11000000000000001,True,False,False,657,5.880861911370352,0.3773060895563199
5.571428571428571,2.5,0.11499999999999999,True,False,False,694,5.91795495320775,0.38058844814273673
6.7142857142857135,0.1,0.05,False,True,False,1,0.0,0.0
5.571428571428571,2.5,0.12,True,False,False,770,6.025356808146244,0.3905045905958855
6.7142857142857135,0.1,0.055,False,True,True,0,0.0,0.0
5.571428571428571,2.5,0.125,True,False,False,740,6.072289589428495,0.39494685778731137
5.571428571428571,2.5,0.13,True,False,False,809,6.070339822248599,0.3945981979147367
6.7142857142857135,0.1,0.06,False,True,False,10,0.0,0.0
5.571428571428571,2.5,0.135,True,False,False,861,6.26890257481306,0.4130508466722855
6.7142857142857135,0.1,0.065,False,True,False,58,0.0,0.0
5.571428571428571,2.5,0.14,True,False,False,857,6.156521738320487,0.4025434711789145
6.7142857142857135,0.1,0.07,False,True,False,127,0.0,0.0
6.7142857142857135,0.1,0.07500000000000001,True,False,False,203,4.352160174993257,0.19841726272668225
6.7142857142857135,0.1,0.08,True,False,False,321,5.29665450645547,0.27031877334971655
6.7142857142857135,0.1,0.08499999999999999,True,False,False,364,5.285172633031193,0.2691034948137338
6.7142857142857135,0.2142857142857143,0.04,False,True,True,0,0.0,0.0
6.7142857142857135,0.1,0.09,True,False,False,465,5.965244909135948,0.3210020656059752
6.7142857142857135,0.2142857142857143,0.05,False,True,True,0,0.0,0.0
6.7142857142857135,0.2142857142857143,0.045,False,True,True,0,0.0,0.0
6.7142857142857135,0.1,0.095,True,False,False,489,6.077779757721272,0.32973419986593155
6.7142857142857135,0.1,0.1,True,False,False,561,6.613584673050498,0.3710347521137728
6.7142857142857135,0.1,0.10500000000000001,True,False,False,656,6.622313624361993,0.3713446015997297
6.7142857142857135,0.2142857142857143,0.055,False,True,True,0,0.0,0.0
6.7142857142857135,0.1,0.11000000000000001,True,False,False,646,6.760616364195511,0.3821851234992403
6.7142857142857135,0.1,0.11499999999999999,True,False,False,732,6.8727284942659335,0.3905994598288513
6.7142857142857135,0.1,0.12,True,False,False,778,6.916759031525156,0.39394429961628463
6.7142857142857135,0.2142857142857143,0.06,False,True,False,13,0.0,0.0
6.7142857142857135,0.1,0.125,True,False,False,760,7.0340152502988165,0.40310726996338
6.7142857142857135,0.1,0.13,True,False,False,772,7.019588676051434,0.401900843653969
6.7142857142857135,0.2142857142857143,0.065,False,True,False,64,0.0,0.0
6.7142857142857135,0.1,0.135,True,False,False,869,7.047934814963773,0.4039249045806271
6.7142857142857135,0.1,0.14,True,False,False,897,7.083016475126219,0.40659159862987143
6.7142857142857135,0.2142857142857143,0.07,False,True,False,101,0.0,0.0
6.7142857142857135,0.2142857142857143,0.07500000000000001,False,True,False,156,0.0,0.0
6.7142857142857135,0.2142857142857143,0.08,True,False,False,278,4.873915599599839,0.23797609000670814
6.7142857142857135,0.2142857142857143,0.08499999999999999,True,False,False,365,5.516997425489557,0.28696590996070426
6.7142857142857135,0.2142857142857143,0.09,True,False,False,430,5.6177393617814015,0.29440339353432277
6.7142857142857135,0.32857142857142857,0.04,False,True,True,0,0.0,0.0
6.7142857142857135,0.32857142857142857,0.045,False,True,True,0,0.0,0.0
6.7142857142857135,0.2142857142857143,0.095,True,False,False,580,6.41488258756539,0.355554573051884
6.7142857142857135,0.32857142857142857,0.05,False,True,True,0,0.0,0.0
6.7142857142857135,0.2142857142857143,0.1,True,False,False,554,6.177218768950263,0.3371969868107323
6.7142857142857135,0.2142857142857143,0.10500000000000001,True,False,False,650,6.73055935888795,0.37979886461104684
6.7142857142857135,0.32857142857142857,0.055,False,True,False,1,0.0,0.0
6.7142857142857135,0.2142857142857143,0.11000000000000001,True,False,False,644,6.5766110129428395,0.36791317592673684
6.7142857142857135,0.2142857142857143,0.11499999999999999,True,False,False,742,6.925414285741536,0.3947030354509119
6.7142857142857135,0.2142857142857143,0.12,True,False,False,739,6.918577650344522,0.39417884072771026
6.7142857142857135,0.32857142857142857,0.06,False,True,False,3,0.0,0.0
6.7142857142857135,0.32857142857142857,0.065,False,True,False,62,0.0,0.0
6.7142857142857135,0.2142857142857143,0.125,True,False,False,745,6.996786968495805,0.4002193443759955
6.7142857142857135,0.2142857142857143,0.13,True,False,False,814,7.2396742825284495,0.4189537001015574
6.7142857142857135,0.2142857142857143,0.135,True,False,False,890,7.1276852888364335,0.4101424893856468
6.7142857142857135,0.32857142857142857,0.07,True,False,False,155,3.703426554616251,0.14861543054251164
6.7142857142857135,0.2142857142857143,0.14,True,False,False,870,6.944615023053201,0.39592224917653224
6.7142857142857135,0.32857142857142857,0.07500000000000001,True,False,False,210,4.575937492050787,0.21557595029339155
6.7142857142857135,0.32857142857142857,0.08,True,False,False,339,5.293776383169364,0.26979591053552654
6.7142857142857135,0.32857142857142857,0.08499999999999999,True,False,False,395,5.677384323083135,0.2991730839595878
6.7142857142857135,0.44285714285714284,0.045,False,True,True,0,0.0,0.0
6.7142857142857135,0.44285714285714284,0.04,False,True,True,0,0.0,0.0
6.7142857142857135,0.32857142857142857,0.09,True,False,False,442,5.9492208535381765,0.3200177866959122
6.7142857142857135,0.32857142857142857,0.095,True,False,False,468,5.8477091954133895,0.3119958235550717
6.7142857142857135,0.32857142857142857,0.1,True,False,False,588,6.293259917957316,0.34609366944366543
6.7142857142857135,0.44285714285714284,0.05,False,True,True,0,0.0,0.0
6.7142857142857135,0.32857142857142857,0.10500000000000001,True,False,False,605,6.220982260994392,0.3403864907332647
6.7142857142857135,0.32857142857142857,0.11000000000000001,True,False,False,672,6.674175374851717,0.3753288272922557
6.7142857142857135,0.32857142857142857,0.11499999999999999,True,False,False,751,6.8332319321584105,0.38758590789508557
6.7142857142857135,0.32857142857142857,0.12,True,False,False,812,7.059159574347396,0.4049614627119366
6.7142857142857135,0.32857142857142857,0.125,True,False,False,778,7.021900232938438,0.40213903945107166
6.7142857142857135,0.44285714285714284,0.055,False,True,False,2,0.0,0.0
6.7142857142857135,0.32857142857142857,0.13,True,False,False,804,6.982496560363269,0.3989819665663104
6.7142857142857135,0.32857142857142857,0.135,True,False,False,861,6.954129440050188,0.39668110967679854
6.7142857142857135,0.44285714285714284,0.06,False,True,False,2,0.0,0.0
6.7142857142857135,0.44285714285714284,0.065,False,True,False,76,0.0,0.0
6.7142857142857135,0.32857142857142857,0.14,True,False,False,850,7.126895966907989,0.4100966758878428
6.7142857142857135,0.44285714285714284,0.07,False,True,False,13,0.0,0.0
6.7142857142857135,0.44285714285714284,0.07500000000000001,True,False,False,226,4.515291488639761,0.21081480773850916
6.7142857142857135,0.44285714285714284,0.08,True,False,False,405,5.673353938796359,0.29888469284428754
6.7142857142857135,0.5571428571428572,0.04,False,True,True,0,0.0,0.0
6.7142857142857135,0.44285714285714284,0.08499999999999999,True,False,False,364,5.461936063486671,0.28275062429955045
6.7142857142857135,0.5571428571428572,0.045,False,True,True,0,0.0,0.0
6.7142857142857135,0.44285714285714284,0.09,True,False,False,400,5.6737904612011025,0.29892501934347365
6.7142857142857135,0.44285714285714284,0.095,True,False,False,526,6.118228254956598,0.331538941270368
6.7142857142857135,0.44285714285714284,0.1,True,False,False,532,6.284019762055079,0.3455126052634506
6.7142857142857135,0.5571428571428572,0.05,False,True,True,0,0.0,0.0
6.7142857142857135,0.44285714285714284,0.10500000000000001,True,False,False,570,6.326403156278264,0.3486665108914084
6.7142857142857135,0.44285714285714284,0.11000000000000001,True,False,False,689,6.626170758606543,0.37159146859758563
6.7142857142857135,0.44285714285714284,0.11499999999999999,True,False,False,681,6.765780540004586,0.3825012012120329
6.7142857142857135,0.5571428571428572,0.055,False,True,False,1,0.0,0.0
6.7142857142857135,0.44285714285714284,0.12,True,False,False,791,6.932918562219131,0.39516406413011596
6.7142857142857135,0.5571428571428572,0.06,False,True,False,9,0.0,0.0
6.7142857142857135,0.44285714285714284,0.125,True,False,False,802,7.0210980358819715,0.40196592642070217
6.7142857142857135,0.44285714285714284,0.13,True,False,False,885,7.219701450103121,0.4161594306386731
6.7142857142857135,0.44285714285714284,0.135,True,False,False,844,7.315950173409256,0.4248083963404584
6.7142857142857135,0.5571428571428572,0.065,False,True,False,94,0.0,0.0
6.7142857142857135,0.44285714285714284,0.14,True,False,False,858,7.359428468394057,0.4281442522742961
6.7142857142857135,0.5571428571428572,0.07,False,True,False,143,0.0,0.0
6.7142857142857135,0.5571428571428572,0.07500000000000001,False,True,False,187,0.0,0.0
6.7142857142857135,0.6714285714285714,0.04,False,True,True,0,0.0,0.0
