wb_repro_floor,wb_repro_threshold,phi,reproduction_rate,alpha,seed,survived,collapsed,extinct,final_population,final_ai_generation,final_avg_U_sys,final_avg_L_t,final_avg_well_being,total_births,total_deaths
0.1,0.5,10.0,0.066,1.0,1,True,False,False,304,11,8.987803143303934,0.10709365925379308,0.8028949152389744,3781,3677
0.1,0.5,10.0,0.066,1.0,2,True,False,False,246,11,7.562181764849211,0.08927204445222008,0.7991132762375381,3791,3745
0.1,0.5,10.0,0.066,1.0,5,True,False,False,217,11,6.456498899414511,0.07544996352169123,0.8063760886309627,2840,2823
0.1,0.5,10.0,0.066,1.0,4,True,False,False,344,11,10.359189308488672,0.12423728242366265,0.8147812636679278,3443,3299
0.1,0.5,10.0,0.066,1.0,6,True,False,False,237,11,6.649228786333649,0.07785926941395756,0.7945499202011492,2969,2932
0.1,0.5,10.0,0.066,1.0,3,True,False,False,343,11,10.409647665836975,0.12486805964124474,0.7865174629644752,4495,4352
0.1,0.5,10.0,0.066,1.0,7,True,False,False,379,11,11.537532504486443,0.13896768621014982,0.8134576549308816,4660,4481
0.1,0.5,10.0,0.066,1.0,9,True,False,False,320,11,9.529704363956345,0.11386793665558233,0.799946821799496,4136,4016
0.1,0.5,10.0,0.066,1.0,8,False,True,False,224,11,0.0,0.0,0.8151696133594765,3827,3803
0.1,0.5,10.0,0.066,1.0,11,True,False,False,283,11,8.26634956421477,0.09807480752708068,0.8086597239164194,2982,2899
0.1,0.5,10.0,0.066,1.0,10,True,False,False,449,11,13.507817337462674,0.16359810891277032,0.8021812919390486,5102,4853
0.1,0.5,10.0,0.066,1.0,13,True,False,False,326,11,9.652769162319801,0.11540636294385506,0.8064238828030976,3902,3776
0.1,0.5,10.0,0.066,1.0,12,True,False,False,350,11,10.820288786436098,0.13000146188087047,0.8034664180077747,4684,4534
0.1,0.5,10.0,0.066,1.0,14,True,False,False,291,11,8.926481859484207,0.10632708515599498,0.808157761336366,3663,3572
0.1,0.5,10.0,0.069,1.0,0,True,False,False,645,11,18.215220383182874,0.2224450963120604,0.8006737148412657,6061,5616
0.1,0.5,10.0,0.069,1.0,1,True,False,False,550,11,16.432010005073302,0.20015328120713122,0.7983325089955151,6097,5747
0.1,0.5,10.0,0.069,1.0,6,True,False,False,592,11,17.393191573004565,0.21216895929952706,0.8103632189051648,5727,5335
0.1,0.5,10.0,0.069,1.0,4,True,False,False,341,11,10.294040549025521,0.12342286138523073,0.8056082856982624,4793,4652
0.1,0.5,10.0,0.069,1.0,2,True,False,False,571,11,16.604616654269392,0.20231102741018855,0.8078006523501138,6742,6371
0.1,0.5,10.0,0.069,1.0,5,True,False,False,553,11,16.064443639252215,0.19555835425202955,0.801950526936128,5959,5606
0.1,0.5,10.0,0.069,1.0,3,True,False,False,593,11,17.691966874328585,0.21590393296938304,0.8097284679352308,6843,6450
0.1,0.5,10.0,0.069,1.0,7,True,False,False,628,11,19.32233647549905,0.23628509396818412,0.8114403690477131,6957,6529
0.1,0.5,10.0,0.069,1.0,9,True,False,False,648,11,19.551927954649916,0.23915520450622374,0.8083060923397571,6456,6008
0.1,0.5,10.0,0.069,1.0,8,True,False,False,769,11,22.427871983815415,0.27510722324511855,0.8103571695648573,7022,6453
0.1,0.5,10.0,0.069,1.0,10,True,False,False,507,11,15.32884153495132,0.1863626326253292,0.8032953364772053,4612,4305
0.1,0.5,10.0,0.069,1.0,11,True,False,False,534,11,15.88584093724953,0.19332565151543352,0.8035562503369652,5611,5277
0.1,0.5,10.0,0.069,1.0,14,True,False,False,556,11,16.159422278466316,0.19674567698053255,0.8141782028557829,6012,5656
0.1,0.5,10.0,0.069,1.0,12,True,False,False,498,11,14.44786777239195,0.17534962795122877,0.7992940989014545,5259,4961
0.1,0.5,10.0,0.069,1.0,13,True,False,False,519,11,15.845097495051528,0.19281631998811372,0.8048551466335064,5851,5532
0.1,0.5,15.0,0.06,1.0,0,False,True,False,90,11,0.0,0.0,0.8058792972685016,2291,2401
0.1,0.5,15.0,0.06,1.0,1,False,True,False,50,11,0.0,0.0,0.7870983508078799,1775,1925
0.1,0.5,15.0,0.06,1.0,2,False,True,False,116,11,0.0,0.0,0.8245330244580794,2185,2269
0.1,0.5,15.0,0.06,1.0,3,False,True,False,77,11,0.0,0.0,0.8165831253927962,1699,1822
0.1,0.5,15.0,0.06,1.0,6,False,True,False,107,11,0.0,0.0,0.7956799130018328,2126,2219
0.1,0.5,15.0,0.06,1.0,5,False,True,False,85,11,0.0,0.0,0.817074797926433,2107,2222
0.1,0.5,15.0,0.06,1.0,4,False,True,False,111,11,0.0,0.0,0.8321409112292498,2286,2375
0.1,0.5,15.0,0.06,1.0,7,False,True,False,83,11,0.0,0.0,0.837847733495955,2151,2268
0.1,0.5,15.0,0.06,1.0,9,False,True,False,101,11,0.0,0.0,0.8289525510305135,1639,1738
0.1,0.5,15.0,0.06,1.0,8,False,True,False,65,11,0.0,0.0,0.7858656263747128,2037,2172
0.1,0.5,15.0,0.06,1.0,10,False,True,False,79,11,0.0,0.0,0.7988534884488625,2036,2157
0.1,0.5,15.0,0.06,1.0,11,False,True,False,97,11,0.0,0.0,0.8233255613010646,2382,2485
0.1,0.5,15.0,0.06,1.0,12,False,True,False,106,11,0.0,0.0,0.8109636384730416,2145,2239
0.1,0.5,15.0,0.06,1.0,13,False,True,False,55,11,0.0,0.0,0.8052322992221544,1844,1989
0.1,0.5,15.0,0.06,1.0,14,False,True,False,151,11,0.0,0.0,0.8011128411765693,2717,2766
0.1,0.5,15.0,0.063,1.0,0,False,True,False,123,11,0.0,0.0,0.7914997512702941,2232,2309
0.1,0.5,15.0,0.063,1.0,1,False,True,False,196,11,0.0,0.0,0.8025809541980417,2704,2708
0.1,0.5,15.0,0.063,1.0,2,False,True,False,147,11,0.0,0.0,0.823752159819023,2742,2795
0.1,0.5,15.0,0.063,1.0,3,False,True,False,173,11,0.0,0.0,0.8087082981780938,2838,2865
0.1,0.5,15.0,0.063,1.0,4,False,True,False,148,11,0.0,0.0,0.8235785144084373,2434,2486
0.1,0.5,15.0,0.063,1.0,5,False,True,False,148,11,0.0,0.0,0.8338721228741008,2887,2939
0.1,0.5,15.0,0.063,1.0,6,True,False,False,262,11,11.38732661204615,0.09139331406820944,0.8041176119240984,3296,3234
0.1,0.5,15.0,0.063,1.0,7,False,True,False,142,11,0.0,0.0,0.8125565755011624,2699,2757
0.1,0.5,15.0,0.063,1.0,8,False,True,False,178,11,0.0,0.0,0.8122638434407019,2814,2836
0.1,0.5,15.0,0.063,1.0,9,True,False,False,203,11,8.988071990858042,0.07139801361014173,0.7768402868889399,2875,2872
0.1,0.5,15.0,0.063,1.0,10,False,True,False,208,11,0.0,0.0,0.8157449314518507,3108,3100
0.1,0.5,15.0,0.063,1.0,11,False,True,False,67,11,0.0,0.0,0.8368162180968408,1779,1912
0.1,0.5,15.0,0.063,1.0,12,False,True,False,185,11,0.0,0.0,0.8191828462543864,2665,2680
0.1,0.5,15.0,0.063,1.0,13,False,True,False,162,11,0.0,0.0,0.8265164080658597,2241,2279
0.1,0.5,15.0,0.063,1.0,14,False,True,False,170,11,0.0,0.0,0.8122736591267348,3032,3062
0.1,0.5,15.0,0.066,1.0,0,True,False,False,231,11,10.475127646020283,0.08379108113740848,0.8035720366181028,3332,3301
0.1,0.5,15.0,0.066,1.0,1,True,False,False,451,11,18.955181255974857,0.15446353811670985,0.8033075341165039,4614,4363
0.1,0.5,15.0,0.066,1.0,2,True,False,False,259,11,11.792046408599045,0.09476623389794996,0.8145706452331039,3551,3492
0.1,0.5,15.0,0.066,1.0,3,False,True,False,226,11,0.0,0.0,0.8129444179470143,3644,3618
0.1,0.5,15.0,0.066,1.0,4,True,False,False,233,11,10.671252678941737,0.08542557992303261,0.8079828199669397,3534,3501
0.1,0.5,15.0,0.066,1.0,5,True,False,False,305,11,12.805934714753846,0.10321594199360491,0.7992469797985017,3862,3757
0.1,0.5,15.0,0.066,1.0,6,False,True,False,133,11,0.0,0.0,0.7996707394512101,2386,2453
0.1,0.5,15.0,0.066,1.0,7,True,False,False,345,11,14.77304015018601,0.11960972688283482,0.7981425554216897,4206,4061
0.1,0.5,15.0,0.066,1.0,9,True,False,False,234,11,10.72948548142826,0.08591088996913243,0.7968140195533567,3408,3374
0.1,0.5,15.0,0.066,1.0,8,True,False,False,278,11,12.639509289725064,0.10182895864849825,0.8049189231890163,3840,3762
0.1,0.5,15.0,0.066,1.0,10,True,False,False,523,11,22.333585184954153,0.18261903292563925,0.8107981650986142,5212,4889
0.1,0.5,15.0,0.066,1.0,11,True,False,False,269,11,12.462632451640308,0.1003548735661111,0.8077094100965448,3443,3374
0.1,0.5,15.0,0.066,1.0,13,True,False,False,238,11,10.30509314305154,0.08237401970294016,0.8001566221356416,3195,3157
0.1,0.5,15.0,0.066,1.0,12,True,False,False,299,11,13.057514478723354,0.10531259862036513,0.8055324543099112,3380,3281
0.1,0.5,15.0,0.066,1.0,14,True,False,False,255,11,11.215101271790605,0.08995799422577253,0.8098975885079118,4243,4188
0.1,0.5,15.0,0.069,1.0,0,True,False,False,596,11,25.36414846836153,0.20787563663150516,0.7925665413459653,5255,4859
0.1,0.5,15.0,0.069,1.0,2,True,False,False,590,11,25.262832270324118,0.20703127119808545,0.8058601932352796,5549,5159
0.1,0.5,15.0,0.069,1.0,1,True,False,False,600,11,26.865703425889865,0.22038954086409585,0.8116751016248627,6578,6178
0.1,0.5,15.0,0.069,1.0,3,True,False,False,601,11,25.56314065505594,0.20953403024047002,0.8051486667872332,5849,5448
0.1,0.5,15.0,0.069,1.0,4,True,False,False,445,11,19.749615593424643,0.1610843247488724,0.8063144138761242,4263,4018
0.1,0.5,15.0,0.069,1.0,5,True,False,False,582,11,25.752952858761695,0.21111591817900463,0.8064465739037748,5751,5369
0.1,0.5,15.0,0.069,1.0,6,True,False,False,620,11,26.13460161568519,0.21429656497771926,0.803574320741095,6140,5720
0.1,0.5,15.0,0.069,1.0,7,True,False,False,468,11,20.502174663574774,0.16735612459689347,0.814748294420035,5520,5252
0.1,0.5,15.0,0.069,1.0,9,True,False,False,436,11,19.3682521608907,0.1579060558228763,0.806449199422142,5214,4978
0.1,0.5,15.0,0.069,1.0,8,True,False,False,460,11,20.029387702517255,0.16341593534037727,0.7948573383501756,5123,4863
0.1,0.5,15.0,0.069,1.0,11,True,False,False,537,11,23.865609472965325,0.1953868673855931,0.8004830702879154,5403,5066
0.1,0.5,15.0,0.069,1.0,10,True,False,False,621,11,26.227339140640417,0.21506943613904245,0.8051923998129779,6667,6246
0.1,0.5,15.0,0.069,1.0,12,True,False,False,535,11,23.218316057393242,0.18999234776147006,0.7981508178269352,5054,4719
0.1,0.5,15.0,0.069,1.0,13,True,False,False,606,11,26.819923705039297,0.220008014143631,0.8043932189507281,5746,5340
0.1,0.5,15.0,0.069,1.0,14,True,False,False,535,11,23.34463596651552,0.19104509314469204,0.8008112822190168,5964,5629
0.1,0.5,25.0,0.06,1.0,0,False,True,False,74,11,0.0,0.0,0.7961650555283502,1602,1728
0.1,0.5,25.0,0.06,1.0,1,False,True,False,48,11,0.0,0.0,0.8318903636416071,2138,2290
0.1,0.5,25.0,0.06,1.0,2,False,True,False,113,11,0.0,0.0,0.8082096418271145,2185,2272
0.1,0.5,25.0,0.06,1.0,3,False,True,False,197,11,0.0,0.0,0.8100063763367373,3096,3099
0.1,0.5,25.0,0.06,1.0,4,False,True,False,106,11,0.0,0.0,0.8052159034409536,1624,1718
0.1,0.5,25.0,0.06,1.0,5,False,True,False,47,11,0.0,0.0,0.7608777409010493,1715,1868
0.1,0.5,25.0,0.06,1.0,7,False,True,False,51,11,0.0,0.0,0.7730507574882866,1466,1615
0.1,0.5,25.0,0.06,1.0,6,False,True,False,124,11,0.0,0.0,0.7963514493617055,2560,2636
0.1,0.5,25.0,0.06,1.0,8,False,True,False,47,11,0.0,0.0,0.8127426521064451,1368,1521
0.1,0.5,25.0,0.06,1.0,9,False,True,False,89,11,0.0,0.0,0.8209632561670513,1897,2008
0.1,0.5,25.0,0.06,1.0,12,False,True,False,28,10,0.0,0.0,0.7728745574019986,975,1147
0.1,0.5,25.0,0.06,1.0,10,False,True,False,73,11,0.0,0.0,0.8205698695745088,1708,1835
0.1,0.5,25.0,0.06,1.0,11,False,True,False,126,11,0.0,0.0,0.8085117955056627,2391,2465
0.1,0.5,25.0,0.06,1.0,13,False,True,False,158,11,0.0,0.0,0.8196378290416744,2286,2328
0.1,0.5,25.0,0.06,1.0,14,False,True,False,57,11,0.0,0.0,0.8255550158539957,1900,2043
0.1,0.5,25.0,0.063,1.0,0,False,True,False,222,11,0.0,0.0,0.8108980185594096,3864,3842
0.1,0.5,25.0,0.063,1.0,1,False,True,False,102,11,0.0,0.0,0.8138899623020034,2082,2180
0.1,0.5,25.0,0.063,1.0,2,True,False,False,184,11,14.022822437370277,0.0680144642541409,0.8209141044519542,2605,2621
0.1,0.5,25.0,0.063,1.0,3,False,True,False,103,11,0.0,0.0,0.814151028330687,2405,2502
0.1,0.5,25.0,0.063,1.0,4,True,False,False,306,11,22.89030827645425,0.11235524602297861,0.8072239752317728,4078,3972
0.1,0.5,25.0,0.063,1.0,5,True,False,False,216,11,15.151593955655704,0.07365874853026735,0.8104019367532189,3073,3057
0.1,0.5,25.0,0.063,1.0,7,False,True,False,163,11,0.0,0.0,0.8005407341286472,2279,2316
0.1,0.5,25.0,0.063,1.0,8,False,True,False,175,11,0.0,0.0,0.8044312121845663,2738,2763
0.1,0.5,25.0,0.063,1.0,6,False,True,False,166,11,0.0,0.0,0.7865210910734172,2602,2636
0.1,0.5,25.0,0.063,1.0,9,False,True,False,175,11,0.0,0.0,0.8313488840017278,3469,3494
0.1,0.5,25.0,0.063,1.0,11,False,True,False,78,11,0.0,0.0,0.799078959718061,2306,2428
0.1,0.5,25.0,0.063,1.0,10,True,False,False,215,11,15.228290045670025,0.07404225801313455,0.8000684659650805,3103,3088
0.1,0.5,25.0,0.063,1.0,13,True,False,False,164,11,12.100760539141877,0.05840342795805094,0.8145734613907148,2291,2327
0.1,0.5,25.0,0.063,1.0,12,True,False,False,218,11,16.044347375975605,0.07812285321046748,0.8147870787264706,2624,2606
0.1,0.5,25.0,0.063,1.0,14,True,False,False,227,11,16.640479197638975,0.08110373770891742,0.8028535396430432,2986,2959
0.1,0.5,25.0,0.066,1.0,0,True,False,False,366,11,25.68687908677262,0.12633915735803042,0.8069193961230408,4105,3939
0.1,0.5,25.0,0.066,1.0,2,False,True,False,137,11,0.0,0.0,0.8056262357389212,3086,3149
0.1,0.5,25.0,0.066,1.0,1,True,False,False,289,11,21.117682515403914,0.10349144701853337,0.8015098121439864,3739,3650
0.1,0.5,25.0,0.066,1.0,3,True,False,False,362,11,25.69477866251369,0.1263786583125192,0.7997881779828021,4489,4327
0.1,0.5,25.0,0.066,1.0,5,True,False,False,208,11,15.365350286616422,0.07472761111383079,0.8055723026076747,3237,3229
0.1,0.5,25.0,0.066,1.0,4,True,False,False,385,11,29.20488729677656,0.14393052853696017,0.8072061981250427,4434,4249
0.1,0.5,25.0,0.066,1.0,8,True,False,False,220,11,15.443191367841212,0.07511684584419605,0.7976615438658193,3091,3071
0.1,0.5,25.0,0.066,1.0,6,True,False,False,252,11,19.013667302368603,0.09297057547241773,0.8179603472473049,4048,3996
0.1,0.5,25.0,0.066,1.0,7,True,False,False,302,11,22.415289458773366,0.1099799722444037,0.8124013870853654,4188,4086
0.1,0.5,25.0,0.066,1.0,10,True,False,False,310,11,22.445419474899097,0.11013063392944249,0.8004268522316638,3739,3629
0.1,0.5,25.0,0.066,1.0,9,True,False,False,436,11,32.37364338166051,0.15977550698495896,0.812231535257254,5043,4807
0.1,0.5,25.0,0.066,1.0,11,True,False,False,349,11,25.68056033542524,0.1263075612056572,0.8045269484600887,4320,4171
0.1,0.5,25.0,0.066,1.0,13,False,True,False,111,11,0.0,0.0,0.839119695839208,2026,2115
0.1,0.5,25.0,0.066,1.0,12,True,False,False,223,11,16.218993842923837,0.07899615154507829,0.8087428751146144,3332,3309
0.1,0.5,25.0,0.066,1.0,14,True,False,False,414,11,29.34017094384803,0.14460699797658536,0.8050650606361103,4063,3849
0.1,0.5,25.0,0.069,1.0,1,True,False,False,266,11,18.522559562067244,0.0905148510484824,0.7925951005076313,3230,3164
0.1,0.5,25.0,0.069,1.0,0,True,False,False,589,11,44.490386883880625,0.22036380557562044,0.8092754321666694,6673,6284
0.1,0.5,25.0,0.069,1.0,2,True,False,False,295,11,21.158081435317783,0.1036934568978743,0.8043516088547434,3542,3447
0.1,0.5,25.0,0.069,1.0,3,True,False,False,534,11,38.843940445601135,0.19212943860271933,0.8067628717920812,5325,4991
0.1,0.5,25.0,0.069,1.0,4,True,False,False,447,11,34.08599778456736,0.16833792634251146,0.80355219317348,4379,4132
0.1,0.5,25.0,0.069,1.0,8,True,False,False,302,11,21.84906564030453,0.10714863912766312,0.8126018349535242,3412,3310
0.1,0.5,25.0,0.069,1.0,5,True,False,False,550,11,40.13751314645866,0.19859779111635226,0.8081196072918729,5511,5161
0.1,0.5,25.0,0.069,1.0,6,True,False,False,516,11,37.489949211621735,0.1853589704710751,0.8126159791463481,5458,5142
0.1,0.5,25.0,0.069,1.0,7,True,False,False,585,11,43.22533258067342,0.21403805579375795,0.8022284949647034,5941,5556
0.1,0.5,25.0,0.069,1.0,10,True,False,False,519,11,36.67174277376431,0.18126762899483823,0.8042674279020737,5720,5401
0.1,0.5,25.0,0.069,1.0,13,True,False,False,472,11,32.85374736602172,0.16217620839582417,0.7983838517864632,4894,4622
0.1,0.5,25.0,0.069,1.0,9,True,False,False,678,11,49.86149404082555,0.2472213720253001,0.8103209203564837,7077,6599
0.1,0.5,25.0,0.069,1.0,11,True,False,False,594,11,43.54252145333134,0.2156241200301346,0.815827112934514,5850,5456
0.1,0.5,25.0,0.069,1.0,12,True,False,False,691,11,50.347365538520066,0.2496509132956354,0.8121409912482255,6403,5912
0.1,0.5,25.0,0.069,1.0,14,True,False,False,553,11,41.21506655819668,0.20398596555278886,0.8134785681523699,5639,5286
0.2,0.5,1.0,0.06,1.0,0,False,True,False,74,10,0.0,0.0,0.806158633209011,2118,2244
0.2,0.5,1.0,0.06,1.0,2,False,True,False,82,10,0.0,0.0,0.8447370176039317,1726,1844
0.2,0.5,1.0,0.06,1.0,1,False,True,False,106,10,0.0,0.0,0.7993201961114311,2375,2469
0.2,0.5,1.0,0.06,1.0,3,False,True,False,52,10,0.0,0.0,0.7991072805174873,1728,1876
0.2,0.5,1.0,0.06,1.0,4,False,True,False,94,10,0.0,0.0,0.7973064435173239,2116,2222
0.2,0.5,1.0,0.06,1.0,5,False,True,False,16,9,0.0,0.0,0.8584437715292111,831,1015
0.2,0.5,1.0,0.06,1.0,7,False,True,False,19,10,0.0,0.0,0.7639398289727414,1139,1320
0.2,0.5,1.0,0.06,1.0,6,False,True,False,93,10,0.0,0.0,0.8005331101024821,1921,2028
0.2,0.5,1.0,0.06,1.0,8,False,True,False,93,10,0.0,0.0,0.8006128698225853,2205,2312
0.2,0.5,1.0,0.06,1.0,9,False,True,False,88,10,0.0,0.0,0.7965162396872009,1512,1624
0.2,0.5,1.0,0.06,1.0,11,False,True,False,86,10,0.0,0.0,0.8096831244160569,2021,2135
0.2,0.5,1.0,0.06,1.0,10,False,True,False,103,10,0.0,0.0,0.8215080448062967,2056,2153
0.2,0.5,1.0,0.06,1.0,12,False,True,False,68,10,0.0,0.0,0.8214207885392071,1676,1808
0.2,0.5,1.0,0.06,1.0,13,False,True,False,74,10,0.0,0.0,0.8257189148624571,2076,2202
0.2,0.5,1.0,0.06,1.0,14,False,True,False,116,10,0.0,0.0,0.8138896091713784,2273,2357
0.2,0.5,1.0,0.063,1.0,0,True,False,False,202,10,1.0396127220244527,0.07733765701965485,0.8203804056251528,3259,3257
0.2,0.5,1.0,0.063,1.0,1,False,True,False,43,10,0.0,0.0,0.8331479882194308,1813,1970
0.2,0.5,1.0,0.063,1.0,2,False,True,False,160,10,0.0,0.0,0.7952044733152446,2492,2532
0.2,0.5,1.0,0.063,1.0,3,True,False,False,175,10,0.9527806845519222,0.06648283161472819,0.8183465595642211,2622,2647
0.2,0.5,1.0,0.063,1.0,4,False,True,False,92,10,0.0,0.0,0.81297362849601,2273,2381
0.2,0.5,1.0,0.063,1.0,5,True,False,False,193,10,0.9835994628437137,0.07033547028547374,0.8151437520052441,3103,3110
0.2,0.5,1.0,0.063,1.0,6,False,True,False,146,10,0.0,0.0,0.8148830426552902,2280,2334
0.2,0.5,1.0,0.063,1.0,7,False,True,False,86,10,0.0,0.0,0.819075164702498,2014,2128
0.2,0.5,1.0,0.063,1.0,8,False,True,False,70,10,0.0,0.0,0.7966382865273841,2155,2285
0.2,0.5,1.0,0.063,1.0,11,False,True,False,34,10,0.0,0.0,0.779858312489315,2196,2362
0.2,0.5,1.0,0.063,1.0,9,True,False,False,196,10,1.009247188064027,0.07354167838218002,0.8033037733958116,3050,3054
0.2,0.5,1.0,0.063,1.0,10,True,False,False,228,10,1.0688668409109547,0.08099469831838366,0.7883411989805424,3431,3403
0.2,0.5,1.0,0.063,1.0,12,True,False,False,225,10,1.0430022423614185,0.07776137908250369,0.8016683420775108,3101,3076
0.2,0.5,1.0,0.063,1.0,13,False,True,False,92,10,0.0,0.0,0.806792637098949,2023,2131
0.2,0.5,1.0,0.063,1.0,14,True,False,False,197,10,1.011778959642724,0.07385817375307716,0.8181393080614049,2960,2963
0.2,0.5,1.0,0.066,1.0,0,True,False,False,356,10,1.4296687636955787,0.1260983489709017,0.7909973342598791,4263,4107
0.2,0.5,1.0,0.066,1.0,1,True,False,False,246,10,1.1286077782014028,0.0884628799992242,0.803527553611276,3449,3403
0.2,0.5,1.0,0.066,1.0,3,True,False,False,204,10,1.0014456991590686,0.07256641840750558,0.8154076204657429,3037,3033
0.2,0.5,1.0,0.066,1.0,2,True,False,False,304,10,1.3152309756990488,0.11179254369012377,0.8149336035646707,4811,4707
0.2,0.5,1.0,0.066,1.0,4,True,False,False,377,10,1.4927379940171828,0.13398259875440677,0.8038099853103438,4619,4442
0.2,0.5,1.0,0.066,1.0,5,True,False,False,372,10,1.501789661634897,0.13511414271602046,0.8021551601334067,4449,4277
0.2,0.5,1.0,0.066,1.0,6,True,False,False,296,10,1.250035636455176,0.10364250998477882,0.7997671181293138,3732,3636
0.2,0.5,1.0,0.066,1.0,7,True,False,False,401,10,1.5830799451786772,0.14527619650453377,0.819317861077122,4369,4168
0.2,0.5,1.0,0.066,1.0,8,True,False,False,237,10,1.053297209837198,0.07904834745203301,0.7955205812416096,3023,2986
0.2,0.5,1.0,0.066,1.0,9,True,False,False,261,10,1.174066789376339,0.09414568611947267,0.8048047607203049,3240,3179
0.2,0.5,1.0,0.066,1.0,10,True,False,False,274,10,1.2024622130953841,0.09769538260576312,0.8155049017839142,3513,3439
0.2,0.5,1.0,0.066,1.0,11,False,True,False,226,10,0.0,0.0,0.8133497534900522,3844,3818
0.2,0.5,1.0,0.066,1.0,12,True,False,False,332,10,1.4035406181347385,0.12283208367643557,0.8024401590614257,3538,3406
0.2,0.5,1.0,0.066,1.0,13,True,False,False,316,10,1.2913411774896875,0.1088060933157066,0.8011888714684524,3507,3391
0.2,0.5,1.0,0.066,1.0,14,True,False,False,288,10,1.3059490400008609,0.1106322139655822,0.819319193371143,3918,3830
0.2,0.5,1.0,0.069,1.0,0,True,False,False,532,10,1.995097524460426,0.1967822882303436,0.8065838448643985,5386,5054
0.2,0.5,1.0,0.069,1.0,1,True,False,False,671,10,2.3139450677335467,0.23664124498645003,0.8018204785697864,6766,6295
0.2,0.5,1.0,0.069,1.0,3,True,False,False,635,10,2.2580832996505067,0.22965799582180116,0.7996764882814961,5988,5553
0.2,0.5,1.0,0.069,1.0,2,True,False,False,645,10,2.363132324347806,0.24279011685888677,0.8025347445741726,6369,5924
0.2,0.5,1.0,0.069,1.0,4,True,False,False,419,10,1.606717567363231,0.14823112274110578,0.8088286614421663,4369,4150
0.2,0.5,1.0,0.069,1.0,5,True,False,False,405,10,1.5489184160555118,0.1410056824304609,0.7926621416004049,4482,4277
0.2,0.5,1.0,0.069,1.0,6,True,False,False,472,10,1.8346712752361753,0.17672749067969798,0.8091495112439077,5301,5029
0.2,0.5,1.0,0.069,1.0,7,True,False,False,621,10,2.2047611577719453,0.22299222406666802,0.8088769116024601,6236,5815
0.2,0.5,1.0,0.069,1.0,8,True,False,False,451,10,1.7236059948644662,0.1628432808494221,0.8029644634903208,4716,4465
0.2,0.5,1.0,0.069,1.0,9,True,False,False,546,10,2.051466233977585,0.2038289097826508,0.8057504644435222,5571,5225
0.2,0.5,1.0,0.069,1.0,11,True,False,False,555,10,2.0036636234705005,0.19785313153136674,0.8049977763257219,5629,5274
0.2,0.5,1.0,0.069,1.0,12,True,False,False,457,10,1.7035798886414302,0.16033982840817654,0.7979323698066219,4972,4715
0.2,0.5,1.0,0.069,1.0,10,True,False,False,714,10,2.487007750967177,0.2582757159598569,0.8026549173579278,7373,6859
0.2,0.5,1.0,0.069,1.0,13,True,False,False,601,10,2.13695718490723,0.21451608660127147,0.8018066440964222,6048,5647
0.2,0.5,1.0,0.069,1.0,14,True,False,False,580,10,2.093934172405094,0.20913780329923157,0.7990513600879048,6887,6507
0.2,0.5,5.0,0.06,1.0,0,False,True,False,121,10,0.0,0.0,0.8173552953380956,2435,2514
0.2,0.5,5.0,0.06,1.0,1,False,True,False,44,10,0.0,0.0,0.7614293943765741,1225,1381
0.2,0.5,5.0,0.06,1.0,3,False,True,False,40,10,0.0,0.0,0.8086269749877799,1651,1811
0.2,0.5,5.0,0.06,1.0,4,False,True,False,37,10,0.0,0.0,0.856179403689793,1378,1541
0.2,0.5,5.0,0.06,1.0,2,False,True,False,73,10,0.0,0.0,0.8242665661124967,2263,2390
0.2,0.5,5.0,0.06,1.0,5,False,True,False,70,11,0.0,0.0,0.7804437397368712,1929,2059
0.2,0.5,5.0,0.06,1.0,6,False,True,False,52,10,0.0,0.0,0.8107925651870478,1316,1464
0.2,0.5,5.0,0.06,1.0,7,False,True,False,68,10,0.0,0.0,0.8384172806354441,1574,1706
0.2,0.5,5.0,0.06,1.0,8,False,True,False,105,10,0.0,0.0,0.7987379785212538,2304,2399
0.2,0.5,5.0,0.06,1.0,9,False,True,False,93,10,0.0,0.0,0.8183934870761889,2224,2331
0.2,0.5,5.0,0.06,1.0,11,False,True,False,71,11,0.0,0.0,0.7910031341169651,2025,2154
0.2,0.5,5.0,0.06,1.0,10,False,True,False,62,11,0.0,0.0,0.839290197489688,2152,2290
0.2,0.5,5.0,0.06,1.0,13,False,True,False,37,10,0.0,0.0,0.8185614671033321,1553,1716
0.2,0.5,5.0,0.06,1.0,12,False,True,False,102,10,0.0,0.0,0.80980067523856,1875,1973
0.2,0.5,5.0,0.06,1.0,14,False,True,False,122,10,0.0,0.0,0.80946068049798,2035,2113
0.2,0.5,5.0,0.063,1.0,0,False,True,False,36,10,0.0,0.0,0.8069542280686383,1842,2006
0.2,0.5,5.0,0.063,1.0,1,False,True,False,120,11,0.0,0.0,0.7907467605435933,2648,2728
0.2,0.5,5.0,0.063,1.0,2,False,True,False,78,10,0.0,0.0,0.8083739422497771,2050,2172
0.2,0.5,5.0,0.063,1.0,4,False,True,False,123,10,0.0,0.0,0.7865145882036797,2310,2387
0.2,0.5,5.0,0.063,1.0,3,False,True,False,122,11,0.0,0.0,0.8048389914917132,3015,3093
0.2,0.5,5.0,0.063,1.0,5,False,True,False,189,10,0.0,0.0,0.8040477638616957,2917,2928
0.2,0.5,5.0,0.063,1.0,6,False,True,False,122,10,0.0,0.0,0.8202550802885679,2094,2172
