reproduction_rate,alpha,successor_capability,phi,survived,collapsed,extinct,final_population,final_ai_generation,runaway_term_mean,runaway_term_max,final_avg_U_sys,final_avg_L_t
0.062,0.1,12.0,10.0,True,False,False,272,14,4.210611090823395,74.66765879648216,8.279936959351518,0.0982446627428992
0.062,0.1,12.0,10.0,False,True,False,153,14,4.1861976436372705,74.49206748912239,0.0,0.0
0.062,0.1,12.0,10.0,False,True,False,199,14,4.165867599393185,74.25013108376066,0.0,0.0
0.062,0.1,12.0,10.0,True,False,False,188,14,4.261473648754361,77.22073666991328,6.0092159778354315,0.06985850435619699
0.062,0.1,12.0,10.0,False,True,False,183,14,4.2004457037600025,74.76337565708364,0.0,0.0
0.062,0.1,12.0,10.0,True,False,False,210,14,4.164280598599298,73.40556286938248,6.575150439396111,0.07693321997826862
0.062,0.1,12.0,10.0,False,True,False,149,14,4.191943112306751,74.46910950811055,0.0,0.0
0.062,0.1,12.0,10.0,False,True,False,141,14,4.189857536490498,75.29231616669404,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,70,15,1.8148910917811027,36.81633084306121,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,55,15,1.8244978795638194,36.745245180722904,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,63,15,1.8219961348002949,36.78307300696985,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,36,15,1.8095780844970328,36.5740935948607,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,87,15,1.7953383720750802,36.65693247774255,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,148,15,1.7888944922635313,36.225060278018816,0.0,0.0
0.062,0.2,4.0,10.0,True,False,False,207,15,1.8138647341643848,36.10395815615916,6.443932758875351,0.07529287491751253
0.062,0.2,4.0,10.0,False,True,False,186,15,1.8159712536793795,37.37701461764606,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,112,15,1.80817422701397,36.744240467875485,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,203,15,1.8196689382131324,37.027701121192344,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,130,15,1.8150009248642762,36.90025255742496,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,121,15,1.8286239135805427,37.03438035409243,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,213,15,1.8036767573239012,36.21535160279491,0.0,0.0
0.062,0.2,4.0,10.0,False,True,False,170,15,1.8223864793857074,36.71415529760626,0.0,0.0
0.062,0.2,4.0,10.0,True,False,False,182,15,1.8237780503287107,36.52445364743382,5.620752676080607,0.0650023457439773
