rr,phi,alpha,seed,successor_cap,termination_reason,steps_run,population_final,ai_generation_final,L_t_final,U_sys_final,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate
0.05,10.0,2.0,2,25.0,extinction,392,0,58,0.0001,0.06312122878356714,74651.50067846722,6.012124182515223,74657.51280264973
0.05,10.0,2.0,4,10.0,extinction,230,0,43,0.00021497263167428703,0.310238664146295,30970.28220468015,30.378969099630726,31000.66117377978
0.05,10.0,2.0,3,100.0,extinction,268,0,1,0.0009000000000000001,0.23470973398124173,1338.6229507034204,20.77151329014577,1359.3944639935662
0.05,10.0,2.0,3,25.0,extinction,374,0,62,0.0001,0.07497833138146101,80854.6666288103,7.197833842862717,80861.86446265316
0.05,10.0,2.0,3,50.0,extinction,386,0,13,0.0009000000000000001,0.09082104510611028,46002.483339033635,6.382644402632624,46008.86598343627
0.05,10.0,2.0,4,100.0,extinction,230,0,1,0.0009000000000000001,0.33073323891386736,1256.5687664694965,30.37386378340834,1286.9426302529048
0.05,10.0,2.0,4,25.0,extinction,258,0,58,0.0004644830843314123,0.24353200080176612,75970.84016848294,22.959803054108967,75993.79997153705
0.05,10.0,2.0,4,50.0,extinction,278,0,11,0.0009000000000000001,0.21494302562133513,56636.99351914685,18.794842454155113,56655.788361601
0.05,15.0,0.5,0,5.0,extinction,277,0,52,0.0001348115632980857,0.19594013370410918,26867.880470875352,18.98736657328402,26886.867837448637
0.05,15.0,0.5,0,10.0,extinction,277,0,57,0.0001,0.1943749163290895,54127.83146525113,18.987492532907144,54146.81895778404
0.05,15.0,0.5,1,5.0,extinction,161,0,40,0.002592354041489104,0.7223205744269202,23807.803612176947,60.56686656561219,23868.37047874256
0.05,15.0,0.5,1,50.0,extinction,232,0,36,0.0001,0.3022830976342909,173259.26966336873,29.7783107415501,173289.0479741103
0.05,15.0,0.5,1,10.0,extinction,161,0,45,0.0001,0.610188333607299,47895.88848844858,60.56883426072809,47956.457322709306
0.05,15.0,0.5,0,100.0,extinction,358,0,21,0.0001,0.13151474311995529,182613.337766138,12.486269672106921,182625.8240358101
0.05,15.0,0.5,0,50.0,extinction,348,0,45,0.0014109789763874262,0.15684220656225153,189972.83779790817,9.33493425359076,189982.17273216177
0.05,15.0,0.5,0,25.0,extinction,378,0,68,0.0001,0.07365598805686376,128709.34918021192,6.915600038606052,128716.26478025052
0.05,15.0,0.5,1,25.0,extinction,280,0,56,0.0001,0.18876282115263524,101147.8299801657,18.42628407150129,101166.25626423719
0.05,15.0,0.5,3,10.0,extinction,268,0,58,0.0008758787001687563,0.24716756316367391,55876.126514479634,20.775360437544045,55896.90187491718
0.05,15.0,0.5,1,100.0,extinction,326,0,18,0.002764720913932398,0.24072076833145659,145373.33218374872,11.63157155607557,145384.96375530478
0.05,15.0,0.5,2,10.0,extinction,320,0,64,0.0001,0.1280145901080972,62702.90216122749,12.35146260583292,62715.25362383332
0.05,15.0,0.5,2,5.0,extinction,320,0,57,0.0001,0.12801480034646787,30671.017662252078,12.351482890640854,30683.36914514272
0.05,15.0,0.5,3,5.0,extinction,268,0,53,0.0001,0.21225568566969982,27531.090982857237,20.77557066639159,27551.86655352363
0.05,15.0,0.5,3,50.0,extinction,218,0,33,0.0001,0.3470325511088357,157501.9931097414,34.25325549940775,157536.2463652408
0.05,15.0,0.5,2,100.0,extinction,315,0,18,0.000359378851441998,0.14601884615010882,151130.26905560397,12.984697458100438,151143.25375306208
0.05,15.0,0.5,2,50.0,extinction,427,0,50,0.0025988479080784705,0.15930953789267538,214330.31396932233,4.236543790494048,214334.55051311283
0.05,15.0,0.5,3,25.0,extinction,330,0,71,0.001593494632720361,0.18346509082715087,120102.39420579659,11.175928465754115,120113.57013426235
0.05,15.0,0.5,3,100.0,extinction,282,0,17,0.00019582462764253562,0.18942531042410315,147574.2360599413,18.061328475267366,147592.29738841657
0.05,15.0,0.5,4,5.0,extinction,230,0,44,0.0013977713968263766,0.36669226475546673,23596.755859241664,30.37937240731382,23627.13523164898
0.05,15.0,0.5,4,10.0,extinction,230,0,49,0.0008758787001687563,0.3432088528658547,47884.20665387481,30.379489407762115,47914.58614328258
0.05,15.0,0.5,2,25.0,extinction,501,0,68,0.0001,0.024713733561369657,115565.72114402278,2.021375312374729,115567.74251933515
0.05,15.0,0.5,4,50.0,extinction,229,0,34,0.0001,0.3113522544539089,160533.28130422405,30.685225973928976,160563.96653019797
0.05,15.0,1.0,0,10.0,extinction,277,0,57,0.0001,0.1943749163290895,54127.27873998942,18.987492532907144,54146.26623252233
