rr,phi,alpha,seed,successor_cap,termination_reason,steps_run,population_final,ai_generation_final,L_t_final,U_sys_final,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate
0.06,5.0,2.0,0,25.0,extinction,462,0,95,0.0001,0.031355269493579314,78792.29151641522,2.9855278364282976,78795.27704425165
0.06,5.0,2.0,0,50.0,extinction,463,0,12,0.0009000000000000001,0.04304977822791618,36652.75397704964,2.9552477688024164,36655.70922481844
0.06,5.0,2.0,0,100.0,extinction,942,0,1,0.0009000000000000001,0.013742954251203955,1430.574167327921,0.024565371131193472,1430.5987326990523
0.06,5.0,2.0,1,5.0,extinction,546,0,55,0.0009000000000000001,0.02638363734478806,15362.516590906176,1.288633680489604,15363.805224586666
0.06,5.0,2.0,1,10.0,extinction,546,0,71,0.0001,0.0143888295716647,32202.79980723349,1.2888838380591336,32204.08869107155
0.06,5.0,2.0,1,100.0,extinction,546,0,1,0.0009000000000000001,0.02638363734478806,1316.0518310846196,1.288633680489604,1317.3404647651091
0.06,5.0,2.0,2,5.0,extinction,415,0,58,0.0009000000000000001,0.06125630325288451,17170.96153046157,4.775900271299249,17175.73743073287
0.06,5.0,2.0,1,25.0,extinction,674,0,106,0.0010307683463863966,0.019041798857715227,99301.77834933334,0.3582973190508655,99302.13664665239
0.06,5.0,2.0,2,10.0,extinction,415,0,71,0.0001,0.0492677049401369,35619.54797169994,4.776773080572419,35624.32474478051
0.06,5.0,2.0,0,10.0,extinction,942,0,89,0.0014120645099186663,0.021423939518498126,36754.365168131066,0.02456715255850878,36754.38973528362
0.06,5.0,2.0,2,100.0,extinction,415,0,1,0.0009000000000000001,0.06125630325288451,1313.2845683168532,4.775900271299249,1318.0604685881524
0.06,5.0,2.0,1,50.0,extinction,784,0,18,0.0009000000000000001,0.014689938453177941,54768.85194827578,0.11926379132859202,54768.9712120671
0.06,5.0,2.0,3,10.0,extinction,853,0,81,0.0001,0.0020982872537681878,31475.176379648816,0.059830943033062876,31475.236210591847
0.06,5.0,2.0,4,50.0,extinction,526,0,12,0.0009000000000000001,0.02923670785597296,38298.7228695746,1.5739407316080936,38300.29681030621
0.06,5.0,2.0,2,25.0,extinction,948,0,113,0.0001,0.0017313533229716038,93892.69922137837,0.023138875638881267,93892.722360254
0.06,5.0,2.0,3,5.0,extinction,853,0,53,0.0009000000000000001,0.014095499176257116,14133.535241737574,0.05981986363650955,14133.59506160121
0.06,5.0,2.0,3,25.0,extinction,688,0,72,0.0009000000000000001,0.016612108772091565,54829.963328562146,0.3114808232199544,54830.274809385366
0.06,5.0,2.0,4,10.0,extinction,634,0,69,0.0019209360461289835,0.03415694134638317,29180.791300395744,0.5345600401470466,29181.325860435893
0.06,5.0,2.0,4,5.0,extinction,634,0,52,0.0009000000000000001,0.018842332840736324,13693.270373207057,0.5345032300844306,13693.804876437142
0.06,5.0,2.0,3,50.0,extinction,795,0,12,0.0009000000000000001,0.01456570629366237,33180.30905921953,0.10684057537703479,33180.415899794905
0.06,5.0,2.0,3,100.0,extinction,853,0,1,0.0009000000000000001,0.014095499176257116,1375.245005509815,0.05981986363650955,1375.3048253734514
0.06,5.0,2.0,2,50.0,extinction,1219,0,18,0.0009000000000000001,0.013512693693915176,53654.06309997328,0.001539315402315598,53654.064639288685
0.06,5.0,2.0,4,25.0,extinction,741,0,82,0.0014022306048159538,0.02286428233851543,66457.1604824936,0.18335229197299732,66457.34383478557
0.06,5.0,2.0,4,100.0,extinction,634,0,1,0.0009000000000000001,0.018842332840736324,1314.8189317832791,0.5345032300844306,1315.3534350133637
0.06,10.0,0.5,0,100.0,extinction,544,0,31,0.002803220562964561,0.09724095287621563,229765.59455334267,1.3148617892362509,229766.9094151319
0.06,10.0,0.5,1,100.0,extinction,338,0,22,0.0001,0.10616862154635903,197976.46605714742,10.316862975452617,197986.78292012287
0.06,10.0,0.5,1,5.0,extinction,546,0,81,0.0007230771316268194,0.03458075429429228,33766.57822364025,1.2888737507572279,33767.86709739101
0.06,10.0,0.5,0,5.0,extinction,942,0,103,0.001757091520703467,0.052957297379654544,38747.96378874355,0.024569750155619352,38747.988358493705
0.06,10.0,0.5,1,10.0,extinction,546,0,91,0.0012164487746425606,0.04938152577540663,69359.81765841423,1.2888691819369036,69361.10652759617
0.06,10.0,0.5,0,50.0,extinction,637,0,66,0.001055849133909753,0.03686298184039832,211331.45826717015,0.5188016774789058,211331.97706884763
0.06,10.0,0.5,1,50.0,extinction,538,0,74,0.0001,0.016962343774578174,280219.69052821666,1.3962352645308067,280221.0867634812
0.06,10.0,0.5,2,5.0,extinction,415,0,80,0.002091462761311108,0.11050963572564833,36858.00742876118,4.776734352148939,36862.78416311333
0.06,10.0,0.5,2,25.0,extinction,658,0,111,0.0001,0.00720537772459131,139022.54642318952,0.42053837666574057,139022.96696156618
0.06,10.0,0.5,2,10.0,extinction,415,0,88,0.0003522138355935094,0.05833433560174992,74767.04784754713,4.776803536886348,74771.82465108403
0.06,10.0,0.5,0,10.0,extinction,942,0,116,0.0001,0.0032456908289877147,79703.6305582171,0.024570193265345396,79703.65512841036
0.06,10.0,0.5,0,25.0,extinction,1000,0,148,0.0001,0.0031375500649656507,185696.7155665908,0.013756780637298125,185696.72932337143
0.06,10.0,0.5,2,50.0,extinction,345,0,51,0.0015154189050831626,0.14163979929694734,202599.65391233147,9.618263150312185,202609.27217548178
0.06,10.0,0.5,1,25.0,extinction,1009,0,120,0.0001,0.003125714663715345,155020.30638110323,0.012572770530043314,155020.31895387376
0.06,10.0,0.5,3,25.0,extinction,513,0,112,0.0001,0.02092801952382547,139200.23198249348,1.7928026570991618,139202.02478515057
0.06,10.0,0.5,2,100.0,extinction,616,0,30,0.0001,0.009400419589970958,160663.39734074238,0.6400427798138119,160664.0373835222
0.06,10.0,0.5,4,50.0,extinction,471,0,61,0.0001,0.03028580080689098,214250.05584647725,2.728580382792707,214252.78442686005
0.06,10.0,0.5,4,5.0,extinction,634,0,80,0.0001348115632980857,0.009390367130962043,30881.031032094517,0.5346055150116062,30881.56563760953
0.06,10.0,0.5,3,50.0,extinction,643,0,57,0.0001,0.00788595790127672,170267.71767042374,0.48859620110146074,170268.20626662482
0.06,10.0,0.5,3,5.0,extinction,853,0,93,0.002073140954412844,0.06278709543295025,33542.75664772693,0.05982663317518325,33542.8164743601
0.06,10.0,0.5,3,10.0,extinction,853,0,106,0.0019276309875488162,0.058425877329518115,69706.60928150681,0.05983042408788811,69706.6691119309
0.06,10.0,0.5,4,10.0,extinction,634,0,91,0.0001,0.008346059284351642,63936.518134219375,0.5346074389471249,63937.05274165832
0.06,10.0,1.0,0,25.0,extinction,439,0,111,0.0004953706631810616,0.05243595707263194,173099.92154590442,3.7575188230707726,173103.6790647275
0.06,10.0,0.5,4,25.0,extinction,969,0,126,0.0003611486911477389,0.011021904619245846,157329.80103969286,0.018756245859349315,157329.8197959387
0.06,10.0,0.5,3,100.0,extinction,987,0,45,0.0001,0.0031566607001685416,256207.9084131438,0.015666673393003188,256207.9240798172
0.06,10.0,1.0,1,5.0,extinction,546,0,81,0.0001,0.015888696410700093,33766.56887761131,1.2888737507572279,33767.85775136207
0.06,10.0,1.0,0,5.0,extinction,942,0,103,0.00037281834790133667,0.01143000483571323,38747.94302509728,0.024569750155619352,38747.96759484743
0.06,10.0,1.0,0,50.0,extinction,820,0,61,0.0009000000000000001,0.027826676317458384,219918.23198412973,0.08320752376743423,219918.3151916535
0.06,10.0,1.0,1,10.0,extinction,546,0,91,0.0001417600047033447,0.017141418626353867,69359.74490511233,1.2888691819369036,69361.03377429426
0.06,10.0,1.0,0,100.0,extinction,736,0,14,0.0009000000000000001,0.028921992682530165,100210.17764616331,0.19273916027461227,100210.3703853236
0.06,10.0,1.0,0,10.0,extinction,942,0,116,0.0001,0.003245692542345884,79700.89561014759,0.024570206235632337,79700.92018035383
0.06,10.0,0.5,4,100.0,extinction,1118,0,53,0.0026768997908383223,0.0803462582598844,315688.5781239654,0.004227032981485644,315688.5823509984
0.06,10.0,1.0,2,5.0,extinction,415,0,80,0.0006160812172914757,0.0662493114875668,36857.98529859906,4.776734352148939,36862.76203295121
0.06,10.0,1.0,2,10.0,extinction,415,0,88,0.0001,0.05076800276511336,74767.02805467646,4.776803536886348,74771.80485821335
0.06,10.0,1.0,1,25.0,extinction,716,0,133,0.0014935212582261582,0.047158462410115176,198520.13089116383,0.23545039930574774,198520.36634156315
0.06,10.0,1.0,1,100.0,extinction,609,0,9,0.0009000000000000001,0.03385775840708509,91435.13149749585,0.6863157327301047,91435.81781322858
0.06,10.0,1.0,2,50.0,extinction,841,0,70,0.0009000000000000001,0.027669068158904766,301609.7977907778,0.06744670791207204,301609.86523748573
0.06,10.0,1.0,1,50.0,extinction,787,0,55,0.0009000000000000001,0.028151991215872977,234092.31292583558,0.11573901360889341,234092.4286648492
0.06,10.0,1.0,2,25.0,extinction,566,0,107,0.000776801941428535,0.0338556757586329,151635.78956245378,1.0552259583462955,151636.84478841213
0.06,10.0,1.0,3,5.0,extinction,853,0,93,0.002073140954412844,0.06278709543295025,33542.75664772693,0.05982663317518325,33542.8164743601
0.06,10.0,1.0,2,100.0,extinction,631,0,7,0.0009000000000000001,0.032502413848317056,55466.612134503666,0.5507812768533015,55467.16291578052
0.06,10.0,1.0,4,25.0,extinction,286,0,77,0.0001,0.17653070923864156,113414.61316961139,17.35307475326662,113431.96624436465
0.06,10.0,1.0,4,5.0,extinction,634,0,80,0.0001,0.008346029248705429,30881.030509925575,0.5346055150116062,30881.565115440586
0.06,10.0,1.0,4,50.0,extinction,446,0,45,0.0001,0.03803508976535171,213191.25138002503,3.5035137968420407,213194.75489382187
0.06,10.0,1.0,4,10.0,extinction,634,0,91,0.0001,0.008346059284351642,63936.518134219375,0.5346074389471249,63937.05274165832
0.06,10.0,1.0,3,100.0,extinction,791,0,9,0.0009000000000000001,0.02810660929951736,82407.1280051305,0.1112008219733318,82407.23920595247
0.06,10.0,1.0,3,10.0,extinction,853,0,106,0.0004842529053670492,0.01512555061706828,69706.56661153618,0.05983042408788811,69706.62644196027
0.06,10.0,1.0,3,50.0,extinction,822,0,58,0.0001,0.0038157095976737204,191874.23922066655,0.08157509258744518,191874.32079575915
0.06,10.0,1.0,4,100.0,extinction,600,0,10,0.0009000000000000001,0.03450409133233983,89156.41935083744,0.7509490252555788,89157.1702998627
0.06,10.0,2.0,0,5.0,extinction,942,0,103,0.0001,0.0032456322947646203,38747.93893291101,0.024569750155619352,38747.963502661165
0.06,10.0,2.0,0,50.0,extinction,556,0,17,0.0009000000000000001,0.03865464080226794,84855.60496036826,1.1660039722483895,84856.77096434051
0.06,10.0,2.0,0,10.0,extinction,942,0,115,0.001646962542549837,0.04964915285821636,79694.22709497463,0.024567599160839337,79694.25166257379
0.06,10.0,1.0,3,25.0,extinction,1102,0,114,0.0001,0.0030496020333538733,144749.6457230898,0.00496064748300327,144749.6506837373
0.06,10.0,2.0,0,25.0,extinction,803,0,144,0.0004644830843314123,0.014920393356277593,202845.16995580698,0.0986423095601183,202845.26859811656
0.06,10.0,2.0,1,5.0,extinction,546,0,81,0.0001,0.015888696410700093,33766.56887761131,1.2888737507572279,33767.85775136207
0.06,10.0,2.0,1,10.0,extinction,546,0,91,0.0001,0.015888679164593654,69358.62825240544,1.2888723517718537,69359.91712475721
0.06,10.0,2.0,2,25.0,extinction,573,0,104,0.000852422901913903,0.035410271739219935,150614.87254316968,0.9838702590031587,150615.85641342867
0.06,10.0,2.0,2,5.0,extinction,415,0,80,0.0001,0.05076726746777217,36857.97755757705,4.776734352148939,36862.754291929195
0.06,10.0,2.0,1,50.0,extinction,583,0,20,0.0017675100219660738,0.0619218100890153,106726.00229969424,0.8901908880162932,106726.89249058226
0.06,10.0,2.0,1,100.0,extinction,546,0,1,0.0009000000000000001,0.03988093788468008,1836.821122679612,1.288633680489604,1838.1097563601015
0.06,10.0,2.0,2,10.0,extinction,415,0,88,0.0001,0.05076800276511336,74766.9963584165,4.776803536886348,74771.77316195339
0.06,10.0,2.0,1,25.0,extinction,753,0,138,0.0001,0.004626303998091282,199544.91793904675,0.1626364757748149,199545.08057552253
0.06,10.0,2.0,0,100.0,extinction,942,0,1,0.0009000000000000001,0.02724025479109598,2061.27324376577,0.024565371131193472,2061.2978091369014
0.06,10.0,2.0,2,50.0,extinction,497,0,21,0.0001,0.024038397250045515,105614.18418343809,2.1038445453114214,105616.2880279834
0.06,10.0,2.0,2,100.0,extinction,415,0,1,0.0009000000000000001,0.07475360379277653,1842.641485535749,4.775900271299249,1847.4173858070483
0.06,10.0,2.0,4,10.0,extinction,634,0,91,0.0001,0.008346059284351642,63936.518134219375,0.5346074389471249,63937.05274165832
0.06,10.0,2.0,3,5.0,extinction,853,0,93,0.002073140954412844,0.06278709543295025,33542.75664772693,0.05982663317518325,33542.8164743601
0.06,10.0,2.0,4,5.0,extinction,634,0,80,0.0001,0.008346029248705429,30881.030509925575,0.5346055150116062,30881.565115440586
0.06,10.0,2.0,3,10.0,extinction,853,0,106,0.0001,0.003598233867563967,69706.51938817615,0.05983042408788811,69706.57921860024
0.06,10.0,2.0,3,50.0,extinction,721,0,31,0.0009000000000000001,0.029233910643001435,141565.97006449124,0.22393095632173943,141566.19399544757
0.06,10.0,2.0,3,25.0,extinction,1172,0,110,0.0001,0.003024609549764652,129897.3480542627,0.0024633684664991324,129897.35051763116
0.06,10.0,2.0,4,100.0,extinction,634,0,1,0.0009000000000000001,0.03233963338062835,1831.2083681087754,0.5345032300844306,1831.74287133886
0.06,10.0,2.0,3,100.0,extinction,853,0,1,0.0009000000000000001,0.027592799716149138,1950.8956256489491,0.05981986363650955,1950.9554455125856
0.06,10.0,2.0,4,50.0,extinction,689,0,26,0.0009000000000000001,0.030078416452233744,129274.2381878814,0.3083815372449699,129274.54656941866
0.06,15.0,0.5,0,10.0,extinction,942,0,135,0.0001,0.004745678947251182,124969.03843883726,0.024570160493059146,124969.06300899775
0.06,10.0,2.0,4,25.0,extinction,999,0,137,0.0009000000000000001,0.027133524502641893,186333.20268276375,0.013892342285785127,186333.21657510602
0.06,15.0,0.5,0,5.0,extinction,942,0,119,0.0013977713968263766,0.06314423894555908,60605.05012515886,0.024569826323052674,60605.07469498518
0.06,15.0,0.5,1,5.0,extinction,546,0,93,0.0004595456380678438,0.03356807351806522,52663.262377900035,1.2888762689814666,52664.55125416902
0.06,15.0,0.5,1,10.0,extinction,546,0,105,0.0003522138355935094,0.02873822434594212,108092.157042055,1.2888773996612453,108093.44591945467
0.06,15.0,0.5,2,5.0,extinction,415,0,90,0.00026400274189249877,0.05964807723477922,56715.22887014536,4.776807348280419,56720.00567749364
0.06,15.0,0.5,0,25.0,extinction,816,0,120,0.0022527385588227314,0.10223662434994657,220859.03736037077,0.08661822133875796,220859.1239785921
0.06,15.0,0.5,0,100.0,extinction,645,0,42,0.0008876205999020567,0.044731481978026184,441901.03933361114,0.4789148837657347,441901.5182484949
0.06,15.0,0.5,1,25.0,extinction,741,0,161,0.0001,0.006333750243714078,317504.27683297684,0.1833755955731218,317504.4602085724
0.06,15.0,0.5,0,50.0,extinction,1313,0,122,0.0025988479080784705,0.11695011397619098,496724.8860803485,0.0006013988456089881,496724.88668174733
0.06,15.0,0.5,1,50.0,extinction,714,0,89,0.0001,0.006902145299664604,442848.83172424935,0.2402153685832194,442849.0719396179
0.06,15.0,0.5,2,10.0,extinction,415,0,102,0.0001,0.05226843258688087,115428.92274176188,4.77684430840134,115433.69958607029
0.06,15.0,0.5,1,100.0,extinction,748,0,42,0.001939847209620599,0.08900080976176314,385236.77252119064,0.17097445571308023,385236.94349564635
0.06,15.0,0.5,3,5.0,extinction,853,0,109,0.002375658305085481,0.10749976332432581,53299.69174772287,0.059830058483044325,53299.75157778135
0.06,15.0,0.5,2,25.0,extinction,642,0,180,0.0001,0.016778443414862218,312486.46495474083,0.8776068518983404,312487.34256159276
0.06,15.0,0.5,3,100.0,extinction,553,0,35,0.0012038921751226163,0.06618279638261042,380417.5528064132,1.2015747291201824,380418.7543811423
0.06,15.0,0.5,2,50.0,extinction,651,0,98,0.0001,0.009010306996052792,445761.30061920616,0.45103122814336055,445761.7516504343
0.06,15.0,0.5,2,100.0,extinction,649,0,33,0.0001,0.009101424766841264,225171.15094518865,0.46014283618903096,225171.61108802483
0.06,15.0,0.5,3,50.0,extinction,563,0,82,0.0001,0.0,419542.42808593024,0.0,419542.42808593024
0.06,15.0,0.5,3,10.0,extinction,853,0,125,0.0001,0.005098306383265115,110533.54888567186,0.059831688039764824,110533.6087173599
0.06,15.0,0.5,4,5.0,extinction,634,0,93,0.001757091520703467,0.08441338492374745,48704.11097423708,0.5345985106599916,48704.645572747744
0.06,15.0,0.5,4,10.0,extinction,634,0,106,0.0001,0.009846074518614125,100853.95382553109,0.5346086761948091,100854.48843420729
0.06,15.0,0.5,3,25.0,extinction,1024,0,148,0.0005940761916735966,0.04428459137859839,260277.04637427948,0.017853864548716365,260277.06422814404
0.06,15.0,0.5,4,50.0,extinction,578,0,66,0.0001,0.024995061851847966,285705.9548958064,1.6879356067980948,285707.6428314132
0.06,15.0,0.5,4,25.0,extinction,738,0,119,0.0001,0.006389560464603697,217009.5826550301,0.188959150362958,217009.77161418047
0.06,15.0,1.0,0,5.0,extinction,942,0,119,0.00020227938554321438,0.009348100980637602,60605.02322708987,0.024569826323052674,60605.047796916195
0.06,15.0,0.5,4,100.0,extinction,694,0,41,0.001939847209620599,0.090224998597252,425408.1873221685,0.29339333926196687,425408.48071550776
0.06,15.0,1.0,0,25.0,extinction,684,0,164,0.0001,0.016675644406640246,339132.92717998126,0.6983725877934447,339133.62555256905
0.06,15.0,1.0,0,10.0,extinction,942,0,135,0.0001,0.004745678947251182,124968.40940888786,0.024570160493059146,124968.43397904835
0.06,15.0,1.0,2,5.0,extinction,415,0,90,0.0001,0.05226802816767354,56715.22518012082,4.776807348280419,56720.0019874691
0.06,15.0,1.0,1,5.0,extinction,546,0,93,0.0001,0.017388709836565215,52663.254288218195,1.2888762689814666,52664.54316448718
0.06,15.0,1.0,1,10.0,extinction,546,0,105,0.0001,0.017388725090987274,108091.83527454583,1.2888773996612453,108093.12415194549
0.06,15.0,1.0,1,25.0,extinction,617,0,166,0.0001,0.010836719424658336,341347.41284504934,0.6336736196962255,341348.04651866906
0.06,15.0,1.0,1,50.0,extinction,609,0,55,0.0001,0.011364431287345862,343512.680322319,0.6864470358156051,343513.3667693548
0.06,15.0,1.0,0,100.0,extinction,813,0,11,0.0009000000000000001,0.04138430911950084,107892.28443039468,0.08924074998247773,107892.37367114465
0.06,15.0,1.0,2,10.0,extinction,415,0,102,0.0001,0.05226843258688087,115428.89872720551,4.77684430840134,115433.67557151392
0.06,15.0,1.0,1,100.0,extinction,660,0,16,0.0009000000000000001,0.04461319725141335,207539.77595440904,0.4121295631737288,207540.1880839722
0.06,15.0,1.0,0,50.0,extinction,1007,0,88,0.0001,0.004628254445660416,439036.52131879394,0.012826775175525768,439036.53414556914
0.06,15.0,1.0,2,100.0,extinction,877,0,16,0.0009000000000000001,0.04096246133349287,115047.53266739624,0.04705597138168039,115047.57972336763
0.06,15.0,1.0,2,25.0,extinction,670,0,131,0.0001,0.008229831743787889,253285.32034461686,0.3729840806887031,253285.69332869755
0.06,15.0,1.0,2,50.0,extinction,646,0,59,0.0001,0.009241534633962958,378048.12471597677,0.4741550153529421,378048.59887099214
0.06,15.0,1.0,3,25.0,extinction,625,0,164,0.0001,0.010349542256830324,335035.4596150531,0.5849552827579538,335036.0445703358
0.06,15.0,1.0,3,5.0,extinction,853,0,109,0.0009271176114039725,0.042317359499351205,53299.65915652096,0.059830058483044325,53299.71898657944
0.06,15.0,1.0,3,10.0,extinction,853,0,124,0.0014761164092189259,0.06702106212034034,110530.43474997387,0.05982960070983477,110530.49457957457
0.06,15.0,1.0,4,10.0,extinction,634,0,106,0.0001,0.009846074518614125,100853.95382553109,0.5346086761948091,100854.48843420729
0.06,15.0,1.0,4,5.0,extinction,634,0,93,0.00037281834790133667,0.02212244610783547,48704.07982876767,0.5345985106599916,48704.614427278335
0.06,15.0,1.0,4,25.0,extinction,716,0,129,0.0001,0.006854490192373501,236587.9066377529,0.2354557188629512,236588.14209347175
0.06,15.0,1.0,4,50.0,extinction,684,0,64,0.0001,0.007742482903107394,374868.45614136796,0.3242536053860976,374868.78039497335
0.06,15.0,1.0,3,100.0,extinction,865,0,19,0.00028416958567230413,0.013318022694435074,199224.1074388656,0.053064997391212315,199224.160503863
0.06,15.0,2.0,0,50.0,extinction,406,0,21,0.0024044749296081567,0.1604564839112778,157515.5840888841,5.226321147258676,157520.81041003135
0.06,15.0,1.0,3,50.0,extinction,1228,0,73,0.0001,0.00451406491327514,258453.62656109637,0.0014071077881972105,258453.62796820415
0.06,15.0,2.0,1,5.0,extinction,546,0,93,0.0001,0.017388709836565215,52663.254288218195,1.2888762689814666,52664.54316448718
0.06,15.0,2.0,1,10.0,extinction,546,0,105,0.0001,0.017388775153258203,108087.23263391572,1.2888811103490179,108088.52151502606
0.06,15.0,2.0,2,5.0,extinction,415,0,90,0.0001,0.05226802816767354,56715.22518012082,4.776807348280419,56720.0019874691
0.06,15.0,2.0,1,50.0,extinction,458,0,24,0.0001,0.03557383737028589,197065.36012807462,3.1073842655666706,197068.4675123402
0.06,15.0,2.0,0,5.0,extinction,942,0,119,0.0001,0.004745614402961169,60605.020925846584,0.024569826323052674,60605.04549567291
0.06,15.0,2.0,0,100.0,extinction,942,0,1,0.0009000000000000001,0.040737555330988,2691.972320203619,0.024565371131193472,2691.99688557475
0.06,15.0,1.0,4,100.0,extinction,1328,0,20,0.0009000000000000001,0.04049707705194881,226926.61714971074,0.0005175432272753201,226926.61766725397
0.06,15.0,2.0,0,10.0,extinction,942,0,134,0.0022404852557270545,0.1010594202623549,124952.62402067482,0.024568310393782444,124952.64858898522
0.06,15.0,2.0,1,25.0,extinction,739,0,153,0.0001,0.006370785203136208,315888.41029853415,0.18707975323329792,315888.5973782874
0.06,15.0,2.0,1,100.0,extinction,546,0,1,0.0009000000000000001,0.05337823842457211,2357.590414274602,1.288633680489604,2358.8790479550917
0.06,15.0,2.0,2,10.0,extinction,415,0,102,0.0001,0.05226843258688087,115428.85118281558,4.77684430840134,115433.62802712398
0.06,15.0,2.0,2,100.0,extinction,415,0,1,0.0009000000000000001,0.08825090433266855,2371.998402754643,4.775900271299249,2376.774303025942
0.06,15.0,2.0,2,50.0,extinction,733,0,34,0.0009000000000000001,0.04247799103542974,257500.8981942619,0.19860894157536782,257501.0968032035
0.06,15.0,2.0,3,25.0,extinction,905,0,233,0.0001,0.004855666947043669,424638.1179935947,0.03557091716269136,424638.15356451186
0.06,15.0,2.0,2,25.0,extinction,853,0,186,0.0001,0.005098277260291205,343345.76360897487,0.05983134626417136,343345.82344032114
0.06,15.0,2.0,3,50.0,extinction,729,0,29,0.0009000000000000001,0.04255904488210195,175650.94155513876,0.2067143262425894,175651.14826946502
0.06,15.0,2.0,0,25.0,extinction,1547,0,231,0.0001,0.004500455334540318,407006.41476368636,5.7931743451489205e-05,407006.4148216181
0.06,15.0,2.0,3,100.0,extinction,853,0,1,0.0009000000000000001,0.04109010025604116,2526.5462457880767,0.05981986363650955,2526.6060656517134
0.06,15.0,2.0,4,10.0,extinction,634,0,106,0.0001,0.009846074518614125,100853.95382553109,0.5346086761948091,100854.48843420729
0.06,15.0,2.0,3,10.0,extinction,853,0,124,0.0004505605935764056,0.020872768088067175,110530.34948627437,0.05982960070983477,110530.40931587508
0.06,15.0,2.0,3,5.0,extinction,853,0,109,0.00014120059990727082,0.006952139702800051,53299.64147391106,0.059830058483044325,53299.701303969545
0.06,15.0,2.0,4,5.0,extinction,634,0,93,0.0001,0.009845887296412557,48704.07369048827,0.5345985106599916,48704.608288998934
0.06,15.0,2.0,4,100.0,extinction,634,0,1,0.0009000000000000001,0.045836933920520365,2347.5978044342737,0.5345032300844306,2348.132307664358
0.062,5.0,0.5,1,25.0,extinction,515,0,93,0.0022248820596732738,0.050942178651629755,80247.95644201712,1.7571647538109765,80249.71360677094
0.062,5.0,0.5,1,5.0,extinction,520,0,54,0.0009000000000000001,0.03020997844907016,15943.328052653851,1.6712677909178142,15944.99932044477
0.062,5.0,0.5,1,10.0,extinction,520,0,72,0.0008758787001687563,0.02985375957159036,33566.14370748749,1.671577330884587,33567.815284818374
0.06,15.0,2.0,4,25.0,extinction,993,0,135,0.0001,0.0046474336847906325,233047.07062011832,0.01475399850422595,233047.0853741168
0.06,15.0,2.0,4,50.0,extinction,1011,0,39,0.0001,0.004623164380912238,216115.87667977155,0.012323668551527972,216115.8890034401
0.062,5.0,0.5,0,25.0,extinction,696,0,78,0.001593494632720361,0.026777782604608967,61084.694287215825,0.2875847214739061,61084.9818719373
0.062,5.0,0.5,1,50.0,extinction,837,0,104,0.0001,0.00220212540660759,230999.75886408758,0.07021305797964116,230999.82907714555
0.062,5.0,0.5,0,100.0,extinction,1124,0,49,0.0009000000000000001,0.013537102766937032,188214.07169655294,0.003980222704501097,188214.07567677565
0.062,5.0,0.5,1,100.0,extinction,1022,0,39,0.0009000000000000001,0.013607679867527363,138835.61381842775,0.011037932763534255,138835.62485636052
0.062,5.0,0.5,0,50.0,extinction,1227,0,138,0.0015154189050831626,0.022742794723000143,262750.63159573777,0.00142108260873882,262750.63301682036
0.062,5.0,0.5,0,5.0,extinction,1287,0,115,0.0009000000000000001,0.013505098973286252,33676.3524586631,0.0007798433394231561,33676.35323850644
0.062,5.0,0.5,2,5.0,extinction,679,0,66,0.0009000000000000001,0.01690544360623805,19334.512600814705,0.3408143066346028,19334.85341512134
0.062,5.0,0.5,2,10.0,extinction,679,0,91,0.00019110003207923763,0.006275266703329738,41476.95185832973,0.3408792931890323,41477.29273762292
0.062,5.0,0.5,0,10.0,extinction,1287,0,154,0.0001,0.0015077934840283498,72156.46909174224,0.0007799959408961096,72156.46987173818
0.062,5.0,0.5,2,25.0,extinction,832,0,132,0.0001,0.0022381141243876606,126182.18212224454,0.073812619183783,126182.25593486373
0.062,5.0,0.5,3,5.0,extinction,976,0,64,0.0009000000000000001,0.013672149561280348,17178.263984290606,0.017484902138832876,17178.281469192745
0.062,5.0,0.5,3,25.0,extinction,923,0,138,0.0001,0.0017971016051582557,110036.51570180686,0.029711367260842517,110036.54541317411
0.062,5.0,0.5,4,5.0,extinction,946,0,85,0.0009000000000000001,0.0137333220314091,23475.463866376595,0.023602149151708024,23475.487468525745
0.062,5.0,0.5,3,50.0,extinction,667,0,69,0.0001,0.0053434140416472875,147069.1730649682,0.3843421079110846,147069.55740707612
0.062,5.0,0.5,3,100.0,extinction,666,0,24,0.0009000000000000001,0.017378590598277885,89250.96588580914,0.38812900583858656,89251.35401481498
0.062,5.0,0.5,3,10.0,extinction,976,0,92,0.0001,0.0016748767608517246,37481.22842329725,0.017488323623233586,37481.24591162088
0.062,5.0,0.5,2,50.0,extinction,1351,0,93,0.0015154189050831626,0.02273269628570632,166443.6693308194,0.0004112388793566692,166443.66974205826
0.062,5.0,0.5,4,100.0,extinction,608,0,25,0.0009000000000000001,0.020429433745057374,108956.83229358455,0.6932133205165354,108957.52550690506
0.062,5.0,0.5,4,10.0,extinction,946,0,108,0.0001,0.0017360622702398839,50035.34894906526,0.023606782207275367,50035.37255584746
0.062,5.0,1.0,0,25.0,extinction,638,0,82,0.0001,0.006636405046201884,68589.2056379044,0.513642146240146,68589.71928005063
0.062,5.0,0.5,2,100.0,extinction,1572,0,46,0.0009000000000000001,0.013497751634975597,157626.47369991703,4.510950835769854e-05,157626.47374502654
0.062,5.0,1.0,0,100.0,extinction,573,0,11,0.0009000000000000001,0.023334465813867944,51080.000385475774,0.9837165273975923,51080.984102003174
