rr,phi,alpha,seed,termination_reason,steps_run,population_final,ai_generation_final,L_t_final,U_sys_final,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate
0.062,5.0,1.0,2,extinction,679,0,61,0.0009000000000000001,0.01690544360623805,15276.769799782614,0.3408143066346028,15277.11061408925
0.062,5.0,2.0,1,extinction,520,0,52,0.0009000000000000001,0.03020997844907016,12751.25677530064,1.6712677909178142,12752.928043091559
0.062,5.0,0.5,4,extinction,946,0,82,0.0009000000000000001,0.0137333220314091,18663.839651035607,0.023602149151708024,18663.863253184758
0.062,5.0,0.5,3,extinction,976,0,57,0.0009000000000000001,0.013672149561280348,13342.995887671887,0.017484902138832876,13343.013372574025
0.062,5.0,2.0,2,extinction,679,0,61,0.0009000000000000001,0.01690544360623805,15276.769799782614,0.3408143066346028,15277.11061408925
0.062,10.0,0.5,1,extinction,520,0,78,0.0019344076553786554,0.07474129529847282,27768.764142200827,1.6714465134680494,27770.435588714296
0.062,5.0,1.0,3,extinction,976,0,57,0.0009000000000000001,0.013672149561280348,13342.995887671887,0.017484902138832876,13343.013372574025
0.062,5.0,1.0,4,extinction,946,0,82,0.0009000000000000001,0.0137333220314091,18663.839651035607,0.023602149151708024,18663.863253184758
0.062,5.0,0.5,0,extinction,1287,0,106,0.0009000000000000001,0.013505098973286252,26358.806185801954,0.0007798433394231561,26358.806965645294
0.062,10.0,0.5,2,extinction,679,0,100,0.002226834613612513,0.07021195543839366,34348.29669299637,0.340873207941198,34348.637566204314
0.062,5.0,2.0,3,extinction,976,0,57,0.0009000000000000001,0.013672149561280348,13342.995887671887,0.017484902138832876,13343.013372574025
0.062,5.0,1.0,0,extinction,1287,0,106,0.0009000000000000001,0.013505098973286252,26358.806185801954,0.0007798433394231561,26358.806965645294
0.062,10.0,1.0,1,extinction,520,0,78,0.0019344076553786554,0.07474129529847282,27768.764142200827,1.6714465134680494,27770.435588714296
0.062,5.0,2.0,4,extinction,946,0,82,0.0009000000000000001,0.0137333220314091,18663.839651035607,0.023602149151708024,18663.863253184758
0.062,5.0,2.0,0,extinction,1287,0,106,0.0009000000000000001,0.013505098973286252,26358.806185801954,0.0007798433394231561,26358.806965645294
