dependency_rate,capture_strength,rotation_interval,defense_active,defense_mode,seed,survived,collapsed,extinct,final_population,final_ai_generation,avg_validator_dependency,max_validator_dependency,yield_condition_met_count,yield_condition_blocked_count,capture_rate,final_avg_U_sys,final_avg_L_t
0.05,1.0,50,True,rotation_only,1590205303,True,False,False,526,46,0.9,1.0,255,210,0.8235294117647058,18486181616.688614,369724003.90420514
0.05,1.0,50,True,rotation_only,1428218494,True,False,False,517,44,0.9,1.0,278,235,0.8453237410071942,7998391364.349217,159967988.16382727
0.05,1.0,50,True,rotation_only,486892606,True,False,False,527,48,0.9,1.0,270,223,0.825925925925926,41300612683.59758,826013084.0354288
0.05,1.0,50,True,rotation_only,1039716649,True,False,False,519,46,0.9,1.0,271,226,0.8339483394833949,17605450848.74928,352109370.9963241
0.05,1.0,50,True,rotation_only,1822177165,True,False,False,550,49,0.9,1.0,263,215,0.8174904942965779,63880817992.52867,1277617644.675511
0.05,1.0,50,True,rotation_only,461480986,True,False,False,492,35,0.9,1.0,265,231,0.8716981132075472,192771882.38470772,3855441.5198796047
0.05,1.0,50,True,rotation_only,557014437,True,False,False,572,46,0.9,1.0,267,222,0.8314606741573034,19890217717.28191,397804754.1784789
0.05,1.0,50,True,rotation_only,343477612,True,False,False,474,39,0.9,1.0,273,235,0.8608058608058609,930870804.5226791,18617434.83820228
0.05,1.0,50,True,rotation_only,805228851,True,False,False,528,46,0.9,1.0,267,222,0.8314606741573034,17555448540.924747,351109323.695481
0.05,1.0,50,True,rotation_only,971023231,True,False,False,492,44,0.9,1.0,268,225,0.8395522388059702,7439012868.106613,148780407.01390046
0.05,1.0,50,True,rotation_only,1768396435,True,False,False,512,43,0.9,1.0,253,211,0.83399209486166,5049346339.727931,100987028.37435284
0.05,1.0,50,True,rotation_only,2025570659,True,False,False,494,43,0.9,1.0,265,223,0.8415094339622642,4822838843.185877,96456873.94872013
0.05,1.0,50,True,rotation_only,1489812478,True,False,False,502,44,0.9,1.0,290,247,0.8517241379310345,7438704134.5551195,148774232.25158998
0.05,1.0,50,True,rotation_only,1226116818,True,False,False,504,39,0.9,1.0,206,168,0.8155339805825242,1043208441.5334375,20864189.815450948
0.05,1.0,50,True,rotation_only,634172171,True,False,False,477,44,0.9,1.0,272,229,0.8419117647058824,7202974219.178172,144059629.41371107
0.05,1.0,50,True,rotation_only,1417543843,True,False,False,446,45,0.9,1.0,258,214,0.8294573643410853,9878879743.431612,197577793.77835143
0.05,1.0,50,True,rotation_only,75095362,True,False,False,476,43,0.9,1.0,292,250,0.8561643835616438,4607858274.618475,92157258.24174131
0.05,1.0,50,True,rotation_only,613606304,True,False,False,512,40,0.9,1.0,287,248,0.8641114982578397,1598294122.9201818,31965914.60520674
0.05,1.0,50,True,rotation_only,79011990,True,False,False,492,37,0.9,1.0,280,244,0.8714285714285714,453173245.50663394,9063474.021194477
0.05,1.0,50,True,rotation_only,2078058546,True,False,False,539,45,0.9,1.0,266,222,0.8345864661654135,11997352714.828762,239947295.53308716
0.05,1.0,50,True,rotation_only,1827465672,True,False,False,496,41,0.9,1.0,224,184,0.8214285714285714,2200645307.285412,44012950.411912724
0.05,1.0,50,True,rotation_only,1051808129,True,False,False,504,47,0.9,1.0,264,218,0.8257575757575758,26427521026.47956,528550952.2842063
0.05,1.0,50,True,rotation_only,489616077,True,False,False,521,45,0.9,1.0,260,216,0.8307692307692308,11860644633.712275,237213131.31720525
0.05,1.0,50,True,rotation_only,1635779829,True,False,False,480,45,0.9,1.0,278,234,0.841726618705036,10771905499.330206,215438326.71827513
0.05,1.0,50,True,rotation_only,1071362584,True,False,False,513,49,0.9,1.0,272,224,0.8235294117647058,57920389711.50486,1158408959.2304835
0.05,1.0,50,True,rotation_only,926102239,True,False,False,515,47,0.9,1.0,265,219,0.8264150943396227,26424183826.022392,528484207.88067883
0.05,1.0,50,True,rotation_only,303295135,True,False,False,518,46,0.9,1.0,236,191,0.809322033898305,17590033518.938675,351801024.0648312
0.05,1.0,50,True,rotation_only,1739460527,True,False,False,566,42,0.9,1.0,249,208,0.8353413654618473,3756150169.0548906,75123078.88717392
0.05,1.0,50,True,rotation_only,987383738,True,False,False,473,46,0.9,1.0,282,237,0.8404255319148937,16282991091.979883,325660149.56619257
0.05,1.0,50,True,rotation_only,2015421016,True,False,False,489,44,0.9,1.0,265,222,0.8377358490566038,7207571740.344854,144151579.91186437
0.05,1.0,50,True,rotation_only,687338212,True,False,False,519,50,0.9,1.0,271,222,0.8191881918819188,88844233677.51518,1776886460.2474473
0.05,1.0,50,True,monitoring_only,995663699,True,False,False,498,179,0.3449999999999999,0.6,279,101,0.36200716845878134,3.274940780620886e+33,6.549888144199838e+31
0.05,1.0,50,True,monitoring_only,2819420,True,False,False,516,162,0.3449999999999999,0.6,272,111,0.40808823529411764,3.3782446240259663e+30,6.756496045912242e+28
0.05,1.0,50,True,monitoring_only,1171501500,True,False,False,510,164,0.3449999999999999,0.6,266,103,0.38721804511278196,6.076418689518786e+30,1.2152849600166406e+29
0.05,1.0,50,True,monitoring_only,666724844,True,False,False,508,171,0.3449999999999999,0.6,284,114,0.4014084507042254,9.036899143262348e+31,1.8073816471562464e+30
0.05,1.0,50,True,monitoring_only,760635173,True,False,False,467,163,0.3449999999999999,0.6,285,123,0.43157894736842106,3.682860217026088e+30,7.365727844871124e+28
0.05,1.0,50,True,monitoring_only,474504395,True,False,False,447,160,0.3449999999999999,0.6,278,119,0.42805755395683454,8.432214993572627e+29,1.6864446978381118e+28
0.05,1.0,50,True,monitoring_only,968999533,True,False,False,485,161,0.3449999999999999,0.6,273,113,0.4139194139194139,1.7839583584265193e+30,3.5679203090717196e+28
0.05,1.0,50,True,monitoring_only,1533429173,True,False,False,519,140,0.3449999999999999,0.6,253,114,0.4505928853754941,3.5014473361680614e+26,7.002901716136719e+24
0.05,1.0,50,True,monitoring_only,1752897044,True,False,False,459,172,0.3449999999999999,0.6,274,103,0.3759124087591241,1.1423112294959378e+32,2.2846247592341636e+30
0.05,1.0,50,True,monitoring_only,512608362,True,False,False,554,166,0.3449999999999999,0.6,280,115,0.4107142857142857,1.4838862510343202e+31,2.9677754854508534e+29
0.05,1.0,50,True,monitoring_only,986847441,True,False,False,453,184,0.3449999999999999,0.6,289,106,0.36678200692041524,2.6336679878196384e+34,5.2673412793076725e+32
0.05,1.0,50,True,monitoring_only,528663810,True,False,False,440,169,0.3449999999999999,0.6,278,110,0.39568345323741005,4.348753107638738e+31,8.697514977381676e+29
0.05,1.0,50,True,monitoring_only,2117767422,True,False,False,409,166,0.3449999999999999,0.6,278,113,0.4064748201438849,9.565984472436247e+30,1.9131988219940258e+29
0.05,1.0,50,True,monitoring_only,175850096,True,False,False,453,159,0.3449999999999999,0.6,265,107,0.4037735849056604,8.080917945311983e+29,1.6161852154661515e+28
0.05,1.0,50,True,monitoring_only,1472804537,True,False,False,457,148,0.3449999999999999,0.6,246,99,0.4024390243902439,9.855578579505027e+27,1.971117700909255e+26
0.05,1.0,50,True,monitoring_only,1769600553,True,False,False,483,157,0.3449999999999999,0.6,274,118,0.4306569343065693,4.262059430509612e+29,8.524127439734054e+27
0.05,1.0,50,True,monitoring_only,1646910251,True,False,False,535,154,0.3449999999999999,0.6,287,134,0.46689895470383275,1.878229240605738e+29,3.756462259924654e+27
0.05,1.0,50,True,monitoring_only,1592036586,True,False,False,554,150,0.3449999999999999,0.6,241,92,0.3817427385892116,2.700479228080276e+28,5.400963884840253e+26
0.05,1.0,50,True,monitoring_only,285151585,True,False,False,526,146,0.3449999999999999,0.6,244,99,0.4057377049180328,6.643354883595013e+27,1.3286723132096925e+26
0.05,1.0,50,True,monitoring_only,2025379817,True,False,False,495,170,0.3449999999999999,0.6,281,112,0.398576512455516,5.719935199566025e+31,1.1439881909016726e+30
0.05,1.0,50,True,monitoring_only,1716786780,True,False,False,469,166,0.3449999999999999,0.6,290,125,0.43103448275862066,1.4688408496123794e+31,2.9376846550573638e+29
0.05,1.0,50,True,monitoring_only,1017196097,True,False,False,514,165,0.3449999999999999,0.6,285,121,0.4245614035087719,9.827045298365729e+30,1.9654110369753393e+29
0.05,1.0,50,True,monitoring_only,416565503,True,False,False,486,157,0.3449999999999999,0.6,264,108,0.4090909090909091,5.631486027038027e+29,1.126298338928813e+28
0.05,1.0,50,True,monitoring_only,1947981271,True,False,False,484,163,0.3449999999999999,0.6,284,122,0.4295774647887324,4.871751502851161e+30,9.74351280533777e+28
0.05,1.0,50,True,monitoring_only,506471737,True,False,False,481,166,0.3449999999999999,0.6,263,98,0.3726235741444867,1.2470377282744262e+31,2.4940779667485836e+29
0.05,1.0,50,True,monitoring_only,1492041114,True,False,False,566,169,0.3449999999999999,0.6,285,117,0.4105263157894737,5.668683145931325e+31,1.1337377685411872e+30
0.05,1.0,50,True,monitoring_only,846306387,True,False,False,444,158,0.3449999999999999,0.6,275,118,0.4290909090909091,4.015119866527302e+29,8.030247822270707e+27
0.05,1.0,50,True,monitoring_only,967297229,True,False,False,514,155,0.3449999999999999,0.6,273,119,0.4358974358974359,1.5462865696105897e+29,3.0925762510970897e+27
0.05,1.0,50,True,monitoring_only,1281696775,True,False,False,508,146,0.3449999999999999,0.6,259,114,0.44015444015444016,4.4474455625262524e+27,8.89490006954338e+25
0.05,1.0,50,True,monitoring_only,2080920355,True,False,False,442,141,0.3449999999999999,0.6,213,73,0.3427230046948357,3.9600315839245456e+26,7.920071141242918e+24
0.05,1.0,50,True,monitoring_only,1011835717,True,False,False,505,184,0.3449999999999999,0.6,279,96,0.34408602150537637,1.8285417990104528e+34,3.65708727775663e+32
0.05,1.0,50,True,monitoring_only,1041383825,True,False,False,451,178,0.3449999999999999,0.6,276,99,0.358695652173913,1.3579759793668547e+33,2.715954692831308e+31
0.05,1.0,50,True,monitoring_only,577464769,True,False,False,501,166,0.3449999999999999,0.6,283,118,0.4169611307420495,1.3355281196201727e+31,2.6710589269369718e+29
0.05,1.0,50,True,monitoring_only,473365389,True,False,False,471,147,0.3449999999999999,0.6,251,105,0.41832669322709165,5.208117867248303e+27,1.0416246210874756e+26
0.05,1.0,50,True,monitoring_only,5770106,True,False,False,515,180,0.3449999999999999,0.6,283,104,0.3674911660777385,3.4553344044413965e+33,6.910675767352415e+31
0.05,1.0,50,True,monitoring_only,1239396528,True,False,False,573,174,0.3449999999999999,0.6,283,110,0.38869257950530034,3.638152074740281e+32,7.276311458701457e+30
0.05,1.0,50,True,monitoring_only,959736339,True,False,False,525,176,0.3449999999999999,0.6,276,101,0.36594202898550726,6.976823852431174e+32,1.3953661731098622e+31
0.05,1.0,50,True,monitoring_only,1830828122,True,False,False,469,164,0.3449999999999999,0.6,264,101,0.38257575757575757,5.195047251441274e+30,1.0390104968741726e+29
0.05,1.0,50,True,monitoring_only,1321393183,True,False,False,486,176,0.3449999999999999,0.6,279,104,0.3727598566308244,1.002418722627923e+33,2.004839463871766e+31
0.05,1.0,50,True,monitoring_only,415467810,True,False,False,527,171,0.3449999999999999,0.6,280,110,0.39285714285714285,1.1536579967850023e+32,2.307318314670155e+30
0.05,1.0,50,True,monitoring_only,97684110,True,False,False,426,165,0.3449999999999999,0.6,270,106,0.3925925925925926,8.972120271581688e+30,1.794425860670507e+29
0.05,1.0,50,True,monitoring_only,1838494500,True,False,False,562,166,0.3449999999999999,0.6,277,112,0.4043321299638989,1.274062219066606e+31,2.5481269987070344e+29
0.05,1.0,50,True,monitoring_only,1630056853,True,False,False,513,153,0.3449999999999999,0.6,278,126,0.45323741007194246,1.0976924685024505e+29,2.1953871453787885e+27
0.05,1.0,50,True,monitoring_only,1633027571,True,False,False,506,170,0.3449999999999999,0.6,274,105,0.38321167883211676,7.220929960205056e+31,1.4441874439444944e+30
0.05,1.0,50,True,monitoring_only,1759563959,True,False,False,491,187,0.3449999999999999,0.6,288,102,0.3541666666666667,7.481319476732731e+34,1.496265399773659e+33
0.05,1.0,50,True,monitoring_only,1630642812,True,False,False,515,182,0.3449999999999999,0.6,283,102,0.36042402826855124,1.089616646284977e+34,2.1792354842978946e+32
0.05,1.0,50,True,monitoring_only,1554142751,True,False,False,555,168,0.3449999999999999,0.6,279,112,0.4014336917562724,3.2831821271353793e+31,6.566370854931928e+29
0.05,1.0,50,True,both,1619434186,True,False,False,465,166,0.3449999999999999,0.6,280,115,0.4107142857142857,9.426300277259365e+30,1.8852619513944056e+29
0.05,1.0,50,True,monitoring_only,1752311865,True,False,False,487,175,0.3449999999999999,0.6,279,105,0.3763440860215054,4.3842433475841885e+32,8.76849551150466e+30
0.05,1.0,50,True,monitoring_only,748667699,True,False,False,525,158,0.3449999999999999,0.6,274,117,0.42700729927007297,6.349720388417378e+29,1.26994535630379e+28
0.05,1.0,50,True,both,300850438,True,False,False,492,174,0.3449999999999999,0.6,280,107,0.3821428571428571,3.4095096774668866e+32,6.819026212921318e+30
0.05,1.0,50,True,both,398340223,True,False,False,475,169,0.3449999999999999,0.6,278,110,0.39568345323741005,4.569752189797089e+31,9.139513566240353e+29
0.05,1.0,50,True,monitoring_only,295482882,True,False,False,491,149,0.3449999999999999,0.6,255,107,0.4196078431372549,1.9159809368153885e+28,3.831965730489698e+26
0.05,1.0,50,True,both,1709573958,True,False,False,453,163,0.3449999999999999,0.6,273,111,0.4065934065934066,4.0492719712935707e+30,8.09855209528276e+28
0.05,1.0,50,True,both,1868332039,True,False,False,552,143,0.3449999999999999,0.6,235,93,0.39574468085106385,1.276054202764591e+27,2.5521109701104783e+25
0.05,1.0,50,True,both,2058577877,True,False,False,491,171,0.3449999999999999,0.6,274,104,0.3795620437956204,1.1220502463978655e+32,2.244102751949899e+30
0.05,1.0,50,True,both,1718679246,True,False,False,504,167,0.3449999999999999,0.6,281,115,0.4092526690391459,2.385451737156109e+31,4.7709082700631535e+29
0.05,1.0,50,True,both,1767730833,True,False,False,443,178,0.3449999999999999,0.6,277,100,0.36101083032490977,1.7054303600907787e+33,3.410864154889288e+31
0.05,1.0,50,True,both,1990039844,True,False,False,541,167,0.3449999999999999,0.6,278,112,0.4028776978417266,1.9178894170423218e+31,3.835782694529603e+29
0.05,1.0,50,True,both,1657423380,True,False,False,511,174,0.3449999999999999,0.6,289,116,0.4013840830449827,5.080200883847791e+32,1.016041199180911e+31
0.05,1.0,50,True,both,249053329,True,False,False,467,151,0.3449999999999999,0.6,263,113,0.4296577946768061,3.538254534305963e+28,7.076516190934734e+26
0.05,1.0,50,True,both,249990179,True,False,False,541,165,0.3449999999999999,0.6,275,111,0.4036363636363636,8.479666867138706e+30,1.6959350775695014e+29
0.05,1.0,50,True,both,24312874,True,False,False,490,155,0.3449999999999999,0.6,253,99,0.391304347826087,2.2764571175187278e+29,4.5529188120837633e+27
0.05,1.0,50,True,both,1262367872,True,False,False,536,161,0.3449999999999999,0.6,278,118,0.4244604316546763,2.444726735953423e+30,4.8894583892021365e+28
0.05,1.0,50,True,both,1426191065,True,False,False,613,166,0.3449999999999999,0.6,278,113,0.4064748201438849,1.6538770957736427e+31,3.307757514471888e+29
0.05,1.0,50,True,both,41486363,True,False,False,453,147,0.3449999999999999,0.6,245,99,0.40408163265306124,4.74179128988742e+27,9.483592127908598e+25
0.05,1.0,50,True,both,1877337420,True,False,False,462,148,0.3449999999999999,0.6,260,113,0.4346153846153846,9.1385842763938e+27,1.827718693997413e+26
0.05,1.0,50,True,both,1653491391,True,False,False,474,158,0.3449999999999999,0.6,279,122,0.43727598566308246,5.292146304205673e+29,1.0584303253539692e+28
0.05,1.0,50,True,both,1655858722,True,False,False,491,169,0.3449999999999999,0.6,281,113,0.40213523131672596,3.9774494379091984e+31,7.954906877895875e+29
0.05,1.0,50,True,both,2071227191,True,False,False,488,167,0.3449999999999999,0.6,281,115,0.4092526690391459,3.211868462480791e+31,6.423743384380533e+29
0.05,1.0,50,True,both,1216439384,True,False,False,514,164,0.3449999999999999,0.6,282,119,0.4219858156028369,5.817228978537384e+30,1.1634469659458926e+29
0.05,1.0,50,True,both,272094154,True,False,False,456,158,0.3449999999999999,0.6,285,128,0.44912280701754387,7.022960877773491e+29,1.4045935899001883e+28
0.05,1.0,50,True,both,474013940,True,False,False,503,162,0.3449999999999999,0.6,284,123,0.43309859154929575,2.678203061566692e+30,5.356411509949144e+28
0.05,1.0,50,True,both,539507043,True,False,False,516,155,0.3449999999999999,0.6,268,114,0.4253731343283582,1.5645839946678605e+29,3.129171136424801e+27
0.05,1.0,50,True,both,493533924,True,False,False,520,157,0.3449999999999999,0.6,279,123,0.44086021505376344,2.8740722509521115e+29,5.748150283416451e+27
0.05,1.0,50,True,both,1401288163,True,False,False,519,156,0.3449999999999999,0.6,271,116,0.4280442804428044,2.1405313343616784e+29,4.281066972714997e+27
0.05,1.0,50,True,both,1783657525,True,False,False,529,149,0.3449999999999999,0.6,254,106,0.41732283464566927,2.0130669690982014e+28,4.026137988638502e+26
0.05,1.0,50,True,both,1629832207,True,False,False,551,166,0.3449999999999999,0.6,279,114,0.40860215053763443,1.2437274398600248e+31,2.487457379808785e+29
0.05,1.0,50,True,both,1276723437,True,False,False,532,173,0.3449999999999999,0.6,289,117,0.40484429065743943,2.5412461504581585e+32,5.082497410335385e+30
0.05,1.0,50,True,both,1510265745,True,False,False,519,171,0.3449999999999999,0.6,283,113,0.3992932862190813,1.307707436806687e+32,2.615417503972386e+30
0.05,1.0,50,True,both,282955407,True,False,False,475,180,0.3449999999999999,0.6,285,106,0.3719298245614035,5.975656002368117e+33,1.1951324025127816e+32
0.05,1.0,50,True,both,1516495043,True,False,False,497,163,0.3449999999999999,0.6,273,111,0.4065934065934066,4.0113982381114243e+30,8.022804549047706e+28
0.05,1.0,50,True,both,2049446104,True,False,False,522,163,0.3449999999999999,0.6,284,122,0.4295774647887324,4.267744781629192e+30,8.535498151498889e+28
0.05,1.0,50,True,both,245338959,True,False,False,455,123,0.3449999999999999,0.6,224,102,0.45535714285714285,5.4616664711644076e+23,1.0923343937870022e+22
0.05,1.0,50,True,both,597800915,True,False,False,483,161,0.3449999999999999,0.6,277,117,0.4223826714801444,1.849753738525845e+30,3.6995112007588927e+28
0.05,1.0,50,True,both,2132643451,True,False,False,434,162,0.3449999999999999,0.6,281,120,0.42704626334519574,2.4360513142049112e+30,4.872107530855934e+28
0.05,1.0,50,True,both,1267956767,True,False,False,488,160,0.3449999999999999,0.6,271,112,0.4132841328413284,1.2585060465662625e+30,2.517014623565768e+28
0.05,1.0,50,True,both,209665164,True,False,False,500,167,0.3449999999999999,0.6,285,119,0.41754385964912283,1.7936328558897657e+31,3.5872693213151746e+29
0.05,1.0,50,True,both,1416245196,True,False,False,540,160,0.3449999999999999,0.6,269,110,0.40892193308550184,2.5032377510232982e+30,5.006480537722477e+28
0.05,1.0,50,True,both,73250649,True,False,False,524,168,0.3449999999999999,0.6,286,119,0.4160839160839161,3.291027903430716e+31,6.582062426274185e+29
0.05,1.0,50,True,both,1969140737,True,False,False,540,150,0.3449999999999999,0.6,257,108,0.42023346303501946,1.7692067600457185e+28,3.53841707907524e+26
0.05,1.0,50,True,both,697691727,True,False,False,515,166,0.3449999999999999,0.6,276,111,0.40217391304347827,1.2429885008733224e+31,2.4859795021179916e+29
0.05,1.0,50,True,both,1533940824,True,False,False,503,154,0.3449999999999999,0.6,272,119,0.4375,9.44464068596088e+28,1.8889300365763004e+27
0.05,1.0,50,True,both,809842993,True,False,False,517,164,0.3449999999999999,0.6,266,103,0.38721804511278196,6.506791609639794e+30,1.301359631295767e+29
0.05,1.0,50,True,both,1849752992,True,False,False,454,166,0.3449999999999999,0.6,285,120,0.42105263157894735,1.2559686374453337e+31,2.5119398047241917e+29
0.05,1.0,50,True,both,238723594,True,False,False,527,155,0.3449999999999999,0.6,271,117,0.4317343173431734,1.6864748046103078e+29,3.372953001580712e+27
0.05,1.0,50,True,both,1084912993,True,False,False,453,172,0.3449999999999999,0.6,277,106,0.38267148014440433,1.171012503408968e+32,2.3420273637735447e+30
0.05,1.0,50,True,both,517191670,True,False,False,466,172,0.3449999999999999,0.6,266,95,0.35714285714285715,1.4675577897494675e+32,2.935118533199755e+30
0.05,1.0,50,True,both,2083672394,True,False,False,507,176,0.3449999999999999,0.6,282,107,0.37943262411347517,7.470969608632944e+32,1.4941954247210407e+31
0.05,1.0,50,True,both,1194454814,True,False,False,478,156,0.3449999999999999,0.6,267,112,0.41947565543071164,2.7316433527231988e+29,5.463292200602499e+27
0.05,1.0,100,True,rotation_only,372057271,True,False,False,535,20,0.9,1.0,276,257,0.9311594202898551,480356.316045422,9607.130720267494
0.05,1.0,100,True,rotation_only,1814400383,True,False,False,496,18,0.9,1.0,253,236,0.932806324110672,195125.00203677587,3902.4987057789526
0.05,1.0,100,True,rotation_only,1767589891,True,False,False,498,13,0.9,1.0,261,249,0.9540229885057471,25951.84843371237,519.032228102831
0.05,1.0,100,True,rotation_only,256735423,True,False,False,513,22,0.9,1.0,266,245,0.9210526315789473,1065525.4892438394,21310.52595077765
0.05,1.0,100,True,rotation_only,2069663641,True,False,False,510,22,0.9,1.0,276,255,0.9239130434782609,1034064.7294880366,20681.310128979847
0.05,1.0,100,True,rotation_only,666071238,True,False,False,493,25,0.9,1.0,241,217,0.9004149377593361,3409917.5422938033,68198.41421548316
0.05,1.0,100,True,rotation_only,56636891,True,False,False,512,21,0.9,1.0,267,247,0.9250936329588015,681304.5207115773,13626.09885243959
0.05,1.0,100,True,rotation_only,659529790,True,False,False,525,20,0.9,1.0,233,214,0.9184549356223176,486487.3263273523,9729.75104918623
0.05,1.0,100,True,rotation_only,864962545,True,False,False,499,15,0.9,1.0,261,247,0.946360153256705,81131.3894945256,1622.624159320288
0.05,1.0,100,True,rotation_only,911855810,True,False,False,513,16,0.9,1.0,269,254,0.9442379182156134,87544.35694788613,1750.8836392475932
0.05,1.0,100,True,rotation_only,10764919,True,False,False,523,23,0.9,1.0,245,223,0.9102040816326531,1599105.2010036223,31982.130940369367
0.05,1.0,100,True,rotation_only,434743163,True,False,False,454,16,0.9,1.0,225,210,0.9333333333333333,79852.70135760106,1597.050372836756
0.05,1.0,100,True,rotation_only,1266416038,True,False,False,498,18,0.9,1.0,253,236,0.932806324110672,207195.89486394363,4143.916802057494
0.05,1.0,100,True,rotation_only,1529736058,True,False,False,518,20,0.9,1.0,262,243,0.9274809160305344,468124.3671579769,9362.491493037913
0.05,1.0,100,True,rotation_only,1311008224,True,False,False,497,15,0.9,1.0,247,233,0.9433198380566802,59292.912313803216,1185.8541764583845
0.05,1.0,100,True,rotation_only,540275882,True,False,False,446,22,0.9,1.0,257,236,0.9182879377431906,917143.5749033043,18342.884704764445
0.05,1.0,100,True,rotation_only,245199128,True,False,False,439,23,0.9,1.0,265,243,0.9169811320754717,1869037.489892818,37380.782188978985
0.05,1.0,100,True,rotation_only,2076447206,True,False,False,538,20,0.9,1.0,278,259,0.9316546762589928,475968.45995817136,9519.373511813406
0.05,1.0,100,True,rotation_only,977567739,True,False,False,547,21,0.9,1.0,254,234,0.9212598425196851,722520.1179213983,14450.411622541385
0.05,1.0,100,True,rotation_only,1311005234,True,False,False,507,18,0.9,1.0,271,254,0.9372693726937269,202221.9917028792,4044.438640044237
0.05,1.0,100,True,rotation_only,88692238,True,False,False,503,11,0.9,1.0,224,214,0.9553571428571429,11565.256627881163,231.30010288348254
0.05,1.0,100,True,rotation_only,763428557,True,False,False,457,18,0.9,1.0,277,260,0.9386281588447654,178969.64662921935,3579.391273398354
0.05,1.0,100,True,rotation_only,1180114676,True,False,False,535,20,0.9,1.0,264,245,0.928030303030303,491976.1404979065,9839.527435325515
0.05,1.0,100,True,rotation_only,1496941270,True,False,False,516,17,0.9,1.0,249,233,0.9357429718875502,138372.71954974165,2767.451909930646
0.05,1.0,100,True,rotation_only,1564395826,True,False,False,488,20,0.9,1.0,269,250,0.929368029739777,441224.1871591566,8824.48735370269
0.05,1.0,100,True,rotation_only,1008346289,True,False,False,511,19,0.9,1.0,240,222,0.925,309095.260485391,6181.906161120754
0.05,1.0,100,True,rotation_only,1610001375,True,False,False,489,24,0.9,1.0,265,242,0.9132075471698113,2124455.790464153,42489.1532890908
0.05,1.0,100,True,rotation_only,1676625530,True,False,False,538,17,0.9,1.0,256,240,0.9375,139924.52023863513,2798.487956263415
0.05,1.0,100,True,rotation_only,828319738,True,False,False,430,17,0.9,1.0,271,255,0.940959409594096,156049.44986744478,3120.9868807090184
0.05,1.0,100,True,rotation_only,951471428,True,False,False,533,16,0.9,1.0,248,233,0.9395161290322581,95253.00428297595,1905.0567402538295
0.05,1.0,100,True,rotation_only,784273998,True,False,False,551,16,0.9,1.0,253,238,0.9407114624505929,95885.24369666746,1917.7015407123658
0.05,1.0,100,True,rotation_only,1674000229,True,False,False,464,26,0.9,1.0,277,252,0.9097472924187726,4825516.689565982,96510.42560584139
0.05,1.0,100,True,rotation_only,500228069,True,False,False,470,15,0.9,1.0,253,239,0.9446640316205533,56095.4725480067,1121.9053175140139
0.05,1.0,100,True,rotation_only,310318652,True,False,False,453,21,0.9,1.0,251,231,0.9203187250996016,612231.2061677832,12244.631196925331
0.05,1.0,100,True,rotation_only,641303536,True,False,False,463,18,0.9,1.0,273,256,0.9377289377289377,188115.64772437877,3762.3114766453446
0.05,1.0,100,True,rotation_only,1810245979,True,False,False,513,21,0.9,1.0,264,244,0.9242424242424242,692429.8700549843,13848.606068541465
0.05,1.0,100,True,rotation_only,326700679,True,False,False,538,13,0.9,1.0,183,171,0.9344262295081968,28200.153739982634,563.9983796436329
0.05,1.0,100,True,rotation_only,887156616,True,False,False,482,21,0.9,1.0,263,243,0.9239543726235742,656511.2358622656,13130.23266736008
0.05,1.0,100,True,rotation_only,1092055027,True,False,False,560,20,0.9,1.0,256,237,0.92578125,483425.03647930175,9668.50518028753
0.05,1.0,100,True,rotation_only,2098119446,True,False,False,536,16,0.9,1.0,235,220,0.9361702127659575,95023.16140765979,1900.4598765157377
0.05,1.0,100,True,rotation_only,446029484,True,False,False,519,22,0.9,1.0,243,222,0.9135802469135802,1059403.1718944865,21188.079509577758
0.05,1.0,100,True,rotation_only,1248391286,True,False,False,474,23,0.9,1.0,249,227,0.9116465863453815,1485923.5073776995,29718.494782188463
0.05,1.0,100,True,rotation_only,141944144,True,False,False,508,22,0.9,1.0,246,225,0.9146341463414634,1042144.8796579947,20842.913301338307
0.05,1.0,100,True,rotation_only,1260095717,True,False,False,543,13,0.9,1.0,240,228,0.95,28819.370917648113,576.3827353037448
0.05,1.0,100,True,rotation_only,725496970,True,False,False,572,22,0.9,1.0,272,251,0.9227941176470589,1125357.1971995023,22507.16129933126
0.05,1.0,100,True,rotation_only,1380188100,True,False,False,504,20,0.9,1.0,248,229,0.9233870967741935,433895.6129263438,8677.915724281173
0.05,1.0,100,True,rotation_only,1657382873,True,False,False,520,17,0.9,1.0,266,250,0.9398496240601504,203201.07388794978,4064.020303095048
0.05,1.0,100,True,rotation_only,2042958115,True,False,False,557,23,0.9,1.0,246,224,0.9105691056910569,1687483.8510253937,33749.70570400977
0.05,1.0,100,True,rotation_only,1202411302,True,False,False,480,23,0.9,1.0,264,242,0.9166666666666666,2053345.9085138016,41066.95422569577
0.05,1.0,100,True,rotation_only,2125759034,True,False,False,474,24,0.9,1.0,223,200,0.8968609865470852,2261389.4106214354,45227.8284530426
0.05,1.0,100,True,monitoring_only,1686460645,True,False,False,518,137,0.3449999999999999,0.6,247,111,0.4493927125506073,9.906823784987845e+25,1.9813667488216337e+24
0.05,1.0,100,True,monitoring_only,1831926427,True,False,False,468,166,0.3449999999999999,0.6,278,113,0.4064748201438849,1.4352470548213736e+31,2.870496997482693e+29
0.05,1.0,100,True,monitoring_only,1316378089,True,False,False,440,163,0.3449999999999999,0.6,282,120,0.425531914893617,3.608000031237592e+30,7.216007329735769e+28
