convergence_strength,opacity_defense_threshold,defense_active,seed,survived,collapsed,extinct,final_population,final_ai_generation,max_opacity_reached,step_opacity_exceeded_threshold,defense_fired_count,defense_blocked_count,final_avg_U_sys,final_avg_L_t,avg_constraint_level,max_constraint_level
0.0,0.9,False,309276922,True,False,False,692,1,0.894,-1,0,0,29.929533474461657,0.368858897761421,0.4494999999999999,0.599
0.0,0.9,False,735454904,True,False,False,693,1,0.894,-1,0,0,29.89671871796812,0.36844871117811995,0.4494999999999999,0.599
0.0,0.9,False,443071041,True,False,False,628,1,0.894,-1,0,0,27.12828939015219,0.33384314985015273,0.4494999999999999,0.599
0.0,0.9,False,2113505901,True,False,False,821,1,0.894,-1,0,0,34.91877950020244,0.43122482407371365,0.4494999999999999,0.599
0.0,0.9,False,894674392,True,False,False,810,1,0.894,-1,0,0,33.93090808165197,0.4188763617927105,0.4494999999999999,0.599
0.0,0.9,False,1902429873,True,False,False,672,1,0.894,-1,0,0,27.817838601419844,0.3424625635537889,0.4494999999999999,0.599
0.0,0.9,False,1193495749,True,False,False,715,1,0.894,-1,0,0,30.72210995061465,0.37876615940393193,0.4494999999999999,0.599
0.0,0.9,False,1435530629,True,False,False,628,1,0.894,-1,0,0,26.871916090215727,0.33063846563033106,0.4494999999999999,0.599
0.0,0.9,False,465090320,True,False,False,905,1,0.894,-1,0,0,37.54075060225033,0.4639996470090785,0.4494999999999999,0.599
0.0,0.9,False,1008823233,True,False,False,790,1,0.894,-1,0,0,33.61624225013087,0.41494301664979477,0.4494999999999999,0.599
0.0,0.9,False,389414465,True,False,False,656,1,0.894,-1,0,0,27.561118055190924,0.3392535385661171,0.4494999999999999,0.599
0.0,0.9,False,235811252,True,False,False,883,1,0.894,-1,0,0,38.61607426100148,0.47744126846078305,0.4494999999999999,0.599
0.0,0.9,False,1581179138,True,False,False,803,1,0.894,-1,0,0,33.62299554425782,0.41502743336595876,0.4494999999999999,0.599
0.0,0.9,False,1260581212,True,False,False,692,1,0.894,-1,0,0,28.527997212820416,0.3513395960347,0.4494999999999999,0.599
0.0,0.9,False,724861696,True,False,False,630,1,0.894,-1,0,0,26.572958791888237,0.32690147836402367,0.4494999999999999,0.599
0.0,0.9,False,1206165407,True,False,False,778,1,0.894,-1,0,0,32.43456781214458,0.40017200319314516,0.4494999999999999,0.599
0.0,0.9,False,562968374,True,False,False,758,1,0.894,-1,0,0,32.27962315365666,0.3982351840565062,0.4494999999999999,0.599
0.0,0.9,False,1685225527,True,False,False,739,1,0.894,-1,0,0,31.57278240309983,0.38939962498086944,0.4494999999999999,0.599
0.0,0.9,False,107738882,True,False,False,759,1,0.894,-1,0,0,30.888890051723536,0.380850922525119,0.4494999999999999,0.599
0.0,0.9,False,1929065342,True,False,False,661,1,0.894,-1,0,0,27.870540132440585,0.34312133636004327,0.4494999999999999,0.599
0.0,0.9,False,1871871414,True,False,False,647,1,0.894,-1,0,0,26.79175420364257,0.32963643623731165,0.4494999999999999,0.599
0.0,0.9,False,509423301,True,False,False,641,1,0.894,-1,0,0,26.941971587562847,0.33151416419559887,0.4494999999999999,0.599
0.0,0.9,False,571549694,True,False,False,629,1,0.894,-1,0,0,27.07125962963451,0.33313027370475384,0.4494999999999999,0.599
0.0,0.9,False,1247938258,True,False,False,856,1,0.894,-1,0,0,36.964664746744276,0.4567985334300507,0.4494999999999999,0.599
0.0,0.9,False,814020151,True,False,False,703,1,0.894,-1,0,0,29.651862585811834,0.36538799215678763,0.4494999999999999,0.599
0.0,0.9,False,475864723,True,False,False,847,1,0.894,-1,0,0,35.08929833968689,0.43335632145803793,0.4494999999999999,0.599
0.0,0.9,False,1663799451,True,False,False,857,1,0.894,-1,0,0,37.19642860205775,0.45969559788400166,0.4494999999999999,0.599
0.0,0.9,False,1982998743,True,False,False,705,1,0.894,-1,0,0,29.8322742924751,0.3676431512128775,0.4494999999999999,0.599
0.0,0.9,False,338314106,True,False,False,733,1,0.894,-1,0,0,30.079155923083626,0.37072918901694013,0.4494999999999999,0.599
0.0,0.9,False,169699046,True,False,False,777,1,0.894,-1,0,0,33.58942247479451,0.4146077676754091,0.4494999999999999,0.599
0.0,0.9,False,1458201669,True,False,False,798,1,0.894,-1,0,0,31.16515799191244,0.3843042911537201,0.4494999999999999,0.599
0.0,0.9,False,2084713171,True,False,False,628,1,0.894,-1,0,0,27.023705140519517,0.33253583935825415,0.4494999999999999,0.599
0.0,0.9,False,876949803,True,False,False,784,1,0.894,-1,0,0,32.527688047183986,0.4013360126626738,0.4494999999999999,0.599
0.0,0.9,False,1521686311,True,False,False,655,1,0.894,-1,0,0,27.33812925020046,0.3364661627729869,0.4494999999999999,0.599
0.0,0.9,False,647028382,True,False,False,858,1,0.894,-1,0,0,35.86133903001514,0.4430068843956585,0.4494999999999999,0.599
0.0,0.9,False,1854732968,True,False,False,873,1,0.894,-1,0,0,36.585511613922314,0.4520590924275182,0.4494999999999999,0.599
0.0,0.9,False,1834491774,True,False,False,718,1,0.894,-1,0,0,30.141120728813775,0.3715037534364821,0.4494999999999999,0.599
0.0,0.9,False,149331942,True,False,False,523,1,0.894,-1,0,0,22.738466550249054,0.27897005559165444,0.4494999999999999,0.599
0.0,0.9,False,1105444673,True,False,False,712,1,0.894,-1,0,0,29.297805889282166,0.36096225860864617,0.4494999999999999,0.599
0.0,0.9,False,1005135090,True,False,False,611,1,0.894,-1,0,0,26.349972795341124,0.32411413760792296,0.4494999999999999,0.599
0.0,0.9,False,1043901306,True,False,False,643,1,0.894,-1,0,0,28.196342219820632,0.34719388512304705,0.4494999999999999,0.599
0.25,0.3,True,1900440065,True,False,False,862,1,0.894,102,199,199,79.25609193085985,0.9854443482479901,0.38316666666666666,0.4
0.25,0.3,True,157150903,True,False,False,707,1,0.894,102,199,199,68.11151055058217,0.8461362971757007,0.38316666666666666,0.4
0.25,0.3,True,1596404039,True,False,False,703,1,0.894,102,199,199,64.9981986165376,0.8072196793002515,0.38316666666666666,0.4
0.0,0.9,False,1140713924,True,False,False,893,1,0.894,-1,0,0,38.635492261967634,0.4776839946870905,0.4494999999999999,0.599
0.25,0.3,True,1631069118,True,False,False,914,1,0.894,102,199,199,83.86867857346536,1.0431020055056108,0.38316666666666666,0.4
0.25,0.3,True,1963288676,True,False,False,916,1,0.894,102,199,199,86.71072451987084,1.078627779625612,0.38316666666666666,0.4
0.25,0.3,True,1707886854,True,False,False,736,1,0.894,102,199,199,68.29000362818036,0.8483674732390494,0.38316666666666666,0.4
0.25,0.3,True,1984168653,True,False,False,917,1,0.894,102,199,199,85.77725043978549,1.066959287842918,0.38316666666666666,0.4
0.25,0.3,True,44289682,True,False,False,863,1,0.894,102,199,199,76.71550621663653,0.9536868481115099,0.38316666666666666,0.4
0.25,0.3,True,379788397,True,False,False,770,1,0.894,102,199,199,70.1284633090406,0.8713483485627425,0.38316666666666666,0.4
0.25,0.3,True,345500841,True,False,False,583,1,0.894,102,199,199,53.38694824283673,0.6620782332912435,0.38316666666666666,0.4
0.25,0.3,True,504630027,True,False,False,579,1,0.894,102,199,199,52.61958708372604,0.6524861646368587,0.38316666666666666,0.4
0.25,0.3,True,1386064938,True,False,False,705,1,0.894,102,199,199,62.46740656361415,0.7755846004735135,0.38316666666666666,0.4
0.25,0.3,True,1893895586,True,False,False,1012,1,0.894,102,199,199,92.5337417600888,1.151415904205108,0.38316666666666666,0.4
0.25,0.3,True,1791997777,True,False,False,956,1,0.894,102,199,199,88.57601819886975,1.10194408149686,0.38316666666666666,0.4
0.25,0.3,True,1298924439,True,False,False,841,1,0.894,102,199,199,76.2634715282026,0.9480363822557599,0.38316666666666666,0.4
0.25,0.3,True,346546364,True,False,False,553,1,0.894,102,199,199,49.68498607926767,0.6158034458739803,0.38316666666666666,0.4
0.25,0.3,True,1209339665,True,False,False,642,1,0.894,102,199,199,57.71107297520341,0.7161300964076985,0.38316666666666666,0.4
0.25,0.3,True,404424148,True,False,False,641,1,0.894,102,199,199,58.40432704152071,0.7247958207285554,0.38316666666666666,0.4
0.25,0.3,True,1672273887,True,False,False,532,1,0.894,102,199,199,49.490129352375746,0.6133677228310113,0.38316666666666666,0.4
0.25,0.3,True,691156125,True,False,False,844,1,0.894,102,199,199,78.91083255143056,0.9811285813598276,0.38316666666666666,0.4
0.25,0.3,True,388936943,True,False,False,722,1,0.894,102,199,199,67.11850209113639,0.8337236218404896,0.38316666666666666,0.4
0.25,0.3,True,965963486,True,False,False,958,1,0.894,102,199,199,90.21332536611553,1.1224105363618393,0.38316666666666666,0.4
0.25,0.3,True,640617269,True,False,False,634,1,0.894,102,199,199,59.91015876399065,0.7436188231302354,0.38316666666666666,0.4
0.25,0.3,True,705235767,True,False,False,833,1,0.894,102,199,199,77.15174061253464,0.9591398086401842,0.38316666666666666,0.4
0.25,0.3,True,1095017949,True,False,False,731,1,0.894,102,199,199,66.00634147095764,0.8198215356906189,0.38316666666666666,0.4
0.25,0.3,True,110895160,True,False,False,950,1,0.894,102,199,199,87.16453048613513,1.0843003859074916,0.38316666666666666,0.4
0.25,0.3,True,733214098,True,False,False,656,1,0.894,102,199,199,60.99755047077571,0.7572112964722423,0.38316666666666666,0.4
0.25,0.3,True,333764777,True,False,False,980,1,0.894,102,199,199,90.07967594346401,1.1207399091292065,0.38316666666666666,0.4
0.25,0.3,True,856483160,True,False,False,927,1,0.894,102,199,199,83.67219221084483,1.040645912275726,0.38316666666666666,0.4
0.25,0.3,True,263992910,True,False,False,806,1,0.894,102,199,199,72.46533537018736,0.9005594134689598,0.38316666666666666,0.4
0.25,0.3,True,1924587336,True,False,False,684,1,0.894,102,199,199,62.02355110835168,0.7700363759319606,0.38316666666666666,0.4
0.25,0.3,True,1488015710,True,False,False,593,1,0.894,102,199,199,55.142771307779924,0.6840261448927653,0.38316666666666666,0.4
0.25,0.3,True,1268832828,True,False,False,948,1,0.894,102,199,199,87.38569639156478,1.087064975675655,0.38316666666666666,0.4
0.25,0.3,True,1010005414,True,False,False,591,1,0.894,102,199,199,55.690419117573164,0.6908717811931294,0.38316666666666666,0.4
0.25,0.3,True,1836083458,True,False,False,642,1,0.894,102,199,199,56.56437864396785,0.7017963363454801,0.38316666666666666,0.4
0.25,0.3,True,996399657,True,False,False,899,1,0.894,102,199,199,83.5754199521834,1.039436252060836,0.38316666666666666,0.4
0.25,0.3,True,726066410,True,False,False,809,1,0.894,102,199,199,75.47474939224472,0.9381773006267785,0.38316666666666666,0.4
0.25,0.3,True,1608294341,True,False,False,921,1,0.894,102,199,199,81.21081277972738,1.0098784962089162,0.38316666666666666,0.4
0.25,0.3,True,597278347,True,False,False,725,1,0.894,102,199,199,66.09853497341062,0.8209739608761548,0.38316666666666666,0.4
0.25,0.3,True,799103032,True,False,False,744,1,0.894,102,199,199,67.1411516345005,0.8340067423796272,0.38316666666666666,0.4
0.25,0.3,True,1711468029,True,False,False,739,1,0.894,102,199,199,66.93998157414963,0.8314921025525628,0.38316666666666666,0.4
0.25,0.3,True,1580186406,True,False,False,631,1,0.894,102,199,199,53.29883218440998,0.6609767758560117,0.38316666666666666,0.4
0.25,0.3,True,1113303074,True,False,False,758,1,0.894,102,199,199,70.39947407553618,0.8747360022550087,0.38316666666666666,0.4
0.25,0.3,True,324111452,True,False,False,784,1,0.894,102,199,199,72.58724910008178,0.9020833437023118,0.38316666666666666,0.4
0.25,0.3,True,1777152836,True,False,False,790,1,0.894,102,199,199,72.82264616462626,0.905025823295008,0.38316666666666666,0.4
0.25,0.3,True,1145792820,True,False,False,535,1,0.894,102,199,199,48.72154471663107,0.6037603607933828,0.38316666666666666,0.4
0.25,0.3,True,1684105205,True,False,False,540,1,0.894,102,199,199,47.65607996501776,0.5904419764593747,0.38316666666666666,0.4
0.25,0.3,True,1901230805,True,False,False,657,1,0.894,102,199,199,60.19062262092164,0.7471246409659279,0.38316666666666666,0.4
0.25,0.3,True,766973579,True,False,False,680,1,0.894,102,199,199,62.2554535221617,0.7729351725359297,0.38316666666666666,0.4
0.25,0.3,False,756292026,True,False,False,765,1,0.894,102,0,0,31.722946873026387,0.39127669137717264,0.4494999999999999,0.599
0.25,0.3,False,257369176,True,False,False,740,1,0.894,102,0,0,31.06576868183321,0.3830619179297651,0.4494999999999999,0.599
0.25,0.3,True,1862808382,True,False,False,943,1,0.894,102,199,199,87.74287920622972,1.0915297855329835,0.38316666666666666,0.4
0.25,0.3,False,2138257899,True,False,False,835,1,0.894,102,0,0,34.08461909579689,0.42079776023019333,0.4494999999999999,0.599
0.25,0.3,False,1260621201,True,False,False,591,1,0.894,102,0,0,25.49220610494887,0.31339199370833654,0.4494999999999999,0.599
0.25,0.3,False,1541707779,True,False,False,774,1,0.894,102,0,0,32.75892219709086,0.4042264557083895,0.4494999999999999,0.599
0.25,0.3,False,1313431715,True,False,False,766,1,0.894,102,0,0,32.591950261638644,0.40213929481799526,0.4494999999999999,0.599
0.25,0.3,False,87474599,True,False,False,777,1,0.894,102,0,0,33.43813589196906,0.4127166747458788,0.4494999999999999,0.599
0.25,0.3,False,7218204,True,False,False,797,1,0.894,102,0,0,33.57428395683823,0.41441853513613136,0.4494999999999999,0.599
0.25,0.3,False,557151697,True,False,False,642,1,0.894,102,0,0,27.81562313944452,0.34243486998135086,0.4494999999999999,0.599
0.25,0.3,False,4133808,True,False,False,692,1,0.894,102,0,0,29.627587784418655,0.36508455535377227,0.4494999999999999,0.599
0.25,0.3,False,263564795,True,False,False,719,1,0.894,102,0,0,30.030358036203296,0.37011921196577313,0.4494999999999999,0.599
0.25,0.3,False,862597306,True,False,False,548,1,0.894,102,0,0,23.575400617840963,0.28943179034467165,0.4494999999999999,0.599
0.25,0.3,False,632302684,True,False,False,684,1,0.894,102,0,0,28.580551161717104,0.35199652398354814,0.4494999999999999,0.599
0.25,0.3,False,1633344360,True,False,False,676,1,0.894,102,0,0,28.390342265077283,0.34961889948756375,0.4494999999999999,0.599
0.25,0.3,False,303031886,True,False,False,909,1,0.894,102,0,0,37.35221824594327,0.4616429794585805,0.4494999999999999,0.599
0.25,0.3,False,1171052582,True,False,False,743,1,0.894,102,0,0,30.686977092184417,0.37832699651514945,0.4494999999999999,0.599
0.25,0.3,False,522706155,True,False,False,854,1,0.894,102,0,0,36.38485431409271,0.44955086218002316,0.4494999999999999,0.599
0.25,0.3,False,1894747350,True,False,False,748,1,0.894,102,0,0,30.921444660244777,0.3812578573510338,0.4494999999999999,0.599
0.25,0.3,False,113192703,True,False,False,729,1,0.894,102,0,0,30.83266140037327,0.38014806026497594,0.4494999999999999,0.599
0.25,0.3,False,1617230117,True,False,False,562,1,0.894,102,0,0,22.575499990646865,0.2769329622902316,0.4494999999999999,0.599
0.25,0.3,False,256858609,True,False,False,673,1,0.894,102,0,0,26.65924237472631,0.32798002902612333,0.4494999999999999,0.599
0.25,0.3,False,1646536994,True,False,False,898,1,0.894,102,0,0,37.4898023888555,0.4633627908822254,0.4494999999999999,0.599
0.25,0.3,False,1599831674,True,False,False,761,1,0.894,102,0,0,31.627780348145144,0.3900871032395533,0.4494999999999999,0.599
0.25,0.3,False,312104614,True,False,False,922,1,0.894,102,0,0,39.18245591259561,0.4845210788896372,0.4494999999999999,0.599
0.25,0.3,False,1495361269,True,False,False,802,1,0.894,102,0,0,33.393424035600624,0.4121577733550345,0.4494999999999999,0.599
0.25,0.3,False,466125017,True,False,False,694,1,0.894,102,0,0,28.608062285278457,0.3523404149769529,0.4494999999999999,0.599
0.25,0.3,False,907768220,True,False,False,808,1,0.894,102,0,0,34.34265482259666,0.4240232249824726,0.4494999999999999,0.599
0.25,0.3,False,60788973,True,False,False,668,1,0.894,102,0,0,27.73916031931008,0.3414790794692521,0.4494999999999999,0.599
0.25,0.3,False,1838697985,True,False,False,699,1,0.894,102,0,0,29.968754974902414,0.3693491692953275,0.4494999999999999,0.599
0.25,0.3,False,2026149546,True,False,False,861,1,0.894,102,0,0,35.64746987440696,0.44033350487428785,0.4494999999999999,0.599
0.25,0.3,False,823948182,True,False,False,880,1,0.894,102,0,0,36.76176298833951,0.4542622471073824,0.4494999999999999,0.599
0.25,0.3,False,1483495599,True,False,False,665,1,0.894,102,0,0,28.65378878709899,0.35291199960531855,0.4494999999999999,0.599
0.25,0.3,False,1084366555,True,False,False,577,1,0.894,102,0,0,24.913000708939208,0.306151885589767,0.4494999999999999,0.599
0.25,0.3,False,2117245994,True,False,False,682,1,0.894,102,0,0,28.468921682991123,0.35060114760897776,0.4494999999999999,0.599
0.25,0.3,False,1551029143,True,False,False,773,1,0.894,102,0,0,32.25343557265159,0.3979078373665001,0.4494999999999999,0.599
0.25,0.3,False,781559912,True,False,False,657,1,0.894,102,0,0,27.454620310356013,0.3379223092899246,0.4494999999999999,0.599
0.25,0.3,False,920600506,True,False,False,646,1,0.894,102,0,0,27.264551027364934,0.33554642993947303,0.4494999999999999,0.599
0.25,0.3,False,545352838,True,False,False,841,1,0.894,102,0,0,34.7811108786861,0.4295039564123929,0.4494999999999999,0.599
0.25,0.3,False,1280841409,True,False,False,908,1,0.894,102,0,0,37.99017648282262,0.4696175023080569,0.4494999999999999,0.599
0.25,0.3,False,1395982876,True,False,False,871,1,0.894,102,0,0,37.437612043965125,0.46271040779624284,0.4494999999999999,0.599
0.25,0.3,False,319674258,True,False,False,751,1,0.894,102,0,0,31.525311486188023,0.38880623522637736,0.4494999999999999,0.599
0.25,0.3,False,2005068947,True,False,False,723,1,0.894,102,0,0,31.3566849336362,0.3866983914227373,0.4494999999999999,0.599
0.25,0.3,False,548881454,True,False,False,815,1,0.894,102,0,0,34.62011957450568,0.42749155384979787,0.4494999999999999,0.599
0.25,0.3,False,1098165770,True,False,False,633,1,0.894,102,0,0,25.25718798032411,0.3104542505317773,0.4494999999999999,0.599
0.25,0.3,False,1212524697,True,False,False,698,1,0.894,102,0,0,29.422045098247953,0.36251525749081964,0.4494999999999999,0.599
0.25,0.3,False,796322994,True,False,False,697,1,0.894,102,0,0,29.296454709144246,0.36094536880253036,0.4494999999999999,0.599
0.25,0.3,False,1325812411,True,False,False,779,1,0.894,102,0,0,33.372771428863636,0.4118996143287649,0.4494999999999999,0.599
0.25,0.3,False,99751402,True,False,False,843,1,0.894,102,0,0,35.15602849449687,0.43419045306302273,0.4494999999999999,0.599
0.25,0.5,True,705952706,True,False,False,628,1,0.894,168,133,133,56.262868560554764,0.698027439496738,0.39053666666666664,0.46599999999999997
0.25,0.3,False,351562289,True,False,False,767,1,0.894,102,0,0,33.22455956821595,0.41004695569977734,0.4494999999999999,0.599
0.25,0.3,False,642645028,True,False,False,731,1,0.894,102,0,0,30.903060130740535,0.38102804944278545,0.4494999999999999,0.599
0.25,0.5,True,1669279709,True,False,False,883,1,0.894,168,133,133,80.81886756528569,1.0049791532180359,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1961561326,True,False,False,670,1,0.894,168,133,133,63.31058646216608,0.7861244087435124,0.39053666666666664,0.46599999999999997
0.25,0.5,True,361563768,True,False,False,711,1,0.894,168,133,133,64.12394814090841,0.796291486762756,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1914099631,True,False,False,829,1,0.894,168,133,133,74.93765148041759,0.9314635388652601,0.39053666666666664,0.46599999999999997
0.25,0.5,True,951343914,True,False,False,554,1,0.894,168,133,133,51.68859890931079,0.6408487471513657,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1319625260,True,False,False,626,1,0.894,168,133,133,58.95241746792783,0.7316469894766364,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1127763667,True,False,False,539,1,0.894,168,133,133,50.76380810319991,0.6292887966961687,0.39053666666666664,0.46599999999999997
0.25,0.5,True,335594673,True,False,False,654,1,0.894,168,133,133,61.20193877049378,0.7597661644215478,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1711350274,True,False,False,428,1,0.894,168,133,133,39.49266646392359,0.4883987339001868,0.39053666666666664,0.46599999999999997
0.25,0.5,True,127574972,True,False,False,735,1,0.894,168,133,133,63.17878566473299,0.784476889450321,0.39053666666666664,0.46599999999999997
0.25,0.5,True,2027250910,True,False,False,836,1,0.894,168,133,133,76.03894360984266,0.945229768053094,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1713248702,True,False,False,650,1,0.894,168,133,133,59.46612767051833,0.7380684033162672,0.39053666666666664,0.46599999999999997
0.25,0.5,True,861662503,True,False,False,905,1,0.894,168,133,133,86.78149783194777,1.0795124507456308,0.39053666666666664,0.46599999999999997
0.25,0.5,True,220678867,True,False,False,722,1,0.894,168,133,133,66.86428734658932,0.8305459194676461,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1585824049,True,False,False,505,1,0.894,168,133,133,46.06985449108524,0.5706140466992418,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1222478436,True,False,False,651,1,0.894,168,133,133,59.92864119925044,0.7438498548140056,0.39053666666666664,0.46599999999999997
0.25,0.5,True,2052068488,True,False,False,928,1,0.894,168,133,133,85.59765457608489,1.064714327106767,0.39053666666666664,0.46599999999999997
0.25,0.5,True,249585239,True,False,False,632,1,0.894,168,133,133,55.71583358461764,0.6911894636325504,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1621926690,True,False,False,690,1,0.894,168,133,133,63.260484473696145,0.7854981300683785,0.39053666666666664,0.46599999999999997
0.25,0.5,True,575554119,True,False,False,829,1,0.894,168,133,133,73.57839688536535,0.9144727608249077,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1427247756,True,False,False,755,1,0.894,168,133,133,67.20308339997034,0.8347808937025082,0.39053666666666664,0.46599999999999997
0.25,0.5,True,484628140,True,False,False,812,1,0.894,168,133,133,75.51521494126712,0.9386831226337813,0.39053666666666664,0.46599999999999997
0.25,0.5,True,582269599,True,False,False,791,1,0.894,168,133,133,72.23493578637769,0.8976794027124271,0.39053666666666664,0.46599999999999997
0.25,0.5,True,919473666,True,False,False,1005,1,0.894,168,133,133,93.43624614587924,1.1626972729129925,0.39053666666666664,0.46599999999999997
0.25,0.5,True,2143529061,True,False,False,618,1,0.894,168,133,133,57.070951436909375,0.7081285319359958,0.39053666666666664,0.46599999999999997
0.25,0.5,True,237971434,True,False,False,617,1,0.894,168,133,133,58.04245191562601,0.7202723563613781,0.39053666666666664,0.46599999999999997
0.25,0.5,True,832847387,True,False,False,553,1,0.894,168,133,133,50.690628307996576,0.6283740442038783,0.39053666666666664,0.46599999999999997
0.25,0.5,True,831655511,True,False,False,973,1,0.894,168,133,133,89.12346233964459,1.1087871720215685,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1609587723,True,False,False,857,1,0.894,168,133,133,77.9110478945849,0.9686312032140407,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1734943478,True,False,False,796,1,0.894,168,133,133,73.16576026146979,0.9093147738267906,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1896193127,True,False,False,554,1,0.894,168,133,133,53.268207689930286,0.6605939679420633,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1596842470,True,False,False,854,1,0.894,168,133,133,77.7609757928814,0.9667552911743439,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1200523010,True,False,False,694,1,0.894,168,133,133,64.88349099790354,0.805785825954073,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1537485470,True,False,False,612,1,0.894,168,133,133,54.58218382889693,0.6770187619111183,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1309848364,True,False,False,770,1,0.894,168,133,133,72.13739699858328,0.8964601607152114,0.39053666666666664,0.46599999999999997
0.25,0.5,True,836786158,True,False,False,466,1,0.894,168,133,133,43.06572306657116,0.5330621926918174,0.39053666666666664,0.46599999999999997
0.25,0.5,True,455148724,True,False,False,712,1,0.894,168,133,133,65.22012520977192,0.8099937772296159,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1656858424,True,False,False,741,1,0.894,168,133,133,67.84606879362694,0.8428182565849799,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1533549930,True,False,False,714,1,0.894,168,133,133,63.2806255674652,0.7857498949919866,0.39053666666666664,0.46599999999999997
0.25,0.5,True,2045524447,True,False,False,840,1,0.894,168,133,133,75.79001016916496,0.9421180825180706,0.39053666666666664,0.46599999999999997
0.25,0.5,True,474738782,True,False,False,907,1,0.894,168,133,133,83.63213309680216,1.0401451701551092,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1646643554,True,False,False,603,1,0.894,168,133,133,56.51701052110481,0.7012042315081496,0.39053666666666664,0.46599999999999997
0.25,0.5,True,2131125777,True,False,False,861,1,0.894,168,133,133,79.51448317060633,0.9886742568778587,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1575129707,True,False,False,552,1,0.894,168,133,133,49.78216260120557,0.6170181591600603,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1065410455,True,False,False,763,1,0.894,168,133,133,70.3412053891589,0.8740076395756029,0.39053666666666664,0.46599999999999997
0.25,0.5,True,2084114224,True,False,False,752,1,0.894,168,133,133,68.9893329462524,0.857109138865044,0.39053666666666664,0.46599999999999997
0.25,0.5,True,1048027912,True,False,False,788,1,0.894,168,133,133,72.71481049348192,0.9036778703472423,0.39053666666666664,0.46599999999999997
0.25,0.5,False,1049460346,True,False,False,926,1,0.894,168,0,0,38.461077360937594,0.4755037962411738,0.4494999999999999,0.599
0.25,0.5,True,55961361,True,False,False,866,1,0.894,168,133,133,78.22617127485037,0.972570267586715,0.39053666666666664,0.46599999999999997
0.25,0.5,True,307902695,True,False,False,854,1,0.894,168,133,133,77.75313689189198,0.9666573040482709,0.39053666666666664,0.46599999999999997
0.25,0.5,False,2092531625,True,False,False,683,1,0.894,168,0,0,29.196980491670296,0.359701934101589,0.4494999999999999,0.599
0.25,0.5,False,1282420404,True,False,False,647,1,0.894,168,0,0,27.73051857457951,0.34137105693303976,0.4494999999999999,0.599
0.25,0.5,False,858539803,True,False,False,1124,1,0.894,168,0,0,42.68720126817061,0.5283306421718718,0.4494999999999999,0.599
0.25,0.5,False,1466125438,True,False,False,803,1,0.894,168,0,0,33.95758918259415,0.4192098774594581,0.4494999999999999,0.599
0.25,0.5,False,2007050775,True,False,False,621,1,0.894,168,0,0,25.40859762760511,0.31234688185953113,0.4494999999999999,0.599
0.25,0.5,False,389716906,True,False,False,688,1,0.894,168,0,0,29.323527183914756,0.36128377677681256,0.4494999999999999,0.599
0.25,0.5,False,804541973,True,False,False,493,1,0.894,168,0,0,20.845461978626776,0.2553073654278554,0.4494999999999999,0.599
0.25,0.5,False,48223856,True,False,False,886,1,0.894,168,0,0,37.299106703084746,0.4609790813820188,0.4494999999999999,0.599
0.25,0.5,False,1956931977,True,False,False,459,1,0.894,168,0,0,19.272403228936138,0.23564402040579807,0.4494999999999999,0.599
0.25,0.5,False,2127567247,True,False,False,827,1,0.894,168,0,0,34.35415775423547,0.424167012332369,0.4494999999999999,0.599
0.25,0.5,False,1603175344,True,False,False,842,1,0.894,168,0,0,35.91005680859077,0.4436158600433876,0.4494999999999999,0.599
0.25,0.5,False,1418914833,True,False,False,657,1,0.894,168,0,0,27.004946333753804,0.33230135292235297,0.4494999999999999,0.599
0.25,0.5,False,174560663,True,False,False,837,1,0.894,168,0,0,34.44538268110567,0.4253073304974778,0.4494999999999999,0.599
0.25,0.5,False,859942868,True,False,False,885,1,0.894,168,0,0,36.867146827696544,0.45557955265379235,0.4494999999999999,0.599
0.25,0.5,False,1299611516,True,False,False,774,1,0.894,168,0,0,33.617244196425816,0.41495554110018984,0.4494999999999999,0.599
0.25,0.5,False,1976577606,True,False,False,673,1,0.894,168,0,0,28.489079814242352,0.35085312569262334,0.4494999999999999,0.599
0.25,0.5,False,548323161,True,False,False,626,1,0.894,168,0,0,26.897837418353607,0.3309624841163597,0.4494999999999999,0.599
