frontier_floor,reproduction_rate,seed,survived,collapsed,extinct,final_population,final_ai_generation,final_avg_U_sys,final_avg_L_t,avg_transition_cost,yield_condition_met_count
0.05,0.055,24,False,True,False,25,8,0.0,0.0,3.424570349130964,7
0.05,0.055,26,False,True,False,35,8,0.0,0.0,3.4804287368466507,7
0.05,0.055,27,False,True,False,16,8,0.0,0.0,3.4529252998361857,7
0.05,0.055,31,False,False,True,0,8,0.0,0.0,4.129715772243481,7
0.05,0.055,25,False,True,False,26,8,0.0,0.0,3.446668028632896,7
0.05,0.055,32,False,True,False,18,8,0.0,0.0,3.4581068386126836,7
0.05,0.055,28,False,True,False,6,8,0.0,0.0,3.521922654686974,7
0.05,0.055,33,False,True,False,23,8,0.0,0.0,3.4245874090072403,7
0.05,0.055,30,False,True,False,45,8,0.0,0.0,3.460740957982244,7
0.05,0.055,29,False,True,False,28,8,0.0,0.0,3.4878575383432766,7
0.05,0.055,36,False,True,False,8,8,0.0,0.0,3.4866535960777627,7
0.05,0.055,34,False,True,False,23,8,0.0,0.0,3.4355202112387064,7
0.05,0.055,35,False,True,False,41,8,0.0,0.0,3.49572644064954,7
0.05,0.055,41,False,True,False,45,8,0.0,0.0,3.476797258971644,7
0.05,0.055,38,False,True,False,3,8,0.0,0.0,3.463974173856003,7
0.05,0.055,37,False,True,False,75,8,0.0,0.0,3.4670350384943225,7
0.05,0.055,39,False,True,False,3,8,0.0,0.0,3.4436782664213608,7
0.05,0.055,43,False,True,False,22,8,0.0,0.0,3.4631052409471303,7
0.05,0.055,40,False,True,False,58,8,0.0,0.0,3.4790582569849637,7
0.05,0.055,42,False,True,False,24,8,0.0,0.0,3.4481727460468443,7
0.05,0.055,44,False,True,False,36,8,0.0,0.0,3.459916941143773,7
0.05,0.055,45,False,True,False,7,8,0.0,0.0,3.4836886185573515,7
0.05,0.055,47,False,True,False,12,8,0.0,0.0,3.4848724398171913,7
0.05,0.055,48,False,True,False,2,8,0.0,0.0,3.4619283735776367,7
0.05,0.055,46,False,True,False,10,8,0.0,0.0,3.450405143722015,7
0.05,0.058,0,False,True,False,59,8,0.0,0.0,3.452491108194892,7
0.05,0.058,1,False,True,False,15,8,0.0,0.0,3.51266585807951,7
0.05,0.055,49,False,True,False,27,8,0.0,0.0,3.437824233567137,7
0.05,0.058,2,False,True,False,47,8,0.0,0.0,3.47880954567261,7
0.05,0.058,3,False,True,False,70,8,0.0,0.0,3.4308469494256055,7
0.05,0.058,4,False,True,False,57,8,0.0,0.0,3.4862944857039544,7
0.05,0.058,5,False,True,False,19,8,0.0,0.0,3.461185466702247,7
0.05,0.058,8,False,True,False,22,8,0.0,0.0,3.488682061060363,7
0.05,0.058,7,False,True,False,43,8,0.0,0.0,3.4722209867681384,7
0.05,0.058,6,False,True,False,104,8,0.0,0.0,3.455060874698816,7
0.05,0.058,9,False,True,False,37,8,0.0,0.0,3.443333867568837,7
0.05,0.058,14,False,True,False,20,8,0.0,0.0,3.4870077814380043,7
0.05,0.058,10,False,True,False,26,8,0.0,0.0,3.484988377909426,7
0.05,0.058,13,False,True,False,42,8,0.0,0.0,3.414821020924575,7
0.05,0.058,11,False,True,False,58,8,0.0,0.0,3.4768410976009045,7
0.05,0.058,12,False,True,False,66,8,0.0,0.0,3.4908791826558287,7
0.05,0.058,19,False,True,False,81,8,0.0,0.0,3.449032270412076,7
0.05,0.058,15,False,True,False,40,8,0.0,0.0,3.444500897085914,7
0.05,0.058,21,False,True,False,39,8,0.0,0.0,3.506746004950436,7
0.05,0.058,16,False,True,False,1,8,0.0,0.0,3.472000799489573,7
0.05,0.058,17,False,True,False,31,8,0.0,0.0,3.4860866457006425,7
0.05,0.058,18,False,True,False,55,8,0.0,0.0,3.4229654853182567,7
0.05,0.058,20,False,True,False,37,8,0.0,0.0,3.4762728483505962,7
0.05,0.058,26,False,True,False,40,8,0.0,0.0,3.4577960107329964,7
0.05,0.058,23,False,True,False,30,8,0.0,0.0,3.4103445209370498,7
0.05,0.058,22,False,True,False,17,8,0.0,0.0,3.458285909254865,7
0.05,0.058,24,False,True,False,33,8,0.0,0.0,3.4465671785137793,7
0.05,0.058,25,False,True,False,26,8,0.0,0.0,3.4758090468148444,7
0.05,0.058,33,False,True,False,55,8,0.0,0.0,3.450367756779317,7
0.05,0.058,31,False,True,False,69,8,0.0,0.0,3.490861757154977,7
0.05,0.058,27,False,True,False,34,8,0.0,0.0,3.4486011920054627,7
0.05,0.058,28,False,True,False,22,8,0.0,0.0,3.4779580155993632,7
0.05,0.058,29,False,True,False,53,8,0.0,0.0,3.4884007664734917,7
0.05,0.058,30,False,True,False,8,8,0.0,0.0,3.513856485422176,7
0.05,0.058,32,False,True,False,61,8,0.0,0.0,3.4889463352517485,7
0.05,0.058,36,False,True,False,25,8,0.0,0.0,3.4747879929309335,7
0.05,0.058,35,False,True,False,9,8,0.0,0.0,3.490279953842667,7
0.05,0.058,34,False,True,False,16,8,0.0,0.0,3.486247944498019,7
0.05,0.058,37,False,True,False,3,8,0.0,0.0,3.4391438650874586,7
0.05,0.058,39,False,True,False,45,8,0.0,0.0,3.464747030990236,7
0.05,0.058,38,False,True,False,24,8,0.0,0.0,3.5320636356406174,7
0.05,0.058,40,False,True,False,76,8,0.0,0.0,3.4434082088211033,7
0.05,0.058,41,False,True,False,14,8,0.0,0.0,3.508013037428219,7
0.05,0.058,42,False,True,False,80,8,0.0,0.0,3.4503180153387407,7
0.05,0.058,43,False,True,False,77,8,0.0,0.0,3.4533244208311875,7
0.05,0.058,45,False,True,False,42,8,0.0,0.0,3.444768746464212,7
0.05,0.058,44,False,True,False,54,8,0.0,0.0,3.4281750227851853,7
0.05,0.058,49,False,True,False,89,8,0.0,0.0,3.4306641337889587,7
0.05,0.058,47,False,True,False,53,8,0.0,0.0,3.488917821615352,7
0.05,0.058,46,False,True,False,97,8,0.0,0.0,3.4932699640530904,7
0.05,0.06,0,False,True,False,32,8,0.0,0.0,3.437592652641917,7
0.05,0.058,48,False,True,False,41,8,0.0,0.0,3.4742912493426306,7
0.05,0.06,2,False,True,False,44,8,0.0,0.0,3.4841613967784935,7
0.05,0.06,3,False,True,False,21,8,0.0,0.0,3.47523048713394,7
0.05,0.06,1,False,True,False,56,8,0.0,0.0,3.4553563621583057,7
0.05,0.06,5,False,True,False,86,8,0.0,0.0,3.491138913788816,7
0.05,0.06,6,False,True,False,83,8,0.0,0.0,3.4372330754995284,7
0.05,0.06,4,False,True,False,41,8,0.0,0.0,3.473981424598353,7
0.05,0.06,7,False,True,False,98,8,0.0,0.0,3.4404562315288385,7
0.05,0.06,8,False,True,False,39,8,0.0,0.0,3.47508898649367,7
0.05,0.06,12,False,True,False,86,8,0.0,0.0,3.444848687207626,7
0.05,0.06,9,False,True,False,113,8,0.0,0.0,3.4968146051240017,7
0.05,0.06,10,False,True,False,37,8,0.0,0.0,3.446529414738619,7
0.05,0.06,13,False,True,False,38,8,0.0,0.0,3.43591977294982,7
0.05,0.06,11,False,True,False,72,8,0.0,0.0,3.4756189305481615,7
0.05,0.06,16,False,True,False,40,8,0.0,0.0,3.489594393296392,7
0.05,0.06,14,False,True,False,73,8,0.0,0.0,3.509133118051944,7
0.05,0.06,17,False,True,False,75,8,0.0,0.0,3.503598914447686,7
0.05,0.06,15,False,True,False,71,8,0.0,0.0,3.465809047387442,7
0.05,0.06,18,False,True,False,59,8,0.0,0.0,3.4580564642648444,7
0.05,0.06,21,False,True,False,122,8,0.0,0.0,3.4863064902374967,7
0.05,0.06,19,False,True,False,98,8,0.0,0.0,3.4521024153411872,7
0.05,0.06,23,False,True,False,31,8,0.0,0.0,3.462238783081184,7
0.05,0.06,20,False,True,False,56,8,0.0,0.0,3.509071142584934,7
0.05,0.06,22,False,True,False,78,8,0.0,0.0,3.459180228138351,7
0.05,0.06,25,False,True,False,28,8,0.0,0.0,3.4971834625632026,7
0.05,0.06,24,False,True,False,112,8,0.0,0.0,3.504565883255907,7
0.05,0.06,27,True,False,False,183,8,5.349635431261463,0.06161312401974155,3.4672550110969587,7
0.05,0.06,26,False,True,False,108,8,0.0,0.0,3.4637613504954827,7
0.05,0.06,28,False,True,False,47,8,0.0,0.0,3.5159963217572967,7
0.05,0.06,29,False,True,False,153,8,0.0,0.0,3.4698404746975653,7
0.05,0.06,30,False,True,False,43,8,0.0,0.0,3.4514456512169107,7
0.05,0.06,33,False,True,False,36,8,0.0,0.0,3.428233928310695,7
0.05,0.06,31,False,False,True,0,8,0.0,0.0,3.640408314372242,7
0.05,0.06,34,False,True,False,63,8,0.0,0.0,3.4720925533417724,7
0.05,0.06,32,False,True,False,14,8,0.0,0.0,3.4376045933468458,7
0.05,0.06,35,False,True,False,101,8,0.0,0.0,3.4585098521990343,7
0.05,0.06,39,False,True,False,73,8,0.0,0.0,3.462366552521216,7
0.05,0.06,36,False,True,False,56,8,0.0,0.0,3.4599988500404355,7
0.05,0.06,37,False,True,False,133,8,0.0,0.0,3.5064862746357175,7
0.05,0.06,38,False,True,False,61,8,0.0,0.0,3.4831908985376283,7
0.05,0.06,40,False,True,False,39,8,0.0,0.0,3.4886679754969636,7
0.05,0.06,41,False,True,False,129,8,0.0,0.0,3.496846406425466,7
0.05,0.06,42,False,True,False,73,8,0.0,0.0,3.4297702616357872,7
0.05,0.06,47,False,True,False,103,8,0.0,0.0,3.4719532478202018,7
0.05,0.06,43,False,True,False,77,8,0.0,0.0,3.4611864234235274,7
0.05,0.06,44,False,True,False,59,8,0.0,0.0,3.441260862578133,7
0.05,0.06,48,False,True,False,9,8,0.0,0.0,3.4611269815899655,7
0.05,0.06,45,False,True,False,36,8,0.0,0.0,3.4785380610196786,7
0.05,0.06,46,False,True,False,56,8,0.0,0.0,3.457365502381149,7
0.05,0.062,4,False,True,False,103,8,0.0,0.0,3.4743036147878676,7
0.05,0.06,49,False,True,False,80,8,0.0,0.0,3.4960117438755143,7
0.05,0.062,0,False,True,False,140,8,0.0,0.0,3.463690995543913,7
0.05,0.062,1,False,True,False,84,8,0.0,0.0,3.5049693708051617,7
0.05,0.062,2,False,True,False,96,8,0.0,0.0,3.4682395659137257,7
0.05,0.062,5,False,True,False,101,8,0.0,0.0,3.4482497533557375,7
0.05,0.062,3,False,True,False,51,8,0.0,0.0,3.466169607035401,7
0.05,0.062,7,False,True,False,86,8,0.0,0.0,3.458717788248379,7
0.05,0.062,8,False,True,False,90,8,0.0,0.0,3.4610628896915645,7
0.05,0.062,6,False,True,False,120,8,0.0,0.0,3.4699174895795113,7
0.05,0.062,9,False,True,False,78,8,0.0,0.0,3.4674725381945843,7
0.05,0.062,10,False,True,False,129,8,0.0,0.0,3.4300153921539263,7
0.05,0.062,12,False,True,False,80,8,0.0,0.0,3.443605224915298,7
0.05,0.062,11,False,True,False,50,8,0.0,0.0,3.4774076580018884,7
0.05,0.062,16,False,True,False,122,8,0.0,0.0,3.4443652002789804,7
0.05,0.062,13,True,False,False,169,8,5.225659033250721,0.060063301930844915,3.467624913229102,7
0.05,0.062,14,False,True,False,66,8,0.0,0.0,3.4845531564217156,7
0.05,0.062,21,False,True,False,90,8,0.0,0.0,3.486039089442301,7
0.05,0.062,15,False,True,False,36,8,0.0,0.0,3.4480565419773628,7
0.05,0.062,17,False,True,False,154,8,0.0,0.0,3.4881993966578633,7
0.05,0.062,18,False,True,False,138,8,0.0,0.0,3.449272906920109,7
0.05,0.062,19,False,True,False,113,8,0.0,0.0,3.4923728930168387,7
0.05,0.062,20,True,False,False,218,8,6.4240626261004365,0.07504447960730752,3.4528385492190963,7
0.05,0.062,22,False,True,False,107,8,0.0,0.0,3.473561016084926,7
0.05,0.062,23,False,True,False,161,8,0.0,0.0,3.4669937879495745,7
0.05,0.062,27,False,True,False,103,8,0.0,0.0,3.4878610891818336,7
0.05,0.062,24,False,True,False,77,8,0.0,0.0,3.451180761594826,7
0.05,0.062,29,False,True,False,59,8,0.0,0.0,3.46350149022882,7
0.05,0.062,25,False,True,False,70,8,0.0,0.0,3.4709761839189066,7
0.05,0.062,26,False,True,False,80,8,0.0,0.0,3.469867397788964,7
0.05,0.062,28,False,True,False,83,8,0.0,0.0,3.450503130407186,7
0.05,0.062,31,False,True,False,38,8,0.0,0.0,3.473648561230891,7
0.05,0.062,30,False,True,False,89,8,0.0,0.0,3.4718682847737354,7
0.05,0.062,32,False,True,False,175,8,0.0,0.0,3.4365443058622804,7
0.05,0.062,33,False,True,False,121,8,0.0,0.0,3.4364112613933178,7
0.05,0.062,35,False,True,False,143,8,0.0,0.0,3.449885304386988,7
0.05,0.062,34,False,True,False,147,8,0.0,0.0,3.4976005036254847,7
0.05,0.062,38,False,True,False,88,8,0.0,0.0,3.475664585984382,7
0.05,0.062,36,True,False,False,162,8,4.943632614963526,0.056537705017825735,3.470118946046857,7
0.05,0.062,39,False,True,False,50,8,0.0,0.0,3.4634758280504805,7
0.05,0.062,41,False,True,False,103,8,0.0,0.0,3.4704606042532093,7
0.05,0.062,37,False,True,False,120,8,0.0,0.0,3.4802859472407763,7
0.05,0.062,40,False,True,False,80,8,0.0,0.0,3.4665576706460857,7
0.05,0.062,42,False,True,False,102,8,0.0,0.0,3.463395699833012,7
0.05,0.062,43,True,False,False,187,8,5.84534841759262,0.06781000492918667,3.471413839795342,7
0.05,0.062,46,False,True,False,120,8,0.0,0.0,3.4699174895795113,7
0.05,0.064,0,False,True,False,55,8,0.0,0.0,3.4931615317315305,7
0.05,0.062,47,False,True,False,115,8,0.0,0.0,3.504001241578029,7
0.05,0.062,44,False,True,False,109,8,0.0,0.0,3.4682283632203084,7
0.05,0.062,45,False,True,False,114,8,0.0,0.0,3.4466153164082804,7
0.05,0.062,49,False,True,False,40,8,0.0,0.0,3.452371406783302,7
0.05,0.062,48,False,True,False,71,8,0.0,0.0,3.479604066169102,7
0.05,0.064,1,True,False,False,248,8,7.506707759998028,0.08857856693187406,3.4729631050194407,7
0.05,0.064,2,True,False,False,201,8,6.0848355617152885,0.07080382059037835,3.4776215525583205,7
0.05,0.064,3,False,True,False,126,8,0.0,0.0,3.4878725206322407,7
0.05,0.064,4,True,False,False,199,8,5.760505517417333,0.0667493884010083,3.4621660941237278,7
0.05,0.064,9,False,True,False,97,8,0.0,0.0,3.489130028124933,7
0.05,0.064,8,False,True,False,158,8,0.0,0.0,3.463387041626032,7
0.05,0.064,7,True,False,False,232,8,7.0624950355787774,0.08302548800509837,3.5073469008519798,7
0.05,0.064,5,True,False,False,212,8,6.968973490889607,0.08185638036042944,3.4641033781400816,7
0.05,0.064,6,True,False,False,223,8,6.732309714787715,0.07889785937793974,3.477357955726117,7
0.05,0.064,10,True,False,False,231,8,6.607023050268603,0.07733165765784042,3.496011374587325,7
0.05,0.064,11,False,True,False,181,8,0.0,0.0,3.4712494539773973,7
0.05,0.064,12,True,False,False,241,8,7.390118329888597,0.08712108878769761,3.4452995451513995,7
0.05,0.064,13,True,False,False,195,8,5.863880242170006,0.06804167032881339,3.4585189900054,7
0.05,0.064,16,False,True,False,155,8,0.0,0.0,3.485778930839761,7
0.05,0.064,17,True,False,False,215,8,6.396751580016705,0.0747030655574722,3.4293371137274185,7
0.05,0.064,14,True,False,False,230,8,7.101632696271787,0.08351474575375402,3.4215286570367427,7
0.05,0.064,15,True,False,False,259,8,7.992385966864664,0.09465000364102229,3.448012471545134,7
0.05,0.064,22,False,True,False,121,8,0.0,0.0,3.5146174793457807,7
0.05,0.064,18,False,True,False,128,8,0.0,0.0,3.440863910577998,7
0.05,0.064,19,False,True,False,148,8,0.0,0.0,3.496037585073021,7
0.05,0.064,20,True,False,False,274,8,8.40070429176082,0.099754368595838,3.4926106685062055,7
0.05,0.064,21,False,True,False,159,8,0.0,0.0,3.4809472193819913,7
0.05,0.064,23,True,False,False,188,8,5.487658758795443,0.06333854607338887,3.4715524428379596,7
0.05,0.064,26,False,True,False,174,8,0.0,0.0,3.4634488046176224,7
0.05,0.064,25,True,False,False,183,8,5.974433423044269,0.06942368947259994,3.531398060018694,7
0.05,0.064,24,True,False,False,166,8,5.011696677930333,0.05738857024412266,3.4836384121557855,7
0.05,0.064,27,False,True,False,177,8,0.0,0.0,3.4831995256635664,7
0.05,0.064,29,False,True,False,149,8,0.0,0.0,3.4796638994417517,7
0.05,0.064,28,True,False,False,264,8,7.816617526021117,0.09245273206904855,3.489224327329001,7
0.05,0.064,30,True,False,False,294,8,8.556077328612204,0.10169667839436476,3.483306681965214,7
0.05,0.064,31,False,True,False,181,8,0.0,0.0,3.5113564915017688,7
0.05,0.064,32,False,True,False,154,8,0.0,0.0,3.5029348393487303,7
0.05,0.064,33,True,False,False,257,8,8.035479578448118,0.09518871454556024,3.515902535351664,7
0.05,0.064,36,False,True,False,176,8,0.0,0.0,3.508685552944861,7
0.05,0.064,34,True,False,False,315,8,9.543300001323107,0.11403789492873469,3.4725780773583885,7
0.05,0.064,35,True,False,False,214,8,6.613275624428279,0.07740982078203362,3.444521373141381,7
0.05,0.064,38,False,True,False,163,8,0.0,0.0,3.501531285185007,7
0.05,0.064,37,False,True,False,142,8,0.0,0.0,3.4640542475814056,7
0.05,0.064,39,True,False,False,275,8,8.223131295778057,0.09753453829945216,3.5024199277254198,7
0.05,0.064,40,True,False,False,220,8,6.611733248090241,0.07739053969983045,3.479703473664359,7
0.05,0.064,45,False,True,False,184,8,0.0,0.0,3.4528237981140495,7
0.05,0.064,41,False,True,False,120,8,0.0,0.0,3.474398749812214,7
0.05,0.064,42,False,True,False,148,8,0.0,0.0,3.4647787291959316,7
0.05,0.064,43,True,False,False,199,8,6.320443028739198,0.07374913669848865,3.4891941342657664,7
0.05,0.064,44,False,True,False,109,8,0.0,0.0,3.4536113002053224,7
0.05,0.064,46,False,True,False,177,8,0.0,0.0,3.4582658258889962,7
0.05,0.064,47,True,False,False,237,8,7.439783114827067,0.08774194564129038,3.45637906366305,7
0.05,0.064,48,False,True,False,136,8,0.0,0.0,3.4579249888468424,7
0.05,0.066,1,True,False,False,208,8,6.024103158395414,0.07004460813198884,3.450488159997076,7
0.05,0.064,49,False,True,False,141,8,0.0,0.0,3.46055227428364,7
0.05,0.066,0,True,False,False,296,8,9.248529545232799,0.1103529856100022,3.4739981229951127,7
0.05,0.066,3,True,False,False,244,8,7.478052025763638,0.08822034321401172,3.49006699865157,7
0.05,0.066,2,False,True,False,136,8,0.0,0.0,3.488595856994944,7
0.05,0.066,4,True,False,False,376,8,11.445165089962025,0.13781300618814435,3.495794899470792,7
0.05,0.066,5,False,True,False,184,8,0.0,0.0,3.46046265628984,7
0.05,0.066,6,True,False,False,250,8,7.797093076408631,0.09220865787224741,3.4720159962012462,7
0.05,0.066,9,True,False,False,384,8,11.621059532369438,0.14001185299141033,3.4131061874624775,7
0.05,0.066,8,True,False,False,286,8,8.469808559695837,0.10061823723609194,3.4766445604771206,7
0.05,0.066,7,True,False,False,221,8,6.502721600445469,0.07602779099963919,3.493892777967918,7
0.05,0.066,13,True,False,False,243,8,7.4175095450105415,0.08746350499895783,3.459615825653865,7
0.05,0.066,14,True,False,False,217,8,6.637999651629984,0.07771889451721449,3.4334141956852706,7
0.05,0.066,10,True,False,False,188,8,5.547849759883514,0.06409099040415342,3.4548977076735006,7
0.05,0.066,11,True,False,False,251,8,7.981685117834452,0.09451623289373057,3.490182453733809,7
0.05,0.066,12,True,False,False,285,8,8.587842346983505,0.10209377116426963,3.4856715879040365,7
0.05,0.066,16,True,False,False,264,8,8.170045389422851,0.09687091429809556,3.516630505067269,7
0.05,0.066,15,False,True,False,188,8,0.0,0.0,3.4757350953375203,7
0.05,0.066,22,True,False,False,217,8,6.728513559572806,0.07885040395509653,3.49398224594603,7
0.05,0.066,17,True,False,False,288,8,8.186445318306678,0.09707592891819934,3.450001285211143,7
0.05,0.066,23,True,False,False,269,8,8.446250042232709,0.1003237335912938,3.4895548666396583,7
0.05,0.066,19,True,False,False,206,8,6.345045225465588,0.07405668728854076,3.4456153694538942,7
0.05,0.066,18,True,False,False,293,8,8.925943905907719,0.1063203602836212,3.4788825239867145,7
0.05,0.066,21,True,False,False,220,8,6.358020211698024,0.07421888689513115,3.502347619035797,7
0.05,0.066,20,False,True,False,154,8,0.0,0.0,3.4822436975331175,7
0.05,0.066,24,True,False,False,354,8,10.614709896468364,0.1274315313473719,3.4854963790398847,7
0.05,0.066,25,True,False,False,207,8,6.630934842692781,0.07763057769044494,3.4952922440542586,7
0.05,0.066,28,True,False,False,293,8,8.797914366389728,0.10471986994661246,3.4422457171638325,7
0.05,0.066,29,True,False,False,323,8,9.54957590622623,0.11411634971440927,3.482408096536149,7
0.05,0.066,26,True,False,False,357,8,10.743057248279715,0.1290359945545388,3.4978468435861942,7
0.05,0.066,27,True,False,False,191,8,5.741743656676521,0.06651484748536275,3.4613501742380746,7
0.05,0.066,31,False,True,False,170,8,0.0,0.0,3.472926131223239,7
0.05,0.066,32,True,False,False,307,8,9.525188293802241,0.11381148148944478,3.4861857007648216,7
0.05,0.066,30,True,False,False,357,8,10.893428605043379,0.13091577862890302,3.493669505141344,7
0.05,0.066,33,True,False,False,256,8,7.778278992445803,0.09197346409509302,3.4653850630014715,7
0.05,0.066,34,True,False,False,235,8,7.062438876148683,0.08302478593845117,3.4513526880598615,7
0.05,0.066,35,True,False,False,324,8,9.66483020636545,0.11555713738282222,3.479221501210771,7
0.05,0.066,36,False,True,False,162,8,0.0,0.0,3.473761699897647,7
0.05,0.066,37,True,False,False,224,8,7.079562991723385,0.08323885360908845,3.485877901953332,7
0.05,0.066,38,False,True,False,134,8,0.0,0.0,3.4825075854702185,7
0.05,0.066,39,True,False,False,212,8,6.269732056944128,0.07311520150410393,3.4763138890473018,7
0.05,0.066,41,True,False,False,272,8,7.855251042543351,0.09293568749664033,3.4664276702804395,7
0.05,0.066,40,True,False,False,249,8,7.400841839272083,0.08725514291357446,3.462798383039733,7
0.05,0.066,43,False,True,False,149,8,0.0,0.0,3.453132727126567,7
0.05,0.066,42,True,False,False,253,8,7.2992412988322,0.08598504008261085,3.4943195581547313,7
0.05,0.066,45,True,False,False,358,8,10.57822358698186,0.12697541803049783,3.485097422246074,7
0.05,0.066,44,True,False,False,355,8,10.306773589449529,0.12358203641655945,3.499021132320969,7
0.05,0.066,46,True,False,False,364,8,10.720159251267503,0.12874974792849952,3.4651686256433263,7
0.05,0.066,47,True,False,False,312,8,9.34583483539779,0.1115693938016911,3.4779897873149905,7
0.05,0.068,0,True,False,False,521,8,16.22402740493369,0.19755330215484954,3.461912456006672,7
0.05,0.066,48,True,False,False,386,8,11.497455153617256,0.1384666814663987,3.5137185374275814,7
0.05,0.068,5,True,False,False,485,8,14.41123708456677,0.17489170967073375,3.485810096310275,7
0.05,0.066,49,True,False,False,375,8,11.347329796266933,0.13658997254310118,3.4703951169961025,7
0.05,0.068,1,True,False,False,374,8,11.564727341800396,0.13930764724737837,3.4660551888382423,7
0.05,0.068,2,True,False,False,426,8,12.438452392660356,0.15023003627860093,3.463864700789973,7
0.05,0.068,3,True,False,False,419,8,12.899713426038886,0.1559962351366995,3.474980318358063,7
0.05,0.068,6,True,False,False,543,8,15.670911614417514,0.19063883192923817,3.4932479264801954,7
0.05,0.068,4,True,False,False,465,8,13.176122307182188,0.15945160750147883,3.477762192906145,7
0.05,0.068,8,True,False,False,470,8,14.016323338502621,0.16995491461361514,3.457573516439564,7
0.05,0.068,7,True,False,False,339,8,10.184157797992134,0.12204922326525831,3.4886827613967544,7
0.05,0.068,9,True,False,False,345,8,9.94178277216152,0.11901930630798488,3.488017012911946,7
0.05,0.068,13,True,False,False,381,8,11.197169666678601,0.13471282909311635,3.500641441850017,7
0.05,0.068,10,True,False,False,299,8,8.725251614301927,0.10381151690176008,3.4480440907843697,7
0.05,0.068,11,True,False,False,453,8,13.29762555240706,0.1609705128956713,3.486269713118166,7
0.05,0.068,12,True,False,False,529,8,15.288591778331067,0.18585947252419538,3.4674175100053177,7
0.05,0.068,21,True,False,False,376,8,11.173376507730206,0.1344153920387315,3.4335393816592887,7
0.05,0.068,14,True,False,False,420,8,11.951524499303007,0.14414297740040397,3.475069344911086,7
0.05,0.068,15,True,False,False,407,8,12.181481101543293,0.1470176523200986,3.457428768682918,7
0.05,0.068,17,True,False,False,419,8,11.964397440854611,0.14430390137222873,3.48388627738821,7
0.05,0.068,16,True,False,False,458,8,13.129412971539102,0.15886769672128637,3.4607850636167186,7
0.05,0.068,18,True,False,False,450,8,13.358671384467772,0.1617336434778483,3.5141090600681726,7
0.05,0.068,19,True,False,False,336,8,10.235492816226293,0.12269095933333649,3.4648883530994765,7
0.05,0.068,20,True,False,False,473,8,13.673274475105227,0.16566647950144864,3.495502920241923,7
0.05,0.068,26,True,False,False,383,8,11.748317702889556,0.14160270039250472,3.4860641102917667,7
0.05,0.068,22,True,False,False,362,8,10.98637315954793,0.13207767343988702,3.4785235651319,7
0.05,0.068,23,True,False,False,370,8,11.41108870995497,0.13738701928312652,3.469203836023572,7
0.05,0.068,24,True,False,False,461,8,12.943972296782658,0.15654951294975578,3.466092275217168,7
0.05,0.068,25,True,False,False,412,8,12.55057142938236,0.15163163026312057,3.4819405054395953,7
0.05,0.068,29,True,False,False,501,8,14.77297169164141,0.1794137341263236,3.4769575531063968,7
0.05,0.068,27,True,False,False,370,8,11.044576000916393,0.1328052639980751,3.473248679111601,7
0.05,0.068,28,True,False,False,214,8,6.512325577109846,0.07614784987322529,3.460726823380278,7
0.05,0.068,30,True,False,False,441,8,12.800306350743236,0.15475355280404937,3.480339776294139,7
0.05,0.068,31,True,False,False,417,8,12.150108254618846,0.14662546207911248,3.4806568501862514,7
0.05,0.068,32,True,False,False,373,8,11.311583351385888,0.13614310828361548,3.501220119826424,7
0.05,0.068,33,True,False,False,427,8,12.783137473757586,0.1545389255516806,3.4714458436817046,7
0.05,0.068,34,True,False,False,293,8,8.63229611343965,0.10264948526137789,3.4998795131337874,7
0.05,0.068,36,True,False,False,435,8,12.748167955937745,0.15410177359335245,3.4956099496953548,7
0.05,0.068,35,True,False,False,277,8,8.128725532151886,0.09635437705620228,3.4822497607419813,7
0.05,0.068,37,True,False,False,321,8,10.006634346292055,0.11983001224545711,3.4091587488743262,7
0.05,0.068,38,True,False,False,393,8,11.919157828523067,0.1437383634240212,3.4759279183264593,7
0.05,0.068,43,True,False,False,425,8,12.37670559284172,0.14945814303686458,3.446703928934862,7
0.05,0.068,40,True,False,False,398,8,12.068820290448496,0.145609285699472,3.493104850796267,7
0.05,0.068,39,True,False,False,324,8,9.540253413661503,0.11399980967846617,3.4802600578650824,7
0.05,0.068,41,True,False,False,501,8,15.038594830591204,0.18273427448628918,3.4663537132599442,7
0.05,0.068,44,True,False,False,237,8,7.124497409638295,0.08380057633910044,3.504414266267514,7
0.05,0.068,42,True,False,False,341,8,10.504365215584372,0.12605211847484254,3.4652521691304137,7
0.05,0.068,45,True,False,False,548,8,15.952178928238514,0.1941549391895853,3.458066173314938,7
0.05,0.068,46,True,False,False,375,8,11.525411996617006,0.13881616829895818,3.503148335379994,7
0.05,0.068,47,True,False,False,341,8,10.355891930864603,0.12419606220038862,3.5081530963739986,7
0.05,0.068,48,True,False,False,329,8,10.04273826369572,0.12028134525789298,3.4786975054740092,7
0.05,0.068,49,True,False,False,348,8,10.160450516240207,0.12175285976408001,3.4672327515503882,7
0.05,0.07,0,True,False,False,729,8,21.048684039874065,0.25786607027049824,3.483082453093809,7
0.05,0.07,2,True,False,False,497,8,13.940669211146968,0.16900916641973845,3.478913540434317,7
0.05,0.07,1,True,False,False,342,8,10.132002099191704,0.121397227620418,3.4763054908043984,7
0.05,0.07,3,True,False,False,480,8,14.104040550239095,0.1710514626194569,3.47126993852089,7
0.05,0.07,4,True,False,False,484,8,14.472254707568222,0.17565448755078836,3.478146527061448,7
