phi,alpha,reproduction_rate,successor_capability,survived,collapsed,extinct,final_population,final_ai_generation,runaway_term_mean,runaway_term_max,final_avg_U_sys,final_avg_L_t
25.0,0.1,0.066,4.0,True,False,False,418,300,0.030061671633909423,4.632502994500251,8.058569914993779e+54,6.44686242653562e+52
25.0,0.1,0.066,4.0,True,False,False,421,300,0.03010183419674666,4.662183799170962,8.021176923514835e+54,6.416947998558006e+52
25.0,0.1,0.066,4.0,True,False,False,601,300,0.013968329752565473,2.5751163262037107,1.1756942542728341e+55,9.40556348818635e+52
25.0,0.1,0.066,4.0,True,False,False,416,300,0.03079828079971108,4.7251455637180335,7.760720982993488e+54,6.208583028077593e+52
25.0,0.1,0.066,4.0,True,False,False,477,300,0.029483703702891592,4.582991232831607,8.90485692771937e+54,7.12389271134356e+52
25.0,0.1,0.08,4.0,True,False,False,2212,300,0.015096322904638946,2.741104753050826,1.915169581158185e+55,1.5321371995457381e+53
25.0,0.5,0.06,4.0,False,True,False,37,5,0.18427265805979962,0.37907905050481583,0.0,0.0
25.0,0.1,0.08,4.0,True,False,False,2203,300,0.013963514572587661,2.556867427834451,1.9167387821637354e+55,1.533392561252269e+53
25.0,0.1,0.08,4.0,True,False,False,2146,300,0.02981469112319277,4.6206513442944654,1.913977827092235e+55,1.5311837951258902e+53
25.0,0.5,0.06,4.0,False,True,False,66,285,0.015698667042414762,1.0000847428584647,0.0,0.0
25.0,0.5,0.06,4.0,False,True,False,135,299,0.006547875812345841,1.227842133226432,0.0,0.0
25.0,0.5,0.06,4.0,False,True,False,62,280,0.01922307578717922,0.9888317478310831,0.0,0.0
25.0,0.1,0.08,4.0,True,False,False,2105,300,0.029911374703037237,4.629060581446406,1.9084371896158354e+55,1.5267512804770597e+53
25.0,0.5,0.06,4.0,False,True,False,47,300,0.0058250592069613106,1.3307037863994706,0.0,0.0
25.0,0.1,0.08,4.0,True,False,False,2251,300,0.030479364548964494,4.701898954431936,1.9265714458836703e+55,1.5412587000924007e+53
25.0,0.1,0.08,4.0,True,False,False,2230,300,0.030295306935649514,4.708086521583659,1.9153644436110605e+55,1.532293089170254e+53
25.0,0.1,0.08,4.0,True,False,False,2367,300,0.030263086479111266,4.7168566924533115,1.91608448365988e+55,1.5328691215355577e+53
25.0,0.1,0.08,4.0,True,False,False,2138,300,0.02964404043542924,4.629281965790988,1.9248920045554998e+55,1.5399151457418e+53
25.0,0.1,0.08,4.0,True,False,False,2154,300,0.029435783329007783,4.5588886788040535,1.919782697035767e+55,1.535827695537922e+53
25.0,0.1,0.08,4.0,True,False,False,2214,300,0.02991809369860766,4.646171674599386,1.9272645933892387e+55,1.5418132183718541e+53
25.0,0.5,0.06,4.0,False,True,False,63,299,0.0026159134339656903,0.40710480498478896,0.0,0.0
25.0,0.5,0.06,4.0,False,True,False,112,299,0.006707645362898035,1.2602096032614374,0.0,0.0
25.0,0.5,0.06,4.0,True,False,False,248,300,0.005735773538387082,1.307328297152298,4.5943228625141605e+54,3.6754620092309533e+52
25.0,0.5,0.06,4.0,False,True,False,147,299,0.0026812681776009826,0.4194182367023964,0.0,0.0
25.0,0.5,0.06,4.0,False,True,False,147,299,0.002665380232218561,0.41343270635476514,0.0,0.0
25.0,0.5,0.066,4.0,True,False,False,274,173,0.08161568979140771,1.0229582696817312,2.2175707709444112e+32,1.774058409514363e+30
25.0,0.5,0.066,4.0,True,False,False,208,150,0.09013281678960273,1.0747000689515507,1.54374044871411e+28,1.2349936079854743e+26
25.0,0.5,0.066,4.0,True,False,False,521,298,0.008018537313188029,1.2570807387965646,4.420055270318293e+54,3.5360477717541185e+52
25.0,0.5,0.066,4.0,True,False,False,441,295,0.009967080861328814,1.104822203395405,1.113357191183686e+54,8.906866490318784e+51
25.0,0.5,0.066,4.0,True,False,False,553,300,0.005455142988501577,1.259022798259346,1.030732799121247e+55,8.245870690576638e+52
25.0,0.5,0.066,4.0,True,False,False,442,279,0.019936265944460914,0.9848518579631254,1.7011171050783925e+51,1.3608950541769543e+49
25.0,0.5,0.066,4.0,True,False,False,426,256,0.028724910943980143,1.0267696735358967,1.4465118720132997e+47,1.1572106628830851e+45
25.0,0.5,0.066,4.0,True,False,False,491,300,0.00592608977937501,1.349994443330362,9.271099539635171e+54,7.416887090214018e+52
25.0,0.5,0.066,4.0,True,False,False,392,117,0.11936096560474799,1.0242918069593867,4.457029181970362e+22,3.565626935861144e+20
25.0,0.5,0.066,4.0,True,False,False,346,245,0.03837952746817605,1.024218583426154,1.3665189390061795e+45,1.0932162540833671e+43
25.0,1.0,0.06,4.0,False,True,False,116,298,0.0009527366049221916,0.28582098147665747,0.0,0.0
25.0,0.5,0.08,4.0,True,False,False,1664,5,0.1897230408213894,0.4026649370123627,8979.406365113042,44.89497992597177
25.0,0.5,0.08,4.0,True,False,False,2088,289,0.016757270397280272,1.1559922299506242,2.219048211998502e+53,1.7752403473375773e+51
25.0,1.0,0.06,4.0,False,True,False,143,296,0.0009586125920946128,0.28758377762838383,0.0,0.0
25.0,0.5,0.08,4.0,True,False,False,2169,266,0.030305343284083856,1.077822077643558,1.9755724682084106e+49,1.5804595574479207e+47
25.0,1.0,0.06,4.0,False,True,False,171,296,0.0009492828498613319,0.28478485495839956,0.0,0.0
25.0,1.0,0.06,4.0,False,True,False,109,296,0.0008558907717251208,0.2567672315175362,0.0,0.0
25.0,0.5,0.08,4.0,True,False,False,2249,273,0.02405386746792476,0.9955539157589048,3.386756964192006e+50,2.709408284370256e+48
25.0,1.0,0.06,4.0,True,False,False,215,295,0.0009140775335298016,0.2742232600589405,5.513048383453853e+53,4.410443178973317e+51
25.0,0.5,0.08,4.0,True,False,False,2197,295,0.011700788456917965,1.2157270677459424,2.539539836013157e+54,2.0316339033300639e+52
25.0,0.5,0.08,4.0,True,False,False,1940,294,0.012602160381792344,1.1854977737788177,1.6818598832260705e+54,1.34548925411119e+52
25.0,0.5,0.08,4.0,True,False,False,2129,252,0.04161046926424673,1.075686594722658,6.775754846169471e+46,5.420609304288911e+44
25.0,0.5,0.08,4.0,True,False,False,1842,5,0.19236009075620394,0.3885778222725491,8951.931698295062,44.757606428332366
25.0,0.5,0.08,4.0,True,False,False,2096,5,0.19482618072727456,0.4136499433536869,8882.35843703392,44.40973971166144
25.0,0.5,0.08,4.0,True,False,False,2083,294,0.011920370161962308,1.184295207640755,1.684834868118789e+54,1.347869244244e+52
25.0,1.0,0.06,4.0,False,True,False,81,296,0.0009852509820966386,0.29557529462899157,0.0,0.0
25.0,1.0,0.06,4.0,True,False,False,210,293,0.0009642044636271963,0.2892613390881589,2.2697804835234724e+53,1.8158262301305633e+51
25.0,1.0,0.06,4.0,False,True,False,56,295,0.0008835591130732142,0.26506773392196425,0.0,0.0
25.0,1.0,0.06,4.0,False,True,False,75,295,0.0009347523518732611,0.2804257055619783,0.0,0.0
25.0,1.0,0.06,4.0,False,True,False,148,296,0.0009431842558666944,0.2829552767600083,0.0,0.0
25.0,1.0,0.066,4.0,True,False,False,560,296,0.0009404902943643319,0.2821470883092996,2.0990614014005835e+54,1.6792508082350778e+52
25.0,1.0,0.066,4.0,True,False,False,518,295,0.0009220398514508739,0.2766119554352622,1.2861042497982606e+54,1.0288844347084065e+52
25.0,1.0,0.066,4.0,True,False,False,541,297,0.0009766043470376426,0.29298130411129275,3.07955261556571e+54,2.4636445682464565e+52
25.0,1.0,0.066,4.0,True,False,False,629,296,0.0009843791936175838,0.29531375808527516,2.37171414463392e+54,1.897373222947709e+52
25.0,1.0,0.066,4.0,True,False,False,480,293,0.0009625693301891277,0.2887707990567383,5.349340967704832e+53,4.2794770765077725e+51
25.0,1.0,0.066,4.0,True,False,False,547,296,0.0009645715247884837,0.28937145743654513,2.0419780100679873e+54,1.633584050856836e+52
25.0,1.0,0.066,4.0,True,False,False,516,295,0.0009958643943661105,0.29875931830983316,1.3093321594719593e+54,1.047466780529559e+52
25.0,1.0,0.066,4.0,True,False,False,263,296,0.0010042016705774789,0.30126050117324366,9.827906053717485e+53,7.862332803869707e+51
25.0,1.0,0.066,4.0,True,False,False,464,294,0.0010108662472109338,0.30325987416328015,7.963675118775012e+53,6.370946508068316e+51
25.0,1.0,0.066,4.0,True,False,False,369,296,0.0008919204801133403,0.2675761440340021,1.3867914104646468e+54,1.1094342469027484e+52
25.0,2.0,0.06,4.0,False,True,False,92,278,0.0005393277509983721,0.16179832529951166,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,97,279,0.0005780980437989521,0.17342941313968563,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,115,276,0.0005274125454706728,0.15822376364120183,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,73,285,0.0005183034025356773,0.1554910207607032,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,51,284,0.0004668939389604939,0.14006818168814816,0.0,0.0
25.0,1.0,0.08,4.0,True,False,False,2219,296,0.0009395377905012362,0.28186133715037087,3.777885195709574e+54,3.022311182719524e+52
25.0,1.0,0.08,4.0,True,False,False,2199,298,0.0009418011480889085,0.28254034442667253,8.532935601000206e+54,6.826355316057062e+52
25.0,1.0,0.08,4.0,True,False,False,2114,295,0.0009732874030955345,0.29198622092866033,2.526156886425957e+54,2.0209275328864391e+52
25.0,1.0,0.08,4.0,True,False,False,2172,297,0.0009751797885053182,0.29255393655159545,5.656246570705514e+54,4.5250017880703856e+52
25.0,1.0,0.08,4.0,True,False,False,2191,295,0.0010036087320881917,0.30108261962645755,2.551595190708093e+54,2.041278196497767e+52
25.0,1.0,0.08,4.0,True,False,False,2147,296,0.00094187224266392,0.282561672799176,3.778711289813975e+54,3.022972059027675e+52
25.0,1.0,0.08,4.0,True,False,False,2208,292,0.0008903925502263362,0.26711776506790086,7.523054798301793e+53,6.018449866245684e+51
25.0,1.0,0.08,4.0,True,False,False,2122,294,0.001054416744580499,0.3163250233741497,1.6855857998839187e+54,1.3484699901188157e+52
25.0,1.0,0.08,4.0,True,False,False,2161,294,0.00097117172392769,0.291351517178307,1.6918084104668956e+54,1.3534480836564237e+52
25.0,1.0,0.08,4.0,True,False,False,2184,293,0.0009356150405432503,0.2806845121629751,1.1117414370995412e+54,8.893940403555856e+51
25.0,2.0,0.06,4.0,False,True,False,90,281,0.0005328906591813465,0.15986719775440394,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,45,255,0.0005438867119406665,0.16316601358219995,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,126,282,0.0004824166393455953,0.1447249918036786,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,136,271,0.0005354375670262001,0.16063127010786005,0.0,0.0
25.0,2.0,0.06,4.0,False,True,False,81,281,0.0005382924101773323,0.1614877230531997,0.0,0.0
25.0,2.0,0.066,4.0,True,False,False,371,269,0.000542447123489862,0.1627341370469586,2.46883099148387e+49,1.9750667846109444e+47
25.0,2.0,0.066,4.0,True,False,False,446,272,0.000486247999203732,0.1458743997611196,1.0107473949716154e+50,8.085987301787381e+47
25.0,2.0,0.066,4.0,True,False,False,481,280,0.0005327563684090656,0.1598269105227197,2.6295283592647397e+51,2.1036248052716237e+49
25.0,2.0,0.066,4.0,True,False,False,381,279,0.000544224361680589,0.1632673085041767,1.4663035389822455e+51,1.1730440147580017e+49
25.0,2.0,0.066,4.0,True,False,False,380,280,0.0005158395670334552,0.15475187011003655,2.1680056818379425e+51,1.7344062935375505e+49
25.0,2.0,0.066,4.0,True,False,False,478,267,0.00048560871417311355,0.14568261425193407,1.4273897673815406e+49,1.1419129626740224e+47
25.0,2.0,0.066,4.0,True,False,False,322,260,0.00048046545421824555,0.14413963626547366,5.427616722956241e+47,4.3420977585376266e+45
25.0,2.0,0.066,4.0,True,False,False,613,286,0.0005258722452896966,0.15776167358690896,3.995523936262813e+52,3.1964223614327053e+50
25.0,2.0,0.066,4.0,True,False,False,396,285,0.0005216620189389391,0.15649860568168172,1.7281203303448963e+52,1.3824976575804841e+50
25.0,2.0,0.066,4.0,True,False,False,357,285,0.000543873830285142,0.1631621490855426,1.52556727706195e+52,1.2204550535021638e+50
25.0,2.0,0.08,4.0,True,False,False,1750,4,0.0,0.0,6513.736992268267,32.566627543738214
25.0,2.0,0.08,4.0,True,False,False,1836,4,0.0,0.0,6551.1571903077875,32.75372880310202
25.0,2.0,0.08,4.0,True,False,False,1783,4,0.0,0.0,6523.280468513966,32.61434499126811
25.0,2.0,0.08,4.0,True,False,False,2342,278,0.0005336706803504392,0.16010120410513173,2.571494753881206e+51,2.0571978629609984e+49
25.0,2.0,0.08,4.0,True,False,False,2140,258,0.0005681521675108988,0.17044565025326963,7.751005916844793e+47,6.20081094436107e+45
25.0,2.0,0.08,4.0,True,False,False,2146,273,0.0005629565860230675,0.16888697580692025,3.40179657687447e+50,2.7214399863516068e+48
25.0,2.0,0.08,4.0,True,False,False,2246,270,0.0005535598292056542,0.16606794876169628,9.993298284101722e+49,7.994646630734851e+47
25.0,2.0,0.08,4.0,True,False,False,1870,4,0.0,0.0,6520.694618046444,32.60141572086569
25.0,2.0,0.08,4.0,True,False,False,2195,271,0.0005815543147797752,0.17446629443393258,1.4967309245950436e+50,1.19738593853295e+48
25.0,2.0,0.08,4.0,True,False,False,2113,276,0.0005476983754896499,0.16430951264689497,1.1422492781588369e+51,9.13800337497321e+48
