reproduction_rate,defense_active,seed,extinct,final_population,collapsed,survived,opacity_accum_final,max_opacity_reached,step_opacity_exceeded_threshold,defense_fired_count,defense_blocked_count,final_ai_generation,steps_completed,final_avg_U_sys,final_avg_L_t
0.07,False,828081316,False,205,False,True,0.42411486461348114,0.4234085987315293,164,0,0,1,300,18.669503790396764,0.2015377152056107
0.07,False,1263531448,False,246,False,True,0.48552820738847746,0.48464026659475384,158,0,0,1,300,21.023203536341132,0.23095912749824918
0.07,False,2074051510,False,229,False,True,0.5621764144240524,0.5613223343644708,124,0,0,1,300,23.950942101636,0.26755606535869414
0.07,False,585647199,False,234,False,True,0.609545707482189,0.6087177569723271,117,0,0,1,300,25.761245125197675,0.2901849804956411
0.07,False,199199419,False,375,False,True,0.7192357235867866,0.7178876230824534,112,0,0,1,300,29.97258017281633,0.34282696467281376
0.07,False,562110758,False,401,False,True,0.6436655205167153,0.6422080601620249,118,0,0,1,300,27.089718734348136,0.30679099393769527
0.07,False,1421955265,False,303,False,True,0.6001492979163487,0.5990550532503459,127,0,0,1,300,25.41174176733941,0.28581616393536585
0.07,False,646339867,False,288,False,True,0.5514211112625208,0.5503459746930134,133,0,0,1,300,23.54751703614386,0.262513223708531
0.07,False,2073794256,False,532,False,True,0.7927054802109689,0.7907668790252628,114,0,0,1,300,32.80458924582934,0.3782272771877508
0.07,False,1759098195,False,405,False,True,0.6531687874975144,0.6517014173066671,120,0,0,1,300,27.451858041986544,0.3113177607766188
0.07,False,740915209,False,237,False,True,0.5035878393184287,0.5027398201374743,146,0,0,1,300,21.711793590103937,0.23956655157723503
0.07,False,1587018072,False,370,False,True,0.5867263612463088,0.585416660016999,131,0,0,1,300,24.908308877734843,0.2795232173775354
0.07,False,687388366,False,285,False,True,0.4646053403854748,0.46357305140260496,171,0,0,1,300,20.22888052889211,0.22103003407055283
0.07,False,1114753749,False,400,False,True,0.5914153840922644,0.5899859054499247,126,0,0,1,300,25.092089428520374,0.2818204872192906
0.07,False,528780380,False,419,False,True,0.6030256637360962,0.6015395178244584,133,0,0,1,300,25.53722691195079,0.2873847370628843
0.07,False,1274259813,False,237,False,True,0.4731634918383262,0.47232403457991323,151,0,0,1,300,20.54882741250192,0.22502939254616838
0.07,False,107857326,False,241,False,True,0.5178205911227443,0.5169678276748442,130,0,0,1,300,22.2563088448516,0.24637303053539839
0.07,False,1293677550,False,304,False,True,0.6450541878501477,0.6439663489797491,112,0,0,1,300,27.128947008652883,0.30728135011294766
0.07,False,1288982631,False,392,False,True,0.7081524252182811,0.7067289699406097,112,0,0,1,300,29.55261034087893,0.33757731219033826
0.07,False,1967200240,False,363,False,True,0.5577458072516734,0.5564440585128076,144,0,0,1,300,23.799512001940414,0.26566317857050575
0.07,False,2065723832,False,411,False,True,0.5915535762066373,0.5900767497721713,137,0,0,1,300,25.09898724165927,0.28190671036306253
0.07,False,1014968849,False,320,False,True,0.6047166703257063,0.6035573783651853,114,0,0,1,300,25.58885848371954,0.288030135318418
0.07,False,1033864274,False,569,False,True,0.7971178035768676,0.7950934167470518,106,0,0,1,300,32.97592598782098,0.3803689984574824
0.07,False,1580560345,False,371,False,True,0.6001154208861565,0.5988117922841695,122,0,0,1,300,25.419280532214607,0.28591039906232196
0.07,False,249695229,False,201,False,True,0.3359459408836218,0.3352608484982781,235,0,0,1,300,15.299244329750596,0.15940923502821705
0.07,False,38483252,False,341,False,True,0.5722588876140239,0.5710056169662103,138,0,0,1,300,24.351568170731618,0.2725639194269594
0.07,False,896660393,False,360,False,True,0.5856224416516822,0.5843524197746646,145,0,0,1,300,24.86408258531275,0.2789703856280573
0.07,False,757953873,False,238,False,True,0.5217743849121472,0.5209193065127521,134,0,0,1,300,22.407919282850933,0.24826817163197337
0.07,False,1459530684,False,279,False,True,0.6129475869549051,0.6119471566807232,127,0,0,1,300,25.897983041665242,0.2918942140250412
0.07,False,818116519,False,237,False,True,0.4765532892866583,0.4757194902010313,134,0,0,1,300,20.678922902756245,0.2266555953171105
0.07,False,1534236937,False,287,False,True,0.489872254084346,0.48888319825999194,156,0,0,1,300,21.19433053226088,0.23309822701344876
0.07,False,164031552,False,212,False,True,0.4937866604289299,0.49305650176569127,134,0,0,1,300,21.33360600463399,0.23483918019607083
0.07,False,1792353175,False,608,False,True,0.8607683850086524,0.8585905244558668,104,0,0,1,300,35.41590059148982,0.4108688526178755
0.07,False,1862192022,False,483,False,True,0.7072921958729058,0.7055646434555785,106,0,0,1,300,29.531359052533663,0.33731166955486247
0.07,False,1299287484,False,388,False,True,0.7147229334689276,0.713288078158873,114,0,0,1,300,29.80466820131901,0.3407280532075672
0.07,False,1081024903,False,323,False,True,0.5209244578226047,0.5197752097736132,141,0,0,1,300,22.385934126370024,0.24799335565407504
0.07,False,1136441793,False,361,False,True,0.5620005651014623,0.5606852253738486,143,0,0,1,300,23.96182739513748,0.2676921323005011
0.07,False,1956067168,False,313,False,True,0.6053149165523642,0.6041891061218195,115,0,0,1,300,25.610664626952516,0.2883027136137314
0.07,False,1950450102,False,354,False,True,0.6295094862986721,0.628216817682506,122,0,0,1,300,26.541511001673133,0.29993835874390934
0.07,False,824575311,False,365,False,True,0.6753094800402073,0.6740034055444764,113,0,0,1,300,28.29348432164915,0.32183814845968023
0.07,False,1915573495,False,306,False,True,0.6215609240505482,0.6204760482459984,113,0,0,1,300,26.23114889164611,0.2960588105624358
0.07,False,1529045988,False,322,False,True,0.6086524633665852,0.6075061649359379,118,0,0,1,300,25.739250358716532,0.2899100443278221
0.07,False,1516042312,False,292,False,True,0.5186185610102803,0.51754669103637,159,0,0,1,300,22.29450477704949,0.24685048240495622
0.07,False,929476071,False,433,False,True,0.5811456629643444,0.5795766417637932,139,0,0,1,300,24.703527347468643,0.27696343386038497
0.07,False,316999895,False,345,False,True,0.6682473170266507,0.6670353563712802,115,0,0,1,300,28.019635508875734,0.31841501902528296
0.07,False,44816403,False,385,False,True,0.6409338898968366,0.6395342221829309,117,0,0,1,300,26.98325572337341,0.30546019890293935
0.07,False,1045566314,False,427,False,True,0.6551925798702128,0.6536477959856484,122,0,0,1,300,27.532266160133602,0.31232286788804847
0.07,False,857828911,False,246,False,True,0.48411553456409184,0.483253519849138,154,0,0,1,300,20.968964748445927,0.2302811387957352
0.07,False,653276670,False,272,False,True,0.575158145574416,0.5741545665992428,122,0,0,1,300,24.452750224082845,0.2738287021676392
0.07,False,648066350,False,388,False,True,0.6277268770509081,0.6263538213874075,124,0,0,1,300,26.4775031249129,0.29913825580550973
0.07,False,555003603,False,337,False,True,0.5591778070078687,0.5579200358370382,140,0,0,1,300,23.851853903291612,0.26631745600150436
0.07,False,980387006,False,360,False,True,0.5758644112159205,0.5745589000146988,139,0,0,1,300,24.491581521505406,0.27431409618586977
0.07,False,1949356058,False,309,False,True,0.4881902572266565,0.4871280120367063,165,0,0,1,300,21.132761432277878,0.23232860892722082
0.07,False,1798170174,False,387,False,True,0.6947425346002469,0.693389166659323,103,0,0,1,300,29.03809051062218,0.33114577813672574
0.07,False,913547904,False,394,False,True,0.5595852042293893,0.5581841633870231,133,0,0,1,300,23.8734478829772,0.26658738223259176
0.07,False,1310982342,False,233,False,True,0.42717938925749754,0.42636417485046885,180,0,0,1,300,18.79121085999007,0.2030590621222621
0.07,False,1964330945,False,365,False,True,0.5403677772178157,0.5390560331122534,138,0,0,1,300,23.136032371629614,0.25736963642199856
0.07,False,2073755900,False,346,False,True,0.5428356764676371,0.5416241915731019,131,0,0,1,300,23.226942741619215,0.2585060224794444
0.07,False,1555382123,False,254,False,True,0.586767714199974,0.5858736901283059,111,0,0,1,300,24.893600743373224,0.2793393646434351
0.07,False,1397711361,False,392,False,True,0.6707336199577155,0.6693322254566332,115,0,0,1,300,28.12135425721548,0.3196865105003379
0.07,False,1069988138,False,368,False,True,0.592883878800352,0.59153704348206,133,0,0,1,300,25.143548567680966,0.2824637301107094
0.07,False,795414794,False,394,False,True,0.7509704734144539,0.7494996388146757,102,0,0,1,300,31.190933514198925,0.35805646704329924
0.07,False,1217015613,False,204,False,True,0.45921541871550375,0.4584932852107244,154,0,0,1,300,20.01177883516441,0.21831624765094848
0.07,False,173825544,False,278,False,True,0.6435981335487507,0.6426274544772853,102,0,0,1,300,27.069292114330263,0.30653565971340185
0.07,False,526159714,False,257,False,True,0.496926792291308,0.49597890113152143,146,0,0,1,300,21.46109896584123,0.23643285111261017
0.07,False,2114511509,False,501,False,True,0.6402071305603166,0.6384166922916023,129,0,0,1,300,26.97066350554288,0.3053027952209814
0.07,False,1800630346,False,191,False,True,0.44914860105332866,0.44845949382472206,158,0,0,1,300,19.624707160783007,0.21347782446037272
0.07,False,906911790,False,212,False,True,0.4550224269654797,0.4542490977848382,144,0,0,1,300,19.852353801340602,0.2163234234553074
0.07,False,777865856,False,371,False,True,0.6148304282358076,0.613506277817336,122,0,0,1,300,25.98289550484469,0.29295562576749307
0.07,False,1828273505,False,378,False,True,0.676116596350698,0.6747445449624206,110,0,0,1,300,28.326257515382263,0.3222478156408262
0.07,False,1809772985,False,401,False,True,0.6465169663862922,0.6450437185310439,122,0,0,1,300,27.198634432075167,0.30815244783245355
0.07,False,111975585,False,336,False,True,0.5119049829182855,0.5107042652661876,154,0,0,1,300,22.043829391703177,0.24371702248370372
0.07,False,1737483863,False,219,True,False,0.5468892843385956,0.546084699738248,137,0,0,1,300,23.36529587447379,0.26023544640412277
0.07,False,1299195439,False,318,False,True,0.5215543695144828,0.5204147498269294,143,0,0,1,300,22.410190141447977,0.24829655751014001
0.07,False,1178727697,False,337,False,True,0.5693286151559391,0.5681204072169692,125,0,0,1,300,24.238934227620277,0.2711559871625528
0.07,False,1298075861,False,240,False,True,0.6278670158858911,0.6269752937300371,114,0,0,1,300,26.46360723092647,0.2989645561043514
0.07,False,232569528,False,195,False,True,0.4620834064127104,0.4613619057122217,146,0,0,1,300,20.120494785788882,0.2196752046431653
0.07,False,1010302730,False,500,False,True,0.6614637228034527,0.6596957540512027,120,0,0,1,300,27.78200928933209,0.31544467455578534
0.07,False,424731601,False,349,False,True,0.5762921383508287,0.5750700971275651,133,0,0,1,300,24.505874518860317,0.2744927596506192
0.07,False,130428596,False,266,False,True,0.5692827613881003,0.5683349642526783,118,0,0,1,300,24.226919228004498,0.2710057988779544
0.07,True,1301783340,False,161,True,False,0.5086076955465537,0.5073046169738145,160,141,141,1,300,21.92147630063198,0.24218760066842132
0.07,True,749281337,False,266,False,True,0.7124332194441115,0.7101974815176924,124,177,177,1,300,29.746242912973404,0.33999773346359174
0.07,True,1177585156,False,261,False,True,0.4839562431800761,0.48180712642829293,204,97,97,1,300,21.011858299347544,0.23081731162173494
0.07,True,1542775063,False,287,False,True,0.6825251921366554,0.6801749846388069,139,162,162,1,300,28.607942317766884,0.32576889598809133
0.07,False,509770452,False,423,False,True,0.6408880840030041,0.6393881882827174,131,0,0,1,300,26.984649701927424,0.3054776236835274
0.07,False,541045850,False,285,False,True,0.4493748295819538,0.4483674145915227,186,0,0,1,300,19.64589176804479,0.21374263349909464
0.07,False,1389661563,False,320,False,True,0.6090285223746514,0.6079322321927767,117,0,0,1,300,25.753498151491012,0.29008814271974387
0.07,False,808157065,False,457,False,True,0.6821103082379003,0.6804729290459341,125,0,0,1,300,28.565648648454737,0.32524022161225485
0.07,False,916742042,False,237,False,True,0.42224653290376984,0.4214043881310879,182,0,0,1,300,18.603584750146226,0.2007137225591331
0.07,False,1705867015,False,200,True,False,0.5332321135446019,0.5325210288541641,142,0,0,1,300,22.840294298105402,0.2536728897841352
0.07,False,2056180458,False,373,False,True,0.6232066095090812,0.6218654700406903,127,0,0,1,300,26.302237928915535,0.29694742851464695
0.07,False,682334384,False,316,False,True,0.56099495098265,0.5598775160545645,144,0,0,1,300,23.91690667099103,0.2671306201334116
0.07,False,2079017158,False,228,False,True,0.5017238674079052,0.5009174965989919,133,0,0,1,300,21.640136753729184,0.23867083606998798
0.07,False,857149995,False,290,False,True,0.4767027158159747,0.4756602782191174,161,0,0,1,300,20.69184653830857,0.22681714172853076
0.07,False,705075205,False,394,False,True,0.6353092599016231,0.6339094202737622,118,0,0,1,300,26.76823247685826,0.3027723931548628
0.07,False,287564461,False,465,False,True,0.7338914590014856,0.7322379389394539,116,0,0,1,300,30.545825127694904,0.34999256696568376
0.07,True,1680450214,False,280,False,True,0.6896690886241807,0.6874538852273533,128,173,173,1,300,28.87900581267617,0.32915720869863996
0.07,True,584735353,False,333,False,True,0.6953981341699021,0.6927931076202303,135,166,166,1,300,29.11183524430574,0.3320675930179068
0.07,True,558315379,False,334,False,True,0.8187295994128423,0.8161050069781048,101,199,199,1,300,33.82786352845958,0.3910182780578303
0.07,True,1068397731,False,383,False,True,0.7019112614531534,0.6989631332716552,137,164,164,1,300,29.374356143284984,0.3353491226823645
0.07,True,404329270,False,422,False,True,0.7233814416374026,0.720096606460553,141,160,160,1,300,30.207498137416234,0.3457634561798906
0.07,True,892733749,False,337,False,True,0.7256878062514384,0.7228890492080341,128,173,173,1,300,30.27454267897509,0.346601517580693
0.07,True,1700036495,False,375,False,True,0.915077161624941,0.9120148762919849,114,187,187,1,300,37.52348345166115,0.43721378701158453
0.07,True,2082243621,False,349,False,True,0.8286631691456119,0.825896727460146,124,177,177,1,300,34.20950683913467,0.39578884631927025
0.07,True,403117297,False,530,False,True,0.9345965216494064,0.93036489194027,120,181,181,1,300,38.31984994096545,0.4471684241266555
0.07,True,279164401,False,184,True,False,0.6100538261998218,0.6086249192340514,133,168,168,1,300,25.804443392259053,0.29072496235037
0.07,True,567183185,False,231,False,True,0.5100374587192497,0.5082922516460586,142,159,159,1,300,21.996147651229546,0.24312099780715565
0.07,True,1381189860,False,190,False,True,0.525602663595864,0.524113587423828,170,131,131,1,300,22.578404890458405,0.2503992542036526
0.07,True,1569951754,False,210,False,True,0.508786119753317,0.5070980290458358,171,130,130,1,300,21.944069311517605,0.24247001476884275
0.07,True,963337220,False,304,False,True,0.5543156148753965,0.5518307230999681,185,116,116,1,300,23.713118087557802,0.26458324893173385
0.07,True,1442130991,False,445,False,True,1.0008734881280619,0.95,99,199,199,1,300,40.82214132524887,0.47844724236207903
0.07,True,1271599552,False,346,False,True,0.7521040913997203,0.7493745608727663,121,180,180,1,300,31.28300924877875,0.35920742068809636
0.07,True,498198322,False,473,False,True,0.8654814130183598,0.861672541752695,114,187,187,1,300,35.65775278287595,0.41389202250700813
0.07,True,724627373,False,241,False,True,0.625688882265269,0.6237970856677152,147,154,154,1,300,26.41973698399121,0.2984161755045899
0.07,True,1867100971,False,214,False,True,0.6301005247320007,0.6283911767212118,131,170,170,1,300,26.58029219154143,0.30042312682001493
0.07,True,1236625579,False,287,False,True,0.7221798879140716,0.7198728982004038,122,179,179,1,300,30.123357499139814,0.34471169231187204
0.07,True,48345378,False,271,False,True,0.6655457754807825,0.6634065557758132,128,173,173,1,300,27.953667116531385,0.3175904100050326
0.07,True,980579139,False,331,False,True,0.6796278432823566,0.6770209163408518,133,168,168,1,300,28.510107232906908,0.32454595053840557
0.07,True,1924305311,False,426,False,True,0.8762217377872151,0.8728834769303478,118,183,183,1,300,36.05243006013979,0.418825516179662
0.07,True,1867033328,False,318,False,True,0.7150263498387731,0.7125770302287439,126,175,175,1,300,29.85802292265258,0.34139499139990254
0.07,True,860873884,False,382,False,True,0.7861181963651316,0.7830782825305712,118,183,183,1,300,32.59649106998824,0.375626035823176
0.07,True,718586818,False,297,False,True,0.6632529001940609,0.6608264455432377,125,176,176,1,300,27.875776015619678,0.31661676576405456
0.07,True,229833660,False,248,False,True,0.6256791156124087,0.6237149787525302,126,175,175,1,300,26.42206688116794,0.29844529929899016
0.07,True,1152381854,False,358,False,True,0.7607919557285189,0.7579790986734192,115,186,186,1,300,31.61858075209743,0.3634020880923515
0.07,True,350836318,False,280,False,True,0.5829920264460966,0.5807679441144642,150,151,151,1,300,24.80077393208292,0.2781790235041307
0.07,True,8147325,False,480,False,True,0.8392482798545636,0.8353724829026672,139,162,162,1,300,34.65599328437518,0.401369958228768
0.07,True,101365632,False,395,False,True,0.8668837709552605,0.8636765105157762,108,193,193,1,300,35.6865519271261,0.4142520137865665
0.07,True,1565081310,False,147,True,False,0.4779598056196779,0.4767871317269115,174,127,127,1,300,20.745133104821075,0.22748322794686213
0.07,True,1761391625,False,291,False,True,0.6316311491745896,0.629292252022584,139,162,162,1,300,26.663633409420868,0.3014648978526507
0.07,True,445242595,False,353,False,True,0.8335195132181814,0.8306910455299281,113,188,188,1,300,34.40136949553454,0.3981871429817726
0.07,True,450386723,False,356,False,True,0.5972854504492169,0.594474568945092,164,137,137,1,300,25.367439878931464,0.28526238768838746
0.07,True,1677662417,False,349,False,True,0.8469301525943433,0.8440981868743844,124,177,177,1,300,34.910490739748724,0.4045511943592955
0.07,True,968890154,False,346,False,True,0.7815188291657563,0.7786765368216824,123,178,178,1,300,32.40976521441279,0.37329194953316897
0.07,True,1550853162,False,318,False,True,0.8266017577760232,0.8241106278972836,123,178,178,1,300,34.12321832251818,0.39471023375101455
0.07,True,647098077,False,351,False,True,0.9008310305074028,0.8980469543335714,112,189,189,1,300,36.96961746990029,0.43029042326097106
0.07,True,899897904,False,502,False,True,0.9073402974716093,0.9032429573424169,125,176,176,1,300,37.26903553340431,0.43403317017077503
0.07,True,710764310,False,352,False,True,0.805883383894069,0.8031415667543585,118,183,183,1,300,33.340897326218986,0.38493116640747943
0.07,True,1516275817,False,360,False,True,0.8353630406401933,0.832490317268657,118,183,183,1,300,34.47183216305825,0.39906793134284474
0.07,True,1687101002,False,524,False,True,0.9389211288961654,0.9346663704295064,117,184,184,1,300,38.48034869620543,0.4491746697895536
0.07,True,1312676152,False,558,False,True,1.0682186143540136,0.95,98,199,199,1,300,43.43188797362971,0.51106925894072
0.07,True,967127359,False,432,False,True,0.7866871692012389,0.7832041401808365,125,176,176,1,300,32.63287220072524,0.37608080252578424
0.07,True,1835012363,False,302,False,True,0.6473638259333413,0.6450011710257869,138,163,163,1,300,27.267423672414505,0.3090123186696262
0.07,True,1338571259,False,311,False,True,0.7804090213490872,0.7779855620485031,119,182,182,1,300,32.35534788635023,0.37261172908712514
0.07,True,734946559,False,352,False,True,0.7558628280189024,0.752983668747652,125,176,176,1,300,31.431221718636685,0.3610600869690692
0.07,True,359173814,False,441,False,True,0.8613495966002153,0.857729301698516,119,182,182,1,300,35.49023539008076,0.41179804324936614
0.07,True,231213830,False,366,False,True,0.6217122737087044,0.61876186631038,158,143,143,1,300,26.309182989378197,0.2970342427499376
0.07,True,121237620,False,340,False,True,0.8214371605831223,0.8186891919386702,106,195,195,1,300,33.93366569797648,0.392340812679451
0.07,True,1233743983,False,264,False,True,0.6484976581715591,0.6463786756007603,125,176,176,1,300,27.299176362467303,0.30940922948229194
0.07,True,1358028932,False,295,False,True,0.6043001321236364,0.6019317962807786,150,151,151,1,300,25.61932041282184,0.28841091205751773
0.07,True,146754160,False,301,False,True,0.7263027363471134,0.723969093122135,110,191,191,1,300,30.284455589053064,0.34672542970726644
0.07,True,1222338457,False,390,False,True,0.8269151954358299,0.8238305769009518,121,180,180,1,300,34.15732040814469,0.3951365123011795
0.07,True,1989173848,False,262,False,True,0.573806956937054,0.5717315454162156,158,143,143,1,300,24.443270793964093,0.2737102091627019
0.07,True,2118903187,False,283,False,True,0.8077693302780972,0.8056123852582974,104,197,197,1,300,33.3906738417728,0.38555337628800257
0.07,True,1105550454,False,549,False,True,1.0008111910670543,0.95,116,185,185,1,300,40.85479439519044,0.47885540800900306
0.07,True,1982074864,False,213,False,True,0.6513971043046983,0.6497248502734921,134,167,167,1,300,27.39479966652801,0.31060452750519546
0.07,True,317531292,False,394,False,True,0.8816368189919631,0.8784819897958144,111,190,190,1,300,36.2490515461912,0.42128329857211644
0.07,True,166196782,False,356,False,True,0.7270088406105362,0.7242107047356061,127,174,174,1,300,30.32649236122448,0.3472508923972542
0.07,True,172304273,False,232,False,True,0.5592532798858232,0.5573840463471891,147,154,154,1,300,23.87991638408955,0.26666823942834583
0.07,True,1149375060,False,197,False,True,0.5206961100172457,0.5191192649754689,170,131,131,1,300,22.392535377560986,0.24807587217837873
0.07,True,1115567708,False,450,False,True,0.9066791439082945,0.9032033006128776,126,175,175,1,300,37.222816787116514,0.4334554325702365
0.07,True,1203085838,False,396,False,True,0.9371438329126653,0.9340338579773471,106,195,195,1,300,38.37271173835555,0.44782920024613143
0.07,True,773542864,False,462,False,True,0.8380389588701175,0.8343428486699913,127,174,174,1,300,34.605866281588554,0.4007433672277653
0.07,True,1282553524,False,288,False,True,0.5821819378763423,0.5799002420072081,169,132,132,1,300,24.77289180876682,0.27783049500955215
0.07,True,591034984,False,368,False,True,0.7540974264807715,0.7511980878223613,130,171,171,1,300,31.366122420401286,0.3602463411694469
0.07,True,163369177,False,471,False,True,0.775480776430176,0.7717240200902425,139,162,162,1,300,32.21669553005306,0.3708785648708189
0.07,True,1618594153,False,191,False,True,0.5408509674650884,0.5393260334733272,165,136,136,1,300,23.162239815954113,0.25769723180560883
0.07,True,1731539425,False,203,True,False,0.7362718521691665,0.7346932617129339,108,193,193,1,300,30.634669901612153,0.3511031332359133
0.07,True,1340356592,False,405,False,True,0.9356490896450552,0.9323522491791998,106,195,195,1,300,38.31828432193104,0.44714885376394764
0.07,True,1046626567,False,287,False,True,0.5280123787530262,0.5258094876251876,166,135,135,1,300,22.70202800683232,0.2519445518400996
0.07,True,1041416394,False,205,False,True,0.4767636369212669,0.4751232720233129,181,120,120,1,300,20.717327293776503,0.22713565332949476
0.07,True,1930087304,False,264,False,True,0.6869005138885024,0.6847772815147646,118,183,183,1,300,28.76868160914655,0.32777814845473296
0.07,True,1717896305,False,327,False,True,0.8175050657395634,0.8149241330349869,121,180,180,1,300,33.77732048018101,0.39038648642405727
0.07,True,640836260,False,429,False,True,0.8524298341459623,0.8490298160062107,125,176,176,1,300,35.143921517771744,0.4074690955627076
0.07,True,235572329,False,315,False,True,0.7756345262740214,0.7731155580213526,122,179,179,1,300,32.175351760972845,0.3703617648289554
0.07,True,1807721099,False,293,False,True,0.6561143947079886,0.6537346997896993,125,176,176,1,300,27.599779896231677,0.3131667948374501
0.07,True,1107633390,False,298,False,True,0.6793940270651414,0.6769610390865654,134,167,167,1,300,28.491155708372936,0.3243090551640732
0.07,True,1390271763,False,383,False,True,0.7926126471106344,0.7895242668385432,126,175,175,1,300,32.8446143613593,0.37872759437281933
0.07,True,785307170,False,327,False,True,0.7985288974633705,0.795849162248153,126,175,175,1,300,33.054349196271566,0.38134929458130945
0.07,True,1710864828,False,283,False,True,0.7051185237209202,0.7028888833177125,127,174,174,1,300,29.469138743131722,0.33653391192181537
0.07,True,1683578978,False,344,False,True,0.8200739123295812,0.8173226495130101,113,188,188,1,300,33.882184671319116,0.39169729621782307
0.07,True,2088959837,False,327,False,True,0.6711330549966652,0.6685097710324803,135,166,166,1,300,28.185820273197745,0.32049234075979527
0.07,True,1794045834,False,238,False,True,0.6161323855084124,0.6142661823736832,125,176,176,1,300,26.052694656874692,0.2938281204949568
0.07,True,767810982,False,223,False,True,0.5154666356325063,0.5137334268414877,152,149,149,1,300,22.202533239317653,0.24570083210096447
0.07,True,394813492,False,314,False,True,0.6637906952209771,0.661309620560686,142,159,159,1,300,27.9003050986319,0.31692338102481044
0.07,True,1861880602,False,373,False,True,0.8115934783589879,0.8085954715331023,118,183,183,1,300,33.565868565878375,0.387743322701277
0.07,True,648153761,False,227,False,True,0.5577340519332271,0.555999711833308,158,143,143,1,300,23.817419203116557,0.26588702021095917
0.07,True,1073125867,False,324,False,True,0.7596839576446728,0.7571167168125987,117,184,184,1,300,31.567600892026572,0.3627648362471423
0.07,True,1107413382,False,392,False,True,0.7329710374820914,0.7298205668302485,132,169,169,1,300,30.56791965179223,0.35026875044782346
0.07,True,56076607,False,194,False,True,0.574280800737346,0.5727280863500137,138,163,163,1,300,24.442637197288466,0.273702289110865
0.07,True,611060067,False,455,False,True,0.8234636863360639,0.8197779748005487,138,163,163,1,300,34.046332394696535,0.39374915426562895
0.07,True,656256103,False,441,False,True,0.9453191071378835,0.9418304803154539,99,199,199,1,300,38.698843411387664,0.4519058691159146
0.07,True,158014358,False,380,False,True,0.8191585393993739,0.816077399263636,117,184,184,1,300,33.857939531283535,0.39139423027679726
0.072,False,1243867396,False,368,False,True,0.5719687233993642,0.57061883224786,139,0,0,1,300,24.343810027396543,0.27246694213354994
0.072,False,1497302150,False,496,False,True,0.7585858088795604,0.7568197692596131,113,0,0,1,300,31.494243080836203,0.36184785797623514
0.072,False,137594022,False,517,False,True,0.6647641358747137,0.6628903077249165,122,0,0,1,300,27.91235448019482,0.31707399862236335
0.072,False,824522774,False,503,False,True,0.736857644705278,0.7350642426451139,115,0,0,1,300,30.66573574882834,0.35149145806251414
0.072,False,1673107585,False,460,False,True,0.633440356521209,0.6317774135725973,122,0,0,1,300,26.706636932888177,0.30200244456894904
0.072,False,677369465,False,544,False,True,0.9353239304856372,0.9333364675795499,97,0,0,1,300,38.256193373655286,0.4463727120619394
0.072,False,2071731014,False,432,False,True,0.7223559646729231,0.7208521733237039,115,0,0,1,300,30.100168647375092,0.3444218294981229
0.072,False,1801785590,False,380,False,True,0.5513903991464714,0.5500254839611689,134,0,0,1,300,23.559056095123186,0.2626574626921148
0.072,False,1600567639,False,524,False,True,0.7528408429333001,0.7509660269201611,110,0,0,1,300,31.278613644508866,0.3591524748645069
0.072,False,87776153,False,446,False,True,0.6654420956912258,0.6638357944276597,119,0,0,1,300,27.927426790724045,0.31726240354612806
0.072,False,1142704973,False,304,False,True,0.6029264490067914,0.601817531549427,112,0,0,1,300,25.51897560869963,0.2871565944270498
0.072,False,93275331,False,432,False,True,0.6820359026350893,0.6805046011066175,119,0,0,1,300,28.559782535186834,0.32516689483044436
0.072,False,1350686390,False,411,False,True,0.6495269735438787,0.6480679461429489,122,0,0,1,300,27.31389892304439,0.30959326207578214
0.072,False,829647221,False,381,False,True,0.5844153894298857,0.5830554478773023,129,0,0,1,300,24.821794362372714,0.2784417798190386
0.072,False,1350469466,False,586,False,True,0.7165963104747353,0.7145043183781389,121,0,0,1,300,29.900460002512997,0.34192545743404773
0.072,False,124795106,False,414,False,True,0.8108696658033155,0.8093806491127674,97,0,0,1,300,33.48186239259985,0.38669323905018144
0.072,False,1672189152,False,377,False,True,0.5890144101444574,0.5876548780306895,127,0,0,1,300,24.996642426280044,0.28062739291212296
0.072,False,682414622,False,447,False,True,0.6639577033978619,0.6623596749609194,125,0,0,1,300,27.871162898486812,0.3165591009357161
0.072,False,104991991,False,482,False,True,0.6620728729254565,0.6603644220074072,117,0,0,1,300,27.803766365169754,0.3157166396132765
0.072,False,2127663061,False,441,False,True,0.6583221033290385,0.6567797800584518,119,0,0,1,300,27.654070949641216,0.3138454363518637
0.072,False,1056440483,False,432,False,True,0.7662847330813239,0.7647680525435628,95,0,0,1,300,31.779668476840538,0.3654156955086049
0.072,False,1089316265,False,480,False,True,0.819507476523272,0.8177645622736572,97,0,0,1,300,33.820420606209524,0.3909252405827203
0.072,False,2141044473,False,398,False,True,0.644750119904051,0.6433358983386761,129,0,0,1,300,27.129549488072072,0.3072888812231499
0.072,False,712043081,False,577,False,True,0.7337814929611733,0.7317260662083894,123,0,0,1,300,30.55766002764673,0.3501405039544967
0.072,False,1695857111,False,482,False,True,0.7432105700530919,0.7414592992856257,121,0,0,1,300,30.905049330690176,0.3544828946869642
0.072,False,1517881361,False,509,False,True,0.6307573114834388,0.6289694970604333,134,0,0,1,300,26.610151999864815,0.30079637612569854
0.072,False,1315365648,False,498,False,True,0.6964229946540762,0.694620884876206,116,0,0,1,300,29.119251576960874,0.3321602971644164
