reproduction_rate,defense_active,seed,extinct,final_population,collapsed,survived,opacity_accum_final,max_opacity_reached,step_opacity_exceeded_threshold,defense_fired_count,defense_blocked_count,final_ai_generation,steps_completed,final_avg_U_sys,final_avg_L_t
0.068,True,1633776327,False,226,False,True,0.6708624106921708,0.6690802409272422,135,166,166,1,300,28.141687787734966,0.3199406815504097
0.068,True,1871393399,False,216,False,True,0.6176274117237495,0.6159144370128008,143,158,158,1,300,26.103907625512594,0.2944682862879418
0.068,True,1526313815,False,264,False,True,0.7035504472365225,0.7014281826110018,121,180,180,1,300,29.40227589719519,0.33569812155704315
0.068,True,1361627164,False,273,False,True,0.5964735631819823,0.5942325210927774,141,160,160,1,300,25.314252220191673,0.2845975381857743
0.068,True,391773924,False,279,False,True,0.7341960780479434,0.7320448072985282,114,187,187,1,300,30.57673081610139,0.3503788906066622
0.068,True,2136460671,False,303,False,True,0.7500406687515201,0.7476265994438946,127,174,174,1,300,31.193528080745242,0.3580888998236991
0.068,True,1828365045,False,351,False,True,0.7280555130602399,0.7252025310200814,126,175,175,1,300,30.3683419160211,0.34777401473308706
0.068,True,372222147,False,191,False,True,0.5203497333776773,0.5188131507298316,160,141,141,1,300,22.37876078810452,0.24790368888776362
0.068,True,258090635,False,218,False,True,0.5859043430667219,0.5841275340090313,164,137,137,1,300,24.893481436680837,0.2793378738197066
0.068,True,1931245544,False,260,False,True,0.7260365073814976,0.7240296049124485,113,188,188,1,300,30.260135082055008,0.3464214217162096
0.068,True,664200305,False,126,True,False,0.4672997962247586,0.4663309532264498,158,143,143,1,300,20.32974730800466,0.22229087629581315
0.068,True,2056906762,False,201,True,False,0.6520582350066871,0.6504928553223941,131,170,170,1,300,27.41659085623486,0.31087691899868536
0.068,True,1612686182,False,207,False,True,0.48937758512083795,0.4877297927393293,168,133,133,1,300,21.19883807811355,0.2331545719897073
0.068,True,320897087,False,276,False,True,0.6019714112589943,0.599731710228806,140,161,161,1,300,25.52337544275035,0.2872115931667815
0.068,True,922511743,False,323,False,True,0.7555456539691744,0.7530060419379663,106,195,195,1,300,31.406829457586277,0.3607551819552514
0.068,True,12253548,False,191,False,True,0.49169841931775554,0.49014777816347477,145,156,156,1,300,21.28404385328267,0.23421965023084937
0.068,True,649423398,False,187,True,False,0.6311017852300289,0.6295782393349421,149,152,152,1,300,26.61070136172323,0.300803243536255
0.068,True,1394362299,False,106,True,False,0.47110307213510433,0.4701995460933099,161,140,140,1,300,20.47059322937531,0.22405146025760056
0.068,True,879928849,False,239,False,True,0.6345094433288226,0.6325632598739808,139,162,162,1,300,26.758272067719798,0.30264788778591234
0.068,True,47512192,False,210,False,True,0.5907449375035089,0.5890970836308173,146,155,155,1,300,25.074496497781254,0.28160057478701034
0.068,True,750685973,False,223,False,True,0.44890698769271137,0.44715792212283195,212,89,89,1,300,19.65692134992351,0.21388050441079437
0.068,True,241135968,False,246,False,True,0.6566182609578133,0.6546358094020533,127,174,174,1,300,27.605279503490262,0.31323554034760853
0.068,True,703411374,False,223,True,False,0.686958886943451,0.6851890221034145,116,185,185,1,300,28.75400686786645,0.3275947131383333
0.068,True,960762602,False,187,False,True,0.5286160706779013,0.5271489638318284,162,139,139,1,300,22.694176929785936,0.2518464128596821
0.068,True,1813935072,False,373,False,True,0.7228272022406708,0.719875356206185,125,176,176,1,300,30.175222079622987,0.34536000318670734
0.068,True,1919974394,False,322,False,True,0.778014490806154,0.7754199391010725,122,179,179,1,300,32.26592621597152,0.37149395187259077
0.068,True,1671393916,False,141,True,False,0.5562691139440772,0.5551711184973975,144,157,157,1,300,23.735893080245255,0.26486793797271235
0.068,True,1718391572,False,180,True,False,0.5955007337587401,0.594133999885211,120,181,181,1,300,25.247217328731796,0.2837595973398402
0.068,True,2064648682,False,278,False,True,0.7561280923066918,0.7539524245125897,119,182,182,1,300,31.41586253753611,0.36086809615132664
0.07,False,956596320,False,319,False,True,0.5139672504837944,0.5128566910329361,143,0,0,1,300,22.12025131004265,0.24467230181556754
0.07,False,835499143,False,240,False,True,0.5319391505047606,0.5310703505807618,141,0,0,1,300,22.79639377116738,0.25312413010717577
0.07,False,1502873215,False,323,False,True,0.5817005442298686,0.5805507541791876,121,0,0,1,300,24.709901200292332,0.2770431074292209
0.07,False,1554279329,False,348,False,True,0.5957789071486151,0.5945058471060383,126,0,0,1,300,25.251838959180454,0.28381736760362486
0.07,False,1622603329,False,424,False,True,0.5539660986890649,0.5524324130952329,148,0,0,1,300,23.66440514868326,0.263974333325085
0.07,False,456214607,False,310,False,True,0.5318477974859446,0.5307667975663205,149,0,0,1,300,22.801979574843212,0.2531939530588899
0.07,False,180618096,False,399,False,True,0.6208319220244852,0.6193882554464238,121,0,0,1,300,26.21615972049729,0.2958714448830055
0.07,False,997169439,False,338,False,True,0.5882550904760357,0.5870433028518436,136,0,0,1,300,24.96232336413998,0.28019840230630627
