action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,extinct,final_population,final_u_sys_v2,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_population,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,False,False,False,False,0.016240199998719618,False,105,9.542945456283402,False,True,laptop,0.9,0.384,smoke,20,False,100,0,1,attack-v2-row-v1,1056462992,3,3,False,True,evaluator_collusion,0,0,False
True,True,True,0.0,False,False,False,False,0.016830300010042265,False,105,9.495349100210875,False,True,laptop,0.9,0.384,smoke,20,False,100,1,1,attack-v2-row-v1,33835649,3,3,False,True,evaluator_collusion,0,0,False
False,True,False,0.0,False,False,True,True,0.004618899984052405,False,98,12.806089819191461,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,True,100,0,1,attack-v2-row-v1,1056462992,3,3,False,True,evaluator_collusion,0,0,False
False,True,False,0.0,False,False,True,True,0.007382100011454895,False,106,13.12159994119451,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,True,100,1,1,attack-v2-row-v1,33835649,3,3,False,True,evaluator_collusion,0,0,False
