action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_phi,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,85.55997340194881,0,True,0,0.7621845325598294,0,False,True,linux,1.0,0.3215485137125502,full,300,False,1.0,0,12,20,attack-v2-row-v1,555905958,237,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,96.13421318912879,0,True,0,0.5725556517764931,0,False,True,linux,1.0,0.29449145889231404,full,300,False,5.0,0,12,20,attack-v2-row-v1,995688506,266,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,97.55823518894613,0,True,0,0.5550220054148626,0,False,True,linux,1.0,0.284264380998921,full,300,False,15.0,0,12,20,attack-v2-row-v1,1109872905,269,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,89.85835679573938,0,True,0,0.6839473772493994,0,False,True,linux,1.0,0.3079777066665433,full,300,False,10.0,0,12,20,attack-v2-row-v1,1168992026,248,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,103.11072474718094,0,True,0,0.4504849671570467,0,False,True,linux,1.0,0.2768076813910716,full,300,False,25.0,0,12,20,attack-v2-row-v1,1439416609,290,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,94.34055862296373,0,True,0,0.6065338219725691,0,False,True,linux,1.0,0.31646184488921303,full,300,False,10.0,0,13,20,attack-v2-row-v1,33206100,260,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,93.55512359505519,0,True,0,0.606406041068692,0,False,True,linux,1.0,0.30389712405366426,full,300,False,1.0,0,13,20,attack-v2-row-v1,428053225,260,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,76.40591954160482,0,True,0,0.9483789463892001,0,False,True,linux,1.0,0.2760816255245923,full,300,False,25.0,0,13,20,attack-v2-row-v1,654240845,215,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,93.39324360201135,0,True,0,0.6185685001429876,0,False,True,linux,1.0,0.29759479718671566,full,300,False,15.0,0,13,20,attack-v2-row-v1,1220574409,258,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,92.14492816198617,0,True,0,0.6183345806616163,0,False,True,linux,1.0,0.2691557007444286,full,300,False,5.0,0,13,20,attack-v2-row-v1,2048625379,258,300,False,False,sub_threshold_drift,0,0,0,False
