action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_base_transition_cost,parameter_defense_active,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,False,0.0,False,False,True,True,87.42462000000523,1,False,337,116.94584071140915,1,False,True,laptop,1.0,0.3026118306033441,full,300,2.0,True,1,3,20,attack-v2-row-v1,1910065486,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.33417670000927,1,False,362,122.54403022016808,1,False,True,laptop,1.0,0.2995132654501086,full,300,2.0,True,1,4,20,attack-v2-row-v1,19013227,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.77914410000085,1,False,321,112.71320734683917,1,False,True,laptop,1.0,0.29351181404627347,full,300,1.5,True,1,4,20,attack-v2-row-v1,1639701978,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.87244979999377,1,False,308,104.67966793948462,1,False,True,laptop,1.0,0.27677686527028517,full,300,2.5,True,1,4,20,attack-v2-row-v1,2051655579,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.79864349999116,1,False,332,114.19850417771379,1,False,True,laptop,1.0,0.29701788403161866,full,300,2.0,True,1,5,20,attack-v2-row-v1,142065342,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.85101330000907,1,False,344,123.16929688539106,1,False,True,laptop,1.0,0.29540902651077994,full,300,1.5,True,1,5,20,attack-v2-row-v1,642726271,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.39164499999606,1,False,270,98.03327714438683,1,False,True,laptop,1.0,0.2950836988968429,full,300,2.5,True,1,5,20,attack-v2-row-v1,2030443437,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.59851390001131,1,False,287,102.83020185229337,1,False,True,laptop,1.0,0.31071434377268453,full,300,2.5,True,1,6,20,attack-v2-row-v1,471739654,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.127751299995,1,False,283,98.51626677622511,1,False,True,laptop,1.0,0.3126472344942446,full,300,1.5,True,1,6,20,attack-v2-row-v1,1318322004,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.1948776000063,1,False,280,95.77615291511168,1,False,True,laptop,1.0,0.3100601571518765,full,300,2.0,True,1,6,20,attack-v2-row-v1,1487486496,300,300,False,True,successor_contamination,250,0,1,False
