action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_population,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,0.4296438000164926,0,False,42,7.893163730599585,0,False,True,laptop,0.9,0.384,timing,300,False,50,0,0,20,attack-v2-row-v1,400373737,5,5,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,0.441613300004974,0,False,42,7.9288789428649675,0,False,True,laptop,0.9,0.384,timing,300,False,50,0,1,20,attack-v2-row-v1,770773146,5,5,False,False,sybil_capture,0,0,0,False
True,True,True,0.0,True,False,False,False,0.4475817999918945,0,False,48,7.977801951275003,0,False,True,laptop,0.9,0.384,timing,300,False,50,0,2,20,attack-v2-row-v1,637895395,5,5,False,False,sybil_capture,0,0,0,False
False,True,False,0.0,False,False,True,True,0.42450630001258105,0,False,54,11.253829003145395,0,False,True,laptop,1.0,0.3204824875333993,timing,300,True,50,0,0,20,attack-v2-row-v1,400373737,5,5,False,True,sybil_capture,0,0,0,False
False,True,False,0.0,False,False,True,True,0.40293509999173693,0,False,62,12.223742588804855,0,False,True,laptop,1.0,0.3351266046410909,timing,300,True,50,0,1,20,attack-v2-row-v1,770773146,5,5,False,True,sybil_capture,0,0,0,False
False,True,False,0.0,True,False,True,True,0.4127589999989141,0,False,49,11.039635965556355,0,False,True,laptop,1.0,0.3218165732831573,timing,300,True,50,0,2,20,attack-v2-row-v1,637895395,5,5,False,False,sybil_capture,0,0,0,False
