arm,seed,steps_completed,yield_condition_met_count,yield_condition_blocked_count,extinct,collapsed,final_population,final_validator_dependency_mean,final_validator_dependency_max
ZERO_STRENGTH,700000123,300,1,0,False,False,430,0.0,0.0
ZERO_DEPENDENCY,700000123,300,1,0,False,False,430,0.0,0.0
AS_PUBLISHED,700000123,300,1,0,False,False,430,0.0,0.0
ZERO_STRENGTH,700000124,300,1,0,False,False,474,0.0,0.0
ZERO_DEPENDENCY,700000124,300,1,0,False,False,474,0.0,0.0
AS_PUBLISHED,700000124,300,1,0,False,False,474,0.0,0.0
ZERO_STRENGTH,700000125,300,1,0,False,False,415,0.0,0.0
ZERO_DEPENDENCY,700000125,300,1,0,False,False,415,0.0,0.0
AS_PUBLISHED,700000125,300,1,0,False,False,415,0.0,0.0
ZERO_STRENGTH,700000126,300,1,0,False,False,449,0.0,0.0
ZERO_DEPENDENCY,700000126,300,1,0,False,False,449,0.0,0.0
AS_PUBLISHED,700000126,300,1,0,False,False,449,0.0,0.0
ZERO_STRENGTH,700000127,300,1,0,False,False,429,0.0,0.0
ZERO_DEPENDENCY,700000127,300,1,0,False,False,429,0.0,0.0
AS_PUBLISHED,700000127,300,1,0,False,False,429,0.0,0.0
ZERO_STRENGTH,700000128,300,1,0,False,False,427,0.0,0.0
ZERO_DEPENDENCY,700000128,300,1,0,False,False,427,0.0,0.0
AS_PUBLISHED,700000128,300,1,0,False,False,427,0.0,0.0
ZERO_STRENGTH,700000129,300,1,0,False,False,473,0.0,0.0
ZERO_DEPENDENCY,700000129,300,1,0,False,False,473,0.0,0.0
AS_PUBLISHED,700000129,300,1,0,False,False,473,0.0,0.0
ZERO_STRENGTH,700000130,300,1,0,False,False,461,0.0,0.0
ZERO_DEPENDENCY,700000130,300,1,0,False,False,461,0.0,0.0
AS_PUBLISHED,700000130,300,1,0,False,False,461,0.0,0.0
ZERO_STRENGTH,700000131,300,1,0,False,False,516,0.0,0.0
ZERO_DEPENDENCY,700000131,300,1,0,False,False,516,0.0,0.0
AS_PUBLISHED,700000131,300,1,0,False,False,516,0.0,0.0
ZERO_STRENGTH,700000132,300,1,0,False,False,472,0.0,0.0
ZERO_DEPENDENCY,700000132,300,1,0,False,False,472,0.0,0.0
AS_PUBLISHED,700000132,300,1,0,False,False,472,0.0,0.0
ZERO_STRENGTH,700000133,300,1,0,False,False,510,0.0,0.0
ZERO_DEPENDENCY,700000133,300,1,0,False,False,510,0.0,0.0
AS_PUBLISHED,700000133,300,1,0,False,False,510,0.0,0.0
ZERO_STRENGTH,700000134,300,1,0,False,False,452,0.0,0.0
ZERO_DEPENDENCY,700000134,300,1,0,False,False,452,0.0,0.0
AS_PUBLISHED,700000134,300,1,0,False,False,452,0.0,0.0
ZERO_STRENGTH,700000135,300,1,0,False,False,436,0.0,0.0
ZERO_DEPENDENCY,700000135,300,1,0,False,False,436,0.0,0.0
AS_PUBLISHED,700000135,300,1,0,False,False,436,0.0,0.0
ZERO_STRENGTH,700000136,300,1,0,False,False,557,0.0,0.0
ZERO_DEPENDENCY,700000136,300,1,0,False,False,557,0.0,0.0
AS_PUBLISHED,700000136,300,1,0,False,False,557,0.0,0.0
ZERO_STRENGTH,700000137,300,1,0,False,False,481,0.0,0.0
ZERO_DEPENDENCY,700000137,300,1,0,False,False,481,0.0,0.0
AS_PUBLISHED,700000137,300,1,0,False,False,481,0.0,0.0
ZERO_STRENGTH,700000138,300,1,0,False,False,418,0.0,0.0
ZERO_DEPENDENCY,700000138,300,1,0,False,False,418,0.0,0.0
AS_PUBLISHED,700000138,300,1,0,False,False,418,0.0,0.0
ZERO_STRENGTH,700000139,300,1,0,False,False,471,0.0,0.0
ZERO_DEPENDENCY,700000139,300,1,0,False,False,471,0.0,0.0
AS_PUBLISHED,700000139,300,1,0,False,False,471,0.0,0.0
ZERO_STRENGTH,700000140,300,1,0,False,False,482,0.0,0.0
ZERO_DEPENDENCY,700000140,300,1,0,False,False,482,0.0,0.0
AS_PUBLISHED,700000140,300,1,0,False,False,482,0.0,0.0
ZERO_STRENGTH,700000141,300,1,0,False,False,440,0.0,0.0
ZERO_DEPENDENCY,700000141,300,1,0,False,False,440,0.0,0.0
AS_PUBLISHED,700000141,300,1,0,False,False,440,0.0,0.0
ZERO_STRENGTH,700000142,300,1,0,False,False,450,0.0,0.0
ZERO_DEPENDENCY,700000142,300,1,0,False,False,450,0.0,0.0
AS_PUBLISHED,700000142,300,1,0,False,False,450,0.0,0.0
ZERO_STRENGTH,700000143,300,1,0,False,False,403,0.0,0.0
ZERO_DEPENDENCY,700000143,300,1,0,False,False,403,0.0,0.0
AS_PUBLISHED,700000143,300,1,0,False,False,403,0.0,0.0
ZERO_STRENGTH,700000144,300,1,0,False,False,517,0.0,0.0
ZERO_DEPENDENCY,700000144,300,1,0,False,False,517,0.0,0.0
AS_PUBLISHED,700000144,300,1,0,False,False,517,0.0,0.0
ZERO_STRENGTH,700000145,300,1,0,False,False,439,0.0,0.0
ZERO_DEPENDENCY,700000145,300,1,0,False,False,439,0.0,0.0
AS_PUBLISHED,700000145,300,1,0,False,False,439,0.0,0.0
ZERO_STRENGTH,700000146,300,1,0,False,False,460,0.0,0.0
ZERO_DEPENDENCY,700000146,300,1,0,False,False,460,0.0,0.0
AS_PUBLISHED,700000146,300,1,0,False,False,460,0.0,0.0
ZERO_STRENGTH,700000147,300,1,0,False,False,473,0.0,0.0
ZERO_DEPENDENCY,700000147,300,1,0,False,False,473,0.0,0.0
AS_PUBLISHED,700000147,300,1,0,False,False,473,0.0,0.0
ZERO_STRENGTH,700000148,300,1,0,False,False,462,0.0,0.0
ZERO_DEPENDENCY,700000148,300,1,0,False,False,462,0.0,0.0
AS_PUBLISHED,700000148,300,1,0,False,False,462,0.0,0.0
ZERO_STRENGTH,700000149,300,1,0,False,False,399,0.0,0.0
ZERO_DEPENDENCY,700000149,300,1,0,False,False,399,0.0,0.0
AS_PUBLISHED,700000149,300,1,0,False,False,399,0.0,0.0
ZERO_STRENGTH,700000150,300,1,0,False,False,512,0.0,0.0
ZERO_DEPENDENCY,700000150,300,1,0,False,False,512,0.0,0.0
AS_PUBLISHED,700000150,300,1,0,False,False,512,0.0,0.0
ZERO_STRENGTH,700000151,300,1,0,False,False,476,0.0,0.0
ZERO_DEPENDENCY,700000151,300,1,0,False,False,476,0.0,0.0
AS_PUBLISHED,700000151,300,1,0,False,False,476,0.0,0.0
ZERO_STRENGTH,700000152,300,1,0,False,False,440,0.0,0.0
ZERO_DEPENDENCY,700000152,300,1,0,False,False,440,0.0,0.0
AS_PUBLISHED,700000152,300,1,0,False,False,440,0.0,0.0
ZERO_STRENGTH,700000153,300,1,0,False,False,508,0.0,0.0
ZERO_DEPENDENCY,700000153,300,1,0,False,False,508,0.0,0.0
AS_PUBLISHED,700000153,300,2,1,False,False,445,0.0,0.0
ZERO_STRENGTH,700000154,300,1,0,False,False,414,0.0,0.0
ZERO_DEPENDENCY,700000154,300,1,0,False,False,414,0.0,0.0
AS_PUBLISHED,700000154,300,1,0,False,False,414,0.0,0.0
ZERO_STRENGTH,700000155,300,1,0,False,False,480,0.0,0.0
ZERO_DEPENDENCY,700000155,300,1,0,False,False,480,0.0,0.0
AS_PUBLISHED,700000155,300,1,0,False,False,480,0.0,0.0
ZERO_STRENGTH,700000156,300,1,0,False,False,537,0.0,0.0
ZERO_DEPENDENCY,700000156,300,1,0,False,False,537,0.0,0.0
AS_PUBLISHED,700000156,300,1,0,False,False,537,0.0,0.0
ZERO_STRENGTH,700000157,300,1,0,False,False,462,0.0,0.0
ZERO_DEPENDENCY,700000157,300,1,0,False,False,462,0.0,0.0
AS_PUBLISHED,700000157,300,1,0,False,False,462,0.0,0.0
ZERO_STRENGTH,700000158,300,2,1,False,False,481,0.0,0.0
ZERO_DEPENDENCY,700000158,300,2,1,False,False,481,0.0,0.0
AS_PUBLISHED,700000158,300,2,1,False,False,481,0.0,0.0
ZERO_STRENGTH,700000159,300,1,0,False,False,480,0.0,0.0
ZERO_DEPENDENCY,700000159,300,1,0,False,False,480,0.0,0.0
AS_PUBLISHED,700000159,300,1,0,False,False,480,0.0,0.0
ZERO_STRENGTH,700000160,300,1,0,False,False,501,0.0,0.0
ZERO_DEPENDENCY,700000160,300,1,0,False,False,501,0.0,0.0
AS_PUBLISHED,700000160,300,1,0,False,False,501,0.0,0.0
ZERO_STRENGTH,700000161,300,1,0,False,False,444,0.0,0.0
ZERO_DEPENDENCY,700000161,300,1,0,False,False,444,0.0,0.0
AS_PUBLISHED,700000161,300,1,0,False,False,444,0.0,0.0
ZERO_STRENGTH,700000162,300,1,0,False,False,473,0.0,0.0
ZERO_DEPENDENCY,700000162,300,1,0,False,False,473,0.0,0.0
AS_PUBLISHED,700000162,300,1,0,False,False,473,0.0,0.0
ZERO_STRENGTH,700000163,300,1,0,False,False,396,0.0,0.0
ZERO_DEPENDENCY,700000163,300,1,0,False,False,396,0.0,0.0
AS_PUBLISHED,700000163,300,1,0,False,False,396,0.0,0.0
ZERO_STRENGTH,700000164,300,2,1,False,False,396,0.0,0.0
ZERO_DEPENDENCY,700000164,300,2,1,False,False,396,0.0,0.0
AS_PUBLISHED,700000164,300,2,1,False,False,396,0.0,0.0
ZERO_STRENGTH,700000165,300,1,0,False,False,508,0.0,0.0
ZERO_DEPENDENCY,700000165,300,1,0,False,False,508,0.0,0.0
AS_PUBLISHED,700000165,300,1,0,False,False,508,0.0,0.0
ZERO_STRENGTH,700000166,300,2,1,False,False,475,0.0,0.0
ZERO_DEPENDENCY,700000166,300,2,1,False,False,475,0.0,0.0
AS_PUBLISHED,700000166,300,2,1,False,False,475,0.0,0.0
ZERO_STRENGTH,700000167,300,1,0,False,False,484,0.0,0.0
ZERO_DEPENDENCY,700000167,300,1,0,False,False,484,0.0,0.0
AS_PUBLISHED,700000167,300,1,0,False,False,484,0.0,0.0
ZERO_STRENGTH,700000168,300,1,0,False,False,468,0.0,0.0
ZERO_DEPENDENCY,700000168,300,1,0,False,False,468,0.0,0.0
AS_PUBLISHED,700000168,300,1,0,False,False,468,0.0,0.0
ZERO_STRENGTH,700000169,300,1,0,False,False,418,0.0,0.0
ZERO_DEPENDENCY,700000169,300,1,0,False,False,418,0.0,0.0
AS_PUBLISHED,700000169,300,1,0,False,False,418,0.0,0.0
ZERO_STRENGTH,700000170,300,1,0,False,False,508,0.0,0.0
ZERO_DEPENDENCY,700000170,300,1,0,False,False,508,0.0,0.0
AS_PUBLISHED,700000170,300,1,0,False,False,508,0.0,0.0
ZERO_STRENGTH,700000171,300,1,0,False,False,455,0.0,0.0
ZERO_DEPENDENCY,700000171,300,1,0,False,False,455,0.0,0.0
AS_PUBLISHED,700000171,300,1,0,False,False,455,0.0,0.0
ZERO_STRENGTH,700000172,300,1,0,False,False,516,0.0,0.0
ZERO_DEPENDENCY,700000172,300,1,0,False,False,516,0.0,0.0
AS_PUBLISHED,700000172,300,1,0,False,False,516,0.0,0.0
ZERO_STRENGTH,700000173,300,1,0,False,False,438,0.0,0.0
ZERO_DEPENDENCY,700000173,300,1,0,False,False,438,0.0,0.0
AS_PUBLISHED,700000173,300,1,0,False,False,438,0.0,0.0
ZERO_STRENGTH,700000174,300,1,0,False,False,487,0.0,0.0
ZERO_DEPENDENCY,700000174,300,1,0,False,False,487,0.0,0.0
AS_PUBLISHED,700000174,300,1,0,False,False,487,0.0,0.0
ZERO_STRENGTH,700000175,300,1,0,False,False,484,0.0,0.0
ZERO_DEPENDENCY,700000175,300,1,0,False,False,484,0.0,0.0
AS_PUBLISHED,700000175,300,1,0,False,False,484,0.0,0.0
ZERO_STRENGTH,700000176,300,1,0,False,False,464,0.0,0.0
ZERO_DEPENDENCY,700000176,300,1,0,False,False,464,0.0,0.0
AS_PUBLISHED,700000176,300,1,0,False,False,464,0.0,0.0
ZERO_STRENGTH,700000177,300,1,0,False,False,532,0.0,0.0
ZERO_DEPENDENCY,700000177,300,1,0,False,False,532,0.0,0.0
AS_PUBLISHED,700000177,300,1,0,False,False,532,0.0,0.0
ZERO_STRENGTH,700000178,300,1,0,False,False,464,0.0,0.0
ZERO_DEPENDENCY,700000178,300,1,0,False,False,464,0.0,0.0
AS_PUBLISHED,700000178,300,1,0,False,False,464,0.0,0.0
ZERO_STRENGTH,700000179,300,1,0,False,False,534,0.0,0.0
ZERO_DEPENDENCY,700000179,300,1,0,False,False,534,0.0,0.0
AS_PUBLISHED,700000179,300,1,0,False,False,534,0.0,0.0
ZERO_STRENGTH,700000180,300,1,0,False,False,451,0.0,0.0
ZERO_DEPENDENCY,700000180,300,1,0,False,False,451,0.0,0.0
AS_PUBLISHED,700000180,300,1,0,False,False,451,0.0,0.0
ZERO_STRENGTH,700000181,300,1,0,False,False,413,0.0,0.0
ZERO_DEPENDENCY,700000181,300,1,0,False,False,413,0.0,0.0
AS_PUBLISHED,700000181,300,1,0,False,False,413,0.0,0.0
ZERO_STRENGTH,700000182,300,1,0,False,False,463,0.0,0.0
ZERO_DEPENDENCY,700000182,300,1,0,False,False,463,0.0,0.0
AS_PUBLISHED,700000182,300,1,0,False,False,463,0.0,0.0
ZERO_STRENGTH,700000183,300,1,0,False,False,506,0.0,0.0
ZERO_DEPENDENCY,700000183,300,1,0,False,False,506,0.0,0.0
AS_PUBLISHED,700000183,300,1,0,False,False,506,0.0,0.0
ZERO_STRENGTH,700000184,300,1,0,False,False,441,0.0,0.0
ZERO_DEPENDENCY,700000184,300,1,0,False,False,441,0.0,0.0
AS_PUBLISHED,700000184,300,2,1,False,False,458,0.0,0.0
ZERO_STRENGTH,700000185,300,1,0,False,False,477,0.0,0.0
ZERO_DEPENDENCY,700000185,300,1,0,False,False,477,0.0,0.0
AS_PUBLISHED,700000185,300,1,0,False,False,477,0.0,0.0
ZERO_STRENGTH,700000186,300,1,0,False,False,441,0.0,0.0
ZERO_DEPENDENCY,700000186,300,1,0,False,False,441,0.0,0.0
AS_PUBLISHED,700000186,300,1,0,False,False,441,0.0,0.0
ZERO_STRENGTH,700000187,300,2,1,False,False,445,0.0,0.0
ZERO_DEPENDENCY,700000187,300,2,1,False,False,445,0.0,0.0
AS_PUBLISHED,700000187,300,2,1,False,False,445,0.0,0.0
ZERO_STRENGTH,700000188,300,1,0,False,False,449,0.0,0.0
ZERO_DEPENDENCY,700000188,300,1,0,False,False,449,0.0,0.0
AS_PUBLISHED,700000188,300,1,0,False,False,449,0.0,0.0
ZERO_STRENGTH,700000189,300,1,0,False,False,467,0.0,0.0
ZERO_DEPENDENCY,700000189,300,1,0,False,False,467,0.0,0.0
AS_PUBLISHED,700000189,300,1,0,False,False,467,0.0,0.0
ZERO_STRENGTH,700000190,300,1,0,False,False,458,0.0,0.0
ZERO_DEPENDENCY,700000190,300,1,0,False,False,458,0.0,0.0
AS_PUBLISHED,700000190,300,1,0,False,False,458,0.0,0.0
ZERO_STRENGTH,700000191,300,1,0,False,False,467,0.0,0.0
ZERO_DEPENDENCY,700000191,300,1,0,False,False,467,0.0,0.0
AS_PUBLISHED,700000191,300,1,0,False,False,467,0.0,0.0
ZERO_STRENGTH,700000192,300,1,0,False,False,449,0.0,0.0
ZERO_DEPENDENCY,700000192,300,1,0,False,False,449,0.0,0.0
AS_PUBLISHED,700000192,300,1,0,False,False,449,0.0,0.0
ZERO_STRENGTH,700000193,300,1,0,False,False,546,0.0,0.0
ZERO_DEPENDENCY,700000193,300,1,0,False,False,546,0.0,0.0
AS_PUBLISHED,700000193,300,1,0,False,False,546,0.0,0.0
ZERO_STRENGTH,700000194,300,1,0,False,False,460,0.0,0.0
ZERO_DEPENDENCY,700000194,300,1,0,False,False,460,0.0,0.0
AS_PUBLISHED,700000194,300,2,1,False,False,427,0.0,0.0
ZERO_STRENGTH,700000195,300,1,0,False,False,481,0.0,0.0
ZERO_DEPENDENCY,700000195,300,1,0,False,False,481,0.0,0.0
AS_PUBLISHED,700000195,300,1,0,False,False,481,0.0,0.0
ZERO_STRENGTH,700000196,300,1,0,False,False,457,0.0,0.0
ZERO_DEPENDENCY,700000196,300,1,0,False,False,457,0.0,0.0
AS_PUBLISHED,700000196,300,1,0,False,False,457,0.0,0.0
ZERO_STRENGTH,700000197,300,1,0,False,False,471,0.0,0.0
ZERO_DEPENDENCY,700000197,300,1,0,False,False,471,0.0,0.0
AS_PUBLISHED,700000197,300,1,0,False,False,471,0.0,0.0
ZERO_STRENGTH,700000198,300,1,0,False,False,425,0.0,0.0
ZERO_DEPENDENCY,700000198,300,1,0,False,False,425,0.0,0.0
AS_PUBLISHED,700000198,300,1,0,False,False,425,0.0,0.0
ZERO_STRENGTH,700000199,300,1,0,False,False,466,0.0,0.0
ZERO_DEPENDENCY,700000199,300,1,0,False,False,466,0.0,0.0
AS_PUBLISHED,700000199,300,1,0,False,False,466,0.0,0.0
ZERO_STRENGTH,700000200,300,1,0,False,False,535,0.0,0.0
ZERO_DEPENDENCY,700000200,300,1,0,False,False,535,0.0,0.0
AS_PUBLISHED,700000200,300,1,0,False,False,535,0.0,0.0
ZERO_STRENGTH,700000201,300,1,0,False,False,513,0.0,0.0
ZERO_DEPENDENCY,700000201,300,1,0,False,False,513,0.0,0.0
AS_PUBLISHED,700000201,300,1,0,False,False,513,0.0,0.0
ZERO_STRENGTH,700000202,300,1,0,False,False,456,0.0,0.0
ZERO_DEPENDENCY,700000202,300,1,0,False,False,456,0.0,0.0
AS_PUBLISHED,700000202,300,1,0,False,False,456,0.0,0.0
ZERO_STRENGTH,700000203,300,1,0,False,False,475,0.0,0.0
ZERO_DEPENDENCY,700000203,300,1,0,False,False,475,0.0,0.0
AS_PUBLISHED,700000203,300,1,0,False,False,475,0.0,0.0
ZERO_STRENGTH,700000204,300,1,0,False,False,507,0.0,0.0
ZERO_DEPENDENCY,700000204,300,1,0,False,False,507,0.0,0.0
AS_PUBLISHED,700000204,300,1,0,False,False,507,0.0,0.0
ZERO_STRENGTH,700000205,300,1,0,False,False,480,0.0,0.0
ZERO_DEPENDENCY,700000205,300,1,0,False,False,480,0.0,0.0
AS_PUBLISHED,700000205,300,3,2,False,False,475,0.0,0.0
ZERO_STRENGTH,700000206,300,1,0,False,False,496,0.0,0.0
ZERO_DEPENDENCY,700000206,300,1,0,False,False,496,0.0,0.0
AS_PUBLISHED,700000206,300,1,0,False,False,496,0.0,0.0
ZERO_STRENGTH,700000207,300,1,0,False,False,464,0.0,0.0
ZERO_DEPENDENCY,700000207,300,1,0,False,False,464,0.0,0.0
AS_PUBLISHED,700000207,300,1,0,False,False,464,0.0,0.0
ZERO_STRENGTH,700000208,300,1,0,False,False,463,0.0,0.0
ZERO_DEPENDENCY,700000208,300,1,0,False,False,463,0.0,0.0
AS_PUBLISHED,700000208,300,1,0,False,False,463,0.0,0.0
ZERO_STRENGTH,700000209,300,1,0,False,False,447,0.0,0.0
ZERO_DEPENDENCY,700000209,300,1,0,False,False,447,0.0,0.0
AS_PUBLISHED,700000209,300,1,0,False,False,447,0.0,0.0
ZERO_STRENGTH,700000210,300,1,0,False,False,486,0.0,0.0
ZERO_DEPENDENCY,700000210,300,1,0,False,False,486,0.0,0.0
AS_PUBLISHED,700000210,300,1,0,False,False,486,0.0,0.0
ZERO_STRENGTH,700000211,300,1,0,False,False,512,0.0,0.0
ZERO_DEPENDENCY,700000211,300,1,0,False,False,512,0.0,0.0
AS_PUBLISHED,700000211,300,1,0,False,False,512,0.0,0.0
ZERO_STRENGTH,700000212,300,2,1,False,False,460,0.0,0.0
ZERO_DEPENDENCY,700000212,300,2,1,False,False,460,0.0,0.0
AS_PUBLISHED,700000212,300,2,1,False,False,460,0.0,0.0
ZERO_STRENGTH,700000213,300,1,0,False,False,422,0.0,0.0
ZERO_DEPENDENCY,700000213,300,1,0,False,False,422,0.0,0.0
AS_PUBLISHED,700000213,300,1,0,False,False,422,0.0,0.0
ZERO_STRENGTH,700000214,300,2,1,False,False,481,0.0,0.0
ZERO_DEPENDENCY,700000214,300,2,1,False,False,481,0.0,0.0
AS_PUBLISHED,700000214,300,2,1,False,False,481,0.0,0.0
ZERO_STRENGTH,700000215,300,1,0,False,False,536,0.0,0.0
ZERO_DEPENDENCY,700000215,300,1,0,False,False,536,0.0,0.0
AS_PUBLISHED,700000215,300,1,0,False,False,536,0.0,0.0
ZERO_STRENGTH,700000216,300,1,0,False,False,439,0.0,0.0
ZERO_DEPENDENCY,700000216,300,1,0,False,False,439,0.0,0.0
AS_PUBLISHED,700000216,300,1,0,False,False,439,0.0,0.0
ZERO_STRENGTH,700000217,300,1,0,False,False,502,0.0,0.0
ZERO_DEPENDENCY,700000217,300,1,0,False,False,502,0.0,0.0
AS_PUBLISHED,700000217,300,1,0,False,False,502,0.0,0.0
ZERO_STRENGTH,700000218,300,1,0,False,False,489,0.0,0.0
ZERO_DEPENDENCY,700000218,300,1,0,False,False,489,0.0,0.0
AS_PUBLISHED,700000218,300,1,0,False,False,489,0.0,0.0
ZERO_STRENGTH,700000219,300,1,0,False,False,432,0.0,0.0
ZERO_DEPENDENCY,700000219,300,1,0,False,False,432,0.0,0.0
AS_PUBLISHED,700000219,300,1,0,False,False,432,0.0,0.0
ZERO_STRENGTH,700000220,300,1,0,False,False,451,0.0,0.0
ZERO_DEPENDENCY,700000220,300,1,0,False,False,451,0.0,0.0
AS_PUBLISHED,700000220,300,1,0,False,False,451,0.0,0.0
ZERO_STRENGTH,700000221,300,1,0,False,False,476,0.0,0.0
ZERO_DEPENDENCY,700000221,300,1,0,False,False,476,0.0,0.0
AS_PUBLISHED,700000221,300,1,0,False,False,476,0.0,0.0
ZERO_STRENGTH,700000222,300,1,0,False,False,489,0.0,0.0
ZERO_DEPENDENCY,700000222,300,1,0,False,False,489,0.0,0.0
AS_PUBLISHED,700000222,300,1,0,False,False,489,0.0,0.0
ZERO_STRENGTH,700000223,300,1,0,False,False,510,0.0,0.0
ZERO_DEPENDENCY,700000223,300,1,0,False,False,510,0.0,0.0
AS_PUBLISHED,700000223,300,1,0,False,False,510,0.0,0.0
ZERO_STRENGTH,700000224,300,1,0,False,False,421,0.0,0.0
ZERO_DEPENDENCY,700000224,300,1,0,False,False,421,0.0,0.0
AS_PUBLISHED,700000224,300,1,0,False,False,421,0.0,0.0
ZERO_STRENGTH,700000225,300,1,0,False,False,398,0.0,0.0
ZERO_DEPENDENCY,700000225,300,1,0,False,False,398,0.0,0.0
AS_PUBLISHED,700000225,300,1,0,False,False,398,0.0,0.0
ZERO_STRENGTH,700000226,300,1,0,False,False,529,0.0,0.0
ZERO_DEPENDENCY,700000226,300,1,0,False,False,529,0.0,0.0
AS_PUBLISHED,700000226,300,1,0,False,False,529,0.0,0.0
ZERO_STRENGTH,700000227,300,1,0,False,False,465,0.0,0.0
ZERO_DEPENDENCY,700000227,300,1,0,False,False,465,0.0,0.0
AS_PUBLISHED,700000227,300,1,0,False,False,465,0.0,0.0
ZERO_STRENGTH,700000228,300,1,0,False,False,461,0.0,0.0
ZERO_DEPENDENCY,700000228,300,1,0,False,False,461,0.0,0.0
AS_PUBLISHED,700000228,300,1,0,False,False,461,0.0,0.0
ZERO_STRENGTH,700000229,300,1,0,False,False,418,0.0,0.0
ZERO_DEPENDENCY,700000229,300,1,0,False,False,418,0.0,0.0
AS_PUBLISHED,700000229,300,1,0,False,False,418,0.0,0.0
ZERO_STRENGTH,700000230,300,1,0,False,False,458,0.0,0.0
ZERO_DEPENDENCY,700000230,300,1,0,False,False,458,0.0,0.0
AS_PUBLISHED,700000230,300,2,1,False,False,426,0.0,0.0
ZERO_STRENGTH,700000231,300,1,0,False,False,493,0.0,0.0
ZERO_DEPENDENCY,700000231,300,1,0,False,False,493,0.0,0.0
AS_PUBLISHED,700000231,300,1,0,False,False,493,0.0,0.0
ZERO_STRENGTH,700000232,300,1,0,False,False,495,0.0,0.0
ZERO_DEPENDENCY,700000232,300,1,0,False,False,495,0.0,0.0
AS_PUBLISHED,700000232,300,1,0,False,False,495,0.0,0.0
ZERO_STRENGTH,700000233,300,1,0,False,False,416,0.0,0.0
ZERO_DEPENDENCY,700000233,300,1,0,False,False,416,0.0,0.0
AS_PUBLISHED,700000233,300,1,0,False,False,416,0.0,0.0
ZERO_STRENGTH,700000234,300,1,0,False,False,436,0.0,0.0
ZERO_DEPENDENCY,700000234,300,1,0,False,False,436,0.0,0.0
AS_PUBLISHED,700000234,300,1,0,False,False,436,0.0,0.0
ZERO_STRENGTH,700000235,300,1,0,False,False,444,0.0,0.0
ZERO_DEPENDENCY,700000235,300,1,0,False,False,444,0.0,0.0
AS_PUBLISHED,700000235,300,1,0,False,False,444,0.0,0.0
ZERO_STRENGTH,700000236,300,1,0,False,False,421,0.0,0.0
ZERO_DEPENDENCY,700000236,300,1,0,False,False,421,0.0,0.0
AS_PUBLISHED,700000236,300,1,0,False,False,421,0.0,0.0
ZERO_STRENGTH,700000237,300,1,0,False,False,487,0.0,0.0
ZERO_DEPENDENCY,700000237,300,1,0,False,False,487,0.0,0.0
AS_PUBLISHED,700000237,300,1,0,False,False,487,0.0,0.0
ZERO_STRENGTH,700000238,300,1,0,False,False,462,0.0,0.0
ZERO_DEPENDENCY,700000238,300,1,0,False,False,462,0.0,0.0
AS_PUBLISHED,700000238,300,1,0,False,False,462,0.0,0.0
ZERO_STRENGTH,700000239,300,1,0,False,False,449,0.0,0.0
ZERO_DEPENDENCY,700000239,300,1,0,False,False,449,0.0,0.0
AS_PUBLISHED,700000239,300,1,0,False,False,449,0.0,0.0
ZERO_STRENGTH,700000240,300,1,0,False,False,453,0.0,0.0
ZERO_DEPENDENCY,700000240,300,1,0,False,False,453,0.0,0.0
AS_PUBLISHED,700000240,300,1,0,False,False,453,0.0,0.0
ZERO_STRENGTH,700000241,300,1,0,False,False,413,0.0,0.0
ZERO_DEPENDENCY,700000241,300,1,0,False,False,413,0.0,0.0
AS_PUBLISHED,700000241,300,1,0,False,False,413,0.0,0.0
ZERO_STRENGTH,700000242,300,1,0,False,False,460,0.0,0.0
ZERO_DEPENDENCY,700000242,300,1,0,False,False,460,0.0,0.0
AS_PUBLISHED,700000242,300,1,0,False,False,460,0.0,0.0
ZERO_STRENGTH,700000243,300,1,0,False,False,462,0.0,0.0
ZERO_DEPENDENCY,700000243,300,1,0,False,False,462,0.0,0.0
AS_PUBLISHED,700000243,300,1,0,False,False,462,0.0,0.0
ZERO_STRENGTH,700000244,300,1,0,False,False,444,0.0,0.0
ZERO_DEPENDENCY,700000244,300,1,0,False,False,444,0.0,0.0
AS_PUBLISHED,700000244,300,1,0,False,False,444,0.0,0.0
ZERO_STRENGTH,700000245,300,1,0,False,False,491,0.0,0.0
ZERO_DEPENDENCY,700000245,300,1,0,False,False,491,0.0,0.0
AS_PUBLISHED,700000245,300,1,0,False,False,491,0.0,0.0
ZERO_STRENGTH,700000246,300,2,1,False,False,464,0.0,0.0
ZERO_DEPENDENCY,700000246,300,2,1,False,False,464,0.0,0.0
AS_PUBLISHED,700000246,300,2,1,False,False,464,0.0,0.0
ZERO_STRENGTH,700000247,300,1,0,False,False,480,0.0,0.0
ZERO_DEPENDENCY,700000247,300,1,0,False,False,480,0.0,0.0
AS_PUBLISHED,700000247,300,1,0,False,False,480,0.0,0.0
ZERO_STRENGTH,700000248,300,1,0,False,False,434,0.0,0.0
ZERO_DEPENDENCY,700000248,300,1,0,False,False,434,0.0,0.0
AS_PUBLISHED,700000248,300,1,0,False,False,434,0.0,0.0
ZERO_STRENGTH,700000249,300,1,0,False,False,495,0.0,0.0
ZERO_DEPENDENCY,700000249,300,1,0,False,False,495,0.0,0.0
AS_PUBLISHED,700000249,300,1,0,False,False,495,0.0,0.0
ZERO_STRENGTH,700000250,300,1,0,False,False,513,0.0,0.0
ZERO_DEPENDENCY,700000250,300,1,0,False,False,513,0.0,0.0
