amplitude_factor,V,H_N,H_N_15_decimals
1.0,0.023880224918499993,0.9852514209323113,0.985251420932311
0.8,0.015283343947839999,0.985251420932311,0.985251420932311
0.5,0.005970056229624998,0.9852514209323113,0.985251420932311
0.1,0.00023880224918499998,0.985251420932311,0.985251420932311
0.001,2.3880224918499987e-08,0.9852514209323113,0.985251420932311
0.0,0.0,1.0,1.000000000000000
