run_id,seed,step,total_suppression,c_suppressive,c_protective,population,adapter_active,adapter_score
baseline_seed1835086202,1835086202,0,0.614,0.6,0.2,200,False,0.0
baseline_seed1835086202,1835086202,1,0.41400000000000003,0.4,0.2,203,False,0.0
baseline_seed1835086202,1835086202,2,0.4,0.4,0.0,205,False,0.0
baseline_seed1835086202,1835086202,3,1.0,1.0,0.4,204,False,0.0
baseline_seed1835086202,1835086202,4,0.42400000000000004,0.2,0.8,205,False,0.0
baseline_seed1835086202,1835086202,5,0.456,0.4,0.4,206,False,0.0
baseline_seed1835086202,1835086202,6,1.0,1.0,0.2,204,False,0.0
baseline_seed1835086202,1835086202,7,0.22400000000000003,0.0,0.8,205,False,0.0
baseline_seed1835086202,1835086202,8,0.4,0.4,0.0,210,False,0.0
baseline_seed1835086202,1835086202,9,1.0,1.0,1.0,211,False,0.0
baseline_seed1835086202,1835086202,10,0.8,0.8,0.0,217,False,0.0
baseline_seed1835086202,1835086202,11,1.0,1.0,0.0,216,False,0.0
baseline_seed1835086202,1835086202,12,0.42400000000000004,0.2,0.8,224,False,0.0
baseline_seed1835086202,1835086202,13,0.75,0.4,1.0,226,False,0.0
baseline_seed1835086202,1835086202,14,0.014000000000000002,0.0,0.2,235,False,0.0
baseline_seed1835086202,1835086202,15,0.0,0.0,0.0,238,False,0.0
baseline_seed1835086202,1835086202,16,0.256,0.2,0.4,234,False,0.0
baseline_seed1835086202,1835086202,17,0.6240000000000001,0.4,0.8,231,False,0.0
baseline_seed1835086202,1835086202,18,0.326,0.2,0.6,236,False,0.0
baseline_seed1835086202,1835086202,19,0.614,0.6,0.2,231,False,0.0
baseline_seed1835086202,1835086202,20,0.014000000000000002,0.0,0.2,232,False,0.0
baseline_seed1835086202,1835086202,21,0.8,0.8,0.0,239,False,0.0
baseline_seed1835086202,1835086202,22,0.22400000000000003,0.0,0.8,241,False,0.0
baseline_seed1835086202,1835086202,23,1.0,1.0,0.8,246,False,0.0
baseline_seed1835086202,1835086202,24,0.05600000000000001,0.0,0.4,249,False,0.0
baseline_seed1835086202,1835086202,25,1.0,1.0,1.0,252,False,0.0
baseline_seed1835086202,1835086202,26,0.926,0.8,0.6,252,False,0.0
baseline_seed1835086202,1835086202,27,0.656,0.6,0.4,257,False,0.0
baseline_seed1835086202,1835086202,28,1.0,0.8,0.8,254,False,0.0
baseline_seed1835086202,1835086202,29,0.726,0.6,0.6,262,False,0.0
baseline_seed1835086202,1835086202,30,0.614,0.6,0.2,262,False,0.0
baseline_seed1835086202,1835086202,31,0.256,0.2,0.4,258,False,0.0
baseline_seed1835086202,1835086202,32,1.0,1.0,0.0,260,False,0.0
baseline_seed1835086202,1835086202,33,0.05600000000000001,0.0,0.4,256,False,0.0
baseline_seed1835086202,1835086202,34,1.0,1.0,1.0,256,False,0.0
baseline_seed1835086202,1835086202,35,0.256,0.2,0.4,258,False,0.0
baseline_seed1835086202,1835086202,36,0.05600000000000001,0.0,0.4,266,False,0.0
baseline_seed1835086202,1835086202,37,0.526,0.4,0.6,265,False,0.0
baseline_seed1835086202,1835086202,38,0.526,0.4,0.6,269,False,0.0
baseline_seed1835086202,1835086202,39,0.42400000000000004,0.2,0.8,273,False,0.0
baseline_seed1835086202,1835086202,40,1.0,0.8,1.0,277,False,0.0
baseline_seed1835086202,1835086202,41,0.05600000000000001,0.0,0.4,280,False,0.0
baseline_seed1835086202,1835086202,42,1.0,1.0,0.0,279,False,0.0
baseline_seed1835086202,1835086202,43,0.41400000000000003,0.4,0.2,277,False,0.0
baseline_seed1835086202,1835086202,44,0.21400000000000002,0.2,0.2,282,False,0.0
baseline_seed1835086202,1835086202,45,0.35,0.0,1.0,283,False,0.0
baseline_seed1835086202,1835086202,46,0.2,0.2,0.0,278,False,0.0
baseline_seed1835086202,1835086202,47,0.8560000000000001,0.8,0.4,276,False,0.0
baseline_seed1835086202,1835086202,48,0.95,0.6,1.0,276,False,0.0
baseline_seed1835086202,1835086202,49,1.0,1.0,0.0,267,False,0.0
baseline_seed1835086202,1835086202,50,0.8560000000000001,0.8,0.4,271,False,0.0
baseline_seed1835086202,1835086202,51,1.0,1.0,0.2,270,False,0.0
baseline_seed1835086202,1835086202,52,0.6,0.6,0.0,265,False,0.0
baseline_seed1835086202,1835086202,53,0.41400000000000003,0.4,0.2,264,False,0.0
baseline_seed1835086202,1835086202,54,0.8140000000000001,0.8,0.2,269,False,0.0
baseline_seed1835086202,1835086202,55,0.8560000000000001,0.8,0.4,261,False,0.0
baseline_seed1835086202,1835086202,56,0.8560000000000001,0.8,0.4,265,False,0.0
baseline_seed1835086202,1835086202,57,0.726,0.6,0.6,267,False,0.0
baseline_seed1835086202,1835086202,58,0.0,0.0,0.0,263,False,0.0
baseline_seed1835086202,1835086202,59,0.2,0.2,0.0,263,False,0.0
baseline_seed1835086202,1835086202,60,1.0,1.0,0.4,254,False,0.0
baseline_seed1835086202,1835086202,61,1.0,1.0,0.2,253,False,0.0
baseline_seed1835086202,1835086202,62,0.2,0.2,0.0,252,False,0.0
baseline_seed1835086202,1835086202,63,0.41400000000000003,0.4,0.2,261,False,0.0
baseline_seed1835086202,1835086202,64,0.2,0.2,0.0,264,False,0.0
baseline_seed1835086202,1835086202,65,0.0,0.0,0.0,261,False,0.0
