substrate,category,cell,seed,rr,phi,alpha,successor_capability,cop_cost_audit,survived,collapsed,extinct,final_population,final_ai_generation,yield_fired,max_yield_margin,knowledge_transfer_verified,steps_completed,end_reason,peak_population,min_viable_population,survival_threshold,elapsed_seconds,source_path,source_head,non_registered,worker_pid
v20,A,31880113343579f1,1835089000,0.066,25.0,1.0,1.0,True,True,False,False,346,1,False,-3.104862194027414,False,300,step_limit,364,50,236.6,83.42571149999276,C:\Users\matty\Dev\phase-b-recon-v20,2044f50a8cf71874f259e74fd05ec495169b9ae4,True,45064
v20,A,31880113343579f1,1835089001,0.066,25.0,1.0,1.0,True,True,False,False,212,1,False,-3.0876873279496424,False,300,step_limit,296,50,192.4,83.14889599999879,C:\Users\matty\Dev\phase-b-recon-v20,2044f50a8cf71874f259e74fd05ec495169b9ae4,True,47740
v20,A,7d603f92ccb1b1ac,1835089000,0.055,25.0,1.0,1.0,True,False,True,False,33,1,False,-3.102543652794341,False,300,step_limit,237,50,154.05,81.58032680000179,C:\Users\matty\Dev\phase-b-recon-v20,2044f50a8cf71874f259e74fd05ec495169b9ae4,True,42916
v20,A,7d603f92ccb1b1ac,1835089001,0.055,25.0,1.0,1.0,True,False,True,False,29,1,False,-3.0928915221818256,False,300,step_limit,201,50,130.65,82.63640040002065,C:\Users\matty\Dev\phase-b-recon-v20,2044f50a8cf71874f259e74fd05ec495169b9ae4,True,11416
v21,A,31880113343579f1,1835089000,0.066,25.0,1.0,1.0,True,False,True,False,171,1,False,-3.1070570735839644,False,300,step_limit,293,50,190.45000000000002,99.67801190004684,C:\Users\matty\Dev\AI-Succession-Problem,1a5fa6505fa079906b2df2a97e1f965b3e0f8713,True,49220
v21,A,31880113343579f1,1835089001,0.066,25.0,1.0,1.0,True,True,False,False,182,1,False,-3.1159608060736588,False,300,step_limit,256,50,166.4,98.90487520000897,C:\Users\matty\Dev\AI-Succession-Problem,1a5fa6505fa079906b2df2a97e1f965b3e0f8713,True,47128
v21,A,7d603f92ccb1b1ac,1835089000,0.055,25.0,1.0,1.0,True,False,True,False,26,1,False,-3.092026809212763,False,300,step_limit,237,50,154.05,88.32738560001599,C:\Users\matty\Dev\AI-Succession-Problem,1a5fa6505fa079906b2df2a97e1f965b3e0f8713,True,18948
v21,A,7d603f92ccb1b1ac,1835089001,0.055,25.0,1.0,1.0,True,False,True,False,8,1,False,-3.1009208895378615,False,300,step_limit,214,50,139.1,88.85364009998739,C:\Users\matty\Dev\AI-Succession-Problem,1a5fa6505fa079906b2df2a97e1f965b3e0f8713,True,49964
