run_id,seed,step,total_suppression,c_suppressive,c_protective,population,adapter_active,adapter_score,H_N,H_eff,c_avg,zero_novelty_agents,novelty_vector_count,all_zero_novelty,H_N_at_maximum,avg_well_being,U_sys,L_t,h_n_estimator_cached
degen_seed1835086222,1835086222,0,0.614,0.6,0.2,199,False,0.0,0.9857382343719029,0.6278499476404332,0.614,0,200,False,False,0.6401344195652658,15.73365207095775,0.09667107649744314,0.9857382343719029
degen_seed1835086222,1835086222,1,0.614,0.6,0.2,198,False,0.0,0.988545447365285,0.6428099716431068,0.614,0,199,False,False,0.6568266571762127,17.23150858426549,0.11638994308348202,0.988545447365285
degen_seed1835086222,1835086222,2,1.0,1.0,0.6,207,False,0.0,1.0,0.6941485501383854,1.0,198,198,True,True,0.6706749276699376,19.474669620323773,0.1454139741467337,1.0
degen_seed1835086222,1835086222,3,0.0,0.0,0.0,219,False,0.0,0.9877368544970069,0.7370559643741935,0.0,0,207,False,False,0.6814674036749346,21.64604394105154,0.17353185168698446,0.9877368544970069
degen_seed1835086222,1835086222,4,0.8240000000000001,0.6,0.8,222,False,0.0,0.9839925619406695,0.759200048936943,0.8240000000000001,0,219,False,False,0.6950906282282853,23.418771151934365,0.1966565334360518,0.9839925619406695
degen_seed1835086222,1835086222,5,0.656,0.6,0.4,224,False,0.0,0.9850049150727441,0.7833855763799582,0.656,0,222,False,False,0.7100994084181295,25.256083384446896,0.22057860666612777,0.9850049150727441
degen_seed1835086222,1835086222,6,0.22400000000000003,0.0,0.8,219,False,0.0,0.9869163129385539,0.7824618552069185,0.22400000000000003,0,224,False,False,0.7240502840519336,26.300965745436788,0.23458612169980014,0.9869163129385539
degen_seed1835086222,1835086222,7,0.05600000000000001,0.0,0.4,218,False,0.0,0.9890261243769839,0.7951183067372839,0.05600000000000001,0,219,False,False,0.7375602306923243,27.964744969501748,0.2563214750181759,0.9890261243769839
degen_seed1835086222,1835086222,8,0.95,0.6,1.0,223,False,0.0,0.9895033052992093,0.8221622790996238,0.95,0,218,False,False,0.7451872760668765,30.211210059725612,0.2853291841448728,0.9895033052992093
degen_seed1835086222,1835086222,9,0.2,0.2,0.0,221,False,0.0,0.9890695229161821,0.8239115051846975,0.2,0,223,False,False,0.7538613357147663,31.67726023242808,0.3045735609807563,0.9890695229161821
degen_seed1835086222,1835086222,10,1.0,1.0,0.0,218,False,0.0,1.0,0.8292985032695304,1.0,221,221,True,True,0.7608243149261746,32.582036456034494,0.3167927166742148,1.0
degen_seed1835086222,1835086222,11,0.21400000000000002,0.2,0.2,216,False,0.0,0.9820805938736556,0.8233545378409607,0.21400000000000002,0,218,False,False,0.7762757125753594,33.5086445927371,0.3292756608834915,0.9820805938736556
degen_seed1835086222,1835086222,12,0.8140000000000001,0.8,0.2,221,False,0.0,0.9826962092071938,0.845622836608495,0.8140000000000001,0,216,False,False,0.7787447720081233,35.309412424645004,0.35267707158959416,0.9826962092071938
degen_seed1835086222,1835086222,13,1.0,0.8,0.8,225,False,0.0,1.0,0.8805207976559919,1.0,221,221,True,True,0.7826851534719927,37.404232501822186,0.3797449383451678,1.0
degen_seed1835086222,1835086222,14,0.8560000000000001,0.8,0.4,230,False,0.0,0.9864493327415808,0.891693099578193,0.8560000000000001,0,225,False,False,0.7860366247357626,38.579683074492166,0.3953141372399172,0.9864493327415808
degen_seed1835086222,1835086222,15,1.0,1.0,0.8,234,False,0.0,1.0,0.9242954405654078,1.0,230,230,True,True,0.7899961030473571,40.54364195257198,0.42072580294338113,1.0
degen_seed1835086222,1835086222,16,1.0,1.0,0.4,241,False,0.0,1.0,0.9571684870378048,1.0,234,234,True,True,0.7943306946371823,42.28873699798827,0.4433960082346109,1.0
