run_id,seed,step,total_suppression,c_suppressive,c_protective,population,adapter_active,adapter_score,H_N,H_eff,c_avg,zero_novelty_agents,novelty_vector_count,all_zero_novelty,H_N_at_maximum,avg_well_being,U_sys,L_t,h_n_estimator_cached
degen_seed1835086221,1835086221,0,0.15600000000000003,0.1,0.4,210,False,0.0,0.9843213234970215,0.6444432170469516,0.15600000000000003,0,200,False,False,0.6235315949735978,15.92249002959849,0.09903158916360509,0.9843213234970215
degen_seed1835086221,1835086221,1,0.526,0.4,0.6,217,False,0.0,0.9900993861778087,0.6894533636789147,0.526,0,210,False,False,0.6417950531576382,17.85117691278463,0.12413654242075634,0.9900993861778087
degen_seed1835086221,1835086221,2,1.0,1.0,0.8,224,False,0.0,1.0,0.7347350247946319,1.0,217,217,True,True,0.656013414995207,20.070256435611924,0.15285875907490235,1.0
degen_seed1835086221,1835086221,3,0.456,0.4,0.4,220,False,0.0,0.9888643321738709,0.7280076425885396,0.456,0,224,False,False,0.6692779869722079,21.178901820888324,0.1676925714464752,0.9888643321738709
degen_seed1835086221,1835086221,4,0.326,0.2,0.6,221,False,0.0,0.9855841620823297,0.7418919586338533,0.326,0,220,False,False,0.6812157332755627,22.689824355113245,0.18754425623222032,0.9855841620823297
degen_seed1835086221,1835086221,5,0.42400000000000004,0.2,0.8,217,False,0.0,0.9867434202528186,0.7413909289691062,0.42400000000000004,0,221,False,False,0.6924896563060122,23.92629232919874,0.20395635807465085,0.9867434202528186
degen_seed1835086221,1835086221,6,0.21400000000000002,0.2,0.2,210,False,0.0,0.9859314725689468,0.7311365001196587,0.21400000000000002,0,217,False,False,0.7062564647521613,25.052643775755406,0.21898220076784497,0.9859314725689468
degen_seed1835086221,1835086221,7,0.6,0.6,0.0,215,False,0.0,0.9816351456395428,0.7545830205660297,0.6,0,210,False,False,0.7150698471502641,26.939327710324562,0.24350276736936124,0.9816351456395428
degen_seed1835086221,1835086221,8,1.0,0.8,1.0,211,False,0.0,1.0,0.7661476566497782,1.0,215,215,True,True,0.7262063096206429,28.465270508988034,0.2635053446633429,1.0
degen_seed1835086221,1835086221,9,0.6240000000000001,0.4,0.8,208,False,0.0,0.9870912176570359,0.7559421161721932,0.6240000000000001,0,211,False,False,0.7363730994604889,29.52697039349185,0.27769484454597854,0.9870912176570359
degen_seed1835086221,1835086221,10,0.8140000000000001,0.8,0.2,212,False,0.0,0.9846229139648411,0.7734646758489817,0.8140000000000001,0,208,False,False,0.7410792965634344,30.85873773347065,0.29525108458419314,0.9846229139648411
degen_seed1835086221,1835086221,11,1.0,0.8,0.8,206,False,0.0,1.0,0.7755734399578285,1.0,212,212,True,True,0.7529839222891538,31.731293561255757,0.307059147142103,1.0
degen_seed1835086221,1835086221,12,0.656,0.6,0.4,206,False,0.0,0.9887319277809354,0.7753052329302742,0.656,0,206,False,False,0.761301932270104,32.67024326117911,0.3196875695510536,0.9887319277809354
degen_seed1835086221,1835086221,13,0.126,0.0,0.6,209,False,0.0,0.9813365278756407,0.7881422676188482,0.126,0,206,False,False,0.7685468801825389,33.3690526762464,0.32930426247694244,0.9813365278756407
degen_seed1835086221,1835086221,14,1.0,1.0,0.2,217,False,0.0,1.0,0.824615869971544,1.0,209,209,True,True,0.7600146267018839,36.25302981914056,0.3662276518293531,1.0
degen_seed1835086221,1835086221,15,0.05600000000000001,0.0,0.4,225,False,0.0,0.9865587033801775,0.8473652630866078,0.05600000000000001,0,217,False,False,0.7634756701323626,37.90272382324401,0.38771538701851865,0.9865587033801775
degen_seed1835086221,1835086221,16,0.42400000000000004,0.2,0.8,223,False,0.0,0.9851177072272856,0.8452152556922224,0.42400000000000004,0,225,False,False,0.7694923992365909,38.54647863833956,0.3966181726909996,0.9851177072272856
degen_seed1835086221,1835086221,17,0.526,0.4,0.6,230,False,0.0,0.9872172294490387,0.8732576449854567,0.526,0,223,False,False,0.7691868124345737,40.15554450673413,0.417578839921058,0.9872172294490387
degen_seed1835086221,1835086221,18,0.8140000000000001,0.8,0.2,240,False,0.0,0.9877237743699296,0.9148770039903761,0.8140000000000001,0,230,False,False,0.7718731927979032,42.51672604100651,0.4479332725990455,0.9877237743699296
degen_seed1835086221,1835086221,19,0.326,0.2,0.6,234,False,0.0,0.991319246265527,0.9027823419991035,0.326,0,240,False,False,0.7783656397495141,42.6569036735271,0.4505167779460149,0.991319246265527
degen_seed1835086221,1835086221,20,0.8140000000000001,0.8,0.2,229,False,0.0,0.9900726553179671,0.887876025785791,0.8140000000000001,0,234,False,False,0.7832128005357933,42.785566790532656,0.4529481880138561,0.9900726553179671
degen_seed1835086221,1835086221,21,0.8240000000000001,0.6,0.8,228,False,0.0,0.98834733878403,0.8865935979522408,0.8240000000000001,0,229,False,False,0.7868829629986887,43.46123489107176,0.46220845585914255,0.98834733878403
degen_seed1835086221,1835086221,22,1.0,1.0,0.2,233,False,0.0,1.0,0.9167541585182978,1.0,228,228,True,True,0.7869134407882384,45.09149051959867,0.4833925712016529,1.0
