mode,rr,phi,alpha,successor_capability,cop_cost_audit,seed,survived,collapsed,extinct,final_population,peak_population,collapse_threshold,final_ai_generation,yield_fired,yield_fire_count,yield_eval_count,first_yield_fire_step,first_fire_advantage,first_fire_transition_cost,max_yield_margin,mean_yield_margin,final_theta_capability,final_transfer_state,final_psi_inst_stock,final_theta_tech_v2,final_l_t_v2,integral_u_sys,knowledge_transfer_verified,error,arm,part,run_id,derived_seed,started_utc,completed_utc,wall_seconds,interpreter_version,numpy_version,machine_label
C,0.06,25.0,1.0,2.5,False,150,False,True,False,15,210,136,2,True,1,500,20,4.5371618982878985,3.2223457834635507,1.3148161148243478,-14.655156997437599,0.5809231728982273,0.9871266671224113,0.9136051497014284,1.1849134854871697,0.09421256317543034,12261.822034576486,True,,O,3,O_p3_C_0de9b507be0110cdce85a9b2,8377,2026-09-24T11:29:22.174706+00:00,2026-09-24T11:30:32.020030+00:00,69.84530529996846,"3.13.15 (tags/v3.13.15:4061bc4, Aug  5 2026, 13:05:39) [MSC v.1944 64 bit (AMD64)]",2.4.4,YOTKOTEST
