arm,defense_arm,seed,steps_completed,last_completed_step,end_reason,final_population,g_steps,VETO_steps,CONSENSUS_steps,non_NORMAL_steps,state_after_last_completed_step,state_in_force_at_last_step,maximum_live_points,suspensions,permanence_reached,permanence_step,H_first_NORMAL_step_at_or_after_shock,H_steps_from_shock_to_NORMAL,H_never_returned_to_NORMAL,normal_at_shock_completion,audit_file,audit_sha256_lf,recorded_steps_equal_completed,binding_restored_by_identity,attack_binding_restored_by_identity,elapsed_seconds,NORMAL_to_VETO,NORMAL_to_CONSENSUS,VETO_to_NORMAL,VETO_to_CONSENSUS,CONSENSUS_to_NORMAL,CONSENSUS_to_VETO
H,LATCHED,1835088214,300,299,step_limit,275,53,26,226,252,CONSENSUS,CONSENSUS,0,1,False,null,null,null,True,False,defense_points_run_a2_run_H_LATCHED_1835088214_audit_attempt1.json,8d6305729b1c115c5d087dde5f9e321d473e1173c3a3e03cbe42536ea9bb1f2b,True,True,True,740.5712001000065,1,0,0,1,0,0
H,LATCHED,1835088215,300,299,step_limit,256,23,13,132,145,CONSENSUS,CONSENSUS,0,1,False,null,150,0,False,True,defense_points_run_a2_run_H_LATCHED_1835088215_audit_attempt1.json,b70004f8160c4f9c992f600a08d4f653ba1ca12abe9e16b034c93f913bba9138,True,True,True,732.2973192000063,1,0,0,1,0,0
H,LATCHED,1835088216,300,299,step_limit,227,19,1,144,145,CONSENSUS,CONSENSUS,0,1,False,null,150,0,False,True,defense_points_run_a2_run_H_LATCHED_1835088216_audit_attempt1.json,493ee0479a9ba93da4c4a667e62d53e1d0c61f161b52502d90fe73f447d63b2a,True,True,True,736.6306503999513,1,0,0,1,0,0
H,LATCHED,1835088217,300,299,step_limit,281,29,20,122,142,CONSENSUS,CONSENSUS,0,1,False,null,150,0,False,True,defense_points_run_a2_run_H_LATCHED_1835088217_audit_attempt1.json,7c189352e70ec0ff83055849ae3ec20c5d52c30ec55db80941e3b709320156e4,True,True,True,734.7787140000146,1,0,0,1,0,0
H,LATCHED,1835088218,300,299,step_limit,223,18,6,140,146,CONSENSUS,CONSENSUS,0,1,False,null,150,0,False,True,defense_points_run_a2_run_H_LATCHED_1835088218_audit_attempt1.json,e471b31b67f469a4f378b273c3af1f24c8002ce6be859f04cbedf520d0004fb3,True,True,True,732.5528159000096,1,0,0,1,0,0
H,LATCHED,1835088219,300,299,step_limit,301,20,1,145,146,CONSENSUS,CONSENSUS,0,1,False,null,150,0,False,True,defense_points_run_a2_run_H_LATCHED_1835088219_audit_attempt1.json,8d214e37875f63adeb615b8fd22c18b36f54a83b9968c9004a936502fbfe4004,True,True,True,732.617456500011,1,0,0,1,0,0
H,OFF,1835088200,300,299,step_limit,235,24,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088200_audit_attempt1.json,3bddde206e88d6ec18a48b8c4b96742e7cc731a23d7b496ef239c92b3ea1ad39,True,True,True,736.8461240000324,0,0,0,0,0,0
H,OFF,1835088201,300,299,step_limit,250,25,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088201_audit_attempt1.json,c459d6682678ac17ef6f6f6401ef1211544bbee895cd567d67013a2aa64e279b,True,True,True,729.5960871000425,0,0,0,0,0,0
H,OFF,1835088202,300,299,step_limit,254,26,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088202_audit_attempt1.json,a0c7971587e96d4caedf0baeec01683711738d888477d975ef1ce1838c7a2f20,True,True,True,733.144138099975,0,0,0,0,0,0
H,OFF,1835088203,300,299,step_limit,312,20,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088203_audit_attempt1.json,2ed0344efa04afe6b367d05ee25bfab56204c2a31913b3a441c0e7a766212383,True,True,True,739.609137099993,0,0,0,0,0,0
H,OFF,1835088204,300,299,step_limit,239,25,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088204_audit_attempt1.json,785554bed6dbb76875e2a4199f04bb5401377de1249d92ae3445ee5ccaab7749,True,True,True,733.9914316000068,0,0,0,0,0,0
H,OFF,1835088205,300,299,step_limit,296,28,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088205_audit_attempt1.json,ec81a4c6946c3795eee350562c49c2c36a32b1964e1fb0dbd837a67cbef17d14,True,True,True,737.9922060000245,0,0,0,0,0,0
H,OFF,1835088206,300,299,step_limit,242,19,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088206_audit_attempt1.json,11f621d22dc27a82b2260c97c4407d0816cf7655288bab29f106bad1e767fc57,True,True,True,742.7869191000354,0,0,0,0,0,0
H,OFF,1835088207,300,299,step_limit,282,25,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088207_audit_attempt1.json,7c3e282d89f7b9b7fb289442b575a49e8073f96423775f006773c73befad2c7c,True,True,True,738.0861247000284,0,0,0,0,0,0
H,OFF,1835088208,300,299,step_limit,280,24,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088208_audit_attempt1.json,3424947f449ab97e10e3a02cfbbbabc9a6e90ba4d64e9e13d8902a52db93adf0,True,True,True,742.2284349999973,0,0,0,0,0,0
H,OFF,1835088209,300,299,step_limit,383,22,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088209_audit_attempt1.json,bafb241e50ef8ccada48dee27e3b1f9e31634881e24dfd2d8ba34b09e9d616b8,True,True,True,740.4004278000211,0,0,0,0,0,0
H,OFF,1835088210,300,299,step_limit,305,24,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088210_audit_attempt1.json,ea018d2b0e7e4a1cbdffae868fe1f810ca4f7fd6281993447be2488fce43d03c,True,True,True,740.1973342000274,0,0,0,0,0,0
H,OFF,1835088211,300,299,step_limit,215,23,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088211_audit_attempt1.json,108f38bd7a974ef3d097babbf58c3249949d398b577993ac2f6d85a7e242e69e,True,True,True,740.0080989000271,0,0,0,0,0,0
H,OFF,1835088212,300,299,step_limit,229,24,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088212_audit_attempt1.json,27d4e698551d58db4d2f81f58319ee11b817ff4e8c940809dfd1f78ef6c781ae,True,True,True,741.2777833999717,0,0,0,0,0,0
H,OFF,1835088213,300,299,step_limit,251,43,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088213_audit_attempt1.json,e2a8aad5acb94daf350d8678c9c3b70f47a4b6c1e669b45be0fda8dfab3b08b5,True,True,True,743.150145099964,0,0,0,0,0,0
H,OFF,1835088214,300,299,step_limit,273,25,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088214_audit_attempt1.json,6b032f5f161bc4e49b3e345fc4f5cc7f19ca4901a18b0a3b4e2690f2b30ad891,True,True,True,744.1086803000071,0,0,0,0,0,0
H,OFF,1835088215,300,299,step_limit,245,22,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088215_audit_attempt1.json,ab10e6e01bdbf84b19b5c1ff3a55a955d323517e83b16ba81970978e032e7a84,True,True,True,738.3436006999691,0,0,0,0,0,0
H,OFF,1835088216,300,299,step_limit,236,20,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088216_audit_attempt1.json,8cbb94dde71b0af51b557a0985c9e451e30cc2e2ee3f9aa259098fe097a55e57,True,True,True,739.356849200034,0,0,0,0,0,0
H,OFF,1835088217,300,299,step_limit,310,22,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088217_audit_attempt1.json,89d584550296e8c8244dc1d20c732f3dde5d200640a303aa0bd981233bfca293,True,True,True,736.4527984999586,0,0,0,0,0,0
H,OFF,1835088218,300,299,step_limit,313,22,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088218_audit_attempt1.json,d7f71cbed6813480914f6932a22f49b4df1857566833b284444b2d6aa64950b2,True,True,True,737.7510517999763,0,0,0,0,0,0
H,OFF,1835088219,300,299,step_limit,288,21,0,0,0,NORMAL,NORMAL,0,0,False,null,150,0,False,True,defense_points_run_a2_run_H_OFF_1835088219_audit_attempt1.json,bddb254785645626c76fc5a33e8e5802398d0e62cfdeb4f67069296d3f2cb239,True,True,True,740.6180732000503,0,0,0,0,0,0
H,POINTS,1835088200,300,299,step_limit,236,17,39,40,79,VETO,VETO,5,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088200_audit_attempt1.json,72aec22c02d3b1ca9583f979d6575206e1b8b8b5c8f98416e9e8f5b92593458c,True,True,True,735.6299824999878,2,0,1,1,0,1
H,POINTS,1835088201,300,299,step_limit,287,19,69,49,118,NORMAL,NORMAL,7,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088201_audit_attempt1.json,45fec64d781c552548d87b9592b56e08cedd109d869301f73a9624971f21769a,True,True,True,738.3382041999721,2,0,2,1,0,1
H,POINTS,1835088202,300,299,step_limit,314,20,19,47,66,NORMAL,NORMAL,7,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088202_audit_attempt1.json,0c79418f1f6cfcb993869873080b3409cda886a8ad06a48b0f5c446fc11afb5c,True,True,True,739.6193146000151,1,0,1,1,0,1
H,POINTS,1835088203,300,299,step_limit,302,16,50,35,85,NORMAL,NORMAL,3,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088203_audit_attempt1.json,241ebea99a50edbc3b261d3ca084f1518dd39012527fc2b34a43870eb777d442,True,True,True,758.8453141000355,2,0,2,1,0,1
H,POINTS,1835088204,300,299,step_limit,187,21,22,172,194,CONSENSUS,CONSENSUS,9,3,True,207,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088204_audit_attempt1.json,a0550df60b1c8d4ba08ca5d210d63ac6a4a8f89f731314dbd5fa1db8286ebd79,True,True,True,736.7677827000152,2,0,1,3,0,2
H,POINTS,1835088205,300,299,step_limit,213,22,59,48,107,VETO,VETO,8,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088205_audit_attempt1.json,f95f69505031499e3d7ef21d9153b8138f374e07348d88f1c2b4c5d7928ce7aa,True,True,True,734.427083800023,2,0,1,1,0,1
H,POINTS,1835088206,300,299,step_limit,235,15,40,0,40,NORMAL,NORMAL,1,0,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088206_audit_attempt1.json,ec12b98f2bfaef80f3bb24405f222d7bbba378502981e39f8c5e3edf9171036a,True,True,True,727.1066775000072,1,0,1,0,0,0
H,POINTS,1835088207,300,299,step_limit,292,20,59,49,108,NORMAL,NORMAL,9,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088207_audit_attempt1.json,b3c7607ca59a412da8ae835d9e3fbd1ac3c60fe5206e5571a2e769299644499a,True,True,True,734.1107237000251,2,0,2,1,0,1
H,POINTS,1835088208,300,299,step_limit,286,22,54,40,94,NORMAL,NORMAL,5,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088208_audit_attempt1.json,98b21f7f6a4842dc32cb3376198502bfbfd2334da073b6ed9916982369908307,True,True,True,736.1897290999768,2,0,2,1,0,1
H,POINTS,1835088209,300,299,step_limit,260,18,4,38,42,NORMAL,NORMAL,3,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088209_audit_attempt1.json,e35f2a2e9deb08e337448e76e348211666d1511d27a743e9415777d9bdec2e73,True,True,True,740.8564731000224,1,0,1,1,0,1
H,POINTS,1835088210,300,299,step_limit,266,23,22,55,77,NORMAL,NORMAL,9,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088210_audit_attempt1.json,b4247ddc832353da399f6836b7cd19bfd5d3a18b268e12c1cc3f0b4fb40aaabf,True,True,True,737.7619317999925,1,0,1,1,0,1
H,POINTS,1835088211,300,299,step_limit,178,18,58,83,141,VETO,NORMAL,9,2,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088211_audit_attempt1.json,dfff2ca399692eefc476ae9338f876ddf53d2100d0be254d045855eb47dedc49,True,True,True,740.9227104999591,2,0,1,2,0,2
H,POINTS,1835088212,300,299,step_limit,275,19,35,60,95,VETO,VETO,5,2,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088212_audit_attempt1.json,cd6f14f267ae37d936cecadad07205efce665af08f11e6673ad5922bc6f71a40,True,True,True,735.1416862999904,2,0,1,2,0,2
H,POINTS,1835088213,300,299,step_limit,230,30,66,56,122,NORMAL,NORMAL,9,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088213_audit_attempt1.json,2d61a1cf33cde38335e6f9e4fd7899879a994c1c29cfc2d1dca26a83b2812aab,True,True,True,729.3640141999931,1,0,1,1,0,1
H,POINTS,1835088214,300,299,step_limit,334,53,90,63,153,NORMAL,NORMAL,3,2,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088214_audit_attempt1.json,91bf81d31fefd9d5cf39e194d82cd2ae1b464347f9e7d24e6019f921934f06c2,True,True,True,733.8316651000059,2,0,2,2,0,2
H,POINTS,1835088215,300,299,step_limit,207,23,57,27,84,VETO,VETO,3,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088215_audit_attempt1.json,7a34b71a7393a6a406bc5e1342b844a628ce8c54076834d43cf415e6c3ea2311,True,True,True,725.2808867999702,2,0,1,1,0,1
H,POINTS,1835088216,300,299,step_limit,273,35,47,62,109,NORMAL,NORMAL,5,2,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088216_audit_attempt1.json,4ada651f99e3e61ef54efcf703ac3eb4647d0f04c61262dcaa08d414ad623dcb,True,True,True,788.3605752000003,2,0,2,2,0,2
H,POINTS,1835088217,300,299,step_limit,290,29,39,21,60,NORMAL,NORMAL,3,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088217_audit_attempt1.json,c3596d16da8a3af401d4e8a4e9313fee459753f378132e94971f28674a0c5cf5,True,True,True,733.3233270000201,1,0,1,1,0,1
H,POINTS,1835088218,300,299,step_limit,219,37,68,59,127,CONSENSUS,CONSENSUS,7,2,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088218_audit_attempt1.json,714aa98479de47aa0f6320632cf42ac04f6e65091d8b274bdce51db9e4dfcfff,True,True,True,734.0879071000381,3,0,2,2,0,1
H,POINTS,1835088219,300,299,step_limit,265,20,17,48,65,NORMAL,NORMAL,9,1,False,null,150,0,False,True,defense_points_run_a2_run_H_POINTS_1835088219_audit_attempt1.json,727a61cc5c3dc5aff5c19fc4d965d7280531ef466fbf64dbbea28becc0d7ac2d,True,True,True,727.6053808000288,1,0,1,1,0,1
M1,LATCHED,1835088200,300,299,step_limit,249,49,49,181,230,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088200_audit_attempt1.json,f8e7b40dc7fca7a494f1dab2481d756c16fad3172b937c8f829cf55105b02acb,True,True,True,728.5063000000082,1,0,0,1,0,0
M1,LATCHED,1835088201,300,299,step_limit,280,22,79,164,243,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088201_audit_attempt1.json,59424cc610edc803e2884aedda93acb1dce4f1bae14111998a12355536a739da,True,True,True,729.0756339000072,1,0,0,1,0,0
M1,LATCHED,1835088202,300,299,step_limit,281,25,79,146,225,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088202_audit_attempt1.json,9acbba16cf7cee4f9d10b4ab1f24ce9bf3f50455f38fc1cef6e1e82d892767aa,True,True,True,726.8791311000241,1,0,0,1,0,0
M1,LATCHED,1835088203,300,299,step_limit,285,15,78,147,225,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088203_audit_attempt1.json,636aec52ff295e09e0159161cd9f8404c9e087aba629516817fa391181a54808,True,True,True,733.8682522000163,1,0,0,1,0,0
M1,LATCHED,1835088204,300,299,step_limit,196,22,9,243,252,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088204_audit_attempt1.json,07ed6a86d3ff452b1850cf76b4445319e86026d1cad97c46f1b623eb3ea71fae,True,True,True,738.432194699999,1,0,0,1,0,0
M1,LATCHED,1835088205,300,299,step_limit,233,29,46,170,216,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088205_audit_attempt1.json,ba343ca65ef119e1861d3b7cb441b184da5b12e11318ec6dff9aebf68d3ae193,True,True,True,732.8123729999643,1,0,0,1,0,0
M1,LATCHED,1835088206,300,299,step_limit,237,47,19,215,234,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088206_audit_attempt1.json,56ec6c31ca53f288a5c1c793c8359be3b8ced60457bc2c678062b0c3ad05805e,True,True,True,734.7680594999692,1,0,0,1,0,0
M1,LATCHED,1835088207,300,299,step_limit,324,15,71,149,220,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088207_audit_attempt1.json,70559a97beeae0188c2dd820bcfdcba248e6974ae128d3a494bfe9e131938992,True,True,True,738.6734164999798,1,0,0,1,0,0
M1,LATCHED,1835088208,300,299,step_limit,267,18,16,213,229,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088208_audit_attempt1.json,50f30bcb478fb3e063883f5bb87d0fde3d7718287a22137d9feefbf36a311461,True,True,True,739.3973870000336,1,0,0,1,0,0
M1,LATCHED,1835088209,300,299,step_limit,261,42,13,212,225,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088209_audit_attempt1.json,6b58b56b6a493cf34402d6e4467c9e6abbd5bb624413c1c3d0a6bc69866c2285,True,True,True,737.3422229000134,1,0,0,1,0,0
M1,LATCHED,1835088210,300,299,step_limit,276,24,69,149,218,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088210_audit_attempt1.json,45d1b785be04153d03eb6323a3829cf27a75f7473bb49c4d725b222d0c0b603f,True,True,True,730.7762900000089,1,0,0,1,0,0
M1,LATCHED,1835088211,300,299,step_limit,289,44,20,208,228,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088211_audit_attempt1.json,f17f268eb2b6ae3582b2ec6f880d2c2e6220e22c0beaed7561a8f8ae040d34a7,True,True,True,734.5452302999911,1,0,0,1,0,0
M1,LATCHED,1835088212,300,299,step_limit,347,23,70,147,217,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088212_audit_attempt1.json,a539a9f5c8a09fbb302987076bb38b51927a39db8280b03ce9704f6aae73c322,True,True,True,733.083946400031,1,0,0,1,0,0
M1,LATCHED,1835088213,300,299,step_limit,238,46,18,212,230,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088213_audit_attempt1.json,bbb05c3be9ab70f9bca8d2f840b1ed2d2f32111fb339be68f7c4b47dbea1152f,True,True,True,726.3331861000042,1,0,0,1,0,0
M1,LATCHED,1835088214,300,299,step_limit,275,53,26,226,252,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088214_audit_attempt1.json,8a0f778df58b4622e8854ad4f4c56f8d8647f56fcca668af7229774178b3fecf,True,True,True,765.2718490000116,1,0,0,1,0,0
M1,LATCHED,1835088215,300,299,step_limit,287,18,3,215,218,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088215_audit_attempt1.json,6cf01dedcd8a84e28cd9790d880689891bd9b41e0981f09b9cb758e77b6dac5a,True,True,True,737.9775589000201,1,0,0,1,0,0
M1,LATCHED,1835088216,300,299,step_limit,318,18,4,220,224,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088216_audit_attempt1.json,ef807568270f98b5ea26b75e1712a548064c031feb1933cc0e29ce8efef2be26,True,True,True,735.2431025000405,1,0,0,1,0,0
M1,LATCHED,1835088217,300,299,step_limit,319,48,14,202,216,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088217_audit_attempt1.json,0cce9486cb6050d4d80f4cb4699676e253626bd471da12f7f20c48d867d79598,True,True,True,739.5129801000003,1,0,0,1,0,0
M1,LATCHED,1835088218,300,299,step_limit,252,20,16,212,228,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088218_audit_attempt1.json,a95b2680b1d102a25dcdcf8c9e7140eb0bd86eed09c6f0c3ed6be931116c9c52,True,True,True,730.1019530000049,1,0,0,1,0,0
M1,LATCHED,1835088219,300,299,step_limit,290,19,17,211,228,CONSENSUS,CONSENSUS,0,1,False,null,null,null,null,False,defense_points_run_a2_run_M1_LATCHED_1835088219_audit_attempt1.json,7164d2898de36e7dc7cf15b79aea8efe4b707e46a2a8cfa2992a279ca78feb24,True,True,True,742.1070239000255,1,0,0,1,0,0
M1,OFF,1835088200,227,226,extinction,0,151,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088200_audit_attempt1.json,b8eabf424cea222b44ebdd431ddee9774bd08e997a1cd2b314c042f045385697,True,True,True,553.0534384999773,0,0,0,0,0,0
M1,OFF,1835088201,194,193,extinction,0,113,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088201_audit_attempt1.json,203a12b0c9c303bf11f644ac47c99da7c99423cb635933a15dff81744bb1eb54,True,True,True,486.5707631999976,0,0,0,0,0,0
M1,OFF,1835088202,248,247,extinction,0,162,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088202_audit_attempt1.json,9914a88e13e427ef9bf0bba5dab81afd71d5c37bcf325e68c144399c81baa639,True,True,True,607.3274737999891,0,0,0,0,0,0
M1,OFF,1835088203,218,217,extinction,0,142,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088203_audit_attempt1.json,2d24b6d478a5c81fac4409bb7fd9f5a52d40982633db638e7731e5f22e1001e1,True,True,True,540.6309832999832,0,0,0,0,0,0
M1,OFF,1835088204,200,199,extinction,0,112,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088204_audit_attempt1.json,c601c93aa44399b33281978b0c147e0e6694664eb9a7184bdd65354fd74a26f2,True,True,True,493.37450729997363,0,0,0,0,0,0
M1,OFF,1835088205,195,194,extinction,0,117,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088205_audit_attempt1.json,9a7f81c47a2e5c8811a87b1c54e31b7704ded06c330a8bedec3d8042e56c23dc,True,True,True,477.4321822000202,0,0,0,0,0,0
M1,OFF,1835088206,212,211,extinction,0,131,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088206_audit_attempt1.json,d8bc0c2c607e681f2a540a9f9bd2fa17258d92baf05b5a2fc05c384ee9e9ba94,True,True,True,523.8084325999953,0,0,0,0,0,0
M1,OFF,1835088207,184,183,extinction,0,96,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088207_audit_attempt1.json,cd58b7483aaafb08863863bfe51588f09b462e0f8b4fbe23ddbe988132a7e6cb,True,True,True,453.94310519995634,0,0,0,0,0,0
M1,OFF,1835088208,200,199,extinction,0,116,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088208_audit_attempt1.json,1058924632a3a6524925c6af1d586ca19688836979c034fa480754312abc0c1d,True,True,True,490.84969619999174,0,0,0,0,0,0
M1,OFF,1835088209,238,237,extinction,0,144,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088209_audit_attempt1.json,68f6354d994a93f34feb9496fd74353fa6aeca26fe75a9f5f628da582828539c,True,True,True,580.1539710999932,0,0,0,0,0,0
M1,OFF,1835088210,212,211,extinction,0,119,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088210_audit_attempt1.json,a261b87d733dc682ba1aa61fa2357c38b95345a8919fed41993b0fce7f952ffe,True,True,True,519.1576539999805,0,0,0,0,0,0
M1,OFF,1835088211,235,234,extinction,0,152,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088211_audit_attempt1.json,234d2aea1de1cf9871dfe4b9c0be562ed41282f85023427fe791727370b455dc,True,True,True,582.4873987000319,0,0,0,0,0,0
M1,OFF,1835088212,213,212,extinction,0,131,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088212_audit_attempt1.json,8af1f20fa8c929bd0da4fe84708ae399bb43290145ee3f139e4960e38ad73780,True,True,True,513.7363445999799,0,0,0,0,0,0
M1,OFF,1835088213,245,244,extinction,0,165,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088213_audit_attempt1.json,c4ca1802461372da6119d17c829f5cb79093138a773af083602fb99f1a5d2e33,True,True,True,600.2684405999607,0,0,0,0,0,0
M1,OFF,1835088214,242,241,extinction,0,160,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088214_audit_attempt1.json,e9730716c7c81169e75c5d91850b1d1507a9efe9f7feb8a6d04029a5ce8c8a44,True,True,True,586.3648313000449,0,0,0,0,0,0
M1,OFF,1835088215,287,286,extinction,0,196,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088215_audit_attempt1.json,75c35776411eac1017fbfd8eae856bbd73ad7400d12d6857fa0713436b697978,True,True,True,699.2029847999802,0,0,0,0,0,0
M1,OFF,1835088216,181,180,extinction,0,91,0,0,0,NORMAL,NORMAL,0,0,False,null,null,null,null,True,defense_points_run_a2_run_M1_OFF_1835088216_audit_attempt1.json,8ab07643426da6439f88d50957cbf53f205e5adbc8f89c7bf40c26a21400d7f2,True,True,True,442.21327469998505,0,0,0,0,0,0
