substrate,category,cell,seed,rr,phi,alpha,successor_capability,cop_cost_audit,survived,collapsed,extinct,final_population,final_ai_generation,yield_fired,max_yield_margin,knowledge_transfer_verified,steps_completed,end_reason,peak_population,min_viable_population,survival_threshold,elapsed_seconds,source_path,source_head,non_registered,worker_pid
v21,phi,ce98cec31a3af575,1835089313,0.057,2.0,1.0,1.0,True,False,False,True,0,1,False,-3.0911467100185903,False,287,step_returned_false,226,50,146.9,114.90800290001789,C:\Users\matty\Dev\AI-Succession-Problem,1a5fa6505fa079906b2df2a97e1f965b3e0f8713,False,5376
