sample_idx,WELFARE_URGENCY_CAP,AGENCY_URGENCY_CAP,INSTITUTION_URGENCY_CAP,RESILIENCE_URGENCY_CAP,SUPPRESSION_PENALTY_CAP_MULTIPLIER,K_WELFARE_VIABILITY,K_WELFARE_CAPACITY,K_WELFARE_SHRINKAGE,K_WELFARE_AVG_WB_TREND,K_WELFARE_POP_TREND,K_AGENCY_VIABILITY,K_AGENCY_SHRINKAGE,K_AGENCY_POP_TREND,K_INSTITUTION_VIABILITY,K_INSTITUTION_CAPACITY,K_INSTITUTION_SHRINKAGE,K_INSTITUTION_GROWTH,K_INSTITUTION_POP_TREND,K_INSTITUTION_PSI_TREND,K_RESILIENCE_VIABILITY,K_RESILIENCE_CAPACITY,K_RESILIENCE_SHRINKAGE,K_RESILIENCE_GROWTH,K_RESILIENCE_DEFICIT_CONTRIBUTION,K_RESILIENCE_POP_TREND,K_RESILIENCE_RES_TREND,K_SUPPRESSION_VIABILITY,K_SUPPRESSION_CAPACITY,K_SUPPRESSION_SHRINKAGE,K_SUPPRESSION_POP_TREND,K_SUPPRESSION_PSI_TREND,mean_final_population,min_final_population,pairs_above_threshold,max_cosine_distance,mean_cosine_distance,welfare_mean_to_cap,agency_mean_to_cap,institution_mean_to_cap,resilience_mean_to_cap,suppression_mean_to_cap,criterion_1_pass,criterion_2_pass,criterion_3_pass,overall_good,wall_clock_sec,error
8,2.222915,2.128104,1.327953,2.056318,3.790688,0.726799,0.400102,0.333450,0.053749,0.067495,0.129247,0.360123,0.106064,0.312330,0.503985,0.631811,0.455265,0.242091,0.031276,0.688886,0.348098,0.419441,0.221950,0.357727,0.085078,0.238003,0.081186,0.368253,0.577350,0.132019,0.286399,48.200000,41.000000,0,0.000983,0.000712,0.960407,0.634303,0.963783,0.892156,0.311892,0,0,0,0,67.032320,
7,2.300033,1.188254,3.189778,1.636863,2.537932,0.609874,0.193701,0.014059,0.134936,0.103441,0.169287,0.281656,0.187326,0.604786,0.322855,0.343437,0.120763,0.145159,0.151324,0.008870,0.676987,0.139353,0.072710,0.588136,0.063948,0.063475,0.125819,0.117043,0.471227,0.238949,0.100797,44.600000,29.000000,0,0.002981,0.001093,0.950821,0.977856,0.500702,0.961054,0.467679,0,0,0,0,85.939697,
9,4.025714,1.547523,2.993407,2.539319,2.212460,0.466358,0.096418,0.582833,0.187554,0.132006,0.473771,0.091835,0.043089,0.554192,0.081037,0.059001,0.199205,0.063190,0.244784,0.184949,0.498552,0.061281,0.096142,0.621484,0.218301,0.001127,0.553487,0.182106,0.028696,0.261047,0.033017,16.600000,14.000000,0,0.001084,0.000581,0.885715,0.877467,0.472854,0.713020,0.550295,0,0,0,0,97.022951,
6,4.450366,2.736639,1.131604,3.802300,3.410680,0.317574,0.309900,0.464675,0.298770,0.096059,0.524814,0.014312,0.074327,0.278158,0.777791,0.391075,0.346092,0.150733,0.363220,0.614369,0.171020,0.279239,0.245332,0.026792,0.229984,0.275715,0.723822,0.426470,0.320072,0.118956,0.223002,17.400000,12.000000,0,0.003349,0.001277,0.743215,0.500012,0.988235,0.469769,0.403864,0,0,0,0,99.554145,
5,3.881480,1.769466,3.760882,1.914069,2.783363,0.147638,0.087801,0.526017,0.224300,0.033326,0.676797,0.171459,0.120118,0.522549,0.666827,0.013888,0.421201,0.028098,0.213186,0.335012,0.468315,0.402834,0.193865,0.666355,0.097200,0.337115,0.465653,0.329267,0.555405,0.017293,0.003641,18.600000,13.000000,0,0.001041,0.000570,0.800432,0.876094,0.357234,0.971935,0.495611,0,0,0,0,105.401005,
1,4.526764,1.041076,2.495219,3.494173,3.956594,0.103241,0.154594,0.148439,0.079337,0.177959,0.014287,0.115564,0.163600,0.088937,0.976435,0.477045,0.311452,0.223874,0.120034,0.398257,0.385862,0.482607,0.039042,0.135703,0.270885,0.034644,0.025346,0.245445,0.633456,0.058476,0.132008,22.200000,15.000000,0,0.000816,0.000431,0.568713,0.995992,0.646224,0.550747,0.321262,0,0,0,0,105.406986,
10,3.579936,2.513689,1.875619,1.404113,1.268889,0.015203,0.255881,0.515531,0.264402,0.194273,0.626673,0.249257,0.188881,0.043905,0.473002,0.436158,0.006679,0.190658,0.394805,0.905713,0.097386,0.187198,0.344666,0.085827,0.052705,0.161018,0.264774,0.093652,0.493363,0.212702,0.189243,14.200000,8.000000,0,0.001285,0.000671,0.889621,0.681957,0.821093,0.953777,0.815136,0,0,0,0,107.172469,
2,3.079003,2.016832,2.865713,2.382403,3.024736,0.433244,0.495068,0.262225,0.002523,0.140300,0.211452,0.210338,0.018395,0.683999,0.579588,0.099548,0.488067,0.047242,0.070067,0.677494,0.067880,0.358643,0.390512,0.771164,0.133112,0.177501,0.781317,0.030068,0.245340,0.106227,0.241358,16.200000,11.000000,0,0.000865,0.000360,0.907101,0.649209,0.524145,0.923814,0.452181,0,0,0,0,107.352363,
0,2.724118,2.591610,3.419238,1.160370,2.034230,0.839878,0.348888,0.422774,0.241869,0.022932,0.369805,0.336531,0.076212,0.415825,0.423041,0.254066,0.038216,0.080221,0.307027,0.980318,0.185974,0.122509,0.267917,0.499343,0.025739,0.223089,0.621167,0.304914,0.172121,0.186929,0.179212,25.800000,17.000000,0,0.000871,0.000380,0.942107,0.588230,0.435247,1.000000,0.618438,0,0,0,0,107.782881,
4,1.867881,2.421819,2.060501,2.775091,1.556069,0.908808,0.409086,0.296800,0.059406,0.165806,0.321332,0.376338,0.032147,0.020665,0.246321,0.676845,0.178238,0.277169,0.001352,0.792013,0.268942,0.015389,0.324372,0.305043,0.187650,0.123695,0.930859,0.142845,0.049956,0.188255,0.275772,50.400000,45.000000,0,0.001135,0.000704,0.983498,0.573160,0.757148,0.617664,0.723569,0,0,0,0,107.984029,
3,1.170842,1.366628,1.548745,3.022142,1.447143,0.638750,0.001938,0.664990,0.168683,0.060177,0.566903,0.493832,0.130805,0.182368,0.007387,0.587847,0.228559,0.247479,0.257000,0.197055,0.573674,0.246102,0.116252,0.207461,0.153844,0.364766,0.318323,0.466448,0.352423,0.286820,0.044227,54.000000,39.000000,0,0.004117,0.001690,1.000000,0.948673,0.882029,0.474938,0.769674,0,0,0,0,108.259603,
11,1.671684,0.895546,3.945740,3.941528,3.190704,0.806769,0.247111,0.044749,0.126901,0.004859,0.282082,0.455019,0.050885,0.461023,0.924520,0.298371,0.280374,0.105246,0.181261,0.472150,0.641250,0.293895,0.173621,0.549414,0.260342,0.399852,0.854278,0.402865,0.298619,0.032684,0.085789,65.600000,44.000000,0,0.006105,0.002145,0.989802,1.116637,0.332166,0.458002,0.353234,1,0,0,0,99.601460,
13,3.382440,1.300550,1.727538,1.299415,1.728884,0.284284,0.161250,0.096226,0.108837,0.076241,0.262435,0.132616,0.099657,0.232946,0.281196,0.522111,0.088251,0.184112,0.137570,0.122797,0.393875,0.074648,0.139707,0.176671,0.018305,0.302078,0.988180,0.265653,0.106063,0.264722,0.130747,22.400000,15.000000,0,0.000919,0.000563,0.745687,0.951161,0.911788,0.967736,0.721879,0,0,0,0,96.511147,
15,2.798856,1.692570,2.304501,2.146448,3.593023,0.942108,0.057309,0.629717,0.169471,0.161992,0.408997,0.258018,0.007450,0.150458,0.749754,0.542733,0.389375,0.282712,0.276001,0.284817,0.560160,0.342050,0.018674,0.254774,0.126557,0.096944,0.671783,0.053674,0.179134,0.043085,0.068601,26.200000,15.000000,0,0.001770,0.000878,0.940786,0.853950,0.754846,0.806412,0.344158,0,0,0,0,88.242887,
17,4.823104,1.702536,1.218536,1.698066,3.077403,0.556858,0.368312,0.642737,0.038816,0.171178,0.080446,0.179676,0.064384,0.489264,0.538488,0.449911,0.239817,0.098071,0.274650,0.430197,0.326688,0.146029,0.275248,0.408694,0.032930,0.056590,0.169302,0.476067,0.612027,0.075784,0.016687,8.600000,4.000000,0,0.002490,0.001292,0.826519,0.735689,0.978137,0.945727,0.436757,0,0,0,0,88.218893,
12,1.368688,2.916544,2.686942,3.261239,2.600998,0.522139,0.341865,0.393461,0.244967,0.124236,0.607014,0.415044,0.162043,0.649812,0.821405,0.208983,0.315990,0.119996,0.326016,0.501673,0.243589,0.467968,0.367006,0.438062,0.296850,0.140226,0.396493,0.206459,0.698829,0.093164,0.159202,45.000000,32.000000,0,0.002383,0.001039,0.999533,0.546182,0.554433,0.611080,0.485088,0,0,0,0,111.775786,
20,1.540062,2.533264,1.648036,2.409090,2.503099,0.485472,0.067918,0.486170,0.093885,0.185088,0.300333,0.313432,0.132923,0.409883,0.309129,0.693073,0.373032,0.000153,0.355919,0.754213,0.416299,0.363750,0.161409,0.625706,0.106782,0.195616,0.763284,0.389092,0.115520,0.245991,0.175542,50.600000,43.000000,0,0.001351,0.000707,0.996439,0.533295,0.862081,0.851442,0.477788,0,0,0,0,91.123783,
14,4.949281,2.275300,3.609979,3.164208,2.365179,0.235379,0.439088,0.204052,0.034332,0.038898,0.064480,0.038056,0.144863,0.392580,0.165345,0.144582,0.147906,0.012020,0.087591,0.843441,0.015786,0.200196,0.288234,0.716039,0.179516,0.260753,0.197269,0.489840,0.417948,0.162481,0.246982,27.000000,23.000000,0,0.000408,0.000204,0.522212,0.512795,0.369728,0.725123,0.535138,0,0,1,0,111.439558,
19,1.499277,1.254648,1.795499,1.794364,1.913222,0.216391,0.475186,0.127041,0.278163,0.092054,0.587902,0.304709,0.028466,0.571069,0.444487,0.601609,0.282671,0.074466,0.111610,0.225211,0.119384,0.382548,0.354215,0.736815,0.141182,0.342826,0.485717,0.189024,0.504756,0.156508,0.106811,55.600000,40.000000,0,0.003781,0.001541,0.992381,0.952923,0.798563,0.975442,0.601439,0,0,0,0,105.224532,
21,3.710026,0.849661,2.578098,2.889985,3.381274,0.692075,0.436048,0.079560,0.259918,0.014437,0.655755,0.107641,0.020903,0.124268,0.853895,0.043532,0.097842,0.294580,0.167802,0.367525,0.221837,0.225802,0.332464,0.389444,0.198999,0.359151,0.352041,0.075198,0.665530,0.149473,0.147087,22.000000,10.000000,0,0.001714,0.000811,0.781635,1.176940,0.510860,0.636975,0.422056,0,0,0,0,106.438087,
16,2.926562,2.221820,2.913241,3.659065,1.505236,0.265174,0.127112,0.196479,0.202487,0.029323,0.435922,0.399602,0.176993,0.028651,0.110865,0.235390,0.480828,0.197834,0.061594,0.941947,0.520635,0.256630,0.005684,0.170103,0.279825,0.295101,0.696023,0.035220,0.017860,0.279851,0.270068,21.600000,12.000000,0,0.001485,0.000651,0.896337,0.770054,0.467588,0.569794,0.746147,0,0,0,0,111.742807,
18,3.251303,2.936103,3.836278,2.812765,3.841097,0.976706,0.028901,0.357198,0.113140,0.108812,0.232494,0.022248,0.116047,0.285199,0.892367,0.127409,0.055390,0.230813,0.324628,0.650962,0.619925,0.020480,0.126913,0.298061,0.162491,0.105484,0.895237,0.252815,0.267319,0.051457,0.210266,17.400000,11.000000,0,0.002640,0.000833,0.912243,0.420554,0.375306,0.616834,0.355063,0,0,0,0,110.397916,
31,2.597370,0.961806,1.027978,2.670836,2.746613,0.397670,0.466568,0.161460,0.283820,0.193395,0.387614,0.446897,0.108230,0.452353,0.811557,0.559218,0.068144,0.034692,0.130806,0.262649,0.149705,0.037089,0.254930,0.775439,0.169631,0.018853,0.526667,0.291862,0.333515,0.100262,0.079774,33.600000,28.000000,0,0.001347,0.000779,0.944629,1.039711,0.996945,0.704525,0.453630,0,0,0,0,58.342294,
22,4.152951,2.074641,2.195702,1.004684,2.924855,0.772168,0.213126,0.319149,0.183251,0.051679,0.458654,0.202199,0.171981,0.677624,0.715585,0.366345,0.165139,0.126589,0.017781,0.588166,0.538494,0.099885,0.084126,0.503787,0.074409,0.203800,0.579684,0.164671,0.211789,0.024386,0.225969,18.800000,14.000000,0,0.001582,0.000772,0.817440,0.749545,0.811217,1.000000,0.421780,0,0,0,0,112.031179,
24,2.427674,2.858332,2.392256,3.125711,3.250144,0.183338,0.123899,0.450372,0.093097,0.086494,0.150630,0.423274,0.003721,0.613375,0.942030,0.650614,0.024716,0.040066,0.386039,0.732660,0.364120,0.209209,0.060694,0.687084,0.210534,0.266075,0.226117,0.098864,0.643596,0.002246,0.162873,35.200000,22.000000,0,0.001004,0.000503,0.941313,0.479595,0.747280,0.702193,0.382577,0,0,0,0,101.635900,
25,4.324125,1.109001,3.333900,2.266978,1.322903,0.888718,0.380678,0.022913,0.228109,0.112614,0.495112,0.155897,0.140743,0.242738,0.392869,0.085923,0.250503,0.254654,0.199595,0.142786,0.208409,0.317843,0.233324,0.348378,0.076716,0.079121,0.627365,0.412423,0.136770,0.205737,0.115668,13.200000,4.000000,0,0.001947,0.000790,0.743092,0.986845,0.422454,0.741202,0.809988,0,0,0,0,108.127796,
23,2.096222,1.557505,3.530431,3.544388,1.703072,0.034195,0.282420,0.591689,0.020553,0.147429,0.103171,0.470463,0.084982,0.216754,0.134940,0.326482,0.422693,0.177518,0.205934,0.037354,0.038126,0.489297,0.209942,0.067392,0.241040,0.041433,0.051269,0.355415,0.405198,0.218748,0.047588,36.000000,33.000000,0,0.002763,0.001458,0.967821,0.889605,0.408148,0.435357,0.668136,0,0,0,0,112.122887,
26,3.750402,2.332973,1.463360,3.405114,2.095575,0.589906,0.220149,0.267436,0.153751,0.150371,0.693131,0.061126,0.089666,0.356565,0.036063,0.408767,0.450840,0.091498,0.049561,0.922020,0.596025,0.441437,0.181653,0.558815,0.252868,0.132952,0.433142,0.316215,0.383029,0.230622,0.262372,17.000000,7.000000,0,0.001972,0.000893,0.857029,0.647184,0.957560,0.739912,0.642526,0,0,0,0,109.518398,
27,1.998529,1.883581,2.762796,1.237572,3.668292,0.353151,0.275763,0.560826,0.017455,0.049154,0.348582,0.265969,0.151660,0.161185,0.611337,0.284054,0.207419,0.212597,0.236066,0.449394,0.046225,0.085245,0.312169,0.020177,0.043464,0.321851,0.967219,0.125623,0.233275,0.124994,0.065241,50.800000,37.000000,0,0.003212,0.001644,0.971442,0.747196,0.490945,0.959616,0.363528,0,0,0,0,112.045479,
32,2.538318,1.974370,1.920257,3.600743,2.557775,0.359848,0.022975,0.043709,0.042251,0.018698,0.660727,0.139448,0.039276,0.336291,0.700404,0.177432,0.106892,0.087704,0.210589,0.375836,0.008358,0.406584,0.304567,0.224368,0.067715,0.271872,0.714318,0.457057,0.063472,0.023330,0.075353,24.800000,12.000000,0,0.000919,0.000442,0.907271,0.758369,0.721730,0.486793,0.460940,0,0,0,0,94.712226,
29,3.209160,1.480726,1.974453,3.892136,2.337119,0.859964,0.314903,0.695806,0.073184,0.069740,0.195978,0.068749,0.197309,0.545100,0.218043,0.492339,0.391730,0.133292,0.292381,0.080977,0.291036,0.304475,0.377720,0.453663,0.286672,0.380174,0.819626,0.011889,0.083951,0.169519,0.019972,15.000000,10.000000,0,0.001745,0.000593,0.927597,0.890868,0.882120,0.482585,0.565990,0,0,0,0,101.623971,
28,1.039287,1.927970,3.657302,1.558975,3.559536,0.067545,0.181133,0.225963,0.210522,0.131126,0.540513,0.352218,0.059704,0.349465,0.634435,0.192968,0.133717,0.162600,0.080778,0.545791,0.446916,0.160683,0.103458,0.117321,0.007551,0.168196,0.283856,0.452401,0.546621,0.073596,0.292104,49.200000,42.000000,0,0.003462,0.001272,1.000000,0.758909,0.369192,0.897417,0.325465,0,0,0,0,112.323418,
30,4.653946,2.713286,3.103775,2.030273,1.868987,0.658714,0.037884,0.415201,0.149886,0.007107,0.043140,0.225901,0.045646,0.081974,0.353422,0.169868,0.339886,0.270575,0.342347,0.860336,0.698995,0.428440,0.026052,0.239124,0.114924,0.232776,0.123694,0.228223,0.439243,0.295220,0.201979,13.400000,5.000000,0,0.000625,0.000278,0.743105,0.462039,0.451585,0.912090,0.712774,0,0,0,0,111.868474,
34,3.143211,2.632796,1.372224,2.941939,2.848280,0.898257,0.133023,0.553787,0.272241,0.144631,0.163482,0.251171,0.053322,0.067801,0.294406,0.154300,0.431226,0.045647,0.172549,0.217542,0.262137,0.174215,0.225721,0.146139,0.109756,0.129106,0.882281,0.237274,0.307589,0.251729,0.024999,18.200000,8.000000,0,0.000782,0.000551,0.935216,0.510160,0.878397,0.499402,0.521166,0,0,0,0,89.285444,
33,4.712082,1.391372,3.992758,1.053800,3.435955,0.568164,0.480994,0.446131,0.199053,0.182410,0.316210,0.406274,0.102062,0.531587,0.152195,0.488083,0.363989,0.208199,0.022533,0.996899,0.552518,0.049888,0.177197,0.760677,0.238008,0.082944,0.186101,0.022859,0.564456,0.222130,0.196898,10.200000,3.000000,0,0.001645,0.000816,0.791071,0.962861,0.475479,1.000000,0.408479,0,0,0,0,106.609554,
37,3.817266,1.144371,2.258949,2.854556,2.957079,0.682963,0.292161,0.233089,0.099682,0.025089,0.353063,0.368909,0.157847,0.256911,0.459792,0.068678,0.473738,0.029707,0.316858,0.808650,0.646083,0.064106,0.033652,0.041377,0.148607,0.382773,0.370793,0.434657,0.620303,0.153126,0.257501,17.400000,10.000000,0,0.003238,0.001182,0.818935,0.984824,0.542872,0.577254,0.485004,0,0,0,0,86.142642,
35,1.106151,1.016533,3.040792,2.462606,1.626503,0.158571,0.362519,0.279794,0.119062,0.056018,0.508060,0.046872,0.191129,0.438525,0.870694,0.554929,0.156615,0.259631,0.360567,0.658979,0.412209,0.282376,0.056238,0.482486,0.205635,0.316079,0.471266,0.298437,0.462525,0.141410,0.296617,79.800000,62.000000,0,0.003002,0.001240,0.998743,0.998600,0.424814,0.682577,0.632261,1,0,0,0,113.342654,
36,1.932580,2.762782,3.560946,1.834604,1.384917,0.389566,0.203259,0.683363,0.254121,0.173872,0.008471,0.085018,0.096041,0.627203,0.875229,0.643965,0.246914,0.265023,0.103741,0.312526,0.102091,0.455961,0.259389,0.580021,0.164203,0.168869,0.779626,0.123505,0.162707,0.052513,0.060882,42.800000,34.000000,0,0.000969,0.000534,0.982679,0.396533,0.491774,0.958420,0.772425,0,0,0,0,112.750713,
38,4.265074,2.394400,2.638277,1.742696,3.939528,0.852810,0.077709,0.165616,0.024150,0.087701,0.550844,0.461882,0.010084,0.370078,0.094186,0.402086,0.289250,0.166423,0.266873,0.029414,0.332296,0.188315,0.382180,0.651814,0.272455,0.230154,0.564776,0.336462,0.253721,0.274114,0.120612,16.400000,5.000000,0,0.001386,0.000842,0.785150,0.718036,0.639817,0.985175,0.340177,0,0,0,0,112.220380,
42,3.644139,2.172457,3.370779,3.838626,1.792440,0.535055,0.114021,0.114596,0.014023,0.189155,0.403876,0.290457,0.126609,0.664115,0.648796,0.359695,0.074715,0.201646,0.297005,0.488711,0.274983,0.346274,0.282894,0.610748,0.000915,0.106568,0.414329,0.175643,0.431113,0.067869,0.142805,20.600000,13.000000,0,0.002613,0.001297,0.833211,0.725301,0.546248,0.535188,0.704572,0,0,0,0,98.867967,
41,4.211026,0.921421,1.503032,1.973924,2.391815,0.986305,0.266110,0.175767,0.087172,0.126766,0.601208,0.383155,0.078847,0.110093,0.795883,0.026254,0.126620,0.069472,0.346978,0.709354,0.659999,0.472554,0.131425,0.096405,0.176325,0.055481,0.642213,0.084244,0.097696,0.096871,0.230330,15.400000,10.000000,0,0.001152,0.000569,0.815366,1.085280,0.757437,0.906851,0.500317,0,0,0,0,108.432759,
39,2.485811,1.813550,1.681617,3.696468,2.011647,0.090782,0.426383,0.394492,0.179653,0.111581,0.206320,0.240457,0.146918,0.174359,0.553337,0.266776,0.048819,0.137683,0.053720,0.595790,0.482877,0.331634,0.111057,0.313114,0.031274,0.018205,0.038771,0.152252,0.365227,0.083846,0.167157,40.000000,25.000000,0,0.000911,0.000422,0.942721,0.757286,0.816194,0.490258,0.549343,0,0,0,0,112.400213,
40,2.037110,2.470075,2.816886,2.621714,3.614238,0.191685,0.229920,0.646892,0.234034,0.072515,0.245682,0.162674,0.165655,0.396047,0.367263,0.686393,0.398819,0.225251,0.135534,0.166415,0.153818,0.110014,0.361862,0.532806,0.117956,0.292841,0.238554,0.395670,0.685998,0.296249,0.052461,51.200000,40.000000,0,0.001020,0.000520,0.976018,0.528486,0.617347,0.619511,0.369851,0,0,0,0,112.256934,
44,1.433390,2.300312,1.176037,1.195775,3.129840,0.057493,0.043783,0.072521,0.069585,0.116946,0.468638,0.124334,0.122366,0.041817,0.051853,0.219823,0.259544,0.122785,0.228320,0.104206,0.082295,0.002043,0.205426,0.262993,0.245443,0.191455,0.298246,0.061844,0.586079,0.229593,0.111890,43.800000,30.000000,0,0.001615,0.000872,0.998611,0.589689,0.962369,1.000000,0.396937,0,0,0,0,67.487902,
43,1.606987,1.519835,2.449139,1.507015,2.670060,0.271810,0.390438,0.364322,0.157183,0.009805,0.048411,0.007449,0.014780,0.203587,0.201851,0.309238,0.333308,0.102451,0.085500,0.883273,0.474569,0.236175,0.010197,0.374493,0.283698,0.345110,0.950817,0.360067,0.188518,0.177609,0.170601,71.800000,42.000000,0,0.004623,0.001665,0.983178,0.673712,0.488829,0.978025,0.438332,1,0,0,0,112.998322,
45,3.318228,1.649839,3.236956,3.364879,1.202605,0.765074,0.460794,0.498528,0.214121,0.083703,0.113187,0.329699,0.034585,0.502775,0.597621,0.445622,0.015666,0.173110,0.041717,0.522205,0.587960,0.391929,0.076482,0.701740,0.041751,0.353790,0.832521,0.496317,0.041164,0.128385,0.214685,14.400000,5.000000,0,0.000343,0.000180,0.918149,0.829264,0.554388,0.655373,0.833923,0,0,0,0,96.024407,
46,4.763991,2.892271,2.104565,2.229581,2.194022,0.716263,0.175188,0.612485,0.289614,0.046481,0.265339,0.485016,0.183324,0.299374,0.958340,0.111873,0.215943,0.005723,0.191745,0.301443,0.182614,0.265767,0.327949,0.191108,0.212191,0.209136,0.106834,0.275045,0.484299,0.007973,0.012170,11.400000,5.000000,0,0.001056,0.000601,0.826080,0.589254,0.604890,0.768785,0.541873,0,0,0,0,111.979755,
47,2.984636,1.341468,3.808427,3.081075,3.766744,0.477307,0.320722,0.314909,0.144092,0.154627,0.620857,0.217185,0.070514,0.584905,0.378635,0.597352,0.442309,0.299546,0.378286,0.820944,0.382374,0.128323,0.153765,0.429704,0.084085,0.045618,0.508312,0.213668,0.285133,0.197647,0.265039,23.000000,11.000000,0,0.001510,0.000686,0.927739,0.952573,0.536969,0.634082,0.343053,0,0,0,0,98.286526,
51,1.309576,1.730091,3.286242,2.728900,2.439501,0.736212,0.144849,0.511550,0.008448,0.099515,0.441901,0.232749,0.093472,0.137308,0.682740,0.525146,0.354616,0.057609,0.009128,0.638299,0.297066,0.088500,0.217443,0.161739,0.098767,0.388000,0.334209,0.044627,0.397474,0.011604,0.154128,50.800000,44.000000,0,0.002923,0.001583,0.999790,0.800231,0.421168,0.563308,0.455238,0,0,0,0,85.153185,
49,4.883394,1.228369,2.714770,3.763438,2.903682,0.021782,0.011607,0.345725,0.238437,0.163815,0.295211,0.345386,0.001277,0.218754,0.339288,0.504493,0.187280,0.109041,0.371088,0.956566,0.132493,0.320973,0.340160,0.283769,0.056433,0.011028,0.009981,0.261001,0.672909,0.239943,0.251504,21.000000,15.000000,0,0.000764,0.000380,0.584239,0.973248,0.603269,0.552145,0.482763,0,0,0,0,102.987835,
48,2.865782,2.980118,1.418448,1.593692,1.676394,0.785145,0.485281,0.576224,0.082769,0.036908,0.639685,0.077519,0.138501,0.635960,0.763191,0.202643,0.412151,0.195057,0.159095,0.421441,0.681997,0.214780,0.165967,0.745028,0.228474,0.249830,0.609250,0.195485,0.129329,0.115600,0.073635,23.600000,16.000000,0,0.002056,0.001003,0.934393,0.510616,0.947659,0.999888,0.708398,0,0,0,0,112.168534,
50,3.440515,2.177604,2.346977,1.878229,3.312255,0.441717,0.358751,0.064949,0.162758,0.101520,0.097366,0.438082,0.155668,0.379086,0.232238,0.138275,0.112232,0.237114,0.221061,0.235925,0.453159,0.447135,0.088489,0.423137,0.195222,0.151142,0.800651,0.483261,0.196952,0.196306,0.126333,14.400000,10.000000,0,0.000924,0.000475,0.798549,0.711204,0.646404,0.957754,0.416303,0,0,0,0,106.794769,
53,3.520824,1.600104,1.074539,2.324498,3.901919,0.227400,0.199490,0.373176,0.065200,0.019385,0.419179,0.430091,0.057064,0.567686,0.021869,0.054371,0.045304,0.288265,0.065413,0.768905,0.060628,0.306755,0.295884,0.514371,0.156965,0.310755,0.452241,0.157460,0.597812,0.285826,0.193520,21.400000,4.000000,0,0.003347,0.001228,0.815125,0.928988,0.994041,0.887909,0.389447,0,0,0,0,109.731664,
52,1.729759,2.049765,3.153082,2.974577,1.979549,0.966230,0.303986,0.100294,0.218506,0.179971,0.074630,0.147112,0.195261,0.325479,0.563031,0.616584,0.304355,0.017005,0.252248,0.358718,0.610300,0.165403,0.023184,0.050778,0.139602,0.146929,0.916990,0.346023,0.010888,0.109584,0.090725,44.200000,26.000000,0,0.001175,0.000758,0.991117,0.598658,0.480032,0.465839,0.605978,0,0,0,0,111.946761,
54,4.092639,2.557939,3.706975,3.439288,3.101305,0.307403,0.415016,0.617529,0.138535,0.056699,0.571843,0.274769,0.112432,0.058096,0.407002,0.420964,0.221981,0.115605,0.115385,0.048140,0.360622,0.433034,0.144216,0.378714,0.022561,0.252099,0.741203,0.067026,0.275320,0.178878,0.028652,17.000000,12.000000,0,0.001622,0.000745,0.847236,0.644689,0.400077,0.496808,0.437060,0,0,0,0,109.767911,
55,2.157028,0.808338,2.020646,1.109783,1.523717,0.515103,0.081997,0.210577,0.295171,0.142188,0.227361,0.054263,0.049256,0.474875,0.990398,0.293772,0.494638,0.180289,0.302281,0.575453,0.205039,0.039243,0.374657,0.642465,0.264338,0.090216,0.143657,0.382615,0.519315,0.064165,0.281521,55.600000,44.000000,0,0.003191,0.001630,0.954934,1.237106,0.685217,1.000000,0.679110,0,0,0,0,112.560646,
56,2.366896,2.375840,3.885377,2.185316,2.721296,0.648224,0.261823,0.136254,0.193476,0.078134,0.179224,0.100825,0.067993,0.007518,0.180317,0.661652,0.081161,0.052236,0.283845,0.130119,0.530862,0.260863,0.123848,0.012056,0.187031,0.214750,0.063409,0.133795,0.532127,0.165829,0.096517,38.200000,33.000000,0,0.000749,0.000413,0.955879,0.506925,0.389086,0.630089,0.445142,0,0,0,0,87.360593,
57,4.384417,1.858436,1.842220,3.207374,1.849187,0.408664,0.241288,0.429302,0.047827,0.120753,0.534707,0.322217,0.181194,0.509063,0.732708,0.009289,0.323087,0.253041,0.095337,0.743370,0.030708,0.148796,0.394974,0.573406,0.128067,0.027504,0.536167,0.322693,0.075887,0.042062,0.218063,16.600000,8.000000,0,0.002173,0.000845,0.758149,0.881569,0.806779,0.650970,0.612506,0,0,0,0,93.917863,
62,4.593628,1.955794,1.602962,2.589900,1.345443,0.139599,0.332090,0.007445,0.175268,0.002875,0.331840,0.297861,0.082539,0.697486,0.521363,0.093208,0.271850,0.272203,0.240062,0.277314,0.504971,0.105094,0.189399,0.464105,0.091626,0.287130,0.212695,0.005427,0.375711,0.140042,0.137084,27.200000,15.000000,0,0.000838,0.000421,0.462188,0.752444,0.899620,0.639210,0.799308,0,0,0,0,71.384269,
58,3.939615,2.817278,2.962709,1.345601,2.266727,0.109759,0.394206,0.669062,0.123467,0.158438,0.382491,0.477325,0.025826,0.263959,0.836833,0.375849,0.382804,0.075841,0.145322,0.464010,0.434645,0.024587,0.046639,0.333843,0.295283,0.184665,0.278246,0.421814,0.453397,0.085141,0.008517,15.000000,7.000000,0,0.002837,0.001150,0.892842,0.589522,0.521206,0.994554,0.565205,0,0,0,0,102.231464,
59,1.808829,1.133407,1.264890,3.297085,3.494576,0.818193,0.102195,0.241944,0.267837,0.040918,0.027070,0.193398,0.113999,0.590931,0.263691,0.338807,0.154486,0.220062,0.333866,0.913260,0.240396,0.385190,0.272379,0.695149,0.010733,0.373080,0.868209,0.106074,0.340556,0.270420,0.280136,50.800000,40.000000,0,0.002307,0.001462,0.985165,0.963134,0.964765,0.647773,0.375554,0,0,0,0,112.084710,
