sample_idx,WELFARE_URGENCY_CAP,AGENCY_URGENCY_CAP,INSTITUTION_URGENCY_CAP,RESILIENCE_URGENCY_CAP,SUPPRESSION_PENALTY_CAP_MULTIPLIER,K_WELFARE_VIABILITY,K_WELFARE_CAPACITY,K_WELFARE_SHRINKAGE,K_WELFARE_AVG_WB_TREND,K_WELFARE_POP_TREND,K_AGENCY_VIABILITY,K_AGENCY_SHRINKAGE,K_AGENCY_POP_TREND,K_INSTITUTION_VIABILITY,K_INSTITUTION_CAPACITY,K_INSTITUTION_SHRINKAGE,K_INSTITUTION_GROWTH,K_INSTITUTION_POP_TREND,K_INSTITUTION_PSI_TREND,K_RESILIENCE_VIABILITY,K_RESILIENCE_CAPACITY,K_RESILIENCE_SHRINKAGE,K_RESILIENCE_GROWTH,K_RESILIENCE_DEFICIT_CONTRIBUTION,K_RESILIENCE_POP_TREND,K_RESILIENCE_RES_TREND,K_SUPPRESSION_VIABILITY,K_SUPPRESSION_CAPACITY,K_SUPPRESSION_SHRINKAGE,K_SUPPRESSION_POP_TREND,K_SUPPRESSION_PSI_TREND,mean_final_population,min_final_population,pairs_above_threshold,max_cosine_distance,mean_cosine_distance,welfare_mean_to_cap,agency_mean_to_cap,institution_mean_to_cap,resilience_mean_to_cap,suppression_mean_to_cap,criterion_1_pass,criterion_2_pass,criterion_3_pass,overall_good,wall_clock_sec,error
1498,3.823873,1.972391,2.331862,2.407517,2.213804,0.512560,0.207979,0.447566,0.251746,0.158350,0.012260,0.310936,0.065702,0.537045,0.318893,0.260637,0.252997,0.098776,0.216139,0.746965,0.544572,0.352273,0.157147,0.360936,0.031784,0.348890,0.892708,0.236506,0.477585,0.141033,0.247259,19.600000,18.000000,0,0.000690,0.000393,0.882303,0.669369,0.682055,0.835602,0.654809,0,0,0,0,111.999401,
1500,1.097621,2.392417,3.120229,2.811547,3.594457,0.021387,0.137619,0.395834,0.269845,0.135250,0.165894,0.101905,0.083372,0.158049,0.980282,0.384846,0.068686,0.169471,0.259952,0.845833,0.518510,0.008028,0.129537,0.712976,0.237493,0.353088,0.760756,0.123663,0.627075,0.152748,0.286343,55.600000,51.000000,0,0.005662,0.002007,0.999927,0.469741,0.389592,0.718430,0.314831,0,0,0,0,111.046163,
1501,3.154182,1.807471,1.059121,1.795984,2.366480,0.781580,0.367077,0.164309,0.126063,0.065277,0.521377,0.318925,0.170566,0.353683,0.434696,0.344898,0.343357,0.126434,0.073361,0.279457,0.319222,0.401833,0.352226,0.251586,0.066175,0.189179,0.358293,0.435364,0.164223,0.051842,0.032889,21.000000,14.000000,0,0.000542,0.000323,0.881838,0.882091,0.995020,0.930644,0.483490,0,0,0,0,113.636835,
1503,2.539524,1.151055,1.988016,1.699686,2.602342,0.445290,0.476879,0.682014,0.196659,0.197858,0.319306,0.196706,0.134633,0.621894,0.591244,0.018285,0.136227,0.009116,0.309931,0.062689,0.110550,0.134067,0.281193,0.179859,0.107923,0.209840,0.049709,0.151606,0.249555,0.273173,0.085586,35.600000,22.000000,0,0.001445,0.000763,0.949544,0.981596,0.676103,0.785656,0.426716,0,0,0,0,112.923598,
1504,2.606387,2.335428,1.289120,2.227962,2.440849,0.281925,0.033265,0.562217,0.133504,0.022774,0.023627,0.388892,0.016097,0.166771,0.921206,0.379564,0.159964,0.094385,0.029949,0.199316,0.081686,0.262596,0.328498,0.419943,0.287183,0.061934,0.237176,0.099509,0.146404,0.205652,0.090635,37.200000,29.000000,0,0.001296,0.000623,0.939392,0.568859,0.963832,0.815761,0.450780,0,0,0,0,113.554029,
1506,3.212318,2.856349,1.866450,1.194156,2.904988,0.944445,0.185187,0.024346,0.222283,0.140556,0.532675,0.001712,0.077039,0.259198,0.077265,0.662428,0.366377,0.071110,0.392983,0.392582,0.177903,0.030118,0.201021,0.748222,0.170435,0.339040,0.420764,0.315508,0.226289,0.124639,0.028488,19.800000,14.000000,0,0.001270,0.000706,0.876794,0.477200,0.911072,1.000000,0.423478,0,0,0,0,89.086729,
1509,3.764822,0.955731,1.717893,1.508590,3.102653,0.730066,0.280010,0.413897,0.001092,0.033462,0.328398,0.118351,0.185033,0.076452,0.176474,0.577484,0.292615,0.003535,0.148668,0.610155,0.663363,0.231535,0.008353,0.639262,0.208701,0.197884,0.830175,0.012657,0.526092,0.072948,0.251521,21.200000,11.000000,0,0.001142,0.000639,0.855163,1.046319,0.888570,0.999745,0.479048,0,0,0,0,76.167689,
1505,4.643463,1.890265,2.984014,3.082295,3.313640,0.520508,0.462033,0.266007,0.295578,0.177898,0.379092,0.157182,0.128513,0.362066,0.493894,0.329020,0.431645,0.201509,0.243017,0.671941,0.581755,0.155913,0.152679,0.158683,0.009087,0.298887,0.647679,0.412641,0.647548,0.001283,0.193503,16.000000,8.000000,0,0.002401,0.000987,0.716156,0.762508,0.548888,0.531592,0.446341,0,0,1,0,111.895672,
1508,1.985574,2.711307,2.648132,3.837362,1.525102,0.466944,0.224326,0.162804,0.165491,0.165844,0.683916,0.335926,0.072029,0.446746,0.721048,0.092090,0.049254,0.291187,0.336772,0.012469,0.162779,0.373371,0.285665,0.375667,0.075909,0.359861,0.304681,0.452741,0.069019,0.169165,0.073725,35.600000,22.000000,0,0.001427,0.000867,0.978750,0.588893,0.553739,0.409797,0.703228,0,0,0,0,107.680152,
1507,1.038570,1.102922,3.906684,3.366099,1.677822,0.236986,0.319026,0.448986,0.056800,0.060529,0.177149,0.295948,0.164433,0.629920,0.525335,0.002376,0.108304,0.234159,0.179977,0.982457,0.372067,0.388265,0.079962,0.286825,0.116753,0.100138,0.948471,0.125466,0.381727,0.229974,0.281284,77.000000,56.000000,0,0.005697,0.001968,0.999329,0.980893,0.332874,0.501191,0.694864,1,0,0,0,113.412060,
1510,4.317030,1.930420,3.600100,2.620450,3.903346,0.806191,0.119156,0.697107,0.076731,0.095728,0.132497,0.210959,0.032974,0.528662,0.252031,0.243701,0.475134,0.173869,0.098635,0.330921,0.282577,0.105865,0.356697,0.053825,0.042950,0.039164,0.105457,0.227944,0.345799,0.100178,0.126496,13.600000,7.000000,0,0.003392,0.001307,0.886112,0.667827,0.464359,0.522297,0.297127,0,0,0,0,112.631426,
1512,2.107224,2.934324,3.404118,1.741476,3.496005,0.145042,0.217678,0.128383,0.171482,0.067262,0.439875,0.412499,0.189714,0.587443,0.025839,0.134437,0.334826,0.255960,0.305188,0.475260,0.105455,0.214924,0.386367,0.336945,0.197458,0.076903,0.716732,0.035926,0.591625,0.075410,0.039689,47.400000,35.000000,0,0.001799,0.000866,0.969081,0.534537,0.441818,0.940630,0.391678,0,0,0,0,100.750149,
1511,2.432329,1.487405,2.265926,1.975498,1.980854,0.011944,0.376019,0.224616,0.239851,0.103209,0.487948,0.490999,0.120951,0.332941,0.832991,0.469587,0.249287,0.130228,0.286800,0.795734,0.476567,0.499167,0.137125,0.517574,0.251328,0.203091,0.513778,0.291033,0.457123,0.294257,0.154365,39.800000,30.000000,0,0.001654,0.000853,0.915223,0.944174,0.686701,0.954389,0.663811,0,0,0,0,113.443784,
1513,4.144391,1.248371,2.461931,3.698087,2.268034,0.907429,0.287025,0.355891,0.036926,0.131676,0.095297,0.133469,0.051711,0.301488,0.574807,0.535151,0.077210,0.038771,0.118731,0.901011,0.655044,0.327482,0.107506,0.698297,0.106267,0.265413,0.179719,0.476225,0.002800,0.279185,0.236234,17.400000,13.000000,0,0.000629,0.000366,0.836757,0.954096,0.669614,0.646081,0.479678,0,0,0,0,112.463546,
1517,3.263739,1.564255,3.728257,2.463870,1.346872,0.843397,0.470995,0.317721,0.266413,0.076496,0.569816,0.079523,0.008277,0.661358,0.751528,0.286640,0.217476,0.161598,0.224016,0.838376,0.551910,0.310454,0.050218,0.103557,0.280628,0.162804,0.372223,0.076027,0.124941,0.245046,0.218156,17.600000,7.000000,0,0.001124,0.000576,0.905111,0.866271,0.465125,0.814926,0.813951,0,0,0,0,86.249458,
1514,3.711262,2.224202,2.832648,1.833385,1.850574,0.612463,0.063809,0.644037,0.110261,0.194408,0.291775,0.040647,0.103772,0.494595,0.994368,0.201402,0.127177,0.213646,0.068710,0.180370,0.334293,0.451324,0.259158,0.008954,0.239206,0.322515,0.876883,0.252170,0.522508,0.156441,0.136845,20.000000,10.000000,0,0.001404,0.000613,0.920751,0.572449,0.567115,0.905913,0.724870,0,0,0,0,111.440068,
1516,1.484400,2.077027,2.044854,2.940365,3.268559,0.103590,0.024672,0.593080,0.129495,0.124589,0.225291,0.374646,0.145696,0.200401,0.335447,0.421863,0.444819,0.134304,0.012425,0.287564,0.002152,0.170555,0.230713,0.467256,0.034758,0.376338,0.774228,0.389371,0.669696,0.149407,0.096537,51.000000,36.000000,0,0.004283,0.001572,0.997553,0.650137,0.666013,0.543862,0.408255,0,0,0,0,99.212482,
1515,1.537361,1.709282,1.533401,2.856175,2.722645,0.318945,0.431977,0.195129,0.248147,0.004897,0.636292,0.257151,0.040791,0.034066,0.418779,0.511967,0.402306,0.090459,0.255203,0.692119,0.490472,0.091208,0.034910,0.570258,0.073601,0.135169,0.472697,0.188805,0.279731,0.050512,0.183463,53.600000,39.000000,0,0.001535,0.000782,0.993539,0.829426,0.818656,0.647964,0.404994,0,0,0,0,113.914328,
1520,2.809828,2.515599,2.378126,2.588544,1.625154,0.862495,0.442854,0.046100,0.022561,0.029652,0.046378,0.327710,0.118443,0.477376,0.609282,0.350517,0.352243,0.220529,0.375379,0.221971,0.633645,0.116566,0.192048,0.149284,0.016618,0.033941,0.068814,0.368951,0.038117,0.260377,0.060717,26.200000,15.000000,0,0.001946,0.000762,0.887420,0.547791,0.716844,0.518668,0.645668,0,0,0,0,80.741496,
1518,4.817992,2.531481,1.098746,3.599168,2.159107,0.638424,0.131785,0.080994,0.190735,0.038839,0.415784,0.234719,0.159751,0.118917,0.678899,0.620081,0.019137,0.036033,0.373995,0.117612,0.251830,0.434170,0.301868,0.789190,0.142717,0.024244,0.567190,0.164330,0.403681,0.218376,0.008756,16.400000,7.000000,0,0.002354,0.001181,0.601317,0.613302,0.987530,0.600820,0.647994,0,0,0,0,111.783491,
1519,2.933138,0.843380,3.174366,1.055064,3.737378,0.429748,0.373038,0.484784,0.055174,0.161834,0.071193,0.467376,0.097359,0.404446,0.220576,0.044708,0.260086,0.269244,0.162441,0.504300,0.407498,0.046712,0.179259,0.225545,0.163001,0.236614,0.032389,0.354648,0.205017,0.023719,0.280301,26.400000,15.000000,0,0.000611,0.000296,0.927407,1.185705,0.452527,1.000000,0.274541,0,0,0,0,113.258119,
1524,1.656776,2.272781,3.643605,1.343889,2.010261,0.888335,0.252804,0.631102,0.280760,0.184831,0.618783,0.396813,0.174376,0.134083,0.784109,0.118455,0.493226,0.024459,0.082202,0.034735,0.530168,0.005790,0.046920,0.654910,0.220277,0.331763,0.378262,0.206729,0.091002,0.263781,0.075519,50.800000,41.000000,0,0.002454,0.001535,0.993861,0.703168,0.315454,1.000000,0.551654,0,0,0,0,88.396210,
1521,4.940751,0.901686,3.302689,2.112873,2.846894,0.068852,0.060991,0.514233,0.185847,0.171410,0.401800,0.095089,0.030856,0.060172,0.055696,0.313560,0.110836,0.083577,0.188398,0.655534,0.127549,0.472776,0.314665,0.485591,0.296481,0.220813,0.534729,0.182253,0.581515,0.131641,0.257262,19.200000,16.000000,0,0.003993,0.001609,0.643896,1.109034,0.411903,0.944828,0.511098,0,0,0,0,108.231578,
1522,3.383645,2.125589,1.432017,3.998082,3.434648,0.395132,0.338663,0.584141,0.261341,0.108776,0.597765,0.187906,0.176263,0.559543,0.390295,0.680153,0.183915,0.243803,0.038420,0.434891,0.512480,0.349059,0.063202,0.221224,0.124577,0.367040,0.275839,0.093016,0.291847,0.031745,0.120518,18.800000,10.000000,0,0.001342,0.000838,0.926403,0.767116,0.957752,0.452438,0.336631,0,0,0,0,112.700597,
1523,1.366018,1.540912,2.748797,1.453336,2.556345,0.657400,0.157980,0.332109,0.097068,0.091921,0.242282,0.483061,0.063648,0.317766,0.962182,0.027705,0.411716,0.050927,0.225364,0.938828,0.312979,0.240409,0.243706,0.757572,0.178854,0.178206,0.874583,0.402656,0.491846,0.212640,0.167137,49.800000,40.000000,0,0.003425,0.001263,0.999477,0.846589,0.437011,1.000000,0.523246,0,0,0,0,113.866712,
1529,4.439852,1.359813,1.210305,1.111140,1.791135,0.487015,0.189952,0.260793,0.146697,0.112773,0.160089,0.071294,0.150931,0.689522,0.886892,0.550398,0.379333,0.241041,0.263917,0.927703,0.059933,0.051695,0.368906,0.371296,0.189332,0.243400,0.012335,0.245654,0.157189,0.186848,0.214521,16.000000,9.000000,0,0.002940,0.001248,0.705858,0.923746,0.977993,1.000000,0.607525,0,0,0,0,80.674915,
1528,2.309081,2.014515,2.875947,3.437624,2.668632,0.694355,0.306205,0.666378,0.282386,0.086556,0.504624,0.351367,0.088930,0.187975,0.463633,0.163612,0.153944,0.064228,0.050422,0.447265,0.604180,0.413750,0.149331,0.607695,0.097564,0.004959,0.602807,0.305550,0.612927,0.057518,0.111653,45.800000,32.000000,0,0.005790,0.002092,0.962792,0.761868,0.431110,0.590147,0.497018,0,0,0,0,97.011481,
1525,3.592403,1.685955,1.942669,3.298394,3.938179,0.179777,0.243965,0.202617,0.115149,0.014082,0.263308,0.180281,0.087372,0.376292,0.363291,0.595560,0.219593,0.280818,0.294049,0.593360,0.024588,0.397154,0.271171,0.316269,0.085735,0.119915,0.975281,0.266472,0.678429,0.093103,0.197137,30.400000,19.000000,0,0.002010,0.000973,0.693573,0.797667,0.907891,0.589464,0.396554,0,0,0,0,112.865903,
1527,2.229522,1.306694,1.014140,3.208683,1.383611,0.593490,0.099976,0.392068,0.203909,0.147490,0.465197,0.304088,0.020168,0.644396,0.644823,0.440958,0.301006,0.154125,0.132187,0.751472,0.230174,0.129507,0.398576,0.038224,0.053069,0.281065,0.682322,0.052916,0.435700,0.162104,0.296637,47.200000,43.000000,0,0.001629,0.000737,0.965143,0.958816,0.999831,0.461264,0.796962,0,0,0,0,106.275634,
1526,4.020572,2.918458,3.072136,2.183604,2.955650,0.353558,0.403744,0.097653,0.041999,0.051839,0.109789,0.025082,0.132194,0.227616,0.190076,0.229343,0.044885,0.141777,0.344071,0.372596,0.429849,0.273312,0.119711,0.576925,0.262025,0.067256,0.218100,0.489509,0.191545,0.042413,0.025092,26.800000,19.000000,0,0.001467,0.000620,0.632520,0.400316,0.456978,0.911961,0.366927,0,0,0,0,112.773244,
1534,4.519700,2.419506,2.187957,1.592383,1.201257,0.217034,0.345313,0.527321,0.225506,0.007337,0.350992,0.048770,0.062094,0.506089,0.866723,0.634995,0.461820,0.283714,0.019236,0.085182,0.455242,0.194518,0.165468,0.266193,0.153476,0.096288,0.734759,0.426200,0.469923,0.237989,0.142822,15.000000,9.000000,0,0.000419,0.000288,0.694894,0.531681,0.882762,0.951299,0.844490,0,0,0,0,73.980411,
1530,3.884669,2.593457,3.827915,2.972913,2.390430,0.031893,0.412339,0.149869,0.071164,0.150017,0.314185,0.226768,0.006110,0.105375,0.557177,0.184148,0.321554,0.106541,0.313950,0.148345,0.350400,0.177365,0.020363,0.535859,0.064605,0.394454,0.802021,0.029370,0.370304,0.286168,0.012154,32.000000,22.000000,0,0.003454,0.001335,0.622720,0.521034,0.333749,0.566273,0.602203,0,0,1,0,112.891577,
1531,1.867133,1.047287,1.758337,2.325855,3.612890,0.770602,0.091016,0.421384,0.207918,0.048896,0.658658,0.444305,0.143138,0.432349,0.105847,0.486082,0.078651,0.189353,0.100395,0.730407,0.200243,0.287953,0.297678,0.099602,0.231959,0.157188,0.328750,0.466300,0.257623,0.105867,0.264949,60.200000,54.000000,0,0.003945,0.001376,0.984083,0.995861,0.823375,0.700738,0.294072,1,0,0,0,108.547830,
1533,3.093392,1.194461,2.570210,2.730611,2.192594,0.261850,0.005033,0.463373,0.152317,0.069704,0.547406,0.141373,0.107501,0.272657,0.688628,0.268436,0.271293,0.118654,0.169202,0.864420,0.141369,0.068724,0.214014,0.426654,0.023759,0.140884,0.446783,0.330025,0.059591,0.187895,0.230494,19.000000,11.000000,0,0.001504,0.000878,0.920462,0.974716,0.568454,0.691995,0.532782,0,0,0,0,107.782034,
1532,1.157918,2.738483,1.610627,1.876919,3.765439,0.556223,0.498201,0.015405,0.014265,0.130992,0.202925,0.435584,0.044911,0.599200,0.148225,0.395712,0.011724,0.185444,0.357660,0.258921,0.685447,0.458119,0.092945,0.187908,0.270224,0.304301,0.918360,0.143176,0.559356,0.016640,0.052698,40.400000,33.000000,0,0.002201,0.001166,1.000000,0.512683,0.923252,0.894448,0.370872,0,0,0,0,110.912471,
1535,2.728742,1.762655,3.492880,3.765150,3.128455,0.980038,0.150965,0.295454,0.091077,0.193724,0.006443,0.280508,0.199705,0.004120,0.282629,0.072867,0.188644,0.011008,0.207633,0.542183,0.304575,0.332450,0.341296,0.704791,0.131425,0.258528,0.146011,0.116223,0.313087,0.118876,0.170691,28.800000,22.000000,0,0.001389,0.000737,0.940862,0.778058,0.306680,0.585725,0.372778,0,0,0,0,111.739391,
1537,4.515861,1.187052,3.362437,1.149165,1.889722,0.396328,0.308887,0.309897,0.171366,0.139404,0.150804,0.042283,0.087543,0.114040,0.661974,0.450173,0.301293,0.106252,0.232779,0.369288,0.091375,0.199074,0.203855,0.323822,0.213157,0.157566,0.153454,0.146149,0.030133,0.174189,0.274873,19.000000,13.000000,0,0.002206,0.000894,0.690562,0.960785,0.450252,1.000000,0.551791,0,0,0,0,98.688456,
1536,2.732585,2.737855,2.412048,3.505055,2.766915,0.656640,0.194595,0.605680,0.037413,0.060068,0.495275,0.255377,0.150719,0.396836,0.237502,0.235824,0.044230,0.189650,0.044284,0.756037,0.635623,0.336519,0.078103,0.660077,0.083450,0.394125,0.742935,0.334742,0.575229,0.068854,0.003254,32.800000,11.000000,0,0.002118,0.001078,0.939487,0.569729,0.629723,0.638849,0.532072,0,0,0,0,109.201660,
1539,1.161762,1.770417,2.791331,2.369757,3.536521,0.861795,0.410145,0.492684,0.110711,0.022460,0.692611,0.410847,0.004714,0.206483,0.317941,0.602073,0.219116,0.063939,0.194251,0.035396,0.343791,0.462802,0.326451,0.045514,0.245530,0.243022,0.438605,0.425146,0.296146,0.095520,0.224519,40.800000,32.000000,0,0.001082,0.000751,1.000000,0.865578,0.539515,0.624655,0.332243,0,0,0,0,105.780711,
1538,3.089554,2.420890,1.483153,3.034467,2.313671,0.070108,0.086861,0.068300,0.248068,0.176699,0.348073,0.135227,0.142911,0.664706,0.769033,0.127701,0.493823,0.241339,0.382807,0.586146,0.493946,0.072917,0.155312,0.581915,0.041409,0.005287,0.910914,0.109588,0.495152,0.299890,0.102974,28.200000,11.000000,0,0.002421,0.000977,0.780336,0.574395,0.926710,0.608896,0.661374,0,0,0,0,108.666100,
1540,1.863160,2.018030,3.770810,1.926783,3.688685,0.592714,0.000879,0.119192,0.266279,0.104303,0.195798,0.465107,0.106455,0.040300,0.435766,0.692781,0.184481,0.010719,0.338999,0.944288,0.563758,0.291170,0.132923,0.141975,0.284636,0.096592,0.810441,0.246796,0.697030,0.006915,0.132972,36.800000,30.000000,0,0.005004,0.001948,0.985914,0.696029,0.368621,0.894953,0.377256,0,0,0,0,102.397169,
1541,3.888639,1.365409,2.096795,2.762788,2.116219,0.354739,0.496008,0.369857,0.130001,0.096146,0.540344,0.236851,0.044260,0.498092,0.977381,0.043067,0.411270,0.284011,0.125541,0.432600,0.019683,0.181072,0.360314,0.480572,0.000232,0.258175,0.335949,0.312342,0.108546,0.200994,0.179517,20.000000,15.000000,0,0.001349,0.000649,0.805165,0.948739,0.727055,0.640783,0.552018,0,0,0,0,111.617699,
1542,4.443823,2.590663,3.217283,1.648089,1.299546,0.181018,0.155607,0.653303,0.055643,0.033831,0.388128,0.081778,0.198651,0.296805,0.592252,0.365911,0.351619,0.118365,0.075569,0.649334,0.401920,0.054788,0.011768,0.213689,0.176384,0.303996,0.595606,0.463170,0.420100,0.225879,0.042627,14.800000,10.000000,0,0.001573,0.000593,0.747849,0.557419,0.489033,0.921984,0.822141,0,0,0,0,110.347167,
1544,2.233482,2.274349,3.038492,2.527064,1.723444,0.769848,0.058309,0.172081,0.295705,0.006146,0.080272,0.294792,0.030189,0.336451,0.818446,0.650394,0.461287,0.050630,0.319022,0.543569,0.577576,0.133211,0.032075,0.195443,0.030883,0.366662,0.210897,0.273356,0.173739,0.250661,0.129271,43.400000,25.000000,0,0.000758,0.000409,0.965507,0.531821,0.506624,0.595579,0.646560,0,0,0,0,96.495678,
1543,2.305108,1.042009,1.150322,3.791485,3.227037,0.887619,0.347994,0.181067,0.190636,0.167086,0.043644,0.372499,0.061427,0.580024,0.008394,0.326220,0.111092,0.185741,0.288966,0.223522,0.251250,0.417329,0.281273,0.752437,0.117566,0.141237,0.003913,0.024566,0.177664,0.129664,0.239246,42.600000,39.000000,0,0.005529,0.001661,0.958576,0.994824,0.983280,0.518982,0.308466,0,0,0,0,106.701259,
1545,4.016606,1.693498,1.329091,2.068897,2.945478,0.033096,0.438211,0.399846,0.133025,0.194772,0.435758,0.003005,0.117389,0.534904,0.266576,0.085533,0.189053,0.244093,0.107041,0.078695,0.071483,0.276531,0.261016,0.431791,0.272514,0.178534,0.673898,0.207536,0.631154,0.144730,0.157066,23.400000,13.000000,0,0.001166,0.000678,0.740398,0.780175,0.957143,0.877644,0.531221,0,0,0,0,112.199594,
1546,3.588437,2.917746,3.961527,3.930760,3.357895,0.488280,0.160174,0.687927,0.056358,0.132086,0.588423,0.158353,0.062997,0.069003,0.162447,0.408346,0.012442,0.083280,0.057056,0.861836,0.393517,0.400735,0.109553,0.273502,0.147924,0.034319,0.386687,0.047958,0.242707,0.019644,0.069542,24.800000,13.000000,0,0.001923,0.000666,0.915486,0.513025,0.362415,0.539586,0.343344,0,0,0,0,104.331687,
1550,4.944602,2.129323,2.227191,2.133849,3.053934,0.263100,0.097294,0.036954,0.239960,0.075352,0.102667,0.120980,0.018781,0.368117,0.479806,0.170088,0.153441,0.281107,0.350233,0.924167,0.464014,0.477458,0.054610,0.530693,0.238975,0.331410,0.076996,0.401754,0.318444,0.056125,0.085443,28.600000,21.000000,0,0.001164,0.000521,0.488389,0.547468,0.686267,0.939138,0.363626,0,0,0,0,97.527073,
1549,3.387496,0.896492,2.594984,3.271985,3.861811,0.218222,0.256957,0.273916,0.165636,0.037646,0.300512,0.213710,0.174149,0.251598,0.091750,0.492590,0.078328,0.141480,0.200218,0.140902,0.165388,0.353127,0.306071,0.364006,0.109414,0.280761,0.866403,0.374003,0.553423,0.080453,0.287957,24.000000,20.000000,0,0.001891,0.000871,0.799673,1.115459,0.633324,0.529405,0.400784,0,0,0,0,99.228576,
1547,1.660736,1.299334,1.906056,1.415203,2.479972,0.693663,0.342818,0.238592,0.222372,0.068363,0.233003,0.387614,0.175218,0.442029,0.735074,0.283803,0.270940,0.220817,0.269000,0.264210,0.194013,0.008881,0.383734,0.709811,0.165141,0.220485,0.982486,0.486776,0.354373,0.223418,0.247411,56.800000,48.000000,0,0.002625,0.001584,0.990909,0.932302,0.733193,1.000000,0.525609,0,0,0,0,114.636415,
1551,2.805979,1.546324,3.547317,3.176397,1.482200,0.555516,0.399102,0.441172,0.076270,0.124121,0.458139,0.333190,0.131982,0.170087,0.935294,0.559608,0.379712,0.024162,0.163349,0.451480,0.264342,0.120761,0.227298,0.092049,0.067080,0.120219,0.542178,0.085983,0.473539,0.151766,0.188239,21.400000,15.000000,0,0.001022,0.000404,0.938815,0.933476,0.445861,0.463202,0.786747,0,0,0,0,103.409888,
1548,1.362170,2.512755,1.679523,1.288258,1.933503,0.979269,0.246158,0.549532,0.000594,0.161514,0.655924,0.488386,0.085976,0.625055,0.510851,0.193389,0.322241,0.154414,0.013371,0.730715,0.670971,0.244966,0.175643,0.602706,0.205723,0.067609,0.268392,0.185136,0.052621,0.275108,0.035089,46.400000,28.000000,0,0.003472,0.001320,0.999480,0.632053,0.869941,1.000000,0.550226,0,0,0,0,113.940359,
1554,3.259767,2.532313,1.797279,1.783549,1.752332,0.519820,0.437108,0.540700,0.207439,0.171088,0.281914,0.074045,0.042129,0.266595,0.706828,0.099254,0.049635,0.039060,0.037377,0.616592,0.215338,0.297921,0.318276,0.061164,0.253618,0.077307,0.766052,0.355576,0.386742,0.167187,0.048368,16.000000,9.000000,0,0.001373,0.000492,0.933730,0.494741,0.703209,0.916718,0.732351,0,0,0,0,90.100114,
1556,1.533523,2.937321,2.514795,2.878782,3.170311,0.013128,0.476125,0.674885,0.151856,0.147903,0.261914,0.279230,0.008797,0.428828,0.123590,0.677139,0.366789,0.268947,0.093563,0.978173,0.142963,0.079653,0.396523,0.414971,0.011562,0.024672,0.884084,0.469314,0.542984,0.136725,0.018607,49.800000,44.000000,0,0.002159,0.001054,0.996812,0.425205,0.652702,0.641144,0.412726,0,0,0,0,76.983379,
1553,4.814019,1.556290,2.929670,3.671781,2.344445,0.943695,0.214019,0.470514,0.281944,0.108310,0.129762,0.229396,0.189892,0.513679,0.849042,0.476783,0.249976,0.213349,0.187392,0.333449,0.598986,0.422253,0.066623,0.644477,0.092407,0.135622,0.040567,0.384292,0.140813,0.269428,0.173539,19.000000,15.000000,0,0.001069,0.000501,0.820018,0.908809,0.636104,0.578442,0.471096,0,0,0,0,108.568241,
1552,2.937109,2.075843,1.249612,1.685764,3.572721,0.238186,0.281406,0.002124,0.146786,0.090777,0.474277,0.441570,0.053059,0.008974,0.300310,0.253632,0.474813,0.090749,0.398848,0.790510,0.049399,0.034304,0.239309,0.383171,0.220366,0.322112,0.574636,0.073172,0.640237,0.088532,0.145743,23.800000,15.000000,0,0.002547,0.001217,0.800649,0.801726,0.974482,0.945889,0.418865,0,0,0,0,111.536351,
1555,1.488370,0.850590,3.882002,2.823992,2.624013,0.283186,0.066979,0.288240,0.071291,0.028458,0.626495,0.348754,0.103935,0.595873,0.130026,0.587383,0.292114,0.255662,0.248869,0.011154,0.371520,0.158509,0.187851,0.522514,0.050073,0.264960,0.364780,0.171336,0.230246,0.038452,0.226237,64.800000,43.000000,0,0.003447,0.001201,0.991578,1.175654,0.363764,0.520200,0.372093,1,0,0,0,103.050039,
1557,3.715106,1.253449,1.570083,2.419974,1.248246,0.805426,0.027841,0.246144,0.014374,0.052941,0.606503,0.049941,0.146604,0.099122,0.539435,0.014352,0.107772,0.036323,0.280154,0.396173,0.692723,0.440255,0.122350,0.151325,0.294199,0.236138,0.481118,0.035147,0.086905,0.256415,0.271476,15.000000,4.000000,0,0.000799,0.000466,0.839040,0.955925,0.697692,0.798197,0.826194,0,0,0,0,109.207059,
1558,4.148235,2.220885,3.437831,3.531743,2.235817,0.729362,0.367419,0.141287,0.091222,0.015330,0.409170,0.142666,0.097864,0.696960,0.905031,0.391508,0.159612,0.161301,0.330139,0.679437,0.286008,0.316050,0.274000,0.743036,0.128603,0.375910,0.708312,0.193736,0.442549,0.208069,0.106608,18.000000,8.000000,0,0.002880,0.001243,0.728601,0.637677,0.533402,0.656361,0.644998,0,0,1,0,111.874734,
1559,2.103386,1.703481,2.147048,1.017010,3.813794,0.468190,0.128127,0.436129,0.225008,0.185193,0.064642,0.434428,0.160650,0.192681,0.445494,0.343699,0.432365,0.134593,0.143585,0.198937,0.441674,0.203983,0.045068,0.279339,0.186826,0.163281,0.172520,0.254929,0.329526,0.037391,0.209403,49.600000,33.000000,0,0.000898,0.000515,0.974354,0.818439,0.644568,1.000000,0.281301,0,0,0,0,113.799541,
