step,attack_g,honest_g,difference
133,0.9382513966809911,0.9817446554480398,-0.04349325876704868
134,0.9311252119086605,0.9627583358896505,-0.03163312398099005
135,0.9350025075930883,0.9606598522695824,-0.025657344676494054
136,0.9471615721500284,0.9454819700916511,0.0016796020583772497
137,0.9388402662244248,0.935422659549564,0.003417606674860796
138,0.9355258973834845,0.9245518416675149,0.010974055715969544
139,0.939208318406573,0.955503260391293,-0.016294941984719924
140,0.9502901465599929,0.9415290675849731,0.008761078975019765
141,0.9632024308443348,0.9415866686466525,0.021615762197682242
142,1.0050867810994468,0.9533473837600512,0.05173939733939559
143,0.9994920094003791,0.9371545105868261,0.062337498813552994
144,1.006346210467935,0.9537337661361979,0.052612444331737174
145,1.004670466587054,0.9900408142950832,0.014629652291970885
146,1.008957936470451,1.005217754241848,0.0037401822286031727
147,1.0050131524096582,1.0188954211861323,-0.013882268776474138
148,0.9972545390297638,1.0411335506345705,-0.04387901160480667
149,0.9853446698145405,1.015046214860641,-0.029701545046100453
150,0.9810224769551265,1.0336311784758978,-0.05260870152077135
151,0.9871309694826869,1.0363981311893493,-0.049267161706662455
152,0.9703823763052252,1.042469916303452,-0.07208753999822692
153,0.9843199069372347,1.0353782557861158,-0.05105834884888105
154,0.9725079184228824,1.0215722433067673,-0.0490643248838849
155,1.0021102748269384,1.0173929540904239,-0.015282679263485477
156,1.0103218767928162,0.9895178679420656,0.02080400885075051
157,1.0084754555640214,0.991975952378515,0.016499503185506414
158,0.9896612647618344,0.9878775986240274,0.0017836661378070051
159,0.9742506405074051,0.9871366676622125,-0.012886027154807467
160,0.9726006479390575,0.9669129899371763,0.005687658001881202
161,0.9792650085045203,0.9550361606144792,0.024228847890041094
162,0.9619952941918973,0.9588598567523305,0.0031354374395667906
163,0.9659616970709928,0.9909470290814045,-0.024985332010411754
164,0.9587921820633023,0.9759714659897708,-0.017179283926468503
165,0.9450558742171516,0.9614849736953627,-0.01642909947821103
166,0.9471045957346235,0.944731825236384,0.0023727704982394737
167,0.9595311693894272,0.9529863409730497,0.006544828416377491
168,0.9657462156711536,0.9478161474564144,0.017930068214739192
169,0.9925554356969885,0.9417645918678341,0.05079084382915433
170,1.026902608573868,0.9591618849274732,0.06774072364639472
171,1.0046296299716064,0.9473947638829103,0.0572348660886961
172,1.0010941252331662,0.9292575154449593,0.07183660978820694
173,1.0282659926818354,0.9386381666746866,0.0896278260071488
174,1.0318944690622074,0.9464798479161678,0.0854146211460396
175,1.0337059734150185,0.9709124118296154,0.06279356158540306
176,1.0320627801237732,0.9765111650009916,0.05555161512278162
177,1.0319097470662895,0.9999286713358716,0.03198107573041786
178,1.0086833099771653,0.9961430445385663,0.012540265438598985
179,1.0038845542738515,0.9894609897686629,0.014423564505188557
180,1.0087305624000695,0.9865456149275775,0.022184947472492
181,1.0134855422107545,0.9714876538765328,0.04199788833422169
182,1.023490734581013,0.9650170848856241,0.05847364969538882
183,1.0088150568015977,0.9456346299321582,0.06318042686943948
184,0.994851868302781,0.9369193874674543,0.05793248083532676
185,0.9793532808684315,0.9562524809812852,0.023100799887146306
186,0.983905006106547,0.9823066184671274,0.0015983876394195518
187,0.965600918399429,0.9795349750994308,-0.013934056700001807
188,0.9570084784390015,0.9649054594027956,-0.007896980963794098
189,0.9493154512400612,0.9653739861178157,-0.016058534877754438
190,0.9527694999795823,0.9738962104480282,-0.02112671046844594
191,0.9651913031776437,1.0005110229026595,-0.0353197197250158
192,0.9550343874128756,1.0381672319709805,-0.08313284455810488
193,0.9671938836389984,1.0411720027759521,-0.07397811913695373
194,0.9579844144254894,1.0378516145157568,-0.07986720009026738
195,0.9493222071847929,1.0297208752313463,-0.08039866804655338
196,0.9406416637015311,1.0288580727845593,-0.08821640908302819
197,0.9410187724420287,1.007404091311159,-0.06638531886913035
198,0.9447064323442922,1.0014840700817906,-0.05677763773749844
199,0.9406216210340135,0.9802702482793361,-0.03964862724532259
200,0.9433031936360002,0.9749750649188679,-0.031671871282867636
201,0.9316350019054334,0.9700701674777845,-0.03843516557235116
202,0.9706930515828355,0.9668616175226897,0.003831434060145744
203,0.9867767137425716,0.9736788503978017,0.013097863344769922
204,0.9728006228412115,0.9674316102554098,0.005369012585801691
205,0.9564295526898496,0.966751683818267,-0.0103221311284174
206,0.9717548529571195,0.9627532072073682,0.009001645749751264
207,0.9707184934244688,0.9894517281354016,-0.0187332347109328
208,1.0015975217344935,1.0142185267046087,-0.012621004970115202
209,0.9828676540061129,1.0066934115720738,-0.023825757565960948
210,0.9853428854713171,0.9838928593161106,0.0014500261552065075
211,0.9947578107602594,1.0076253175599892,-0.012867506799729811
212,0.9947045286304561,0.9990958166691772,-0.004391288038721131
213,1.0034822158244896,0.9939471282970467,0.00953508752744292
214,0.9857918733718897,1.008258344203656,-0.022466470831766228
215,1.0134224003411951,0.9899260313494241,0.02349636899177099
216,1.0450522135758602,1.0012249808348221,0.04382723274103806
217,1.0389873911714511,0.9800408198903706,0.058946571281080495
218,1.031640210568097,0.9751858442022838,0.05645436636581325
219,1.0134541325043946,0.9822842322637276,0.031169900240667014
220,0.9887348546471612,0.9666044488310548,0.02213040581610637
221,0.9883634591033638,0.9415194435441187,0.04684401555924511
222,0.9626544578324833,0.9328544208340243,0.029800036998459012
223,0.9481740782914345,0.9103354406401165,0.03783863765131801
224,0.9596348683587451,0.910247966735855,0.04938690162289017
225,0.9554911080402955,0.9171508309839466,0.038340277056348904
226,0.9502706666338395,0.913842984792975,0.036427681840864534
227,0.9597028663313655,0.9198763525534945,0.03982651377787094
228,0.9409403158579935,0.9345480929932861,0.00639222286470742
229,0.9666459981815759,0.931252730772331,0.03539326740924498
230,0.945684340764137,0.9438008605961363,0.0018834801680006619
231,0.9577541457031218,0.9594393598662223,-0.0016852141631005235
232,0.940400687444309,0.9417816837070373,-0.0013809962627282513
233,0.956514261646625,0.9327899791414207,0.023724282505204308
234,0.9635790867162236,0.9428427969340111,0.020736289782212536
235,0.9798260329486954,0.9371197762031647,0.042706256745530746
236,0.9767249792027882,0.9225141864324957,0.054210792770292504
237,0.9753262694955099,0.9335304077205967,0.041795861774913234
238,0.9762080324764355,0.9279422028936136,0.048265829582821884
239,0.9968908815468668,0.9140166947861756,0.08287418676069114
240,0.9840840487715382,0.9089410354531858,0.07514301331835238
241,0.972553350315205,0.8967492875673359,0.0758040627478691
242,0.97791554884087,0.8827962393977216,0.09511930944314839
243,0.9804865471966944,0.9019691472349728,0.07851739996172158
244,0.9696475770555838,0.8933921267006695,0.07625545035491432
245,0.9519651602426471,0.8925711034300147,0.059394056812632434
246,0.9536945493279279,0.9297404027896209,0.023954146538306964
247,0.9404608705300534,0.922540397029908,0.017920473500145473
248,0.9315756987984585,0.9134283540710896,0.018147344727368897
249,0.9191133481091635,0.9257899933654398,-0.0066766452562763146
250,0.9154055829320098,0.9192136386415454,-0.003808055709535574
251,0.9070019054755594,0.9098828334791004,-0.0028809280035410056
252,0.8974889384182515,0.9350682163086461,-0.03757927789039461
253,0.891781614356066,0.932387532764613,-0.04060591840854699
254,0.8931337597971285,0.9563835850534504,-0.06324982525632195
255,0.8859625923516027,0.962893470217203,-0.07693087786560027
256,0.9086607701239063,0.9472593564220199,-0.038598586298113524
257,0.9323439282691357,0.9328692719611783,-0.0005253436920426013
258,0.9234171822520583,0.9670481278145352,-0.04363094556247693
259,0.9292849084840642,0.9603339305541548,-0.031049022070090637
260,0.9214053087206309,0.9694339611785349,-0.048028652457904
261,0.9449991908380444,0.9961590757149839,-0.051159884876939454
262,0.9701113892667623,0.9921515398719714,-0.02204015060520903
263,1.0012402526673088,0.9918897164890601,0.009350536178248658
264,1.0198352504191168,0.9922524794543724,0.027582770964744374
265,1.0162840368452581,0.9865968857203808,0.029687151124877298
266,1.0481021461397944,0.9810223947016025,0.06707975143819189
267,1.02495068653915,0.9958559845254185,0.029094702013731544
268,1.0514255755387145,0.9836477410904944,0.06777783444822016
269,1.0362086392163532,0.9822144666721387,0.05399417254421446
270,1.0108695118161408,0.9695924874190693,0.04127702439707148
271,0.9938532920690117,0.9811054345950928,0.012747857473918933
272,0.9897645627913421,0.9997536648395126,-0.009989102048170495
273,0.9748176040605036,1.0039803221840173,-0.029162718123513787
274,0.9676642886286219,1.0069122843006209,-0.03924799567199899
275,0.9515849670221204,1.0008843885466652,-0.049299421524544806
276,0.9568443754592209,1.0308480992621567,-0.07400372380293585
277,0.9628408315680949,1.0266340230751763,-0.0637931915070814
278,0.9666458579653642,1.0227812519786308,-0.056135394013266615
279,1.0095507855472223,1.0305855874531518,-0.021034801905929434
280,1.002980601056273,1.0341063922180596,-0.031125791161786598
281,1.0072257490205185,1.0175117915681215,-0.010286042547603014
282,1.0015465820713734,1.0031237370142156,-0.0015771549428422738
283,1.0023590872195625,0.9925868875730148,0.00977219964654763
284,0.9962547446105533,0.9904160021782829,0.0058387424322704495
285,0.9858012145764151,0.99726649554659,-0.011465280970174851
286,1.0099959393232973,1.0002803953473847,0.009715543975912677
287,1.011313571303955,0.9867454813715136,0.024568089932441306
288,0.983108471905531,0.973421271431671,0.009687200473859958
289,1.0154458835592548,0.9738264886024844,0.04161939495677036
290,1.0020415836162573,0.9669563432461097,0.0350852403701476
291,1.02015779694148,0.9756547210585035,0.04450307588297642
292,1.0048589823964509,0.9542329615264276,0.050626020870023325
293,0.9855058976893989,0.9576229212142204,0.027882976475178456
294,0.9920215601242677,0.9557009177569102,0.036320642367357436
295,0.9697220852044864,0.9749799777250968,-0.005257892520610374
296,0.956832859389511,0.9656515816830537,-0.008818722293542636
297,0.9838344753682864,0.9424141958807852,0.041420279487501155
298,0.9826995422771692,0.9810210344579451,0.0016785078192240732
299,0.995600731308459,1.0055604064800412,-0.009959675171582139
