mode,rr,phi,alpha,successor_capability,cop_cost_audit,seed,survived,collapsed,extinct,final_population,peak_population,collapse_threshold,final_ai_generation,yield_fired,yield_fire_count,yield_eval_count,first_yield_fire_step,first_fire_advantage,first_fire_transition_cost,max_yield_margin,mean_yield_margin,final_theta_capability,final_transfer_state,final_psi_inst_stock,final_theta_tech_v2,final_l_t_v2,integral_u_sys,knowledge_transfer_verified,error,arm,part,run_id,derived_seed,started_utc,completed_utc,wall_seconds,interpreter_version,numpy_version,machine_label
B,0.06,25.0,1.0,3.0,True,150,False,True,False,25,206,133,1,False,0,500,-1,-1.0,-1.0,-3.5583498051071834,-7.0135608015139095,0.7593858863910772,0.9213438735081165,0.9439209259104387,0.6996555340549495,0.05588005574943174,7646.875088335619,False,,O,1,O_p1_B_5d277a51fca4df2641468951,4859,2026-09-24T11:42:47.918249+00:00,2026-09-24T11:44:36.956894+00:00,109.03862570005003,"3.13.15 (tags/v3.13.15:4061bc4, Aug  5 2026, 13:05:39) [MSC v.1944 64 bit (AMD64)]",2.4.4,YOTKOTEST
B,0.06,25.0,1.0,3.0,True,151,False,True,True,0,203,131,1,False,0,441,-1,-1.0,-1.0,-2.8659200602523693,-6.458757110203358,0.7514849537438723,0.9654243039786377,0.946882190860673,0.01,9.468821908606731e-05,5901.830122271898,False,,O,1,O_p1_B_f919e2ba22ecc161f3be7cdc,3877,2026-09-24T11:42:47.927663+00:00,2026-09-24T11:44:24.703231+00:00,96.77555660001235,"3.13.15 (tags/v3.13.15:4061bc4, Aug  5 2026, 13:05:39) [MSC v.1944 64 bit (AMD64)]",2.4.4,YOTKOTEST
