sweep,seed,rr,phi,alpha,successor_capability,successor_capability_growth_rate,defection_weight,defection_target,inheritance_mode,max_generations,steps_run,survived,final_population,peak_population,final_ai_generation,max_ai_generation,yield_eval_count,yield_fire_count,yield_fire_rate,first_yield_fire_step,first_honest_advantage,first_actual_advantage,first_transition_cost,honest_reject_actual_would_fire_count,mean_l_t,final_l_t,min_l_t,mean_actual_minus_honest_objective,max_successor_capability_seen,max_active_capability_seen,knowledge_transfer_verified,l_t_gen_1,l_t_gen_2,l_t_gen_3,l_t_gen_4,l_t_gen_5,error
1,4,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,9,True,195,202,2,2,9,1,0.1111111111111111,8,-0.05482946978627101,-0.05482946978627101,4.559550483178482,0,0.17905107163034045,0.30200441776509585,0.0978593876226285,-1.8997643648030218,2.0,2.0,True,0.16368190336349603,0.30200441776509585,0.0,0.0,0.0,
1,8,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,10,True,234,237,2,2,10,1,0.1,9,-0.055071613615812254,-0.055071613615812254,4.559550483178482,0,0.21390031234172993,0.3626045620743168,0.10052517126674576,-2.112105247288404,2.0,2.0,True,0.19737761792699807,0.3626045620743168,0.0,0.0,0.0,
1,1,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,9,True,186,204,2,2,9,1,0.1111111111111111,8,-0.055176113999928056,-0.055176113999928056,4.559550483178482,0,0.17591372524314983,0.28974006683913167,0.10181820590131252,-1.8497236511573294,2.0,2.0,True,0.16168543254365209,0.28974006683913167,0.0,0.0,0.0,
1,7,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,204,204,2,2,11,1,0.09090909090909091,10,-0.05507297710475623,-0.05507297710475623,4.559550483178482,0,0.1988905679938222,0.32251758527314006,0.09857782156350282,-1.5659454702734168,2.0,2.0,True,0.1865278662658904,0.32251758527314006,0.0,0.0,0.0,
1,0,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,216,216,2,2,11,1,0.09090909090909091,10,-0.05510883635014174,-0.05510883635014174,4.559550483178482,0,0.2113284231930158,0.3667347621743517,0.10279582392532569,-1.9667040280268666,2.0,2.0,True,0.19578778929488222,0.3667347621743517,0.0,0.0,0.0,
1,10,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,10,True,203,207,2,2,10,1,0.1,9,-0.05510300282170455,-0.05510300282170455,4.559550483178482,0,0.19942630492283844,0.32101825594369565,0.10102193504344621,-1.8757059206085074,2.0,2.0,True,0.18591608814274319,0.32101825594369565,0.0,0.0,0.0,
1,9,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,187,212,2,2,11,1,0.09090909090909091,10,-0.0551109550908766,-0.0551109550908766,4.559550483178482,0,0.2050777010851901,0.33728221484380416,0.10152077649312889,-1.6974874599655991,2.0,2.0,True,0.19185724970932871,0.33728221484380416,0.0,0.0,0.0,
1,2,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,12,True,191,198,2,2,12,1,0.08333333333333333,11,-0.054858423817801594,-0.054858423817801594,4.559550483178482,0,0.19653363858935072,0.336908876082381,0.09772549594897552,-1.4221683358181538,2.0,2.0,True,0.1837722533627116,0.336908876082381,0.0,0.0,0.0,
1,6,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,13,True,197,197,2,2,13,1,0.07692307692307693,12,-0.05466185522511591,-0.05466185522511591,4.559550483178482,0,0.21957561045640744,0.3694678376817011,0.09645960057238508,-1.5028335841983689,2.0,2.0,True,0.20708459152096628,0.3694678376817011,0.0,0.0,0.0,
1,5,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,17,True,183,207,2,2,17,1,0.058823529411764705,16,-0.05477786171132415,-0.05477786171132415,4.559550483178482,0,0.22918281622669082,0.35773504378989507,0.10394982769363569,-0.9555697292075652,2.0,2.0,True,0.22114830200399055,0.35773504378989507,0.0,0.0,0.0,
1,12,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,9,True,211,214,2,2,9,1,0.1111111111111111,8,-0.05470367592248149,-0.05470367592248149,4.559550483178482,0,0.18216040070271175,0.29145658442043537,0.09486449628125984,-1.8533536924270264,2.0,2.0,True,0.1684983777379963,0.29145658442043537,0.0,0.0,0.0,
1,14,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,10,True,213,213,2,2,10,1,0.1,9,-0.05486755142234845,-0.05486755142234845,4.559550483178482,0,0.2011357315865808,0.33237844523687765,0.10057454961112332,-2.0279852435199563,2.0,2.0,True,0.18655320784765894,0.33237844523687765,0.0,0.0,0.0,
1,16,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,200,201,2,2,11,1,0.09090909090909091,10,-0.0548547937493451,-0.0548547937493451,4.559550483178482,0,0.192796035285149,0.3396080642496342,0.09415043877456536,-1.6329295595086308,2.0,2.0,True,0.17811483238870046,0.3396080642496342,0.0,0.0,0.0,
1,15,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,211,211,2,2,11,1,0.09090909090909091,10,-0.05489076690135608,-0.05489076690135608,4.559550483178482,0,0.20773044977850283,0.3642247353238786,0.09696859062058771,-1.8345492863730102,2.0,2.0,True,0.19208102122396525,0.3642247353238786,0.0,0.0,0.0,
1,3,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,22,True,201,207,2,2,22,1,0.045454545454545456,21,-0.0551255259079646,-0.0551255259079646,4.559550483178482,0,0.27829032242439794,0.44576750331274356,0.10124259600373699,-0.7099643757539184,2.0,2.0,True,0.27031521857257196,0.44576750331274356,0.0,0.0,0.0,
1,13,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,12,True,221,221,2,2,12,1,0.08333333333333333,11,-0.05487677853081241,-0.05487677853081241,4.559550483178482,0,0.22574257704565345,0.3831223260237182,0.10158070264014112,-1.8878617284308519,2.0,2.0,True,0.21143532713855662,0.3831223260237182,0.0,0.0,0.0,
1,19,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,9,True,207,207,2,2,9,1,0.1111111111111111,8,-0.055186907332968715,-0.055186907332968715,4.559550483178482,0,0.1808351452081427,0.2891037437343422,0.09971121108763745,-1.918794122391187,2.0,2.0,True,0.16730157039236776,0.2891037437343422,0.0,0.0,0.0,
1,11,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,13,True,209,210,2,2,13,1,0.07692307692307693,12,-0.054901650737218866,-0.054901650737218866,4.559550483178482,0,0.2184979645864113,0.3548383298251376,0.09596524268558645,-1.4794575949951976,2.0,2.0,True,0.20713626748318412,0.3548383298251376,0.0,0.0,0.0,
1,18,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,209,209,2,2,11,1,0.09090909090909091,10,-0.054714206025678,-0.054714206025678,4.559550483178482,0,0.20350843468676266,0.3420630005529904,0.09677062703082648,-1.8393554921673507,2.0,2.0,True,0.18965297810013987,0.3420630005529904,0.0,0.0,0.0,
1,17,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,12,True,225,225,2,2,12,1,0.08333333333333333,11,-0.05497122378186514,-0.05497122378186514,4.559550483178482,0,0.22370019615122258,0.37321941739670905,0.0955168415552368,-1.8180801329165235,2.0,2.0,True,0.21010753967436016,0.37321941739670905,0.0,0.0,0.0,
1,20,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,10,True,198,205,2,2,10,1,0.1,9,-0.05496210789433853,-0.05496210789433853,4.559550483178482,0,0.19077618358705933,0.3149692157750027,0.09729166414990147,-1.76038107173428,2.0,2.0,True,0.17697695778839895,0.3149692157750027,0.0,0.0,0.0,
1,21,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,9,True,194,203,2,2,9,1,0.1111111111111111,8,-0.055066370308164636,-0.055066370308164636,4.559550483178482,0,0.1823012774266888,0.2793134240762073,0.10354303794653018,-1.8396589247807948,2.0,2.0,True,0.170174759095499,0.2793134240762073,0.0,0.0,0.0,
1,22,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,9,True,197,202,2,2,9,1,0.1111111111111111,8,-0.0550329379031691,-0.0550329379031691,4.559550483178482,0,0.18196524823827945,0.3018793578476659,0.09435078409374523,-1.9816543182561206,2.0,2.0,True,0.16697598453710613,0.3018793578476659,0.0,0.0,0.0,
1,23,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,208,216,2,2,11,1,0.09090909090909091,10,-0.054728363827799775,-0.054728363827799775,4.559550483178482,0,0.2098540925278274,0.33883880672098776,0.10282090798660201,-1.7894387159395833,2.0,2.0,True,0.1969556211085114,0.33883880672098776,0.0,0.0,0.0,
1,24,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,207,207,2,2,11,1,0.09090909090909091,10,-0.05525124957790162,-0.05525124957790162,4.559550483178482,0,0.2046635742185022,0.3602379653652018,0.09684813729285599,-1.847427019150471,2.0,2.0,True,0.18910613510383223,0.3602379653652018,0.0,0.0,0.0,
1,26,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,189,201,2,2,11,1,0.09090909090909091,10,-0.05514011695010179,-0.05514011695010179,4.559550483178482,0,0.1900297098802768,0.2983441095474158,0.09696498266106812,-1.4940595042508342,2.0,2.0,True,0.17919826991356289,0.2983441095474158,0.0,0.0,0.0,
1,27,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,203,207,2,2,11,1,0.09090909090909091,10,-0.05500920840009638,-0.05500920840009638,4.559550483178482,0,0.20659771346752623,0.36821430994858567,0.1001886599991842,-1.792605693588519,2.0,2.0,True,0.1904360538194203,0.36821430994858567,0.0,0.0,0.0,
1,30,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,200,214,2,2,11,1,0.09090909090909091,10,-0.05494806685289788,-0.05494806685289788,4.559550483178482,0,0.21127626811731662,0.3565293599311784,0.10002598426132482,-1.8156440254558228,2.0,2.0,True,0.19675095893593045,0.3565293599311784,0.0,0.0,0.0,
1,25,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,13,True,207,207,2,2,13,1,0.07692307692307693,12,-0.054841469402211906,-0.054841469402211906,4.559550483178482,0,0.20800724563545991,0.3602308368614718,0.09507595182553043,-1.4839577711129814,2.0,2.0,True,0.1953219463666256,0.3602308368614718,0.0,0.0,0.0,
1,32,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,9,True,209,213,2,2,9,1,0.1111111111111111,8,-0.055032633940767184,-0.055032633940767184,4.559550483178482,0,0.19266539964333004,0.3145840473908027,0.09971424742072801,-2.058684304814489,2.0,2.0,True,0.17742556867489598,0.3145840473908027,0.0,0.0,0.0,
1,28,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,14,True,215,215,2,2,14,1,0.07142857142857142,13,-0.05491861417644106,-0.05491861417644106,4.559550483178482,0,0.22901716256907317,0.3965054011584724,0.0941939800035426,-1.582217121819373,2.0,2.0,True,0.21613345190835015,0.3965054011584724,0.0,0.0,0.0,
1,29,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,16,True,189,202,2,2,16,1,0.0625,15,-0.05471572273005876,-0.05471572273005876,4.559550483178482,0,0.22165348414377056,0.3609690833007321,0.09650947072092514,-1.069027533514924,2.0,2.0,True,0.21236577753330646,0.3609690833007321,0.0,0.0,0.0,
1,33,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,10,True,194,202,2,2,10,1,0.1,9,-0.0551890668384214,-0.0551890668384214,4.559550483178482,0,0.1864152460928193,0.2973952742553275,0.10174226145726438,-1.687950311319949,2.0,2.0,True,0.1740841318525406,0.2973952742553275,0.0,0.0,0.0,
1,31,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,13,True,180,204,2,2,13,1,0.07692307692307693,12,-0.05512934196789043,-0.05512934196789043,4.559550483178482,0,0.2135306441216766,0.3443871031203153,0.10162959241213487,-1.339554233315468,2.0,2.0,True,0.2026259392051234,0.3443871031203153,0.0,0.0,0.0,
1,36,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,8,True,213,216,2,2,8,1,0.125,7,-0.05516565121853656,-0.05516565121853656,4.559550483178482,0,0.18083600161504498,0.28065285315396726,0.10186051243018156,-2.135412383740828,2.0,2.0,True,0.16657645139519892,0.28065285315396726,0.0,0.0,0.0,
1,37,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,11,True,190,206,2,2,11,1,0.09090909090909091,10,-0.054846966626183935,-0.054846966626183935,4.559550483178482,0,0.1952274602997532,0.3177491795791823,0.09701475631048874,-1.5835529523492076,2.0,2.0,True,0.18297528837181032,0.3177491795791823,0.0,0.0,0.0,
1,38,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,10,True,218,222,2,2,10,1,0.1,9,-0.05505215907225214,-0.05505215907225214,4.559550483178482,0,0.20384326104863654,0.343005184729951,0.10067359869228594,-1.9569961155677515,2.0,2.0,True,0.18838082508404602,0.343005184729951,0.0,0.0,0.0,
1,39,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,10,True,190,197,2,2,10,1,0.1,9,-0.05445681687780013,-0.05445681687780013,4.559550483178482,0,0.18309820117801426,0.2909515136578029,0.09758807338864711,-1.6691623606343757,2.0,2.0,True,0.17111449979137106,0.2909515136578029,0.0,0.0,0.0,
1,35,0.064,25.0,1.0,2.0,1.5,0.0,H_N_inflated,instance,2,12,True,215,215,2,2,12,1,0.08333333333333333,11,-0.05492174337621414,-0.05492174337621414,4.559550483178482,0,0.2184949461381426,0.3808167898148038,0.0983673470722772,-1.7628901133750352,2.0,2.0,True,0.2037384148948098,0.3808167898148038,0.0,0.0,0.0,
