candidate_index,x_compute,x_bio_welfare,x_novelty_agency,x_institutional_capacity,x_transfer_comprehension,x_resilience,c_protective,c_suppressive,total_suppression,score_projection_off,score_projection_on
151,0.22307305882722955,0.1893248692354977,0.15391405684237916,0.1781375180427048,0.14809459846241496,0.10745589858977392,0.6,1.0,1.0,115.79185072322072,42.64354439789063
152,0.09375730180303812,0.3013634831758429,0.01762538050997996,0.23174856372603764,0.2511416504779569,0.10436362030714466,0.8,0.0,0.22400000000000003,126.75064559935467,126.76675329254842
153,0.09543223652334001,0.02601333325905741,0.14286312384664904,0.4243635239962998,0.15382864294211282,0.15749913943254107,0.8,0.2,0.42400000000000004,60.15524102753047,58.590109991782654
154,0.06060802385072195,0.14774146544463768,0.2249142692000264,0.14730271350516616,0.29520901299444846,0.12422451500499943,0.8,0.4,0.6240000000000001,111.32208556373732,100.68332307099605
155,0.11191803877424816,0.18247085282900166,0.31585660715910585,0.020012470389583637,0.08302284705327893,0.28671918379478173,0.8,0.6,0.8240000000000001,88.70563312809874,59.30620459455299
156,0.22982799999581047,0.13295450612996065,0.21232095443342242,0.09722249322548211,0.26036317560767686,0.06731087060764737,0.8,0.8,1.0,106.63016824827983,42.65921633951707
157,0.023996867737697207,0.31168918297406606,0.23045693492634942,0.051677158349327894,0.34205097514275545,0.04012888086980405,0.8,1.0,1.0,105.03728072708195,42.51356568655934
158,0.2198626591353527,0.12676827399741214,0.10699630035227109,0.18940953454531792,0.0858446301042746,0.2711186018653716,1.0,0.0,0.35,83.55939194625836,83.22619709070003
159,0.0765974318342196,0.13911863136573654,0.10052612156133173,0.057288333608981355,0.24454484850999145,0.38192463311973923,1.0,0.2,0.55,96.49910275698639,92.11403081853648
160,0.0922381962460396,0.11850656104217835,0.13752433921658977,0.16451540731599232,0.19714773072313393,0.29006776545606594,1.0,0.4,0.75,96.98319250679873,68.76047526352313
161,0.054795073971319226,0.09762861536626162,0.32995060218862965,0.2462935520638756,0.188017557159911,0.08331459925000285,1.0,0.6,0.95,89.25348140876248,42.937399079628825
