run_id,seed,step,total_suppression,c_suppressive,c_protective,population,adapter_active,adapter_score,H_N,H_eff,c_avg,zero_novelty_agents,novelty_vector_count,all_zero_novelty,H_N_at_maximum,avg_well_being,U_sys,L_t,h_n_estimator_cached
degen_seed1835086212,1835086212,0,0.0,0.0,0.0,201,False,0.0,0.9901045985743245,0.656146978191533,0.0,0,200,False,False,0.6594076689521601,16.094182292853006,0.1011776928584987,0.9901045985743245
degen_seed1835086212,1835086212,1,0.95,0.6,1.0,199,False,0.0,0.9866666741701837,0.6574508365681833,0.95,0,201,False,False,0.6696837208695419,17.429483053373918,0.11886384904083377,0.9866666741701837
degen_seed1835086212,1835086212,2,0.6,0.6,0.0,205,False,0.0,0.9827725104596744,0.6856862513411159,0.6,0,199,False,False,0.6806887548344854,19.346087734812667,0.1438068457839717,0.9827725104596744
degen_seed1835086212,1835086212,3,0.256,0.2,0.4,206,False,0.0,0.9830849681729389,0.6955612600318526,0.256,0,205,False,False,0.6869214931245767,20.893355425650586,0.1641228796373468,0.9830849681729389
degen_seed1835086212,1835086212,4,0.014000000000000002,0.0,0.2,208,False,0.0,0.9791970343943966,0.7089614805305656,0.014000000000000002,0,206,False,False,0.6961762621156187,22.481774472982618,0.18494552400998077,0.9791970343943966
degen_seed1835086212,1835086212,5,0.0,0.0,0.0,213,False,0.0,0.9857955812439161,0.7344613860602341,0.0,0,208,False,False,0.6995721196190603,24.53370692137358,0.2115488128724015,0.9857955812439161
degen_seed1835086212,1835086212,6,0.95,0.6,1.0,204,False,0.0,0.9869148433119929,0.7137741041362611,0.95,0,213,False,False,0.7090566508438884,25.294753847285303,0.22201009412717118,0.9869148433119929
degen_seed1835086212,1835086212,7,0.656,0.6,0.4,203,False,0.0,0.9844074971794655,0.7189016444504318,0.656,0,204,False,False,0.7194962292003446,26.531042557003214,0.2383992719045375,0.9844074971794655
degen_seed1835086212,1835086212,8,0.4,0.4,0.0,201,False,0.0,0.9872103744966433,0.7209887120653158,0.4,0,203,False,False,0.7266958716001797,27.73123103123561,0.2543295247506046,0.9872103744966433
degen_seed1835086212,1835086212,9,1.0,0.8,0.8,209,False,0.0,1.0,0.7671707136989389,1.0,201,201,True,True,0.7341346542573578,29.92715510752166,0.28269713965880294,1.0
degen_seed1835086212,1835086212,10,1.0,0.8,0.8,203,False,0.0,1.0,0.755381109800293,1.0,209,209,True,True,0.7442178421677764,30.769874569048262,0.2941403708867154,1.0
degen_seed1835086212,1835086212,11,0.6240000000000001,0.4,0.8,203,False,0.0,0.9871936060901415,0.754291734739618,0.6240000000000001,0,203,False,False,0.7527850278419164,31.57425448527201,0.3050955250255663,0.9871936060901415
degen_seed1835086212,1835086212,12,0.55,0.2,1.0,210,False,0.0,0.9774303727613278,0.7755589039372096,0.55,0,203,False,False,0.7556830114380002,33.393123216213304,0.32872276702138487,0.9774303727613278
degen_seed1835086212,1835086212,13,0.526,0.4,0.6,212,False,0.0,0.9833147230227258,0.7917025931801536,0.526,0,210,False,False,0.7595627537776019,35.23864072154941,0.35267405657549183,0.9833147230227258
degen_seed1835086212,1835086212,14,0.4,0.4,0.0,213,False,0.0,0.9836070891578906,0.8032382047079417,0.4,0,212,False,False,0.7667841001093111,36.61929492597465,0.37080644731672957,0.9836070891578906
