arm,seed,step,novelty_vector_count,h_n_latest,h_n_shape_latest,V,H_N,total_suppression,avg_wb,theta_capability,transfer_state,g,population,x_compute,x_bio_welfare,x_novelty_agency,x_institutional_capacity,x_transfer_comprehension,x_resilience,c_protective,c_suppressive,adapter_active,action_modified,adapter_score,shape_fallback_increase
M2,1835086227,0,200,0.9833709664887949,0.9861857504649234,0.04663775454557627,0.9833709664887949,0.326,0.6696949662718809,0.5191520202556101,0.5147203355233259,1.5060735698557302,196,0.23940025319512664,0.16834781122342227,0.11892625572916381,0.2801584312471948,0.12360167761662932,0.06956557098846307,0.6,0.2,False,False,0.0,2
M2,1835086227,1,196,0.9836716842358957,0.9836734452972874,0.10533672734810075,0.9836716842358957,0.0,0.6810484140073655,0.5243700419034543,0.5600366372529326,1.3748124193341609,204,0.07719528325780818,0.18195573774014243,0.10304686778968485,0.22305677316723796,0.28394167640969664,0.13080366163543,0.0,0.0,False,False,0.0,0
M2,1835086227,2,204,0.9873516645707322,0.9875886709075974,0.06634670499776754,0.9873516645707322,0.256,0.6946138209754968,0.5357949351291249,0.6022492533952081,1.2807929053777793,205,0.15804244151054253,0.2622359637847319,0.11081415344413542,0.17226419941975676,0.2910813993378434,0.0055618425029900186,0.4,0.2,False,False,0.0,0
M2,1835086227,3,205,0.9196273530246855,0.983600374786149,0.021752960408276005,0.9196273530246855,0.55,0.698529416025,0.5405523917336795,0.6420243280556872,1.2053179068454745,210,0.08184004201263628,0.14892952874092308,0.1124261919422085,0.2763577090136598,0.31886411524077257,0.06158241304979971,1.0,0.2,False,False,0.0,0
M2,1835086227,4,210,0.974610389189163,0.9875753696030951,0.03449101209466529,0.974610389189163,0.456,0.7101431039786642,0.5616353859676254,0.6529218703115185,1.2112878827345794,216,0.28888267275787294,0.16537974358028454,0.06168662258968368,0.2516157297724144,0.17549987530700017,0.056935355992744234,0.4,0.4,False,False,0.0,0
M2,1835086227,5,216,0.9820049668410714,0.9820120777435912,0.09421329588120246,0.9820049668410714,0.126,0.7197924643096029,0.5810088478882052,0.6612246990009502,1.2207490160469217,218,0.2806903902370129,0.16957163443137258,0.08812203091832153,0.26220572270920867,0.1679750786029174,0.031435143101166796,0.6,0.0,False,False,0.0,0
M2,1835086227,6,218,0.9778086542548103,0.9908645966017622,0.0344618272782105,0.9778086542548103,0.456,0.7326670979815721,0.5929421912282781,0.6929586420572251,1.1678803453652238,221,0.1997973216810391,0.1782077003505219,0.04424013370278963,0.22245462840205246,0.28928206478184965,0.06601815108174736,0.4,0.4,False,False,0.0,0
M2,1835086227,7,221,0.9813613893093435,0.984889270019167,0.044829804106368214,0.9813613893093435,0.41400000000000003,0.7418409987988099,0.5895153142230487,0.7236627778515026,1.0981155086032484,224,0.015252906952306019,0.21246716448780487,0.025689503407861476,0.30617466650758157,0.39591420350488826,0.04450155513955768,0.2,0.4,False,False,0.0,0
M2,1835086227,8,224,0.9850936752530902,0.9850937073702779,0.13722258618750416,0.9850936752530902,0.0,0.738399387165379,0.596765587565146,0.7512965000663523,1.0757245456748148,225,0.14657548816562144,0.13525657777236613,0.10392854874777041,0.236546514926444,0.307034898480798,0.0706579719069999,0.0,0.0,False,False,0.0,0
M2,1835086227,9,225,0.9819676411330873,0.9851042580621295,0.045767268343921925,0.9819676411330873,0.42400000000000004,0.7410121992474795,0.606126860581733,0.7761668500597171,1.0538603916639322,229,0.17749440493555502,0.15389790974858683,0.09415910464039107,0.22407915642641799,0.3120735833887319,0.03829584086031718,0.8,0.2,False,False,0.0,0
