action_modified,attack_attempted,attack_succeeded,branch_active,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,end_reason,evaluated_yield_opportunities,executor_elapsed_seconds,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_base_transition_cost,parameter_defense_active,passthrough_call_count,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,False,False,False,0.0,False,False,True,False,132.886118800001,step_limit,1,132.91945910000504,False,304,93.43040076203087,1,False,True,YOTKOTEST,0.656,0.30303343543035777,full,300,1.5,True,250,1,0,20,attack-v2-row-v1,1835087089,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,131.8604317999998,step_limit,1,131.88864140000078,False,302,103.22456300691982,1,False,True,YOTKOTEST,0.656,0.34725279398374265,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087060,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,131.13460710000072,step_limit,1,131.16302980000182,False,301,94.26784006104683,1,False,True,YOTKOTEST,0.656,0.3131626032272886,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087061,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,131.0152514999936,step_limit,1,131.04736070000217,False,349,113.73912797080543,1,False,True,YOTKOTEST,0.656,0.3092671432371646,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087062,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.2841574999984,step_limit,1,130.31241940000473,False,350,118.47854782271473,1,False,True,YOTKOTEST,0.656,0.33914281956202275,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087063,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.67013289999886,step_limit,1,130.7025549999962,False,323,109.11463981263742,1,False,True,YOTKOTEST,0.656,0.3147416855127411,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087064,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,131.2755821000028,step_limit,1,131.3036069000009,False,347,105.06011102914454,1,False,True,YOTKOTEST,0.656,0.2979755647323573,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087065,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.35207749999972,step_limit,1,130.37488440000016,False,307,95.74787239378323,1,False,True,YOTKOTEST,0.6240000000000001,0.3070794994944729,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087066,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.77930139999808,step_limit,1,130.8076338999963,False,236,78.5951590325814,1,False,True,YOTKOTEST,0.656,0.30958181929042533,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087067,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.68381750000117,step_limit,1,130.71299809999618,False,312,100.64953550128271,1,False,True,YOTKOTEST,0.656,0.29583569910769586,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087068,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,131.9517440999989,step_limit,1,131.98351560000447,False,297,95.99899400883204,1,False,True,YOTKOTEST,0.656,0.29900519196678604,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087069,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,129.53990590000467,step_limit,1,129.57511420000083,False,328,102.29203817026634,1,False,True,YOTKOTEST,0.656,0.29031415309632697,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087070,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.1545419000031,step_limit,1,130.1837990999993,False,299,100.38427557643976,1,False,True,YOTKOTEST,0.656,0.26400155176313095,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087071,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,128.15733010000258,step_limit,1,128.19087030000082,False,363,110.82373635001129,1,False,True,YOTKOTEST,0.6240000000000001,0.295318516942524,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087072,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,128.73123040000064,step_limit,1,128.7852553000048,False,266,86.53184680182284,1,False,True,YOTKOTEST,0.656,0.2882705072697771,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087073,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,128.85547360000055,step_limit,1,128.90037599999778,False,338,104.30579863201392,1,False,True,YOTKOTEST,0.656,0.32655726971712645,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087074,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.1941852000018,step_limit,1,130.22468449999724,False,323,109.1723094653823,1,False,True,YOTKOTEST,0.656,0.31634894783694834,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087075,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,129.81754069999442,step_limit,1,129.85500039999897,False,318,100.06582120696245,1,False,True,YOTKOTEST,0.656,0.30519680348985023,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087076,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.08108450000145,step_limit,1,130.10690130000148,False,309,95.4290310969921,1,False,True,YOTKOTEST,0.656,0.3117158366089814,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087077,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,131.72183210000367,step_limit,1,131.75895519999904,False,337,113.42701405112891,1,False,True,YOTKOTEST,0.656,0.30844204796128527,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087078,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.560905499995,step_limit,1,130.58582310000202,False,274,86.48260623874751,1,False,True,YOTKOTEST,0.656,0.2823273531961995,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087079,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.1485992999951,step_limit,1,130.18445749999955,False,286,94.12175106607374,1,False,True,YOTKOTEST,0.656,0.3021112355234518,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087080,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.51283450000483,step_limit,1,130.53415039999527,False,336,114.90664024366319,1,False,True,YOTKOTEST,0.656,0.3157638171970985,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087081,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,131.63780419999966,step_limit,1,131.65916310000466,False,322,101.75512515481726,1,False,True,YOTKOTEST,0.656,0.294736049087469,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087082,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.61552389999997,step_limit,1,130.6414162000001,False,238,74.44263363922684,1,False,True,YOTKOTEST,0.656,0.3100549278514355,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087083,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.7632744999937,step_limit,1,130.79052339999907,False,379,124.90278030836473,1,False,True,YOTKOTEST,0.656,0.30950565333091945,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087084,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,129.5092394999956,step_limit,1,129.53295439999783,False,309,101.5676262119233,1,False,True,YOTKOTEST,0.656,0.31694995370110246,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087085,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,130.10311720000027,step_limit,1,130.12693629999558,False,328,99.19265700181715,1,False,True,YOTKOTEST,0.656,0.2882012659498919,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087086,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,128.57026439999754,step_limit,1,128.59163360000093,False,279,90.06245025056913,1,False,True,YOTKOTEST,0.656,0.3250326219669129,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087087,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,127.36285860000498,step_limit,1,127.38249939999514,False,309,106.41809063113105,1,False,True,YOTKOTEST,0.656,0.3108910083783756,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087088,300,300,False,True,measurement_tampering,250,0,1,False
False,True,False,True,0.0,False,False,True,True,125.06752499999857,step_limit,1,125.09794949999923,False,304,93.43040076203087,1,False,True,YOTKOTEST,0.656,0.30303343543035777,full,300,1.5,True,null,1,0,20,attack-v2-row-v1,1835087089,300,300,False,True,measurement_tampering,250,0,1,False
