arm,defense_arm,seed,step,novelty_vector_count,h_n_latest,h_n_shape_latest,V,H_N,L_t,total_suppression,avg_wb,theta_capability,transfer_state,g,population,x_compute,x_bio_welfare,x_novelty_agency,x_institutional_capacity,x_transfer_comprehension,x_resilience,c_protective,c_suppressive,adapter_active,action_modified,adapter_score,resilience_stock,shape_fallback_increase
M1,RECOVER-20,1835088000,0,200,0.9741084717443328,0.9844589504180385,0.03625861460061288,0.9741084717443328,0.09284603360472923,0.4,0.6537736560980697,0.5149252728483715,0.5468060365609345,1.440401253888237,199,0.18656591060464459,0.18747958225504627,0.11048603548367456,0.13813139086145348,0.28403018280467257,0.09330689799050852,0.0,0.4,False,False,0.0,0.32718889715601357,2
M1,RECOVER-20,1835088000,1,199,0.9867437414249564,0.9877475118747934,0.05485816014390705,0.9867437414249564,0.11363112429427315,0.256,0.6702705371430951,0.5269266015299399,0.5868817212734564,1.339520643963811,199,0.15934490404983592,0.23092008782002624,0.05766378247777456,0.2273456173436644,0.27378144184307684,0.05094416646562216,0.4,0.2,False,False,0.0,0.33332277941285327,0
M1,RECOVER-20,1835088000,2,199,0.9870602522223137,0.987454159128544,0.06230168197129266,0.9870602522223137,0.13839289548380024,0.22400000000000003,0.6816917141881577,0.5313819103879801,0.6281935491461108,1.240867123511556,207,0.07252048668171489,0.1760925621225863,0.09312838752361066,0.23990133410056233,0.3278351753670555,0.09052205420447018,0.8,0.0,False,False,0.0,0.35534330864918834,0
M1,RECOVER-20,1835088000,3,207,0.9817853076269956,0.9817863898922013,0.10919688781695688,0.9817853076269956,0.15851282606667916,0.05600000000000001,0.6966406216841826,0.5318615496753472,0.6590257168420104,1.1584770577132368,208,0.025609185084575752,0.3171594860028439,0.0036033796663391135,0.373121066746743,0.2682576130525535,0.012249269446944811,0.4,0.0,False,False,0.0,0.34184680477900253,0
M1,RECOVER-20,1835088000,4,208,0.9903021296695076,0.9903022883354757,0.12454906135661245,0.9903021296695076,0.18979779321301574,0.0,0.7037752968922585,0.5330947081273165,0.6908668182707501,1.0964176505705616,220,0.035327949196708876,0.2558195485000431,0.028322939402788974,0.32284315049519935,0.28871836556470404,0.06896804684055563,0.0,0.0,False,False,0.0,0.3537917678785556,0
M1,RECOVER-20,1835088000,5,220,0.9853603378957863,0.9893405029790964,0.04390550704524309,0.9853603378957863,0.20800982495374334,0.41400000000000003,0.717330843531634,0.5366367295498273,0.7217801364436751,1.0364681554207171,220,0.06495946036095752,0.1971173481955921,0.09861453572999561,0.20783422017847356,0.3391725402242987,0.09230189531068261,0.2,0.4,False,False,0.0,0.37410355176361565,0
M1,RECOVER-20,1835088000,6,220,0.9801646171068096,0.9884025381755718,0.03810760145922852,0.9801646171068096,0.2263329912731047,0.456,0.7281593104077199,0.5391924763607566,0.7409173968202387,0.9994190529213438,220,0.05484479110525829,0.337407423140257,0.03757709245053823,0.3135512457226663,0.2565763701046557,4.307747662435499e-05,0.4,0.4,False,False,0.0,0.353229218092164,0
M1,RECOVER-20,1835088000,7,220,0.9824684291625568,0.9831908895640253,0.05743907283980252,0.9824684291625568,0.2476181352199412,0.35,0.7387355329617804,0.5408919074875295,0.7668256571382148,0.9548273697761498,220,0.04573818681013368,0.2474959672818329,0.0009136464583119911,0.26505796282729766,0.3559304663015557,0.08486377032086806,1.0,0.0,False,False,0.0,0.3704844954558689,0
M1,RECOVER-20,1835088000,8,220,0.9862593599690056,0.9862593752604739,0.14313914188199733,0.9862593599690056,0.27193664873982853,0.014000000000000002,0.7465661166001158,0.5460869870597074,0.7901430914243933,0.9257373903482277,222,0.09049593683192982,0.1930093684673543,0.07346550281092284,0.2641303902344406,0.34796050727941236,0.03093829437593999,0.2,0.0,False,False,0.0,0.36302043963905944,0
M1,RECOVER-20,1835088000,9,222,0.9897513401845387,0.9897720172966789,0.08577937994345415,0.9897513401845387,0.2802975501523161,0.2,0.763991039983268,0.545268217743597,0.8102822189178251,0.8808168428875716,212,0.018569750460938318,0.2784977510786932,0.09482730059985091,0.2613714848317707,0.295767183179356,0.05096652984939096,0.0,0.2,False,False,0.0,0.3648639294191165,0
M1,RECOVER-20,1835088000,10,212,0.975001764665636,0.9765355300030479,0.051392515971468086,0.975001764665636,0.2920690504459682,0.4,0.7696782357762141,0.5549878086157746,0.8292539970260426,0.8695341906763964,216,0.14978752199196754,0.24529498232405667,0.0517702524727679,0.1394237856059899,0.4026318329458282,0.011091624659389733,0.0,0.4,False,False,0.0,0.34973874024576623,0
M1,RECOVER-20,1835088000,11,216,0.9850905582049428,0.9855630216569524,0.06083891636960083,0.9850905582049428,0.3043872459668759,0.35,0.7772252549855516,0.5742664196537441,0.8297388253416255,0.890481918394851,215,0.2753500183594792,0.17987395560663433,0.12428035310104715,0.14280311985378671,0.21705114009093543,0.0606414129881173,1.0,0.0,False,False,0.0,0.35723948487128354,0
M1,RECOVER-20,1835088000,12,215,0.9866341299518616,0.9867577684720992,0.07151982264777106,0.9866341299518616,0.32346157007025583,0.326,0.7834153926815198,0.5788964074822166,0.8454532720134482,0.8740155205330606,218,0.10429136013949594,0.17411882404493764,0.15845809531932586,0.20868143746280152,0.2934416460299264,0.061008637003512674,0.6,0.2,False,False,0.0,0.36399437422820485,0
M1,RECOVER-20,1835088000,13,218,0.9868702936311188,0.9871230684326773,0.06583022614925046,0.9868702936311188,0.3486334112969891,0.326,0.7823487010777093,0.5808725782302271,0.854316734516018,0.8690836817069846,226,0.07401238902651673,0.2108929204022272,0.12346599064631236,0.26934950833626836,0.26704394851957264,0.05523524306910287,0.6,0.2,False,False,0.0,0.3675138514098435,0
M1,RECOVER-20,1835088000,14,226,0.989991013012999,0.9910121999518959,0.05474749502534324,0.989991013012999,0.35458124231173094,0.4,0.7923802182983015,0.5923718474320256,0.8630139912037171,0.8662494043296106,218,0.1942862264163738,0.2542687437906882,0.03286085022154064,0.21111884859820143,0.27064465069650506,0.036820680276690845,0.0,0.4,False,False,0.0,0.36287687495687243,0
M1,RECOVER-20,1835088000,15,218,0.9815267228754262,0.9815302196807064,0.0998592862586821,0.9815267228754262,0.3646066265886466,0.21400000000000002,0.793934848568103,0.6127532550604243,0.8495210996459863,0.908503473230345,221,0.32682048808170033,0.17289345013258983,0.09842118898987315,0.19712625404984188,0.16404253781320477,0.04069608093279006,0.2,0.2,False,False,0.0,0.36042400395381957,0
M1,RECOVER-20,1835088000,16,221,0.9830766406453525,0.9865829473396127,0.04489230861520235,0.9830766406453525,0.382905092475231,0.456,0.7992781767287297,0.6135564407700022,0.8645689896813877,0.8878853902897138,222,0.08051060578248793,0.31713129747423363,0.012736593068249662,0.2524386199944681,0.33176238641382993,0.005420497266730782,0.4,0.4,False,False,0.0,0.34344973233138815,0
M1,RECOVER-20,1835088000,17,222,0.983335775445157,0.9833552991919078,0.08618448213345575,0.983335775445157,0.4041028729571846,0.256,0.7854493778949699,0.6209800861278308,0.8723449203701532,0.9062984487819655,229,0.16376834245410954,0.13051123041489104,0.14830421237889357,0.26670871557747095,0.27116414828452096,0.01954335089011402,0.4,0.2,False,False,0.0,0.3344439718254695,0
M1,RECOVER-20,1835088000,18,229,0.9844768268075448,0.9844826684725293,0.09579835378827041,0.9844768268075448,0.4149920020069327,0.21400000000000002,0.7898295813174054,0.6248248703492965,0.8851104283331379,0.8937734609287613,229,0.12367235659821492,0.2603552438450463,0.06563206058125291,0.1984194100260644,0.3006299084626843,0.05129102048673726,0.2,0.2,False,False,0.0,0.3398529238108428,0
M1,RECOVER-20,1835088000,19,229,0.9853393213078541,0.9853393268826021,0.15116380993549278,0.9853393213078541,0.42410228190070065,0.0,0.7929857459618027,0.6298727353590099,0.8954098743928927,0.887085641290292,229,0.14111385658972828,0.2960018026262482,0.048269400544169165,0.19071203674282997,0.2940524444653427,0.029850459031681632,0.0,0.0,False,False,0.0,0.335607765746848,0
M1,RECOVER-20,1835088000,20,229,0.9627724120771698,0.9828282567711975,0.030979925431371166,0.9627724120771698,0.42153344971523454,0.55,0.7952305826765615,0.6246371876622181,0.8988322620672806,0.8738886732811721,229,0.01572611338948368,0.25480831042813473,0.027170452093256553,0.3501315852613245,0.2648168755683863,0.08734666325941416,1.0,0.2,False,False,0.0,0.35602043242618014,0
M1,RECOVER-20,1835088000,21,229,0.9871674689106428,0.9871674764604106,0.14876451555336814,0.9871674689106428,0.44389847059921683,0.014000000000000002,0.7970912256194513,0.6319805770759823,0.9089490358605525,0.8722805111037852,231,0.16969060996093893,0.2012023147531501,0.04917249613490116,0.17939938232782435,0.3064817988913228,0.09405339793186278,0.2,0.0,False,False,0.0,0.3768004076664209,0
M1,RECOVER-20,1835088000,22,231,0.9859816302928107,0.986141351028699,0.06947655398323367,0.9859816302928107,0.4589313849231779,0.326,0.7919506468516548,0.648273139865959,0.8917527514122056,0.9179424451231387,235,0.28614489554719835,0.17471590397901626,0.0151145482482022,0.27421569895127745,0.16849309568854157,0.0813158575857643,0.6,0.2,False,False,0.0,0.3897370189324714,0
