successor_capability,alpha,rr,seed,survived,final_population,final_ai_generation,final_active_capability,yield_fired,yield_fire_count,yield_eval_count,max_yield_margin,mean_yield_margin,final_theta_capability,final_transfer_state,final_avg_well_being,final_theta_tech_observed,final_runaway_term,expected_theta_tech,theta_relative_error,theta_below_floor,max_eval_runaway_term,min_eval_theta_tech,eval_observations_below_floor,extreme_eval_observations
1.5,1.0,0.06,12,False,0,2,1.5,True,1,487,0.29858680119367653,-6.160927236829007,0.6679937529473683,0.9773036964244988,0.0,0.01,98.69906294210523,0.01,0.0,False,0.8839577814962634,0.15761497435062605,0,0
1.5,1.0,0.06,19,False,7,3,2.25,True,2,500,1.2891868708142158,-12.457830786373645,0.5722728513467135,0.9732436705186391,0.8534483699180517,1.1918101523825073,0.0501967439389428,1.1918101523825073,0.0,False,1.2357320524738395,0.1547005128576469,0,0
1.5,1.0,0.06,20,True,51,2,1.5,True,1,500,2.038831990457693,-6.4248438307437805,0.7013326760839874,0.9391093265266339,0.8697059851705028,0.987942085662533,0.0,0.987942085662533,0.0,False,0.8624739402615895,0.17479511906052778,0,0
1.5,1.0,0.064,0,True,35,3,2.25,True,2,500,0.6720918981376487,-16.224316747200785,0.5696559406169437,0.9948975502758557,0.8283477754588131,1.2066261301703718,0.05526384836695475,1.2066261301703718,0.0,False,1.2209506170545317,0.1751636843916699,0,0
1.5,1.0,0.064,1,False,19,2,1.5,True,1,500,0.4349536308336779,-5.92763299245212,0.6664941684958726,0.9630078973670722,0.8329264901921922,0.9627587217159381,0.0,0.9627587217159381,0.0,False,0.8980962028664523,0.17759426050893673,0,0
1.5,1.0,0.06,21,False,17,2,1.5,True,1,500,1.2698247712045854,-6.149309821791381,0.6558554735189518,0.9675436646854287,0.8192227049229868,0.9518532125287856,0.0,0.9518532125287856,0.0,False,0.8895992944230766,0.16253064851447785,0,0
1.5,1.0,0.06,22,False,0,3,2.25,True,2,495,1.2208801895617256,-11.687731668459682,0.573509955806833,0.9830271970543629,0.0,0.01,127.53974005653743,0.01,0.0,False,2.024711569450769,0.16017391062717234,0,0
1.5,1.0,0.06,23,False,0,2,1.5,True,1,430,1.1795944390618307,-6.315816105405356,0.596297016245041,0.9844214503139813,0.0,0.01,87.94455243675614,0.01,0.0,False,1.6421510601504337,0.16313007508276012,0,0
1.5,1.0,0.06,24,False,13,2,1.5,True,1,500,1.275319279813075,-5.516964487254126,0.6957017461858913,0.9540594477028463,0.8631920052417156,0.9956112355980258,0.0,0.9956112355980258,0.0,False,0.8492186922526166,0.1786442579332263,0,0
1.5,1.0,0.064,2,True,66,2,1.5,True,1,500,0.17126873410472676,-6.655181780176739,0.6492157476920961,0.9750530966542472,0.8022171728915158,0.9495297377758212,0.0,0.9495297377758212,0.0,False,0.9800426705549294,0.16951077740536044,0,0
1.5,1.0,0.064,3,True,41,2,1.5,True,1,500,1.9583402142426256,-6.547463976335587,0.6785760515810143,0.963284731099449,0.8288176944402441,0.9804929240666148,0.0,0.9804929240666148,0.0,False,0.789405207479537,0.17552781559809755,0,0
1.5,1.0,0.064,4,True,34,2,1.5,True,1,500,0.4616052067942258,-6.976463920985621,0.6748462825836115,0.9623055886164184,0.7825940525976394,0.9741125237808361,0.0,0.9741125237808361,0.0,False,0.9288158611015915,0.17312726729129876,0,0
1.5,1.0,0.064,5,True,30,3,2.25,True,2,500,1.6477908797445542,-16.532228024064032,0.5587511348251079,0.9912375377805727,0.779980449063953,1.0985675791668303,0.12607090538158028,1.0985675791668303,0.0,False,1.2041233572628105,0.1648975133515543,0,0
1.5,1.0,0.064,6,False,0,2,1.5,True,1,450,0.6759209079093917,-5.644420914062824,0.6330574905123698,0.9793423947645763,0.0,0.01,93.45862357685547,0.01,0.0,False,0.9081343498393943,0.17958389147040388,0,0
