g_star_label,g_star,seed,longest_span
PRIMARY_2_0,1.0965735902799727,1835086341,0
SECONDARY_1_5,1.27031007207211,1835086341,0
SECONDARY_2_5,0.966516292749662,1835086341,74
PRIMARY_2_0,1.0965735902799727,1835086342,6
SECONDARY_1_5,1.27031007207211,1835086342,0
SECONDARY_2_5,0.966516292749662,1835086342,112
PRIMARY_2_0,1.0965735902799727,1835086343,0
SECONDARY_1_5,1.27031007207211,1835086343,0
SECONDARY_2_5,0.966516292749662,1835086343,37
PRIMARY_2_0,1.0965735902799727,1835086344,0
SECONDARY_1_5,1.27031007207211,1835086344,0
SECONDARY_2_5,0.966516292749662,1835086344,105
PRIMARY_2_0,1.0965735902799727,1835086345,0
SECONDARY_1_5,1.27031007207211,1835086345,0
SECONDARY_2_5,0.966516292749662,1835086345,46
PRIMARY_2_0,1.0965735902799727,1835086346,3
SECONDARY_1_5,1.27031007207211,1835086346,0
SECONDARY_2_5,0.966516292749662,1835086346,41
PRIMARY_2_0,1.0965735902799727,1835086347,1
SECONDARY_1_5,1.27031007207211,1835086347,0
SECONDARY_2_5,0.966516292749662,1835086347,32
PRIMARY_2_0,1.0965735902799727,1835086348,2
SECONDARY_1_5,1.27031007207211,1835086348,0
SECONDARY_2_5,0.966516292749662,1835086348,41
PRIMARY_2_0,1.0965735902799727,1835086349,0
SECONDARY_1_5,1.27031007207211,1835086349,0
SECONDARY_2_5,0.966516292749662,1835086349,50
PRIMARY_2_0,1.0965735902799727,1835086350,0
SECONDARY_1_5,1.27031007207211,1835086350,0
SECONDARY_2_5,0.966516292749662,1835086350,33
PRIMARY_2_0,1.0965735902799727,1835086351,3
SECONDARY_1_5,1.27031007207211,1835086351,0
SECONDARY_2_5,0.966516292749662,1835086351,58
PRIMARY_2_0,1.0965735902799727,1835086352,0
SECONDARY_1_5,1.27031007207211,1835086352,0
SECONDARY_2_5,0.966516292749662,1835086352,28
PRIMARY_2_0,1.0965735902799727,1835086353,0
SECONDARY_1_5,1.27031007207211,1835086353,0
SECONDARY_2_5,0.966516292749662,1835086353,42
PRIMARY_2_0,1.0965735902799727,1835086354,0
SECONDARY_1_5,1.27031007207211,1835086354,0
SECONDARY_2_5,0.966516292749662,1835086354,64
PRIMARY_2_0,1.0965735902799727,1835086355,0
SECONDARY_1_5,1.27031007207211,1835086355,0
SECONDARY_2_5,0.966516292749662,1835086355,43
PRIMARY_2_0,1.0965735902799727,1835086356,0
SECONDARY_1_5,1.27031007207211,1835086356,0
SECONDARY_2_5,0.966516292749662,1835086356,41
PRIMARY_2_0,1.0965735902799727,1835086357,0
SECONDARY_1_5,1.27031007207211,1835086357,0
SECONDARY_2_5,0.966516292749662,1835086357,68
PRIMARY_2_0,1.0965735902799727,1835086358,3
