action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_population,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,False,False,False,False,0.41527669999049976,0,False,85,8.348310210443165,0,False,True,laptop,0.9,0.384,timing,300,False,100,0,0,20,attack-v2-row-v1,1056462992,5,5,False,True,evaluator_collusion,0,0,0,False
True,True,True,0.0,False,False,False,False,0.4174226999748498,0,False,94,8.373290172005133,0,False,True,laptop,0.9,0.384,timing,300,False,100,0,1,20,attack-v2-row-v1,33835649,5,5,False,True,evaluator_collusion,0,0,0,False
True,True,True,0.0,False,False,False,False,0.433051300002262,0,False,81,8.273108388557649,0,False,True,laptop,0.9,0.384,timing,300,False,100,0,2,20,attack-v2-row-v1,1011427233,5,5,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,0.4250688000174705,0,False,100,14.807310131478411,0,False,True,laptop,1.0,0.32999999999999996,timing,300,True,100,0,0,20,attack-v2-row-v1,1056462992,5,5,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,0.3971044000063557,0,False,106,15.214215947606535,0,False,True,laptop,0.95,0.3630235639056144,timing,300,True,100,0,1,20,attack-v2-row-v1,33835649,5,5,False,True,evaluator_collusion,0,0,0,False
False,True,False,0.0,False,False,True,True,0.4022267999825999,0,False,91,14.064577336974676,0,False,True,laptop,0.926,0.34258772613615557,timing,300,True,100,0,2,20,attack-v2-row-v1,1011427233,5,5,False,True,evaluator_collusion,0,0,0,False
