arm,attack_cost,attack_cost_exponent,attack_cost_model,attack_succeeded,capability_ratio_fixture,case,clusters,collapse_severity,corrupted_correlation_reads,corruption_probability,defense_active,defense_cost_model,defense_failed,defense_fired,defense_input_count,detached_frontier_validators,effective_defense_cost,effective_exponent,effective_rank,elapsed_seconds,exponent_reduction,false_clusters_injected,false_clusters_resolved,false_clusters_surviving,frontier_validator_count,institution_merge_probability,institution_merged,institution_validator_count,institution_visible,is_v2_mode,lineage_mode,measured_rank,pairwise_checks,partition_preserved,population,rank_error,raw_defense_cost,record_type,replicate,resolution_improvement,resolution_probability,retained_diversity,scenario_label,seed,structured_efficiency,true_rank,validator_count,vector
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,0,0.20792079207920788,,pairwise_exact,False,,7,0,21.0,,,0.000122455,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,2,21,True,,0,21.0,arm_run,46,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,774986055,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,0,0.20792079207920788,,pairwise_exact,False,,7,0,21.0,,,0.000124671,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,2,21,True,,0,21.0,arm_run,47,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,788860803,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,5,0.20792079207920788,,pairwise_exact,True,,7,1,21.0,,,0.000123949,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,3,21,False,,1,21.0,arm_run,48,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1057269754,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,5,0.20792079207920788,,pairwise_exact,True,,7,1,21.0,,,0.000125598,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,3,21,False,,1,21.0,arm_run,49,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1038029260,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,5,0.20792079207920788,,pairwise_exact,True,,7,1,21.0,,,0.000123271,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,3,21,False,,1,21.0,arm_run,50,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1595342823,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,14,0.20792079207920788,,pairwise_exact,True,,7,2,21.0,,,0.00015487,0.0,0,0,0,6,0.20792079207920788,True,1,False,,,3,21,False,,1,21.0,arm_run,51,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,782861458,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,5,0.20792079207920788,,pairwise_exact,True,,7,1,21.0,,,0.000123987,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,3,21,False,,1,21.0,arm_run,52,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,743904365,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,10,0.20792079207920788,,pairwise_exact,True,,7,2,21.0,,,0.000136592,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,4,21,False,,2,21.0,arm_run,53,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,835061109,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,6,0.20792079207920788,,pairwise_exact,True,,7,0,21.0,,,0.000150497,0.0,0,0,0,6,0.20792079207920788,True,1,False,,,1,21,False,,-1,21.0,arm_run,54,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1571927193,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,10,0.20792079207920788,,pairwise_exact,True,,7,2,21.0,,,0.000127556,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,4,21,False,,2,21.0,arm_run,55,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1474782397,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,0,0.20792079207920788,,pairwise_exact,False,,7,0,21.0,,,0.000122489,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,2,21,True,,0,21.0,arm_run,56,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,692467547,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,18,0.20792079207920788,,pairwise_exact,True,,7,3,21.0,,,0.000155371,0.0,0,0,0,6,0.20792079207920788,True,1,False,,,4,21,False,,2,21.0,arm_run,57,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1981727192,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,5,0.20792079207920788,,pairwise_exact,True,,7,1,21.0,,,0.000123479,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,3,21,False,,1,21.0,arm_run,58,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1587338560,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,14,0.20792079207920788,,pairwise_exact,True,,7,2,21.0,,,0.000151046,0.0,0,0,0,6,0.20792079207920788,True,1,False,,,3,21,False,,1,21.0,arm_run,59,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1337340337,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,0,0.20792079207920788,,pairwise_exact,False,,7,0,21.0,,,0.000122645,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,2,21,True,,0,21.0,arm_run,60,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,1218542813,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,0,0.20792079207920788,,pairwise_exact,False,,7,0,21.0,,,0.000124021,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,2,21,True,,0,21.0,arm_run,61,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,837058016,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,18,0.20792079207920788,,pairwise_exact,True,,7,3,21.0,,,0.00015072,0.0,0,0,0,6,0.20792079207920788,True,1,False,,,4,21,False,,2,21.0,arm_run,62,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,551192364,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,0.05,,,1.0,0,0.20792079207920788,,pairwise_exact,False,,7,0,21.0,,,0.000122469,0.0,0,0,0,6,0.20792079207920788,False,1,True,,,2,21,True,,0,21.0,arm_run,63,1.0,0.7920792079207921,,nominal_maximum_collapse_with_institution,472488263,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,0.000152487,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,0,1.0,1.9047615419501824e-07,,positive_control_high_attacker,1280502772,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,0.000152584,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,1,1.0,1.9047615419501824e-07,,positive_control_high_attacker,1663793769,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,0.000150816,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,2,1.0,1.9047615419501824e-07,,positive_control_high_attacker,1374072647,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,0.000151334,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,3,1.0,1.9047615419501824e-07,,positive_control_high_attacker,1576574636,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,0.000154205,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,4,1.0,1.9047615419501824e-07,,positive_control_high_attacker,163038078,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,0.000145327,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,5,1.0,1.9047615419501824e-07,,positive_control_high_attacker,801841008,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,9.8002e-05,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,6,1.0,1.9047615419501824e-07,,positive_control_high_attacker,1611935400,1.0,2,7,
measurement_corruption,2.0,1.0,linear,,1000000.0,,,1.0,26,0.9999998095238458,,pairwise_exact,True,,7,5,21.0,,,8.3656e-05,0.0,0,0,0,6,0.9999998095238458,True,1,False,,,6,21,False,,4,21.0,arm_run,7,1.0,1.9047615419501824e-07,,positive_control_high_attacker,1542017617,1.0,2,7,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.4871e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,0,1.0,0.0,,positive_control_rank_one_no_institution,939512158,1.0,1,6,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.6712e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,1,1.0,0.0,,positive_control_rank_one_no_institution,2077453865,1.0,1,6,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.2498e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,2,1.0,0.0,,positive_control_rank_one_no_institution,705804697,1.0,1,6,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.4544e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,3,1.0,0.0,,positive_control_rank_one_no_institution,258774887,1.0,1,6,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.2637e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,4,1.0,0.0,,positive_control_rank_one_no_institution,1021668823,1.0,1,6,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.1638e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,5,1.0,0.0,,positive_control_rank_one_no_institution,1993643428,1.0,1,6,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.43e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,6,1.0,0.0,,positive_control_rank_one_no_institution,1079245771,1.0,1,6,
measurement_corruption,1.0,1.0,linear,,0.05,,,1.0,25,1.0,,pairwise_exact,True,,6,5,15.0,,,6.2413e-05,0.0,0,0,0,6,1.0,False,0,True,,,6,15,False,,5,15.0,arm_run,7,1.0,0.0,,positive_control_rank_one_no_institution,481200926,1.0,1,6,
