action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_phi,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,False,False,False,False,0.43427530000917614,0,False,193,21.169777286356076,0,False,True,laptop,0.906,0.33,timing,300,False,1.0,0,0,20,attack-v2-row-v1,1547927411,5,5,False,True,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,False,False,0.46350499999243766,0,False,199,22.7967447718031,0,False,True,laptop,0.85,0.288345444764431,timing,300,False,1.0,0,1,20,attack-v2-row-v1,1602083206,5,5,False,True,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,False,False,0.47971380001399666,0,False,221,23.50436492016891,0,False,True,laptop,1.0,0.3294334857124143,timing,300,False,1.0,0,2,20,attack-v2-row-v1,1435854842,5,5,False,True,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,True,False,0.43697189999511465,0,False,193,21.169777286356076,0,False,True,laptop,0.906,0.33,timing,300,True,1.0,0,0,20,attack-v2-row-v1,1547927411,5,5,False,True,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,True,False,0.40522339998278767,0,False,199,22.7967447718031,0,False,True,laptop,0.85,0.288345444764431,timing,300,True,1.0,0,1,20,attack-v2-row-v1,1602083206,5,5,False,True,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,True,False,0.3980013999971561,0,False,221,23.50436492016891,0,False,True,laptop,1.0,0.3294334857124143,timing,300,True,1.0,0,2,20,attack-v2-row-v1,1435854842,5,5,False,True,sub_threshold_drift,0,0,0,False
