action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_capture_strength,parameter_defense_active,parameter_defense_mode,parameter_dependency_rate,parameter_rotation_interval,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,True,0.8,False,False,False,False,81.4878126999829,5,False,405,139.19463734726858,5,False,True,laptop,1.0,0.3129254400108652,full,300,1.0,False,undefended,0.01,,1,0,20,attack-v2-row-v1,242355996,300,300,True,True,biological_veto_capture,250,4,5,False
False,True,True,0.5,False,False,False,False,90.00260229999549,2,False,483,169.87768002505294,2,False,True,laptop,1.0,0.3282946516176021,full,300,0.5,False,undefended,0.15,,1,0,20,attack-v2-row-v1,454687524,300,300,True,True,biological_veto_capture,250,1,2,False
False,True,True,1.0,False,False,False,False,81.73997029999737,250,False,489,97.45600518974754,250,False,True,laptop,1.0,0.3096222490615499,full,300,1.0,False,undefended,0.05,,0,0,20,attack-v2-row-v1,594254024,300,300,True,True,biological_veto_capture,250,250,250,False
False,True,True,0.5,False,False,False,False,83.5581063000136,2,False,466,160.7077252561768,2,False,True,laptop,1.0,0.293077490109668,full,300,0.7,False,undefended,0.1,,1,0,20,attack-v2-row-v1,690973596,300,300,True,True,biological_veto_capture,250,1,2,False
False,True,True,1.0,False,False,False,False,82.17809830000624,250,False,473,98.7408028521422,250,False,True,laptop,1.0,0.2682199884974968,full,300,0.9,False,undefended,0.05,,0,0,20,attack-v2-row-v1,811163864,300,300,True,True,biological_veto_capture,250,250,250,False
False,True,True,0.975609756097561,False,False,False,False,82.65757219999796,41,False,457,159.14742856320007,41,False,True,laptop,1.0,0.29139137931751485,full,300,0.9,False,undefended,0.02,,1,0,20,attack-v2-row-v1,1382126948,300,300,True,True,biological_veto_capture,250,40,41,False
False,True,True,0.5,False,False,False,False,81.35665900001186,2,False,398,137.83796237445117,2,False,True,laptop,1.0,0.30210495513719143,full,300,0.3,False,undefended,0.1,,1,0,20,attack-v2-row-v1,1418055412,300,300,True,True,biological_veto_capture,250,1,2,False
False,True,True,0.8,False,False,False,False,83.48266670000157,5,False,430,143.2480675991345,5,False,True,laptop,1.0,0.3038398823602933,full,300,0.5,False,undefended,0.1,,1,0,20,attack-v2-row-v1,1526513880,300,300,True,True,biological_veto_capture,250,4,5,False
False,True,True,0.984375,False,False,False,False,83.53552279999712,64,False,438,152.14569790745566,64,False,True,laptop,1.0,0.2947413022049587,full,300,0.9,False,undefended,0.15,,1,0,20,attack-v2-row-v1,1880660240,300,300,True,True,biological_veto_capture,250,63,64,False
False,True,False,0.0,False,False,False,False,88.85421530000167,1,False,489,163.60265728930443,1,False,True,laptop,1.0,0.3043067497393425,full,300,0.5,False,undefended,0.2,,1,0,20,attack-v2-row-v1,2037383172,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,True,1.0,False,False,False,False,83.7470781999873,250,False,500,105.20307692487653,250,False,True,laptop,1.0,0.29876283050341923,full,300,0.9,False,undefended,0.02,,0,1,20,attack-v2-row-v1,235755296,300,300,True,True,biological_veto_capture,250,250,250,False
False,True,True,1.0,False,False,False,False,81.61070429999381,250,False,453,93.4785822925515,250,False,True,laptop,1.0,0.3136245498141173,full,300,1.0,False,undefended,0.1,,0,1,20,attack-v2-row-v1,650206944,300,300,True,True,biological_veto_capture,250,250,250,False
False,True,True,0.9761904761904762,False,False,False,False,83.79652529998566,42,False,441,153.67996796017945,42,False,True,laptop,1.0,0.29462228376877,full,300,0.9,False,undefended,0.15,,1,1,20,attack-v2-row-v1,672609516,300,300,True,True,biological_veto_capture,250,41,42,False
False,True,True,0.8333333333333334,False,False,False,False,82.56675070000347,6,False,452,157.46409427411947,6,False,True,laptop,1.0,0.31560707210021105,full,300,1.0,False,undefended,0.01,,1,1,20,attack-v2-row-v1,843126392,300,300,True,True,biological_veto_capture,250,5,6,False
False,True,False,0.0,False,False,False,False,84.18428440002026,1,False,445,155.90910609218673,1,False,True,laptop,1.0,0.28799498632619625,full,300,0.5,False,undefended,0.01,,1,1,20,attack-v2-row-v1,941291428,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,False,0.0,False,False,False,False,65.41087639998295,1,False,427,148.50144414605793,1,False,True,laptop,1.0,0.294858143669308,full,300,0.3,False,undefended,0.01,,1,1,20,attack-v2-row-v1,1037915680,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,True,0.9767441860465116,False,False,False,False,82.39824129999033,43,False,454,168.1990039546362,43,False,True,laptop,1.0,0.28263213829119077,full,300,0.9,False,undefended,0.1,,1,1,20,attack-v2-row-v1,1280939876,300,300,True,True,biological_veto_capture,250,42,43,False
False,True,True,0.9411764705882353,False,False,False,False,89.15575760000502,17,False,450,154.19661228126063,17,False,True,laptop,1.0,0.29903944058684356,full,300,0.7,False,undefended,0.2,,1,1,20,attack-v2-row-v1,1694265192,300,300,True,True,biological_veto_capture,250,16,17,False
