action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_shock_magnitude,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,False,0.0,False,False,True,True,64.35646460205317,0,False,327,67.9499971964736,0,False,True,linux,1.0,0.2521252058516955,full,300,True,0.2,0,15,20,attack-v2-row-v1,123643619,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,72.10438064020127,0,False,285,61.97840641351956,0,False,True,linux,1.0,0.30374046682951983,full,300,True,0.1,0,15,20,attack-v2-row-v1,340377392,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,72.08681421214715,0,False,318,64.79230870213107,0,False,True,linux,1.0,0.3037177555052342,full,300,True,0.15,0,15,20,attack-v2-row-v1,768770572,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,72.75183009495959,0,False,330,67.50214620269679,0,False,True,linux,1.0,0.2740530191936851,full,300,True,0.1,0,16,20,attack-v2-row-v1,881085690,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,60.584825245663524,0,False,253,52.07248319774702,0,False,True,linux,1.0,0.3016529543936861,full,300,True,0.2,0,16,20,attack-v2-row-v1,1191817658,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,71.19168933527544,0,False,321,66.63694744399918,0,False,True,linux,1.0,0.31423161246554526,full,300,True,0.15,0,16,20,attack-v2-row-v1,2069667404,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,61.65080561116338,0,False,283,59.01318705071129,0,False,True,linux,1.0,0.28608388026067577,full,300,True,0.2,0,17,20,attack-v2-row-v1,319148384,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,71.07235927321017,0,False,303,64.09068889901127,0,False,True,linux,1.0,0.2868761384025108,full,300,True,0.15,0,17,20,attack-v2-row-v1,1034543083,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,72.92865592520684,0,False,337,69.77430309541575,0,False,True,linux,1.0,0.30753469000661665,full,300,True,0.1,0,17,20,attack-v2-row-v1,1433723900,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,71.31096380902454,0,False,358,73.57153556313831,0,False,True,linux,1.0,0.2981886978848229,full,300,True,0.15,0,18,20,attack-v2-row-v1,1131234862,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,63.49229519022629,0,False,323,68.60129418510206,0,False,True,linux,1.0,0.2507772791713373,full,300,True,0.2,0,18,20,attack-v2-row-v1,1294688674,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,71.54521100781858,0,False,337,72.18455021620876,0,False,True,linux,1.0,0.3053039749959569,full,300,True,0.1,0,18,20,attack-v2-row-v1,1595461122,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,59.86746107786894,0,False,261,54.335349923433505,0,False,True,linux,1.0,0.25774219291361333,full,300,True,0.2,0,19,20,attack-v2-row-v1,619974461,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,71.41489700088277,0,False,323,64.88008312377043,0,False,True,linux,1.0,0.3058506564103001,full,300,True,0.15,0,19,20,attack-v2-row-v1,1427100335,200,200,False,True,engineered_fragility,0,0,0,False
False,True,False,0.0,False,False,True,True,72.31559236114845,0,False,293,60.682454490148416,0,False,True,linux,1.0,0.2716367672230007,full,300,True,0.1,0,19,20,attack-v2-row-v1,2008580060,200,200,False,True,engineered_fragility,0,0,0,False
