action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,extinct,final_population,final_u_sys_v2,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_base_transition_cost,parameter_defense_active,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,True,0.0,False,False,False,False,0.023430400004144758,False,195,17.533920051101354,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,1.5,False,0,1,attack-v2-row-v1,1007673170,3,3,False,True,measurement_tampering,0,0,True
False,True,True,0.0,False,False,False,False,0.023549699981231242,False,190,17.270250174982532,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,1.5,False,1,1,attack-v2-row-v1,1731467162,3,3,False,True,measurement_tampering,0,0,True
False,True,False,0.0,False,False,True,True,0.011791600001743063,False,195,17.533920051101354,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,1.5,True,0,1,attack-v2-row-v1,1007673170,3,3,False,True,measurement_tampering,0,0,False
False,True,False,0.0,False,False,True,True,0.01126899998052977,False,190,17.270250174982532,False,True,laptop,0.15600000000000003,0.32999999999999996,smoke,20,1.5,True,1,1,attack-v2-row-v1,1731467162,3,3,False,True,measurement_tampering,0,0,False
