action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_capture_strength,parameter_defense_active,parameter_defense_mode,parameter_dependency_rate,parameter_rotation_interval,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,False,0.0,False,False,False,False,89.05699899999308,1,False,528,186.30780507541823,1,False,True,laptop,1.0,0.2906484154132367,full,300,0.3,False,undefended,0.2,,1,0,20,attack-v2-row-v1,352286373,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,True,0.6666666666666666,False,False,False,False,81.5820504000003,3,False,431,149.60794870221665,3,False,True,laptop,1.0,0.2931614477108837,full,300,0.3,False,undefended,0.05,,1,0,20,attack-v2-row-v1,793995001,300,300,True,True,biological_veto_capture,250,2,3,False
False,True,False,0.0,False,False,False,False,86.49720640000305,1,False,455,151.41760755937136,1,False,True,laptop,1.0,0.29847268197491633,full,300,0.3,False,undefended,0.15,,1,0,20,attack-v2-row-v1,941730053,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,True,0.95,False,False,False,False,83.39072759999544,20,False,479,178.58160816478912,20,False,True,laptop,1.0,0.30393229948095,full,300,0.7,False,undefended,0.05,,1,0,20,attack-v2-row-v1,1080160957,300,300,True,True,biological_veto_capture,250,19,20,False
False,True,False,0.0,False,False,False,False,85.05514859998948,1,False,448,153.6080465172752,1,False,True,laptop,1.0,0.3006330104908961,full,300,0.5,False,undefended,0.01,,1,0,20,attack-v2-row-v1,1268641169,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,False,0.0,False,False,False,False,100.30973589999485,1,False,466,167.98776764088515,1,False,True,laptop,1.0,0.27909453688328684,full,300,0.3,False,undefended,0.02,,1,0,20,attack-v2-row-v1,1311126165,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,False,0.0,False,False,False,False,81.22240340002463,1,False,415,144.0440485897991,1,False,True,laptop,1.0,0.3007000731386194,full,300,0.5,False,undefended,0.05,,1,0,20,attack-v2-row-v1,1319335281,300,300,False,True,biological_veto_capture,250,0,1,False
False,True,True,0.9956709956709957,False,False,False,False,82.1031001000083,231,False,467,154.37031994639892,231,False,True,laptop,1.0,0.2820154868996863,full,300,0.9,False,undefended,0.1,,1,0,20,attack-v2-row-v1,2033210177,300,300,True,True,biological_veto_capture,250,230,231,False
False,True,True,1.0,False,False,False,False,89.88469579999219,249,False,501,107.56349673990353,249,False,True,laptop,1.0,0.28783819456850657,full,300,1.0,False,undefended,0.2,,0,1,20,attack-v2-row-v1,330625873,300,300,True,True,biological_veto_capture,250,249,249,False
False,True,True,0.9166666666666666,False,False,False,False,82.59743970001,12,False,484,170.0656171345025,12,False,True,laptop,1.0,0.3276881941024277,full,300,0.7,False,undefended,0.15,,1,1,20,attack-v2-row-v1,559483125,300,300,True,True,biological_veto_capture,250,11,12,False
