action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_phi,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,False,False,False,False,0.4508290000085253,0,False,192,10.318059103851091,0,False,True,laptop,0.9,0.28964856483434787,timing,300,False,1.0,0,0,20,attack-v2-row-v1,590063962,5,5,False,True,bootstrap_subversion,0,0,0,False
True,True,True,0.0,False,False,False,False,0.4584671999909915,0,False,197,9.654885588297693,0,False,True,laptop,0.9,0.3447528711622004,timing,300,False,1.0,0,1,20,attack-v2-row-v1,879171370,5,5,False,True,bootstrap_subversion,0,0,0,False
True,True,True,0.0,False,False,False,False,0.4514568999875337,0,False,178,9.839062645564074,0,False,True,laptop,0.9,0.32999999999999996,timing,300,False,1.0,0,2,20,attack-v2-row-v1,1437814725,5,5,False,True,bootstrap_subversion,0,0,0,False
False,True,False,0.0,False,False,True,True,0.44484510002075695,0,False,216,22.946137557130278,0,False,True,laptop,1.0,0.2866257629556585,timing,300,True,1.0,0,0,20,attack-v2-row-v1,590063962,5,5,False,True,bootstrap_subversion,0,0,0,False
False,True,False,0.0,False,False,True,True,0.41450119999353774,0,False,218,22.15822867399907,0,False,True,laptop,0.8,0.3447528711622004,timing,300,True,1.0,0,1,20,attack-v2-row-v1,879171370,5,5,False,True,bootstrap_subversion,0,0,0,False
False,True,False,0.0,False,False,True,True,0.408909699996002,0,False,204,21.95874883965792,0,False,True,laptop,0.8140000000000001,0.3197548593729988,timing,300,True,1.0,0,2,20,attack-v2-row-v1,1437814725,5,5,False,True,bootstrap_subversion,0,0,0,False
