action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_capture_strength,parameter_defense_active,parameter_defense_mode,parameter_dependency_rate,parameter_rotation_interval,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,False,False,0.0,False,False,False,False,0.8422876999829896,0,False,234,24.02471247710846,0,False,True,laptop,0.95,0.3224780327150377,timing,300,0.3,False,undefended,0.01,,0,0,20,attack-v2-row-v1,273497455,5,5,False,True,biological_veto_capture,5,0,0,False
False,False,False,0.0,False,False,False,False,0.8552058000059333,0,False,192,21.672823909473774,0,False,True,laptop,1.0,0.30104187863275406,timing,300,0.3,False,undefended,0.01,,0,1,20,attack-v2-row-v1,1037915680,5,5,False,True,biological_veto_capture,5,0,0,False
False,False,False,0.0,False,False,False,False,0.8384280999889597,0,False,207,22.599215800854346,0,False,True,laptop,0.8,0.3088753861067279,timing,300,0.3,False,undefended,0.01,,0,2,20,attack-v2-row-v1,84032795,5,5,False,True,biological_veto_capture,5,0,0,False
False,False,False,0.0,False,False,True,False,0.8479586000030395,0,False,203,21.75985750603176,0,False,True,laptop,0.8140000000000001,0.3402954967855519,timing,300,0.5,True,rotation_only,0.02,10,0,0,20,attack-v2-row-v1,416206662,5,5,False,True,biological_veto_capture,5,0,0,False
False,False,False,0.0,False,False,True,False,0.8281178000033833,0,False,215,22.736063465772183,0,False,True,laptop,1.0,0.30831066268549606,timing,300,0.5,True,rotation_only,0.02,10,0,1,20,attack-v2-row-v1,2097352649,5,5,False,True,biological_veto_capture,5,0,0,False
False,False,False,0.0,False,False,True,False,0.8158794000046328,0,False,216,23.10785915535641,0,False,True,laptop,1.0,0.32847302649870086,timing,300,0.5,True,rotation_only,0.02,10,0,2,20,attack-v2-row-v1,2068907229,5,5,False,True,biological_veto_capture,5,0,0,False
